model,feature,choice,rt,true_value,recalled_value,game_number
feature,Scene,1,2,1,-0.8399884402694302,6
feature,Food,1,2,3,2.1772585806234144,6
feature,Object,0,2,-1,-1.1902586083334308,6
feature,Red,0,2,-3,0.0,6
feature,Green,1,2,1,0.5918476612965526,6
feature,Blue,1,2,2,0.0,6
feature,Scene,0,2,-5,-2.752094250058851,2
feature,Food,1,2,3,3.7125772723922204,2
feature,Animal,1,2,1,0.0,2
feature,Object,1,2,2,-0.3197369680849378,7
feature,Scene,1,2,1,0.0,7
feature,Animal,0,2,-3,-2.363111300323825,7
feature,Blue,1,2,1,0.0,3
feature,Green,0,2,-2,-1.6130519579509774,3
feature,Yellow,1,2,2,1.455580034420307,3
feature,Object,0,2,-1,-1.8698981968521593,1
feature,Scene,1,2,2,1.9178670002994902,1
feature,Food,0,2,-1,0.3060531700399577,1
feature,Blue,1,2,1,0.0,8
feature,Red,0,2,-4,-2.538597825071795,8
feature,Yellow,1,2,3,2.3477178412085378,8
feature,Food,0,2,-3,-0.462980546061565,2
feature,Scene,1,2,1,0.0,2
feature,Object,1,2,3,3.5539455240068696,2
feature,Red,0,2,-2,-1.3628667274049606,6
feature,Green,1,2,1,1.0417097618927826,6
feature,Blue,1,2,2,1.340381024084466,6
feature,Object,1,2,2,0.0,7
feature,Scene,1,2,2,0.0,7
feature,Animal,0,2,-4,-2.146887177247296,7
feature,Red,1,2,4,1.8376125420839637,6
feature,Green,1,2,1,0.11418963764269585,6
feature,Blue,0,2,-4,0.0,6
feature,Blue,1,2,3,0.5124945400212626,5
feature,Green,0,2,-3,0.8421539429294158,5
feature,Yellow,0,2,-2,-2.0115545366118894,5
feature,Blue,0,2,-3,0.0,5
feature,Green,1,2,5,0.0,5
feature,Yellow,0,2,-1,0.0,5
feature,Blue,1,2,2,0.0,2
feature,Red,0,2,-1,0.0,2
feature,Green,0,2,-2,-0.35986823420909386,2
feature,Red,1,2,2,1.571610504828269,4
feature,Yellow,0,2,-1,0.3754708747558495,4
feature,Blue,1,2,1,2.095071810659891,4
feature,Food,1,2,3,3.5068485599189967,6
feature,Scene,0,2,-1,0.0,6
feature,Animal,0,2,-2,0.0,6
feature,Scene,0,2,-2,-2.512304175826286,5
feature,Animal,1,2,1,0.0,5
feature,Food,1,2,1,2.3109428736916753,5
feature,Animal,0,2,-2,0.0,4
feature,Object,1,2,3,0.0,4
feature,Food,0,2,-2,0.0,4
feature,Red,0,2,-1,0.0,8
feature,Green,1,2,1,0.9311299444516883,8
feature,Blue,0,2,-1,-1.149444934205575,8
feature,Food,0,2,-1,0.13905312798495184,6
feature,Scene,1,2,1,2.9050779903210895,6
feature,Animal,1,2,2,2.7761055711379456,6
feature,Object,0,2,-1,0.0,3
feature,Animal,1,2,1,-0.8863746580420525,3
feature,Scene,1,2,2,2.3784363809310136,3
feature,Red,1,2,2,0.9209836157602612,6
feature,Green,1,2,1,0.8554787972988402,6
feature,Blue,0,2,-4,0.0,6
feature,Animal,1,2,3,3.338341385328939,6
feature,Food,0,2,-2,0.9189355075172716,6
feature,Scene,0,2,-2,0.0,6
feature,Animal,0,2,-2,-1.6255528168704059,5
feature,Object,1,2,4,4.779983050525479,5
feature,Scene,0,2,-3,0.0,5
feature,Green,0,2,-1,0.0,7
feature,Yellow,1,2,2,3.7471444468605135,7
feature,Red,0,2,-1,0.0,7
feature,Object,0,2,-2,0.0,4
feature,Scene,1,2,1,-0.8286866336570894,4
feature,Animal,1,2,1,-2.056260031873707,4
feature,Food,1,2,4,0.33458695105306746,2
feature,Scene,0,2,-2,0.0,2
feature,Object,0,2,-4,-1.7273480390186353,2
feature,Animal,1,2,1,1.987977008210079,5
feature,Scene,0,2,-1,-1.9352762568207968,5
feature,Object,1,2,1,1.1766491284821332,5
feature,Animal,1,2,1,-0.17112991877963135,8
feature,Scene,0,2,-2,0.0,8
feature,Food,1,2,2,1.3321495905822398,8
feature,Animal,0,2,-3,-0.7865623449335674,4
feature,Object,1,2,1,-1.7652596870609387,4
feature,Scene,1,2,2,2.0658409259239288,4
feature,Animal,0,2,-2,-2.3185558969176054,5
feature,Object,1,2,2,0.0,5
feature,Scene,0,2,-1,0.0,5
feature,Scene,0,2,-1,-0.4544389046329558,3
feature,Food,1,2,1,-1.7900651264708933,3
feature,Animal,1,2,1,0.0,3
feature,Food,0,2,-1,0.0,8
feature,Object,0,2,-2,-2.5094967276575706,8
feature,Animal,1,2,3,2.216866472460404,8
feature,Scene,0,2,-3,0.0,7
feature,Food,0,2,-2,-1.9999290077758431,7
feature,Object,1,2,4,4.5552991772624605,7
feature,Yellow,0,2,-4,-2.0887881549370557,4
feature,Red,1,2,1,0.0,4
feature,Blue,1,2,1,1.4401313498976087,4
feature,Animal,1,2,2,0.0,5
feature,Scene,0,2,-2,0.1670020615751051,5
feature,Object,0,2,-1,0.0,5
feature,Blue,1,2,2,1.8873138032377652,3
feature,Yellow,0,2,-1,0.9430415002383876,3
feature,Red,0,2,-3,-3.88563394490322,3
feature,Food,0,2,-1,0.0,4
feature,Animal,1,2,3,0.0,4
feature,Object,0,2,-3,0.0,4
feature,Yellow,1,2,1,0.5695426264217602,7
feature,Blue,0,2,-3,0.0,7
feature,Green,1,2,2,1.2634159959325948,7
feature,Scene,0,2,-4,0.0,6
feature,Food,1,2,4,0.0,6
feature,Object,0,2,-2,-1.7294759511042432,6
feature,Animal,1,2,1,0.0,8
feature,Scene,1,2,2,0.0,8
feature,Food,0,2,-1,-1.2994767183381095,8
feature,Blue,1,2,1,1.426705229626445,5
feature,Green,0,2,-2,-2.0000202289496327,5
feature,Yellow,1,2,2,2.0775743375789326,5
feature,Animal,1,2,2,2.9431098006643377,3
feature,Food,0,2,-1,0.0,3
feature,Object,0,2,-1,0.0,3
feature,Red,1,2,1,0.0,7
feature,Green,1,2,2,2.364312018354859,7
feature,Blue,0,2,-2,0.0,7
feature,Animal,0,2,-1,0.0,5
feature,Object,0,2,-2,-0.14807835846111816,5
feature,Scene,1,2,3,0.0,5
feature,Food,0,2,-2,0.0,6
feature,Object,0,2,-2,0.0,6
feature,Scene,1,2,6,5.444935681674374,6
feature,Animal,1,2,2,1.066047607831744,3
feature,Food,0,2,-2,-1.6576483050649156,3
feature,Object,1,2,1,0.0,3
feature,Red,1,2,1,0.0,1
feature,Blue,1,2,2,0.0,1
feature,Yellow,0,2,-3,-1.0686224054502502,1
feature,Animal,0,2,-3,-1.9824959785874343,8
feature,Food,1,2,1,0.0,8
feature,Object,1,2,2,0.0,8
feature,Red,0,2,-1,0.0,5
feature,Green,0,2,-2,-1.781447699679085,5
feature,Blue,1,2,1,0.0,5
feature,Food,0,2,-2,-4.801601077355171,2
feature,Scene,0,2,-1,0.0,2
feature,Object,1,2,2,0.0,2
feature,Yellow,1,2,1,-0.2712896377225311,6
feature,Blue,1,2,2,2.0388065447887787,6
feature,Red,0,2,-2,-0.8382019453650866,6
feature,Scene,1,2,2,2.203017762558443,2
feature,Food,0,2,-4,0.0,2
feature,Animal,1,2,1,0.793074845204602,2
feature,Animal,1,2,2,0.0,1
feature,Scene,1,2,1,-0.12039503522167083,1
feature,Food,0,2,-1,-1.3160494503533533,1
feature,Scene,0,2,-1,0.0,7
feature,Object,1,2,1,0.0,7
feature,Animal,1,2,2,0.0,7
feature,Green,0,2,-5,-2.1512973537096096,5
feature,Blue,1,2,3,2.7147961761882673,5
feature,Yellow,1,2,1,1.6255681860171922,5
feature,Green,1,2,2,0.0,1
feature,Yellow,0,2,-2,-2.8457043618517104,1
feature,Red,0,2,-1,0.0,1
feature,Green,0,2,-1,-1.4334304791765875,5
feature,Red,0,2,-1,-1.9151791952604518,5
feature,Yellow,1,2,2,0.0,5
feature,Animal,0,2,-3,-4.846721017104229,3
feature,Food,0,2,-1,0.0,3
feature,Object,1,2,3,1.9028781766770086,3
feature,Object,0,2,-1,0.0,5
feature,Scene,0,2,-1,-2.3168797437804916,5
feature,Animal,1,2,1,0.812994697658035,5
feature,Animal,1,2,1,0.0,3
feature,Scene,0,2,-3,-0.8068096763831081,3
feature,Food,1,2,1,1.9469627269355454,3
feature,Blue,0,2,-1,0.0,8
feature,Red,0,2,-3,0.0,8
feature,Yellow,1,2,2,1.2710437085651227,8
feature,Red,0,2,-2,0.0,6
feature,Green,1,2,2,1.9640939214266273,6
feature,Blue,1,2,2,1.951762127970155,6
feature,Animal,1,2,1,2.488434252712095,1
feature,Scene,0,2,-2,0.0,1
feature,Food,1,2,1,0.9475454765091413,1
feature,Animal,0,2,-4,-1.9484048804842724,8
feature,Scene,1,2,2,2.541716013424107,8
feature,Food,1,2,2,0.200513660861231,8
feature,Green,0,2,-2,-2.896376018732678,1
feature,Yellow,1,2,1,1.7562153143132782,1
feature,Red,1,2,1,-0.4874090953147525,1
feature,Green,0,2,-1,-1.9799195672954233,5
feature,Blue,0,2,-1,1.7831027584844077,5
feature,Yellow,1,2,2,0.0,5
feature,Food,1,2,1,1.961853552054287,2
feature,Scene,1,2,1,0.0,2
feature,Object,0,2,-3,-3.050638222231464,2
feature,Green,0,2,-1,-0.8807932069404314,5
feature,Blue,0,2,-2,0.0,5
feature,Yellow,1,2,3,1.914753761997347,5
feature,Blue,0,2,-4,0.0,3
feature,Green,1,2,2,1.6892106868246455,3
feature,Yellow,1,2,2,1.7367170141430077,3
feature,Object,0,2,-1,-1.4781357224463947,1
feature,Scene,1,2,1,1.3697237079842932,1
feature,Food,0,2,-2,1.6745217916103978,1
feature,Red,1,2,1,0.0,3
feature,Green,0,2,-2,-2.0114905135327716,3
feature,Yellow,1,2,1,0.9419539926671447,3
feature,Green,0,2,-1,-2.3615122241436404,7
feature,Yellow,0,2,-2,0.0,7
feature,Red,1,2,2,1.4368584577420467,7
feature,Red,1,2,1,-0.2570083753809034,8
feature,Green,0,2,-1,0.0,8
feature,Blue,0,2,-1,1.5052564414400122,8
feature,Animal,0,2,-4,-2.1154876062267403,4
feature,Object,1,2,2,0.0,4
feature,Scene,1,2,1,0.0,4
feature,Green,0,2,-2,0.3001173362546994,6
feature,Yellow,1,2,2,0.0,6
feature,Red,1,2,1,0.8426539469399423,6
feature,Red,0,2,-2,-1.431871325671593,5
feature,Green,1,2,4,0.0,5
feature,Blue,0,2,-2,-2.0609143493092983,5
feature,Green,0,2,-2,-2.660320188547101,8
feature,Yellow,1,2,3,0.0,8
feature,Red,0,2,-2,0.12312562998529342,8
feature,Object,1,2,2,0.0,3
feature,Animal,0,2,-2,0.0,3
feature,Scene,1,2,2,0.0,3
feature,Animal,1,2,1,2.8684212514498197,6
feature,Food,1,2,1,0.5651582208043011,6
feature,Scene,0,2,-1,-0.9846138317720723,6
feature,Animal,1,2,1,0.17511696429406443,5
feature,Scene,1,2,2,1.827509180266939,5
feature,Object,0,2,-1,0.0,5
feature,Animal,0,2,-1,0.0,6
feature,Food,1,2,2,-1.0618486738190847,6
feature,Scene,0,2,-2,0.0,6
feature,Object,1,2,2,0.0,4
feature,Animal,1,2,2,0.0,4
feature,Scene,0,2,-2,0.0,4
feature,Red,0,2,-2,0.0,4
feature,Yellow,0,2,-3,-0.13177476929026688,4
feature,Blue,1,2,4,0.0,4
feature,Red,1,2,4,1.4396082140906845,5
feature,Green,0,2,-2,0.0,5
feature,Blue,0,2,-2,-2.0318513200975055,5
feature,Animal,1,2,1,1.6570447509894766,8
feature,Scene,1,2,2,0.0,8
feature,Food,0,2,-2,-2.0447366362987576,8
feature,Yellow,1,2,1,1.5126451462531674,6
feature,Blue,0,2,-2,0.0,6
feature,Red,1,2,2,0.0,6
feature,Object,1,2,1,0.0,8
feature,Animal,0,2,-2,-0.7573706805172895,8
feature,Food,1,2,2,1.3995732007261776,8
feature,Object,1,2,3,0.0,1
feature,Scene,0,2,-1,0.0,1
feature,Food,0,2,-3,-2.029561332277984,1
feature,Green,0,2,-1,-5.278577447431405,6
feature,Red,1,2,1,-1.4021203152282187,6
feature,Yellow,1,2,2,1.9804372919722764,6
feature,Green,1,2,3,-0.6206591608099361,5
feature,Blue,0,2,-2,0.0,5
feature,Yellow,1,2,1,-0.4376640559284124,5
feature,Blue,1,2,1,0.6780769364290282,8
feature,Yellow,0,2,-3,0.0,8
feature,Red,1,2,1,1.420629153310608,8
feature,Blue,1,2,1,0.0,3
feature,Green,0,2,-2,0.0,3
feature,Yellow,1,2,3,3.352269006571051,3
feature,Object,1,2,2,2.07335158942609,7
feature,Scene,0,2,-1,0.0,7
feature,Animal,1,2,1,0.33022235575631065,7
feature,Animal,0,2,-4,-0.8915706832315338,6
feature,Food,1,2,2,1.318891536641931,6
feature,Scene,1,2,2,0.0,6
feature,Yellow,1,2,2,2.1455857754526466,2
feature,Blue,0,2,-2,0.0,2
feature,Green,0,2,-1,-1.9475246473976662,2
feature,Object,1,2,1,0.0,8
feature,Animal,0,2,-1,2.2259752686540337,8
feature,Food,1,2,1,0.9674956737921487,8
feature,Scene,1,2,1,-0.3107611662539168,2
feature,Food,0,2,-1,0.5760544473198265,2
feature,Object,1,2,1,0.0,2
feature,Red,1,2,1,0.5967582583704842,4
feature,Yellow,0,2,-2,-2.2019067066553006,4
feature,Blue,1,2,1,0.0,4
feature,Object,1,2,1,3.5693869716214213,1
feature,Animal,1,2,1,2.0095348450872703,1
feature,Food,0,2,-1,-1.4173684772452455,1
feature,Green,0,2,-2,-1.16290203803324,6
feature,Yellow,1,2,1,0.37265294885302613,6
feature,Red,1,2,1,0.04261040040002895,6
feature,Blue,1,2,2,2.0473671647359084,3
feature,Yellow,0,2,-3,0.0,3
feature,Red,1,2,3,2.3323023425997773,3
feature,Object,0,2,-5,-5.6125047318045285,7
feature,Scene,1,2,1,0.0,7
feature,Animal,1,2,3,0.0,7
feature,Animal,1,2,2,1.2864026651087952,3
feature,Scene,0,2,-1,1.0339759737196603,3
feature,Food,0,2,-2,0.0,3
feature,Red,0,2,-1,-1.2554114563990462,4
feature,Yellow,0,2,-2,-1.8300060830563112,4
feature,Blue,1,2,3,3.682720491927731,4
feature,Blue,0,2,-2,0.0,3
feature,Yellow,0,2,-1,-2.1685294931412336,3
feature,Red,1,2,1,1.0558527105733102,3
feature,Yellow,1,2,2,1.3085210573754336,4
feature,Red,1,2,2,0.0,4
feature,Blue,0,2,-4,-3.8931520764428527,4
feature,Green,1,2,1,-0.07477113220222176,6
feature,Red,0,2,-3,-1.4058869232769218,6
feature,Yellow,1,2,1,0.7545083450176526,6
feature,Scene,0,2,-2,-1.5414641291559938,1
feature,Food,0,2,-2,-1.5118892898266867,1
feature,Animal,1,2,2,0.0,1
feature,Blue,0,2,-1,0.0,1
feature,Yellow,1,2,3,1.4392971132785148,1
feature,Green,0,2,-1,0.0,1
feature,Blue,0,2,-2,-2.090314755612527,3
feature,Yellow,1,2,3,1.1578853862735599,3
feature,Red,0,2,-1,0.0,3
feature,Object,1,2,5,5.2662316998409056,7
feature,Scene,0,2,-1,0.0,7
feature,Animal,0,2,-4,-2.435621633002204,7
feature,Green,0,2,-5,0.0,6
feature,Red,1,2,2,0.0,6
feature,Yellow,1,2,2,0.0,6
feature,Blue,1,2,2,1.4778654807369869,8
feature,Yellow,0,2,-3,0.0,8
feature,Red,1,2,2,2.7585238081812102,8
feature,Blue,0,2,-1,0.0,4
feature,Green,1,2,1,0.0,4
feature,Red,1,2,2,0.6406976709914582,4
feature,Red,0,2,-1,-2.048529430779004,6
feature,Green,0,2,-1,0.0,6
feature,Blue,1,2,2,0.0,6
feature,Food,1,2,1,0.0,8
feature,Object,0,2,-4,-3.1457871497238132,8
feature,Animal,1,2,4,1.589510446072897,8
feature,Blue,1,2,1,0.7905018963110921,2
feature,Yellow,1,2,1,1.7625844366465304,2
feature,Green,0,2,-1,0.0,2
feature,Animal,0,2,-2,0.0,5
feature,Object,1,2,5,0.0,5
feature,Scene,0,2,-4,-1.5276159210624014,5
feature,Animal,1,2,1,0.2369646257093807,6
feature,Food,0,2,-1,1.608287715346497,6
feature,Scene,1,2,1,0.0,6
feature,Red,1,2,1,0.0,6
feature,Green,1,2,1,0.0,6
feature,Blue,0,2,-1,-1.1263075511675336,6
feature,Red,1,2,5,0.0,4
feature,Yellow,0,2,-3,-1.5057051507271795,4
feature,Green,0,2,-2,-2.2768441692089354,4
feature,Object,1,2,2,0.0,8
feature,Animal,0,2,-4,-1.7688846042216237,8
feature,Food,1,2,1,1.3050559694404757,8
feature,Animal,0,2,-3,0.0,1
feature,Object,1,2,2,1.3243874772393378,1
feature,Food,1,2,1,0.0,1
feature,Animal,1,2,2,2.5866473688815654,4
feature,Object,0,2,-3,-3.184126949317422,4
feature,Food,1,2,3,3.538036798303648,4
feature,Object,0,2,-1,0.0,1
feature,Scene,1,2,2,1.7927091528302723,1
feature,Food,0,2,-2,-1.490254453180716,1
feature,Animal,0,2,-4,0.0,1
feature,Object,1,2,2,2.0885669628664303,1
feature,Food,1,2,2,2.947411963164226,1
feature,Scene,0,2,-1,0.0,3
feature,Food,1,2,4,3.399487010702461,3
feature,Animal,0,2,-3,-1.576500217006937,3
feature,Animal,0,2,-1,0.0,3
feature,Scene,0,2,-1,-2.129531088940536,3
feature,Food,1,2,2,2.222172167805042,3
feature,Green,0,2,-2,0.29479519477135274,6
feature,Yellow,1,2,2,0.0,6
feature,Red,0,2,-1,0.973056765423664,6
feature,Red,0,2,-2,-1.7548397735205736,7
feature,Green,1,2,2,-0.02876583164767077,7
feature,Blue,0,2,-1,-1.1358307738528983,7
feature,Scene,0,2,-1,0.0,7
feature,Object,1,2,1,1.1087779927011103,7
feature,Animal,1,2,2,0.0,7
feature,Object,1,2,1,0.7391156805892167,7
feature,Scene,1,2,1,0.0,7
feature,Animal,0,2,-2,0.0,7
feature,Red,0,2,-1,-2.7824934009525215,6
feature,Green,0,2,-1,-0.8242846879316603,6
feature,Blue,1,2,2,1.1291286331361834,6
feature,Food,0,2,-3,-1.6621828681132258,7
feature,Scene,1,2,1,1.075017909413411,7
feature,Object,1,2,1,0.28098205558230716,7
feature,Object,1,2,2,0.0,2
feature,Food,0,2,-2,-1.1772742604993252,2
feature,Scene,1,2,2,0.0,2
feature,Object,1,2,2,2.1070503936542013,8
feature,Animal,1,2,1,1.6378823580099238,8
feature,Food,0,2,-1,-2.4017997125236,8
feature,Food,0,2,-2,-2.3022440448392096,8
feature,Object,0,2,-2,-0.8086723850905955,8
feature,Animal,1,2,2,0.0,8
feature,Red,1,2,2,0.0,2
feature,Yellow,0,2,-5,-4.627156120089127,2
feature,Green,1,2,3,0.0,2
feature,Red,0,2,-1,1.1873133487667367,3
feature,Green,1,2,2,0.0,3
feature,Yellow,0,2,-2,0.0,3
feature,Red,1,2,2,0.0,6
feature,Green,0,2,-1,-0.34635439020032244,6
feature,Blue,0,2,-3,0.0,6
feature,Red,1,2,1,0.0,1
feature,Blue,0,2,-2,0.5059438643852514,1
feature,Yellow,0,2,-1,-1.9543972056327927,1
feature,Object,0,2,-1,0.0,7
feature,Scene,0,2,-2,0.0,7
feature,Animal,1,2,3,3.43787344666975,7
feature,Object,1,2,2,2.2146348011170502,4
feature,Scene,0,2,-1,0.0,4
feature,Animal,0,2,-3,1.3514760492037023,4
feature,Food,0,2,-1,0.7398913477161843,6
feature,Scene,1,2,3,0.7995420940587803,6
feature,Animal,0,2,-2,-1.594628433549531,6
feature,Blue,1,2,3,2.7537665847152635,3
feature,Green,1,2,2,1.6453679277394797,3
feature,Yellow,0,2,-5,-4.487619831284485,3
feature,Red,1,2,2,2.1766966333371127,7
feature,Green,1,2,1,-1.1194031058072178,7
feature,Blue,0,2,-4,0.0,7
feature,Animal,1,2,3,0.9955314996962531,1
feature,Object,0,2,-5,0.0,1
feature,Food,1,2,2,0.0,1
feature,Food,0,2,-3,-3.2066481261262405,6
feature,Object,1,2,1,-0.006463826432665298,6
feature,Scene,1,2,3,0.0,6
feature,Red,0,2,-1,0.0,2
feature,Yellow,1,2,2,2.628166924138049,2
feature,Green,0,2,-1,-0.36643739410915677,2
feature,Red,0,2,-4,-4.10505721754006,6
feature,Green,0,2,-1,-0.36451616146089894,6
feature,Blue,1,2,3,1.052962014580281,6
feature,Blue,0,2,-3,-4.925151649130948,8
feature,Green,1,2,3,0.9885891766593862,8
feature,Red,1,2,2,0.0,8
feature,Animal,1,2,1,0.0,4
feature,Object,0,2,-2,0.0,4
feature,Food,1,2,1,1.7791187046657624,4
feature,Scene,1,2,1,1.0198316000982213,3
feature,Food,1,2,2,1.6104698356792717,3
feature,Animal,0,2,-3,-1.3360880329954488,3
feature,Object,1,2,3,0.0,1
feature,Animal,0,2,-2,0.0,1
feature,Food,1,2,2,0.0,1
feature,Animal,1,2,3,2.366803713282847,6
feature,Food,0,2,-3,0.0,6
feature,Scene,0,2,-2,0.0,6
feature,Animal,1,2,2,0.0,3
feature,Scene,0,2,-2,0.0,3
feature,Food,1,2,2,1.8191126400081248,3
feature,Yellow,1,2,1,1.9961870214647945,4
feature,Red,0,2,-2,0.0,4
feature,Blue,1,2,1,0.0,4
feature,Scene,0,2,-1,0.0,3
feature,Food,1,2,3,1.3848189184232318,3
feature,Animal,0,2,-1,-2.226001620412944,3
feature,Food,1,2,2,1.6542144633578413,7
feature,Object,0,2,-1,-2.4803305506070847,7
feature,Scene,0,2,-3,-0.9029308754905412,7
feature,Yellow,0,2,-2,-1.7387555221103983,4
feature,Red,0,2,-2,0.0,4
feature,Blue,1,2,3,0.0,4
feature,Blue,0,2,-1,0.0,4
feature,Green,1,2,4,0.0,4
feature,Red,0,2,-1,-0.3297479690953312,4
feature,Green,0,2,-2,0.0,5
feature,Blue,1,2,1,0.0,5
feature,Yellow,0,2,-1,-2.2991157508522333,5
feature,Blue,0,2,-1,0.7053703136096152,8
feature,Green,0,2,-1,-2.408906662625892,8
feature,Red,1,2,2,1.261385415054155,8
feature,Object,0,2,-3,0.0,1
feature,Scene,1,2,2,0.0,1
feature,Food,1,2,1,0.0,1
feature,Food,1,2,2,0.0,7
feature,Object,0,2,-3,0.0,7
feature,Scene,1,2,3,0.0,7
feature,Scene,1,2,1,0.0,5
feature,Animal,0,2,-1,-1.6000795991213326,5
feature,Food,0,2,-2,0.0,5
feature,Animal,0,2,-1,-0.9497190496082203,4
feature,Object,0,2,-1,0.0,4
feature,Food,1,2,1,1.4596154873358422,4
feature,Blue,0,2,-2,-2.3366367723460577,8
feature,Red,0,2,-2,-3.6315644926268784,8
feature,Yellow,1,2,3,1.2800231505985078,8
feature,Object,0,2,-1,-0.6989922054092509,7
feature,Scene,1,2,2,0.0,7
feature,Animal,0,2,-1,0.0,7
feature,Scene,1,2,4,4.501071833894908,6
feature,Food,0,2,-1,-1.7197803079307044,6
feature,Object,0,2,-2,0.0,6
feature,Food,0,2,-2,-2.4872285580073914,8
feature,Object,1,2,3,0.0,8
feature,Animal,1,2,1,0.0,8
feature,Scene,1,2,1,1.618071021070683,7
feature,Food,1,2,1,0.0,7
feature,Object,0,2,-2,0.0,7
feature,Blue,1,2,1,0.0,4
feature,Green,0,2,-3,-0.5812394352719772,4
feature,Red,1,2,3,1.7423570620508813,4
feature,Blue,0,2,-1,1.2768297295252027,1
feature,Yellow,0,2,-2,-2.7244248197280942,1
feature,Green,1,2,1,0.0,1
feature,Object,0,2,-1,0.0,4
feature,Animal,1,2,3,0.0,4
feature,Scene,1,2,1,0.8593897470754703,4
feature,Yellow,1,2,2,0.0,6
feature,Blue,0,2,-1,0.0,6
feature,Red,0,2,-2,0.0,6
feature,Scene,1,2,4,0.0,6
feature,Food,0,2,-1,0.0,6
feature,Object,0,2,-2,0.0,6
feature,Object,1,2,1,0.0,4
feature,Animal,0,2,-1,2.0632940346878725,4
feature,Scene,0,2,-1,-0.5564006510234087,4
feature,Food,0,2,-1,0.0,7
feature,Object,1,2,1,2.087228361538881,7
feature,Scene,1,2,1,1.0636562207571891,7
feature,Blue,0,2,-2,0.0,3
feature,Yellow,1,2,3,2.2472014714889195,3
feature,Red,0,2,-1,0.0,3
feature,Blue,0,2,-1,0.0,3
feature,Yellow,0,2,-1,0.11811472716622051,3
feature,Red,1,2,1,-0.2805844126804966,3
feature,Green,0,2,-2,-1.3571342950012348,5
feature,Blue,1,2,4,0.0,5
feature,Yellow,0,2,-1,-0.795875205687327,5
feature,Red,0,2,-1,0.8796680032746562,3
feature,Green,0,2,-1,-0.5833388078764472,3
feature,Yellow,1,2,2,2.696738081000113,3
feature,Animal,0,2,-1,-2.200817845151657,6
feature,Food,0,2,-2,0.0,6
feature,Scene,1,2,1,1.7542177040241929,6
feature,Green,1,2,4,0.9498836489074328,6
feature,Red,0,2,-4,0.0,6
feature,Yellow,0,2,-1,0.0,6
feature,Scene,0,2,-2,-1.9436497378360291,5
feature,Animal,0,2,-1,-0.42914923283426387,5
feature,Food,1,2,1,-1.7130138570495705,5
feature,Blue,0,2,-2,0.0,1
feature,Yellow,0,2,-1,-0.8746759233344246,1
feature,Green,1,2,3,0.8944714679179194,1
feature,Object,0,2,-1,-1.6181672065770094,8
feature,Animal,0,2,-1,-1.5109171645394,8
feature,Food,1,2,2,1.9822402058395505,8
feature,Object,0,2,-2,-0.697650104404287,7
feature,Scene,1,2,2,0.0,7
feature,Animal,1,2,1,1.5100967153706952,7
feature,Yellow,0,2,-1,-3.304704442654833,2
feature,Blue,0,2,-1,-1.984051484158947,2
feature,Green,1,2,3,3.3383181022988264,2
feature,Animal,1,2,1,-0.9132318988874587,1
feature,Object,0,2,-1,-3.116732683577746,1
feature,Food,1,2,2,0.0,1
feature,Blue,1,2,1,0.8323558303150064,8
feature,Red,1,2,3,1.6827993771838288,8
feature,Yellow,0,2,-3,-2.4502236780896913,8
feature,Red,0,2,-1,-1.4410101668675905,3
feature,Green,1,2,4,2.3268873644456844,3
feature,Yellow,0,2,-1,0.25650847472504834,3
feature,Animal,1,2,3,0.0,1
feature,Object,0,2,-2,-0.9847646934572597,1
feature,Food,0,2,-1,-0.6617617706163388,1
feature,Food,0,2,-1,0.0,2
feature,Object,1,2,1,-1.0938097180308612,2
feature,Scene,1,2,1,1.2003840319879095,2
feature,Animal,0,2,-1,-2.6870292127175013,8
feature,Scene,0,2,-1,-0.957081735572495,8
feature,Food,1,2,2,0.0,8
feature,Food,0,2,-4,-1.6706971672087194,2
feature,Scene,1,2,2,2.4113566640740167,2
feature,Object,1,2,3,0.0,2
feature,Object,0,2,-1,-1.115578463460267,4
feature,Scene,1,2,4,3.2905536099968176,4
feature,Animal,0,2,-2,1.4961499384082662,4
feature,Animal,0,2,-1,0.0,5
feature,Scene,0,2,-1,0.0,5
feature,Object,1,2,2,1.667798672786395,5
feature,Animal,0,2,-2,-1.5543281865699727,3
feature,Scene,1,2,4,4.22458891500021,3
feature,Food,0,2,-1,0.0,3
feature,Food,1,2,2,2.292811239892616,4
feature,Animal,0,2,-1,0.0,4
feature,Object,0,2,-2,0.0,4
feature,Yellow,1,2,1,2.0383370771177196,4
feature,Red,0,2,-2,0.0,4
feature,Blue,1,2,1,-0.3880599110711551,4
feature,Food,0,2,-2,-2.1945663481848734,7
feature,Object,1,2,1,2.4046887972615636,7
feature,Scene,1,2,1,2.3260238308525505,7
feature,Object,1,2,2,0.0,4
feature,Scene,0,2,-3,-2.4611183280772195,4
feature,Animal,1,2,1,0.0,4
feature,Food,1,2,3,1.4184605095286142,2
feature,Scene,1,2,2,2.166766844022206,2
feature,Object,0,2,-2,-0.5942063478246293,2
feature,Animal,1,2,1,1.1013352743777367,8
feature,Scene,1,2,1,0.9729299073240972,8
feature,Food,0,2,-3,0.5435369042145679,8
feature,Scene,1,2,2,0.0,5
feature,Animal,0,2,-4,-2.738464028747316,5
feature,Food,1,2,1,0.0,5
feature,Food,0,2,-3,0.0,6
feature,Object,0,2,-2,-2.017131985928557,6
feature,Scene,1,2,5,0.0,6
