model,feature,choice,rt,true_value,recalled_value,game_number
feature,Object,0,2,-2,-0.8251554514988668,1
feature,Animal,1,2,3,0.4938816677297363,1
feature,Food,0,2,-1,0.0,1
feature,Scene,0,2,-2,-3.442734461172452,7
feature,Object,0,2,-1,0.41678114620317264,7
feature,Animal,1,2,2,0.0,7
feature,Green,1,2,2,1.8150752440842757,5
feature,Blue,0,2,-2,0.0,5
feature,Yellow,0,2,-1,1.9870843311513338,5
feature,Food,1,2,2,0.7988393919793435,6
feature,Scene,0,2,-1,0.0,6
feature,Animal,0,2,-1,0.0,6
feature,Scene,0,2,-2,-0.9156768837954733,6
feature,Food,1,2,2,1.9169585745671391,6
feature,Object,1,2,1,0.0,6
feature,Food,1,2,1,0.0,4
feature,Animal,0,2,-4,-2.2406151870704907,4
feature,Object,1,2,1,1.8883950303969437,4
feature,Animal,1,2,2,-0.35087026560820056,1
feature,Scene,0,2,-3,-0.6598482051509382,1
feature,Food,1,2,2,0.0,1
feature,Blue,1,2,1,0.3940312104167133,8
feature,Red,0,2,-1,-2.576362096538777,8
feature,Yellow,0,2,-1,-1.1454190120007204,8
feature,Red,1,2,1,0.0,3
feature,Green,1,2,1,2.5504356936180677,3
feature,Yellow,0,2,-1,0.0,3
feature,Object,0,2,-1,-1.1282836359211028,4
feature,Animal,0,2,-3,-2.784684243205354,4
feature,Scene,1,2,2,1.765352306791959,4
feature,Yellow,0,2,-3,-1.1496526153852025,7
feature,Red,1,2,2,-0.3168949063022799,7
feature,Blue,1,2,1,0.0,7
feature,Green,1,2,1,0.0,8
feature,Yellow,1,2,4,1.5013089655319996,8
feature,Red,0,2,-4,-1.769415072497507,8
feature,Animal,0,2,-3,0.0,6
feature,Food,1,2,2,1.0209100234743782,6
feature,Scene,1,2,1,0.0,6
feature,Object,0,2,-2,0.0,4
feature,Scene,0,2,-3,0.0,4
feature,Animal,1,2,5,0.0,4
feature,Object,0,2,-2,0.0,2
feature,Food,1,2,3,0.0,2
feature,Scene,0,2,-1,1.5568784797416604,2
feature,Blue,1,2,1,1.5402631062598187,3
feature,Green,1,2,2,1.48353599444783,3
feature,Yellow,0,2,-1,0.0,3
feature,Object,0,2,-1,0.0,8
feature,Animal,0,2,-1,-0.8886533732302979,8
feature,Food,1,2,2,1.4113113209825472,8
feature,Green,1,2,1,0.0,5
feature,Blue,0,2,-4,0.0,5
feature,Yellow,1,2,1,0.0,5
feature,Animal,1,2,1,-0.43230041948922127,3
feature,Food,1,2,1,0.0,3
feature,Object,0,2,-2,0.0,3
feature,Scene,1,2,4,0.0,7
feature,Food,1,2,2,0.0,7
feature,Object,0,2,-4,-0.77567561993862,7
feature,Scene,1,2,2,2.8469254279479093,3
feature,Food,0,2,-1,-3.041398505448875,3
feature,Animal,1,2,1,0.0,3
feature,Green,1,2,4,2.605512050961479,5
feature,Blue,0,2,-2,0.0,5
feature,Yellow,0,2,-1,0.0,5
feature,Yellow,1,2,2,1.9239788292414335,6
feature,Blue,1,2,2,1.3524015079722864,6
feature,Red,0,2,-6,-3.7260179293672264,6
feature,Yellow,0,2,-3,-1.8284879876385542,7
feature,Red,1,2,2,0.0,7
feature,Blue,1,2,2,2.3028760779133197,7
feature,Animal,0,2,-2,-1.863940065614305,4
feature,Object,1,2,1,0.37935415010606466,4
feature,Food,1,2,1,0.19234578947789815,4
feature,Animal,0,2,-1,0.0,3
feature,Scene,0,2,-1,1.451000422947145,3
feature,Food,1,2,2,0.0,3
feature,Object,1,2,3,0.0,1
feature,Animal,0,2,-3,-1.700299312341283,1
feature,Food,1,2,2,2.4664032254171904,1
feature,Food,1,2,1,0.0,6
feature,Object,1,2,2,1.7875355159501796,6
feature,Scene,0,2,-1,0.0,6
feature,Scene,1,2,1,1.2101269219435806,7
feature,Food,0,2,-1,-1.0593929093894527,7
feature,Object,1,2,2,0.0,7
feature,Animal,0,2,-1,-1.854975712794175,5
feature,Scene,0,2,-1,1.558399566773565,5
feature,Object,1,2,1,0.0,5
feature,Blue,0,2,-2,0.0,4
feature,Green,1,2,1,0.0,4
feature,Red,1,2,2,-2.370471993442134,4
feature,Food,0,2,-2,-3.0606231032208755,7
feature,Object,1,2,2,0.0,7
feature,Scene,0,2,-2,-2.0437685645045964,7
feature,Food,1,2,2,0.0,7
feature,Object,1,2,1,1.2334488592367225,7
feature,Scene,0,2,-1,-3.447431504653395,7
feature,Animal,1,2,2,0.0,3
feature,Food,1,2,2,0.0,3
feature,Object,0,2,-4,0.0,3
feature,Blue,0,2,-1,-1.8848996989374358,1
feature,Yellow,1,2,1,0.0,1
feature,Green,0,2,-1,-1.5859697108648196,1
feature,Animal,0,2,-3,0.0,1
feature,Object,1,2,2,2.491986450956313,1
feature,Food,1,2,2,0.0,1
feature,Food,0,2,-1,0.0,8
feature,Object,1,2,1,1.8414761499494117,8
feature,Animal,1,2,1,0.0,8
feature,Food,1,2,1,0.19643255234180412,2
feature,Scene,1,2,1,0.6378829252109327,2
feature,Object,0,2,-3,-1.1396014016231133,2
feature,Object,0,2,-1,-1.7547175198886449,2
feature,Food,1,2,1,0.66355630207324,2
feature,Scene,1,2,2,0.3503904990028932,2
feature,Object,0,2,-2,0.0,3
feature,Animal,1,2,2,0.0,3
feature,Scene,0,2,-1,0.8479862780966294,3
feature,Blue,1,2,2,1.0054605993794008,8
feature,Red,0,2,-2,-2.654558364697655,8
feature,Yellow,0,2,-1,-2.8923497256018926,8
feature,Blue,1,2,4,2.2243104816481756,1
feature,Yellow,0,2,-1,-1.9094452087703246,1
feature,Green,0,2,-2,-2.1539262579506464,1
feature,Animal,0,2,-1,0.0,6
feature,Food,1,2,1,-0.8064971110168192,6
feature,Scene,0,2,-2,0.0,6
feature,Object,1,2,1,-2.636537069982545,3
feature,Animal,0,2,-1,0.0,3
feature,Scene,0,2,-2,-1.951083186503442,3
feature,Animal,1,2,2,0.0,1
feature,Scene,0,2,-3,-2.4586586187719126,1
feature,Food,1,2,2,0.0,1
feature,Red,1,2,1,0.0,2
feature,Yellow,0,2,-1,-3.2472483088900246,2
feature,Green,0,2,-1,1.0929215188531323,2
feature,Red,0,2,-3,-1.184666947837119,6
feature,Green,1,2,2,0.0,6
feature,Blue,1,2,2,1.5947157057982941,6
feature,Object,1,2,1,1.7285436523083275,3
feature,Animal,1,2,1,1.887007214047777,3
feature,Scene,0,2,-3,0.0,3
feature,Food,1,2,3,-1.9747082895718917,6
feature,Scene,0,2,-4,-4.052270680360177,6
feature,Animal,1,2,1,0.0,6
feature,Object,1,2,3,0.0,1
feature,Scene,0,2,-2,0.0,1
feature,Food,0,2,-1,0.0,1
feature,Red,1,2,2,0.0,7
feature,Green,1,2,1,3.483962056024867,7
feature,Blue,0,2,-3,0.0,7
feature,Scene,0,2,-3,0.0,6
feature,Food,1,2,1,0.0,6
feature,Object,1,2,2,2.1852461463237676,6
feature,Red,1,2,1,-2.08811462565148,3
feature,Green,0,2,-1,0.0,3
feature,Yellow,1,2,3,0.0,3
feature,Animal,0,2,-1,0.0,3
feature,Scene,0,2,-1,-1.7151106567320598,3
feature,Food,1,2,1,2.1019760694805414,3
feature,Object,0,2,-2,1.142301482888702,8
feature,Animal,1,2,1,0.0,8
feature,Food,1,2,2,0.0,8
feature,Food,0,2,-1,0.0,2
feature,Object,1,2,3,0.0,2
feature,Scene,0,2,-1,1.0227596542666824,2
feature,Red,0,2,-2,0.1693578836581211,3
feature,Green,0,2,-1,1.8672623979546161,3
feature,Yellow,1,2,2,1.0382384744200852,3
feature,Green,0,2,-1,-2.8237604866328434,1
feature,Red,0,2,-2,-2.340462348420352,1
feature,Blue,1,2,2,0.18919715548068794,1
feature,Green,1,2,3,0.0,7
feature,Yellow,0,2,-1,-1.4420286479904423,7
feature,Red,0,2,-1,0.0,7
feature,Object,1,2,2,0.0,5
feature,Scene,0,2,-1,0.0,5
feature,Animal,0,2,-2,-1.2810085819974968,5
feature,Blue,1,2,1,0.8763434677931418,2
feature,Yellow,0,2,-3,-3.7801635993638607,2
feature,Green,1,2,2,0.0,2
feature,Animal,1,2,1,-1.401371384288346,5
feature,Scene,0,2,-1,2.599986916173515,5
feature,Object,1,2,2,2.124017294093102,5
feature,Yellow,0,2,-4,-1.5992174375324177,7
feature,Blue,1,2,2,-0.053186065965205476,7
feature,Green,1,2,2,1.724357982479141,7
feature,Blue,1,2,4,-0.05204809976097868,2
feature,Yellow,0,2,-3,0.0,2
feature,Green,0,2,-1,0.0,2
feature,Object,1,2,2,0.9368359454637591,8
feature,Animal,0,2,-5,-1.6442658950116864,8
feature,Food,1,2,2,1.6958417613510681,8
feature,Food,1,2,1,0.0,6
feature,Object,0,2,-1,-0.9183491365377787,6
feature,Scene,1,2,1,0.9506158973630001,6
feature,Green,1,2,3,0.0,6
feature,Yellow,0,2,-1,-1.6593695815684468,6
feature,Red,0,2,-3,0.0,6
feature,Scene,1,2,1,1.094572374810628,3
feature,Food,0,2,-3,1.9997152519127273,3
feature,Animal,1,2,1,-0.8608210686784005,3
feature,Red,1,2,2,0.0,8
feature,Green,0,2,-1,-1.299999978041523,8
feature,Blue,1,2,1,0.0,8
feature,Green,1,2,3,4.315078990533341,5
feature,Red,0,2,-4,-4.107163755445321,5
feature,Yellow,1,2,2,1.912281958274895,5
feature,Scene,1,2,1,0.8507604270425237,3
feature,Food,0,2,-2,-2.8140955023347827,3
feature,Animal,1,2,1,-1.0156219058924187,3
feature,Red,1,2,1,0.0,1
feature,Blue,1,2,3,0.0,1
feature,Yellow,0,2,-2,0.0,1
feature,Yellow,0,2,-2,-1.2465874943547681,7
feature,Red,1,2,1,3.143500621465792,7
feature,Blue,1,2,1,0.5522117008738221,7
feature,Blue,1,2,2,1.735220675119078,3
feature,Yellow,1,2,2,0.880852712635273,3
feature,Red,0,2,-5,-1.0553517391396312,3
feature,Yellow,0,2,-3,0.0,7
feature,Red,1,2,4,0.0,7
feature,Blue,0,2,-2,0.0,7
feature,Yellow,0,2,-1,0.0,7
feature,Blue,1,2,2,0.0,7
feature,Green,0,2,-2,0.0,7
feature,Food,0,2,-1,0.0,6
feature,Scene,1,2,2,0.0,6
feature,Animal,0,2,-1,0.0,6
feature,Food,1,2,2,2.1628369394183755,4
feature,Animal,0,2,-3,-0.34440443907190266,4
feature,Object,1,2,2,0.0,4
feature,Yellow,0,2,-2,-2.11091587530919,2
feature,Blue,1,2,1,0.0,2
feature,Green,0,2,-1,-1.0877773556405124,2
feature,Red,1,2,1,0.0,6
feature,Green,0,2,-2,-1.484750891673134,6
feature,Blue,1,2,2,2.9454045982036874,6
feature,Object,1,2,3,0.0,7
feature,Scene,0,2,-1,0.0,7
feature,Animal,0,2,-3,-3.4153259030452983,7
feature,Red,1,2,1,0.8727972756032325,6
feature,Green,0,2,-2,0.0,6
feature,Blue,1,2,2,0.0,6
feature,Food,0,2,-2,-2.478330683000295,8
feature,Object,1,2,2,0.14679584312867178,8
feature,Animal,0,2,-1,0.20653189333259914,8
feature,Object,0,2,-2,0.0,3
feature,Animal,1,2,1,0.0,3
feature,Scene,1,2,1,1.0319000695373677,3
feature,Green,0,2,-2,0.0,1
feature,Yellow,1,2,6,0.0,1
feature,Red,0,2,-3,0.0,1
feature,Animal,1,2,3,1.6194046599616856,5
feature,Scene,0,2,-3,0.0,5
feature,Object,0,2,-1,0.0,5
feature,Food,1,2,2,0.0,2
feature,Object,0,2,-1,0.0,2
feature,Scene,0,2,-3,-1.871254354696215,2
feature,Blue,0,2,-1,0.0,1
feature,Yellow,1,2,2,0.0,1
feature,Green,1,2,1,0.42707926536447105,1
feature,Green,1,2,1,-1.0214596808653373,5
feature,Red,0,2,-1,0.8188939210937421,5
feature,Yellow,0,2,-2,0.0,5
feature,Animal,0,2,-2,-1.184608190037833,3
feature,Scene,0,2,-1,0.7780558940544653,3
feature,Food,1,2,2,1.8352505075239487,3
feature,Yellow,0,2,-3,-2.5669669643923676,4
feature,Red,1,2,2,0.0,4
feature,Blue,1,2,2,0.0,4
feature,Green,0,2,-1,0.0,7
feature,Yellow,1,2,1,3.3086018297923303,7
feature,Red,0,2,-2,0.0,7
feature,Scene,1,2,3,0.0,1
feature,Food,1,2,1,0.9468746071138611,1
feature,Animal,0,2,-4,-2.6871201041548343,1
feature,Object,0,2,-3,0.0,1
feature,Animal,1,2,3,0.0,1
feature,Food,0,2,-1,0.0,1
feature,Blue,1,2,1,0.9143948640360968,3
feature,Green,1,2,1,0.0,3
feature,Yellow,0,2,-1,-1.857175857984666,3
feature,Object,0,2,-1,0.0,3
feature,Animal,1,2,4,1.126271527805809,3
feature,Scene,0,2,-2,-2.176996869283125,3
feature,Green,0,2,-1,-1.0455584389289971,5
feature,Red,1,2,4,4.934254932836447,5
feature,Yellow,0,2,-2,0.0,5
feature,Object,0,2,-4,0.0,5
feature,Food,1,2,1,0.0,5
feature,Animal,1,2,4,0.0,5
feature,Object,1,2,1,0.0,4
feature,Animal,0,2,-1,0.956089238681008,4
feature,Scene,1,2,1,0.0,4
feature,Animal,1,2,4,0.0,4
feature,Object,0,2,-1,1.3351227377595856,4
feature,Scene,0,2,-1,-0.6388871038101782,4
feature,Scene,0,2,-1,-1.1789619854564468,6
feature,Food,0,2,-1,0.389289047657261,6
feature,Object,1,2,2,0.0,6
feature,Yellow,1,2,1,-1.1136056126877993,2
feature,Blue,0,2,-2,0.0,2
feature,Green,1,2,1,0.0,2
feature,Red,1,2,1,0.0,2
feature,Green,1,2,2,2.206081804546103,2
feature,Blue,0,2,-4,-1.7111615004644507,2
feature,Red,0,2,-2,0.0,2
feature,Yellow,0,2,-3,-1.7947963055290952,2
feature,Green,1,2,2,0.0,2
feature,Scene,1,2,1,-0.044655253837390996,2
feature,Food,1,2,1,2.0115770426915702,2
feature,Animal,0,2,-2,0.0,2
feature,Blue,0,2,-1,1.1238260350897054,8
feature,Green,1,2,1,-0.11895089206945086,8
feature,Red,1,2,1,1.5360375029614826,8
feature,Food,1,2,1,0.0,7
feature,Object,1,2,1,0.0,7
feature,Scene,0,2,-3,-5.222574419286124,7
feature,Yellow,1,2,1,1.8569970125102362,4
feature,Red,1,2,2,1.5885259787394432,4
feature,Blue,0,2,-1,-1.550933549442051,4
feature,Green,1,2,2,-0.24310273495538925,5
feature,Blue,0,2,-3,-1.9904038559563668,5
feature,Yellow,1,2,2,2.640503052060378,5
feature,Blue,0,2,-1,0.0,4
feature,Green,0,2,-2,0.0,4
feature,Red,1,2,4,4.210494154486364,4
feature,Scene,1,2,2,-1.81617297653123,2
feature,Food,1,2,1,0.4287507168352638,2
feature,Animal,0,2,-1,-1.2465298971310417,2
feature,Blue,0,2,-2,-2.6543755685222568,8
feature,Red,0,2,-1,-1.2173711877767124,8
feature,Yellow,1,2,3,0.6346630663091195,8
feature,Food,1,2,1,1.4413252376580532,6
feature,Object,0,2,-1,0.47079000902972123,6
feature,Scene,1,2,1,1.6670453659721378,6
feature,Blue,1,2,1,0.0,8
feature,Green,1,2,1,2.159475085211769,8
feature,Red,0,2,-1,0.0,8
feature,Red,0,2,-2,-1.23957468054541,4
feature,Yellow,1,2,2,3.8140323591817538,4
feature,Blue,1,2,1,1.4506517229333702,4
feature,Object,0,2,-3,1.3343102438801537,5
feature,Food,0,2,-1,-0.5143510932315216,5
feature,Animal,1,2,3,1.694008652338555,5
feature,Food,1,2,2,0.0,2
feature,Object,0,2,-1,-1.9393097956584247,2
feature,Scene,0,2,-2,0.0,2
feature,Blue,1,2,1,0.5596394301304588,5
feature,Green,1,2,3,2.5937039996412605,5
feature,Yellow,0,2,-2,0.0,5
feature,Blue,0,2,-2,0.0,2
feature,Yellow,0,2,-1,0.0,2
feature,Green,1,2,1,0.0,2
feature,Green,0,2,-1,0.9224889445066914,7
feature,Yellow,0,2,-2,2.060402279563424,7
feature,Red,1,2,2,0.0,7
feature,Animal,1,2,1,0.7108449355688684,4
feature,Object,0,2,-4,-2.288864042313945,4
feature,Food,1,2,2,2.3760630281781685,4
feature,Yellow,1,2,1,1.3102483517372066,2
feature,Blue,0,2,-2,-1.7620329454680983,2
feature,Green,0,2,-1,0.8722786801170315,2
feature,Yellow,0,2,-4,-2.4834105275689633,7
feature,Blue,1,2,1,-0.7728713574721566,7
feature,Green,1,2,1,0.0,7
feature,Red,1,2,2,-0.41467450305010767,3
feature,Green,0,2,-3,-1.5903619654745489,3
feature,Yellow,1,2,2,3.1276450509019864,3
feature,Scene,1,2,2,0.0,3
feature,Food,0,2,-4,-1.1608099377968504,3
feature,Animal,1,2,3,0.0,3
feature,Green,0,2,-4,-4.344607484384499,5
feature,Red,1,2,3,1.2458350761661283,5
feature,Yellow,1,2,1,0.0,5
feature,Red,1,2,1,-1.3364958099983182,4
feature,Yellow,0,2,-4,-1.5491217108120618,4
feature,Green,1,2,1,0.6908227916449999,4
feature,Object,0,2,-3,-2.950525250902428,7
feature,Scene,0,2,-1,0.0,7
feature,Animal,1,2,3,0.7923187792263622,7
feature,Blue,0,2,-1,0.0,5
feature,Green,1,2,2,-0.7821021710986307,5
feature,Yellow,0,2,-1,0.0,5
feature,Red,0,2,-1,-1.2485014246985604,8
feature,Green,1,2,2,0.0,8
feature,Blue,1,2,1,1.8135490203604463,8
feature,Red,0,2,-3,-1.4825048311474478,5
feature,Green,1,2,4,2.918765647402002,5
feature,Blue,0,2,-1,0.0,5
feature,Red,1,2,2,1.5945290477330765,7
feature,Green,0,2,-1,-1.9123536027179437,7
feature,Blue,1,2,1,1.8047008524191914,7
feature,Red,1,2,2,2.4004153289579455,1
feature,Blue,0,2,-4,-1.1657098654781861,1
feature,Yellow,1,2,3,1.804630304412946,1
feature,Object,0,2,-1,0.0,4
feature,Scene,0,2,-1,0.0,4
feature,Animal,1,2,3,-0.8858484888928939,4
feature,Green,1,2,2,0.0,5
feature,Blue,0,2,-2,-2.3083310595562323,5
feature,Yellow,1,2,1,1.4325904612885778,5
feature,Yellow,1,2,2,1.2214817528487059,2
feature,Blue,1,2,2,0.0,2
feature,Green,0,2,-2,-1.1663035238511064,2
feature,Green,1,2,2,0.0,1
feature,Yellow,1,2,1,1.3515779917077804,1
feature,Red,0,2,-4,0.0,1
feature,Red,0,2,-1,-3.618617465422643,4
feature,Yellow,1,2,1,1.7697609602112,4
feature,Green,1,2,2,1.5985770002281745,4
feature,Blue,1,2,1,0.0,3
feature,Yellow,0,2,-1,0.0,3
feature,Red,0,2,-3,0.0,3
feature,Animal,1,2,3,1.3722046682311968,8
feature,Food,0,2,-2,0.40398302035048583,8
feature,Object,0,2,-2,-2.1536308633458194,8
feature,Food,0,2,-2,0.0,7
feature,Object,0,2,-1,0.0,7
feature,Scene,1,2,2,0.0,7
feature,Yellow,0,2,-2,-2.7705455308748017,6
feature,Blue,1,2,1,1.6552165572311863,6
feature,Red,1,2,3,0.940338067853971,6
feature,Green,0,2,-2,-2.080159135475006,1
feature,Yellow,1,2,2,-1.7133523214052122,1
feature,Red,0,2,-1,-1.7134314188329272,1
feature,Animal,0,2,-2,-1.3479604645560057,8
feature,Scene,0,2,-2,0.0,8
feature,Food,1,2,5,4.786984764223925,8
feature,Object,0,2,-1,-0.5966269279449796,5
feature,Scene,1,2,2,0.0,5
feature,Animal,0,2,-1,-0.861840570152254,5
feature,Green,1,2,2,4.686515720521241,5
feature,Blue,0,2,-1,0.727121877215605,5
feature,Yellow,0,2,-2,-2.178495850911875,5
feature,Animal,0,2,-1,-1.0563894561289686,3
feature,Scene,0,2,-1,-2.111278069575801,3
feature,Food,1,2,2,0.0,3
feature,Scene,1,2,2,0.0,5
feature,Animal,0,2,-1,-2.138779760421313,5
feature,Food,0,2,-2,0.0,5
feature,Object,0,2,-1,-2.069086115556559,5
feature,Food,1,2,2,2.381212270246546,5
feature,Animal,1,2,1,0.0,5
feature,Scene,0,2,-1,0.0,2
feature,Food,1,2,3,1.1425199357408724,2
feature,Animal,0,2,-1,-0.7059199400568675,2
feature,Animal,0,2,-3,-3.0640309786029944,3
feature,Food,1,2,1,0.41147266162124163,3
feature,Object,0,2,-1,-1.5283345466922476,3
feature,Green,1,2,2,0.0,8
feature,Yellow,1,2,1,1.794197694487098,8
feature,Red,0,2,-3,-3.8708975188541306,8
feature,Animal,0,2,-1,0.0,8
feature,Scene,1,2,2,2.3258845727574577,8
feature,Food,0,2,-1,1.9811063630072747,8
feature,Food,1,2,1,0.0,7
feature,Scene,0,2,-2,-1.8458493644678975,7
feature,Object,1,2,2,1.8860635233503196,7
feature,Food,0,2,-2,-1.5394336564266564,7
feature,Object,0,2,-1,-1.1612903083637804,7
feature,Scene,1,2,2,3.320641274459196,7
feature,Object,1,2,1,0.6860502543253485,5
feature,Food,0,2,-2,0.0,5
feature,Animal,0,2,-1,-1.386639411664259,5
feature,Food,1,2,2,0.0,7
feature,Scene,0,2,-2,-0.1903778165952903,7
feature,Object,0,2,-2,-1.1521401909845552,7
feature,Red,1,2,1,0.6403981737750423,4
feature,Yellow,0,2,-3,-1.9160394288841842,4
feature,Green,1,2,1,0.42905098180272716,4
feature,Food,0,2,-1,0.0,7
feature,Scene,1,2,1,1.4969143992663956,7
feature,Object,0,2,-2,0.0,7
feature,Green,0,2,-2,-1.538089573327139,6
feature,Red,1,2,1,2.1170027285864617,6
feature,Yellow,1,2,2,0.0,6
feature,Red,0,2,-2,-1.3263030424306381,8
feature,Green,1,2,1,0.0,8
feature,Blue,1,2,1,0.0,8
feature,Green,1,2,1,0.9365219832319869,5
feature,Blue,1,2,2,0.0,5
feature,Yellow,0,2,-3,0.0,5
feature,Scene,0,2,-2,-1.0849511560314453,7
feature,Object,0,2,-1,0.0,7
feature,Animal,1,2,2,0.0,7
feature,Red,0,2,-2,-1.3294953478743228,4
feature,Yellow,1,2,2,-1.0929134665095834,4
feature,Blue,0,2,-1,1.2131443888786324,4
feature,Animal,0,2,-3,-1.1947661952290614,8
feature,Food,1,2,4,2.081441886733997,8
feature,Object,0,2,-2,0.0,8
feature,Red,1,2,1,1.2527993213429824,2
feature,Yellow,0,2,-2,0.0,2
feature,Green,0,2,-1,0.0,2
feature,Yellow,1,2,2,0.0,6
feature,Blue,0,2,-2,-0.6650834378389656,6
feature,Red,1,2,1,-1.5370573536484322,6
feature,Red,1,2,2,0.0,7
feature,Green,1,2,1,0.0,7
feature,Blue,0,2,-3,0.0,7
feature,Scene,1,2,1,0.0,5
feature,Animal,1,2,1,0.6591822044406205,5
feature,Food,0,2,-1,0.7633646382865029,5
feature,Object,1,2,1,0.19889060661099645,1
feature,Animal,0,2,-1,-1.858388617220023,1
feature,Food,0,2,-2,-2.5456273677607193,1
feature,Blue,1,2,1,0.0,8
feature,Red,0,2,-2,-1.9854191106192927,8
feature,Yellow,0,2,-1,-1.8149276966886168,8
feature,Scene,0,2,-1,-0.9532107924747972,5
feature,Animal,1,2,1,0.0,5
feature,Food,1,2,1,0.0,5
feature,Object,0,2,-4,0.0,8
feature,Animal,1,2,1,2.158978963947108,8
feature,Food,1,2,1,0.0,8
feature,Animal,0,2,-1,-1.3192859881778358,5
feature,Scene,0,2,-1,-1.5041790974943727,5
feature,Object,1,2,1,1.2719749285209607,5
feature,Animal,0,2,-1,-0.6538743380174858,5
feature,Object,0,2,-3,0.0,5
feature,Scene,1,2,3,3.0195866499821604,5
feature,Animal,1,2,1,0.0,4
feature,Object,1,2,1,0.19093302988641214,4
feature,Food,0,2,-1,-0.07189091548900017,4
feature,Red,0,2,-3,0.0,5
feature,Green,1,2,2,0.0,5
feature,Blue,1,2,2,0.0,5
feature,Animal,1,2,3,1.495999860117045,6
feature,Food,0,2,-3,-2.6491943990648252,6
feature,Scene,0,2,-1,-1.3869330202041597,6
feature,Scene,1,2,2,2.4795795586771083,7
feature,Food,0,2,-2,-2.2008975112275766,7
feature,Object,0,2,-2,0.0,7
feature,Object,1,2,1,0.06224309150700036,3
feature,Animal,0,2,-1,1.1354537358919599,3
feature,Scene,0,2,-2,0.0,3
feature,Animal,1,2,3,0.3288355643312243,8
feature,Food,0,2,-2,-2.9495789745403522,8
feature,Object,0,2,-2,0.0,8
feature,Food,0,2,-1,1.677671513730104,7
feature,Scene,1,2,1,0.35981274974302146,7
feature,Object,0,2,-1,0.0,7
feature,Red,0,2,-1,-1.6303387871856452,6
feature,Green,1,2,1,0.0,6
feature,Blue,0,2,-2,-1.6363202704346032,6
feature,Blue,0,2,-3,-1.960061937828662,1
feature,Yellow,0,2,-1,0.0,1
feature,Green,1,2,3,2.0618684207548004,1
feature,Blue,1,2,3,0.0,1
feature,Yellow,0,2,-2,-1.5223230548687907,1
feature,Green,0,2,-1,0.0,1
feature,Yellow,1,2,4,0.0,7
feature,Blue,0,2,-4,-5.107236795374705,7
feature,Green,1,2,2,2.6235855284317875,7
feature,Object,0,2,-1,-1.860095796751771,4
feature,Scene,0,2,-1,-1.868272740083252,4
feature,Animal,1,2,1,2.3774775236584262,4
feature,Yellow,1,2,3,0.0,4
feature,Red,0,2,-1,-0.5881383442143837,4
feature,Blue,0,2,-2,1.7434157401230637,4
feature,Red,1,2,2,1.5109737818393127,7
feature,Green,1,2,3,2.3903811360152956,7
feature,Blue,0,2,-2,-1.4220227703558619,7
feature,Green,1,2,2,0.0,7
feature,Yellow,0,2,-2,0.0,7
feature,Red,0,2,-2,-2.400232079494231,7
feature,Yellow,0,2,-1,-1.2137007931324808,7
feature,Blue,1,2,1,-2.5527982111767447,7
feature,Green,0,2,-2,-2.204446337287318,7
feature,Object,0,2,-1,0.0,1
feature,Scene,1,2,1,1.6721002107617189,1
feature,Food,0,2,-2,1.6182598737556573,1
feature,Yellow,1,2,3,0.8839228260099585,7
feature,Blue,0,2,-2,0.876891504936778,7
feature,Green,0,2,-2,-1.9027037962974114,7
feature,Blue,1,2,1,1.248485780222741,7
feature,Green,0,2,-3,-1.8867965593507678,7
feature,Yellow,1,2,1,0.0,7
feature,Food,1,2,1,0.0,2
feature,Object,1,2,1,0.12194456016820188,2
feature,Scene,0,2,-1,-0.6309253185096029,2
feature,Blue,1,2,1,0.9067216699187397,8
feature,Red,1,2,1,-0.6616299331281932,8
feature,Yellow,0,2,-4,-2.323912474090841,8
feature,Red,1,2,4,1.5512363150007324,6
feature,Green,0,2,-2,-2.4713504736676457,6
feature,Blue,0,2,-1,-0.2092542012145875,6
feature,Object,0,2,-2,2.1732811303417185,5
feature,Food,0,2,-1,0.0,5
feature,Animal,1,2,2,0.9718125267799866,5
feature,Animal,0,2,-1,0.0,4
feature,Object,1,2,2,0.0,4
feature,Food,0,2,-2,-3.138749942996207,4
feature,Blue,1,2,3,2.456178657917123,1
feature,Yellow,1,2,1,0.0,1
feature,Green,0,2,-3,0.0,1
feature,Blue,1,2,1,0.0,8
feature,Red,1,2,2,0.0,8
feature,Yellow,0,2,-2,0.0,8
feature,Green,1,2,1,2.257595953412844,7
feature,Yellow,1,2,1,1.7197387144556087,7
feature,Red,0,2,-2,-2.3625780531900036,7
feature,Animal,1,2,2,0.0,5
feature,Scene,0,2,-1,-0.545814543490933,5
feature,Object,0,2,-2,0.0,5
feature,Object,1,2,5,1.4350539789645311,1
feature,Animal,0,2,-4,0.0,1
feature,Food,0,2,-2,-2.465177250957701,1
feature,Object,0,2,-3,-1.7824929228408117,3
feature,Animal,1,2,1,0.0,3
feature,Scene,1,2,1,0.5766322350014298,3
feature,Red,0,2,-1,-0.19211624967463514,2
feature,Yellow,1,2,4,2.8657190514897963,2
feature,Green,0,2,-4,-2.0025023540524614,2
feature,Red,0,2,-2,0.0,3
feature,Green,0,2,-2,0.0,3
feature,Yellow,1,2,4,1.2147179204602372,3
feature,Object,1,2,2,0.0,4
feature,Scene,1,2,3,0.7229403537028771,4
feature,Animal,0,2,-4,-1.6834265931530434,4
feature,Red,1,2,2,1.7821730012084396,4
feature,Yellow,1,2,1,0.1868781044983594,4
