,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
1126,1250,wc5adc9d,Large,1.0,2826.0,0,3,2,choice,3,-1,3.0,3,3,3,3
1127,1251,wc5adc9d,Solid,1.0,3129.0,1,4,2,choice,4,1,2.0,3,3,3,3
1128,1252,wc5adc9d,Land,1.0,1280.0,1,1,3,choice,3,3,1.0,2,2,1,2
1129,1253,wc5adc9d,Pattern,,,0,2,3,choice,2,-1,-2.0,2,2,0,0
1130,1254,wc5adc9d,Small,1.0,4941.0,1,3,3,choice,1,1,1.0,2,2,0,0
1131,1255,wc5adc9d,Animal,1.0,1852.0,0,4,3,choice,4,-1,2.0,2,2,2,2
1132,1256,wc5adc9d,Object,1.0,2185.0,0,1,4,choice,4,-1,1.0,3,3,1,2
1133,1257,wc5adc9d,Large,1.0,3632.0,1,2,4,choice,3,1,-1.0,3,3,1,2
1134,1258,wc5adc9d,Land,1.0,2022.0,0,3,4,choice,1,-2,1.0,3,3,1,2
1135,1259,wc5adc9d,Pattern,0.0,2227.0,1,4,4,choice,2,-3,2.0,3,3,1,2
1136,1260,wc5adc9d,Small,1.0,6126.0,0,1,5,choice,4,-3,2.0,3,3,2,3
1137,1261,wc5adc9d,Pattern,1.0,4919.0,0,2,5,choice,1,-1,-2.0,3,3,1,3
1138,1262,wc5adc9d,Sea,0.0,2067.0,1,3,5,choice,2,-2,-1.0,3,3,2,4
1139,1263,wc5adc9d,Animal,0.0,3520.0,0,4,5,choice,3,1,3.0,3,3,2,3
1140,1264,wc5adc9d,Animal,1.0,1859.0,1,1,6,choice,4,1,1.0,1,1,1,2
1141,1265,wc5adc9d,Sea,0.0,3489.0,1,2,6,choice,3,-3,3.0,1,1,1,1
1142,1266,wc5adc9d,Solid,0.0,1858.0,1,3,6,choice,1,-1,1.0,1,1,1,2
1143,1267,wc5adc9d,Large,1.0,2013.0,1,4,6,choice,2,1,1.0,1,1,0,1
1144,1268,wc5adc9d,Solid,1.0,2256.0,0,1,7,choice,2,-3,-1.0,2,2,1,1
1145,1269,wc5adc9d,Small,0.0,1988.0,1,2,7,choice,4,-1,-3.0,2,2,2,2
1146,1270,wc5adc9d,Land,0.0,1907.0,1,3,7,choice,3,-1,-1.0,2,2,1,1
1147,1271,wc5adc9d,Animal,1.0,1282.0,1,4,7,choice,1,1,0.0,2,2,0,0
1148,1272,w6ebaea9,Sea,0.0,3800.0,0,1,1,choice,3,1,1.0,3,3,1,1
1149,1273,w6ebaea9,Large,1.0,7371.0,1,2,1,choice,1,1,1.0,3,3,0,3
1150,1274,w6ebaea9,Solid,0.0,4584.0,0,3,1,choice,2,1,1.0,3,3,1,2
1151,1275,w6ebaea9,Object,1.0,2508.0,0,4,1,choice,4,-1,0.0,3,3,2,4
1152,1276,w6ebaea9,Sea,1.0,4298.0,1,1,2,choice,2,1,1.0,3,3,1,1
1153,1277,w6ebaea9,Solid,0.0,5469.0,1,2,2,choice,4,-2,-2.0,3,3,1,2
1154,1278,w6ebaea9,Large,1.0,1627.0,1,3,2,choice,1,2,2.0,3,3,0,3
1155,1279,w6ebaea9,Animal,1.0,4894.0,1,4,2,choice,3,1,3.0,3,3,1,2
1156,1280,w6ebaea9,Animal,0.0,3932.0,1,1,3,choice,2,-1,-1.0,2,2,0,2
1157,1281,w6ebaea9,Large,1.0,2685.0,0,2,3,choice,4,-1,0.0,2,2,1,3
1158,1282,w6ebaea9,Pattern,1.0,1846.0,1,3,3,choice,3,1,2.0,2,2,0,4
1159,1283,w6ebaea9,Land,1.0,4883.0,1,4,3,choice,1,2,2.0,2,2,1,5
1160,1284,w6ebaea9,Small,1.0,3166.0,1,1,4,choice,1,1,-1.0,2,2,0,3
1161,1285,w6ebaea9,Pattern,0.0,2342.0,1,2,4,choice,3,-3,-3.0,2,2,2,4
1162,1286,w6ebaea9,Sea,1.0,1003.0,1,3,4,choice,2,1,1.0,2,2,0,1
1163,1287,w6ebaea9,Animal,0.0,3203.0,0,4,4,choice,4,1,-1.0,2,2,1,2
1164,1288,w6ebaea9,Object,0.0,3373.0,1,1,5,choice,3,-1,-1.0,2,2,1,4
1165,1289,w6ebaea9,Large,1.0,4584.0,1,2,5,choice,4,1,0.0,2,2,1,3
1166,1290,w6ebaea9,Land,0.0,2089.0,1,3,5,choice,2,-1,-1.0,2,2,2,5
1167,1291,w6ebaea9,Solid,1.0,1407.0,0,4,5,choice,1,-1,-1.0,2,2,0,2
1168,1292,w6ebaea9,Pattern,1.0,2286.0,1,1,6,choice,2,1,2.0,3,3,2,4
1169,1293,w6ebaea9,Object,0.0,2284.0,1,2,6,choice,3,-2,-2.0,3,3,2,4
1170,1294,w6ebaea9,Land,0.0,3689.0,1,3,6,choice,4,-2,-1.0,3,3,3,5
1171,1295,w6ebaea9,Small,1.0,2813.0,1,4,6,choice,1,1,1.0,3,3,0,3
1172,1296,w5fb2730,Small,0.0,1899.0,1,1,1,choice,1,-1,-2.0,2,2,0,0
1173,1297,w5fb2730,Land,0.0,4956.0,0,2,1,choice,4,4,1.0,2,2,2,2
1174,1298,w5fb2730,Pattern,1.0,1593.0,1,3,1,choice,3,2,5.0,2,2,1,1
1175,1299,w5fb2730,Object,1.0,1856.0,1,4,1,choice,2,1,1.0,2,2,1,1
1176,1300,w5fb2730,Large,1.0,4674.0,0,1,2,choice,3,-1,0.0,3,3,2,2
1177,1301,w5fb2730,Sea,0.0,2938.0,1,2,2,choice,2,-1,0.0,3,3,1,1
1178,1302,w5fb2730,Object,0.0,623.0,0,3,2,choice,1,2,0.0,3,3,1,1
1179,1303,w5fb2730,Solid,0.0,1472.0,0,4,2,choice,4,1,0.0,3,3,2,2
1180,1304,w06866f0,Animal,,,0,1,1,choice,3,-2,-4.0,5,5,2,2
1181,1305,w06866f0,Pattern,1.0,5176.0,1,2,1,choice,1,2,2.0,5,5,1,1
1182,1306,w06866f0,Small,0.0,4854.0,0,3,1,choice,2,1,0.0,5,5,2,2
1183,1307,w06866f0,Land,1.0,2268.0,1,4,1,choice,4,1,0.0,5,5,4,4
1184,1308,w06866f0,Sea,1.0,3900.0,1,1,2,choice,3,2,2.0,5,5,2,3
1185,1309,w06866f0,Pattern,0.0,5171.0,1,2,2,choice,1,-2,-2.0,5,5,1,1
1186,1310,w06866f0,Small,0.0,2756.0,1,3,2,choice,4,-3,-3.0,5,5,4,4
1187,1311,w06866f0,Animal,1.0,3284.0,1,4,2,choice,2,3,3.0,5,5,1,1
1188,1312,w06866f0,Sea,0.0,3320.0,1,1,3,choice,2,-1,-1.0,5,5,2,2
1189,1313,w06866f0,Animal,0.0,3187.0,0,2,3,choice,3,1,-2.0,5,5,2,3
1190,1314,w06866f0,Large,1.0,5044.0,1,3,3,choice,4,4,1.0,5,5,3,4
1191,1315,w06866f0,Solid,1.0,1782.0,1,4,3,choice,1,2,2.0,5,5,1,2
1192,1316,w06866f0,Solid,1.0,2723.0,1,1,4,choice,1,2,2.0,4,4,1,1
1193,1317,w06866f0,Large,1.0,1317.0,0,2,4,choice,4,-5,-4.0,4,4,3,3
1194,1318,w06866f0,Sea,0.0,4676.0,0,3,4,choice,3,1,-1.0,4,4,1,1
1195,1319,w06866f0,Object,0.0,4566.0,1,4,4,choice,2,-4,-3.0,4,4,2,2
1196,1320,w06866f0,Land,1.0,3114.0,1,1,5,choice,3,1,1.0,5,5,3,3
1197,1321,w06866f0,Object,0.0,3317.0,1,2,5,choice,4,-1,0.0,5,5,3,3
1198,1322,w06866f0,Large,1.0,2382.0,1,3,5,choice,1,1,1.0,5,5,0,0
1199,1323,w06866f0,Pattern,0.0,4516.0,1,4,5,choice,2,-1,-1.0,5,5,1,2
1200,1324,w06866f0,Solid,1.0,2868.0,1,1,6,choice,3,2,2.0,6,6,3,3
1201,1325,w06866f0,Land,1.0,1555.0,1,2,6,choice,4,1,1.0,6,6,4,4
1202,1326,w06866f0,Small,0.0,2293.0,1,3,6,choice,2,-3,-3.0,6,6,2,2
1203,1327,w06866f0,Object,0.0,1890.0,1,4,6,choice,1,-1,-1.0,6,6,1,1
1204,1328,w06866f0,Large,0.0,3601.0,1,1,7,choice,3,-1,1.0,4,4,1,2
1205,1329,w06866f0,Land,0.0,1720.0,1,2,7,choice,1,-1,-1.0,4,4,1,2
1206,1330,w06866f0,Animal,1.0,2277.0,1,3,7,choice,4,1,1.0,4,4,3,4
1207,1331,w06866f0,Solid,0.0,1389.0,1,4,7,choice,2,-3,3.0,4,4,1,1
1208,1332,wb14e228,Land,,,0,1,1,choice,2,3,3.0,3,3,1,3
1209,1333,wb14e228,Solid,0.0,2636.0,1,2,1,choice,4,-1,3.0,3,3,3,3
1210,1334,wb14e228,Animal,0.0,1224.0,0,3,1,choice,3,1,1.0,3,3,2,3
1211,1335,wb14e228,Small,1.0,3726.0,1,4,1,choice,1,2,2.0,3,3,0,3
1212,1336,wb14e228,Animal,0.0,5159.0,1,1,2,choice,2,-3,2.0,5,5,1,2
1213,1337,wb14e228,Sea,0.0,5253.0,1,2,2,choice,1,-2,-2.0,5,5,1,1
1214,1338,wb14e228,Large,0.0,1680.0,1,3,2,choice,3,-1,1.0,5,5,3,4
1215,1339,wb14e228,Pattern,1.0,2080.0,1,4,2,choice,4,1,3.0,5,5,4,4
1216,1340,wb14e228,Solid,1.0,7014.0,0,1,3,choice,2,-1,0.0,5,5,1,2
1217,1341,wb14e228,Small,1.0,3460.0,0,2,3,choice,4,-1,3.0,5,5,4,5
1218,1342,wb14e228,Sea,0.0,2916.0,1,3,3,choice,3,-5,-2.0,5,5,3,3
1219,1343,wb14e228,Animal,1.0,3665.0,1,4,3,choice,1,1,2.0,5,5,1,1
1220,1344,wb14e228,Large,0.0,3741.0,0,1,4,choice,4,1,1.0,6,6,4,4
1221,1345,wb14e228,Object,0.0,4500.0,1,2,4,choice,2,-4,-4.0,6,6,2,2
1222,1346,wb14e228,Solid,0.0,4439.0,1,3,4,choice,3,-2,-2.0,6,6,3,3
1223,1347,wb14e228,Land,1.0,3030.0,1,4,4,choice,1,2,2.0,6,6,1,1
1224,1348,wb14e228,Small,1.0,4166.0,1,1,5,choice,2,1,1.0,6,6,2,2
1225,1349,wb14e228,Pattern,0.0,4455.0,0,2,5,choice,3,2,2.0,6,6,3,3
1226,1350,wb14e228,Animal,0.0,3602.0,0,3,5,choice,4,1,1.0,6,6,4,4
1227,1351,wb14e228,Land,1.0,4928.0,0,4,5,choice,1,-2,-2.0,6,6,1,1
1228,1352,wb14e228,Solid,0.0,4125.0,1,1,6,choice,3,-1,-1.0,6,6,3,3
1229,1353,wb14e228,Object,0.0,3459.0,1,2,6,choice,1,-1,-1.0,6,6,1,1
1230,1354,wb14e228,Large,1.0,4287.0,1,3,6,choice,2,1,1.0,6,6,2,2
1231,1355,wb14e228,Land,1.0,4380.0,0,4,6,choice,4,-3,-3.0,6,6,4,4
1232,1356,wb14e228,Pattern,1.0,2201.0,1,1,7,choice,4,3,1.0,6,6,4,4
1233,1357,wb14e228,Object,1.0,1799.0,1,2,7,choice,3,1,-1.0,6,6,3,3
1234,1358,wb14e228,Sea,0.0,1306.0,1,3,7,choice,1,-1,-1.0,6,6,1,1
1235,1359,wb14e228,Large,1.0,1484.0,1,4,7,choice,2,3,1.0,6,6,2,2
1236,1360,wed2778e,Small,1.0,3151.0,0,1,1,choice,1,-2,-1.0,6,6,1,1
1237,1361,wed2778e,Animal,0.0,3645.0,0,2,1,choice,3,2,2.0,6,6,3,3
1238,1362,wed2778e,Land,0.0,1417.0,1,3,1,choice,2,-3,-2.0,6,6,2,2
1239,1363,wed2778e,Solid,0.0,3618.0,1,4,1,choice,4,-3,-1.0,6,6,4,4
1240,1364,wed2778e,Object,1.0,5091.0,1,1,2,choice,4,1,1.0,5,5,3,3
1241,1365,wed2778e,Small,0.0,3628.0,1,2,2,choice,3,-2,-2.0,5,5,3,3
1242,1366,wed2778e,Pattern,0.0,4842.0,1,3,2,choice,1,-1,-1.0,5,5,1,1
1243,1367,wed2778e,Land,0.0,4006.0,1,4,2,choice,2,-2,-2.0,5,5,1,1
1244,1368,wed2778e,Object,0.0,5074.0,1,1,3,choice,4,-4,-5.0,6,6,4,4
1245,1369,wed2778e,Solid,0.0,5212.0,1,2,3,choice,3,-3,-3.0,6,6,3,3
1246,1370,wed2778e,Land,1.0,5045.0,1,3,3,choice,1,1,1.0,6,6,1,1
1247,1371,wed2778e,Large,0.0,3996.0,1,4,3,choice,2,-1,-1.0,6,6,2,2
1248,1372,wed2778e,Animal,1.0,3735.0,1,1,4,choice,1,2,2.0,5,5,1,1
1249,1373,wed2778e,Pattern,0.0,3536.0,1,2,4,choice,4,-2,-1.0,5,5,3,3
1250,1374,wed2778e,Sea,1.0,3479.0,1,3,4,choice,3,3,3.0,5,5,2,2
1251,1375,wed2778e,Large,1.0,3803.0,1,4,4,choice,2,1,2.0,5,5,2,2
1252,1376,wed2778e,Sea,1.0,4146.0,1,1,5,choice,2,3,2.0,6,6,2,2
1253,1377,wed2778e,Object,0.0,5200.0,1,2,5,choice,3,-1,-1.0,6,6,3,3
1254,1378,wed2778e,Large,1.0,3127.0,1,3,5,choice,1,2,2.0,6,6,1,1
1255,1379,wed2778e,Pattern,1.0,4629.0,1,4,5,choice,4,1,0.0,6,6,4,4
1256,1380,wed2778e,Small,0.0,4365.0,0,1,6,choice,2,1,1.0,6,6,2,2
1257,1381,wed2778e,Object,0.0,3446.0,1,2,6,choice,1,-2,-2.0,6,6,1,1
1258,1382,wed2778e,Land,0.0,4684.0,1,3,6,choice,3,-1,0.0,6,6,3,3
1259,1383,wed2778e,Pattern,1.0,4466.0,1,4,6,choice,4,1,1.0,6,6,4,4
1260,1384,wed2778e,Animal,0.0,4004.0,1,1,7,choice,3,-1,-1.0,6,6,3,3
1261,1385,wed2778e,Small,1.0,5175.0,1,2,7,choice,4,1,1.0,6,6,4,4
1262,1386,wed2778e,Sea,1.0,3541.0,1,3,7,choice,1,2,2.0,6,6,1,1
1263,1387,wed2778e,Solid,0.0,4604.0,1,4,7,choice,2,-3,-3.0,6,6,2,2
1264,1388,w0a27d42,Animal,,,0,1,1,choice,3,-1,-4.0,4,4,1,2
1265,1389,w0a27d42,Land,1.0,3421.0,1,2,1,choice,2,1,1.0,4,4,1,3
1266,1390,w0a27d42,Solid,1.0,2440.0,1,3,1,choice,4,5,1.0,4,4,3,4
1267,1391,w0a27d42,Small,1.0,4341.0,1,4,1,choice,1,2,2.0,4,4,1,2
1268,1392,w0a27d42,Sea,1.0,3173.0,1,1,2,choice,1,2,2.0,6,6,1,1
1269,1393,w0a27d42,Large,1.0,3930.0,1,2,2,choice,3,2,3.0,6,6,3,3
1270,1394,w0a27d42,Pattern,1.0,1413.0,1,3,2,choice,4,1,4.0,6,6,4,4
1271,1395,w0a27d42,Animal,0.0,2585.0,1,4,2,choice,2,-3,-2.0,6,6,2,2
1272,1396,w0a27d42,Small,0.0,3572.0,0,1,3,choice,4,1,1.0,3,3,3,3
1273,1397,w0a27d42,Animal,0.0,4459.0,1,2,3,choice,1,-1,1.0,3,3,1,1
1274,1398,w0a27d42,Sea,0.0,2109.0,0,3,3,choice,3,5,-2.0,3,3,2,2
1275,1399,w0a27d42,Solid,1.0,1124.0,1,4,3,choice,2,1,-4.0,3,3,1,1
1276,1400,w0a27d42,Large,1.0,4309.0,0,1,4,choice,4,-2,2.0,5,5,3,4
1277,1401,w0a27d42,Land,0.0,2570.0,0,2,4,choice,1,1,1.0,5,5,1,2
1278,1402,w0a27d42,Object,1.0,1972.0,0,3,4,choice,2,-3,0.0,5,5,2,3
1279,1403,w0a27d42,Solid,1.0,2378.0,0,4,4,choice,3,-2,1.0,5,5,3,4
1280,1404,w0a27d42,Animal,0.0,3764.0,1,1,5,choice,4,-2,3.0,3,3,3,4
1281,1405,w0a27d42,Land,0.0,3185.0,1,2,5,choice,1,-1,2.0,3,3,0,1
1282,1406,w0a27d42,Pattern,1.0,1380.0,1,3,5,choice,3,5,0.0,3,3,1,2
1283,1407,w0a27d42,Small,1.0,2013.0,1,4,5,choice,2,1,3.0,3,3,1,2
1284,1408,w0a27d42,Object,0.0,5377.0,1,1,6,choice,1,-1,1.0,4,4,1,2
1285,1409,w0a27d42,Solid,1.0,1597.0,1,2,6,choice,3,1,2.0,4,4,2,3
1286,1410,w0a27d42,Land,1.0,1769.0,0,3,6,choice,4,-3,1.0,4,4,2,2
1287,1411,w0a27d42,Large,0.0,2529.0,1,4,6,choice,2,-2,0.0,4,4,2,3
1288,1412,w0a27d42,Large,1.0,4260.0,0,1,7,choice,2,-1,-3.0,4,4,1,2
1289,1413,w0a27d42,Pattern,0.0,5790.0,1,2,7,choice,4,-2,-4.0,4,4,3,4
1290,1414,w0a27d42,Sea,0.0,3838.0,0,3,7,choice,1,1,-2.0,4,4,1,3
1291,1415,w0a27d42,Object,1.0,1460.0,0,4,7,choice,3,-3,0.0,4,4,3,4
1292,1416,wa90a378,Small,1.0,3922.0,1,1,1,choice,1,1,1.0,4,4,0,1
1293,1417,wa90a378,Land,,,0,2,1,choice,2,3,3.0,4,4,1,3
1294,1418,wa90a378,Animal,0.0,2237.0,1,3,1,choice,3,-1,-2.0,4,4,2,4
1295,1419,wa90a378,Solid,1.0,2305.0,1,4,1,choice,4,3,3.0,4,4,3,3
1296,1420,wa90a378,Pattern,1.0,4223.0,1,1,2,choice,4,4,4.0,4,4,3,3
1297,1421,wa90a378,Sea,0.0,6023.0,0,2,2,choice,1,2,2.0,4,4,1,2
1298,1422,wa90a378,Animal,0.0,3151.0,1,3,2,choice,2,-4,-4.0,4,4,1,3
1299,1423,wa90a378,Large,1.0,4028.0,1,4,2,choice,3,2,2.0,4,4,2,4
1300,1424,wa90a378,Small,,,0,1,3,choice,4,1,1.0,4,4,3,4
1301,1425,wa90a378,Sea,1.0,1106.0,0,2,3,choice,3,-5,-1.0,4,4,2,2
1302,1426,wa90a378,Solid,0.0,230.0,0,3,3,choice,2,1,-3.0,4,4,0,1
1303,1427,wa90a378,Animal,1.0,702.0,1,4,3,choice,1,2,2.0,4,4,1,1
1304,1428,wa90a378,Large,0.0,3656.0,1,1,4,choice,4,-2,-2.0,6,6,4,4
1305,1429,wa90a378,Object,0.0,4674.0,0,2,4,choice,2,1,1.0,6,6,2,2
1306,1430,wa90a378,Land,0.0,3462.0,1,3,4,choice,1,-1,-1.0,6,6,1,1
1307,1431,wa90a378,Solid,1.0,4813.0,1,4,4,choice,3,3,3.0,6,6,3,3
1308,1432,wa90a378,Small,,,0,1,5,choice,2,-2,-2.0,6,6,2,2
1309,1433,wa90a378,Land,0.0,2473.0,1,2,5,choice,1,-2,-2.0,6,6,1,1
1310,1434,wa90a378,Animal,1.0,4759.0,1,3,5,choice,4,1,1.0,6,6,4,4
1311,1435,wa90a378,Pattern,0.0,2088.0,0,4,5,choice,3,3,3.0,6,6,3,3
1312,1436,wa90a378,Land,0.0,1100.0,1,1,6,choice,4,-2,-2.0,5,5,3,3
1313,1437,wa90a378,Object,0.0,5257.0,1,2,6,choice,1,-1,-1.0,5,5,1,1
1314,1438,wa90a378,Large,1.0,2187.0,1,3,6,choice,2,1,1.0,5,5,1,2
1315,1439,wa90a378,Solid,1.0,4458.0,0,4,6,choice,3,-1,-1.0,5,5,3,4
1316,1440,wa90a378,Pattern,0.0,704.0,1,1,7,choice,4,-1,3.0,2,2,1,2
1317,1441,wa90a378,Large,1.0,79.0,0,2,7,choice,2,-1,0.0,2,2,1,4
1318,1442,wa90a378,Object,1.0,423.0,0,3,7,choice,3,-3,-1.0,2,2,1,3
1319,1443,wa90a378,Sea,1.0,1686.0,1,4,7,choice,1,2,1.0,2,2,0,2
1320,1444,wf8bf1c3,Animal,0.0,3521.0,0,1,1,choice,3,1,1.0,5,5,3,3
1321,1445,wf8bf1c3,Small,1.0,5129.0,0,2,1,choice,1,-2,1.0,5,5,1,1
1322,1446,wf8bf1c3,Land,1.0,3615.0,0,3,1,choice,2,-1,-1.0,5,5,2,2
1323,1447,wf8bf1c3,Solid,1.0,7111.0,0,4,1,choice,4,-1,2.0,5,5,4,4
1324,1448,wf8bf1c3,Object,,,0,1,2,choice,4,2,2.0,6,6,4,4
1325,1449,wf8bf1c3,Small,1.0,5446.0,0,2,2,choice,3,-1,-1.0,6,6,3,3
1326,1450,wf8bf1c3,Land,1.0,2434.0,1,3,2,choice,2,2,2.0,6,6,2,2
1327,1451,wf8bf1c3,Pattern,1.0,2242.0,1,4,2,choice,1,1,1.0,6,6,1,1
1328,1452,wf8bf1c3,Object,0.0,2163.0,1,1,3,choice,4,-4,-6.0,5,5,3,3
1329,1453,wf8bf1c3,Large,0.0,3496.0,1,2,3,choice,2,-1,-3.0,5,5,1,1
1330,1454,wf8bf1c3,Solid,0.0,3181.0,0,3,3,choice,3,1,-1.0,5,5,2,2
1331,1455,wf8bf1c3,Land,1.0,2030.0,1,4,3,choice,1,2,2.0,5,5,1,1
1332,1456,wf8bf1c3,Large,0.0,2818.0,1,1,4,choice,2,-1,-1.0,6,6,2,2
1333,1457,wf8bf1c3,Pattern,1.0,3332.0,1,2,4,choice,4,2,2.0,6,6,4,4
1334,1458,wf8bf1c3,Sea,0.0,2572.0,0,3,4,choice,3,1,1.0,6,6,3,3
1335,1459,wf8bf1c3,Animal,0.0,959.0,0,4,4,choice,1,1,1.0,6,6,1,1
1336,1460,wf8bf1c3,Sea,1.0,4787.0,1,1,5,choice,2,3,2.0,6,6,2,2
1337,1461,wf8bf1c3,Object,0.0,2133.0,1,2,5,choice,3,-3,-3.0,6,6,3,3
1338,1462,wf8bf1c3,Large,0.0,1829.0,1,3,5,choice,1,-1,-1.0,6,6,1,1
1339,1463,wf8bf1c3,Pattern,1.0,1879.0,1,4,5,choice,4,1,1.0,6,6,4,4
1340,1464,wf8bf1c3,Object,0.0,3462.0,1,1,6,choice,1,-2,-1.0,5,5,0,0
1341,1465,wf8bf1c3,Pattern,1.0,2567.0,1,2,6,choice,4,2,0.0,5,5,4,4
1342,1466,wf8bf1c3,Small,0.0,699.0,0,3,6,choice,2,3,3.0,5,5,2,2
1343,1467,wf8bf1c3,Land,0.0,611.0,1,4,6,choice,3,-1,-1.0,5,5,3,3
1344,1468,wf8bf1c3,Sea,1.0,2768.0,1,1,7,choice,1,2,2.0,4,4,1,1
1345,1469,wf8bf1c3,Solid,0.0,3151.0,1,2,7,choice,2,-3,0.0,4,4,0,0
1346,1470,wf8bf1c3,Animal,0.0,3961.0,1,3,7,choice,3,-3,0.0,4,4,2,2
1347,1471,wf8bf1c3,Small,0.0,2514.0,1,4,7,choice,4,-3,0.0,4,4,2,2
1348,1500,w8e5f535,Land,1.0,5287.0,1,1,1,choice,2,1,-1.0,3,3,2,2
1349,1501,w8e5f535,Animal,0.0,4539.0,1,2,1,choice,3,-1,1.0,3,3,1,1
1350,1502,w8e5f535,Small,1.0,5058.0,1,3,1,choice,1,2,2.0,3,3,0,0
1351,1503,w8e5f535,Solid,0.0,2060.0,0,4,1,choice,4,5,0.0,3,3,2,2
1352,1504,w8e5f535,Object,1.0,4133.0,1,1,2,choice,4,2,2.0,4,4,3,3
1353,1505,w8e5f535,Pattern,0.0,2850.0,0,2,2,choice,1,2,2.0,4,4,1,1
1354,1506,w8e5f535,Land,1.0,4740.0,1,3,2,choice,2,4,4.0,4,4,2,2
1355,1507,w8e5f535,Small,0.0,5182.0,1,4,2,choice,3,-1,-1.0,4,4,2,2
1356,1508,w8e5f535,Solid,1.0,4013.0,0,1,3,choice,3,-1,-1.0,5,5,3,3
1357,1509,w8e5f535,Land,1.0,5961.0,1,2,3,choice,1,2,2.0,5,5,1,1
1358,1510,w8e5f535,Large,0.0,5021.0,1,3,3,choice,2,-1,0.0,5,5,2,2
1359,1511,w8e5f535,Object,,,0,4,3,choice,4,-1,0.0,5,5,3,3
1360,1512,w8e5f535,Animal,1.0,5756.0,1,1,4,choice,1,1,2.0,6,6,1,1
1361,1513,w8e5f535,Pattern,1.0,4189.0,1,2,4,choice,4,2,3.0,6,6,4,4
1362,1514,w8e5f535,Sea,1.0,3968.0,1,3,4,choice,3,1,2.0,6,6,3,3
1363,1515,w8e5f535,Large,1.0,2444.0,0,4,4,choice,2,-1,4.0,6,6,2,2
1364,1516,w8e5f535,Object,1.0,4596.0,1,1,5,choice,3,2,2.0,4,4,2,3
1365,1517,w8e5f535,Sea,1.0,4273.0,1,2,5,choice,2,1,0.0,4,4,1,2
1366,1518,w8e5f535,Pattern,0.0,3479.0,0,3,5,choice,4,1,2.0,4,4,2,2
1367,1519,w8e5f535,Large,1.0,3767.0,0,4,5,choice,1,-1,2.0,4,4,1,1
1368,1520,w8e5f535,Object,0.0,4399.0,0,1,6,choice,1,1,2.0,4,4,1,1
1369,1521,w8e5f535,Pattern,1.0,1580.0,1,2,6,choice,4,1,1.0,4,4,2,2
1370,1522,w8e5f535,Land,1.0,3599.0,0,3,6,choice,3,-1,2.0,4,4,1,1
1371,1523,w8e5f535,Small,0.0,806.0,0,4,6,choice,2,1,1.0,4,4,1,1
1372,1524,w8e5f535,Small,,,0,1,7,choice,4,1,-3.0,3,3,1,1
1373,1525,w8e5f535,Solid,0.0,3230.0,1,2,7,choice,2,-3,-3.0,3,3,1,1
1374,1526,w8e5f535,Sea,0.0,3609.0,0,3,7,choice,1,2,2.0,3,3,0,0
1375,1527,w8e5f535,Animal,0.0,1759.0,1,4,7,choice,3,-2,-5.0,3,3,1,1
1376,1528,waa6a3c8,Animal,1.0,3959.0,0,1,1,choice,3,-3,3.0,3,3,2,3
1377,1529,waa6a3c8,Land,0.0,3453.0,1,2,1,choice,4,-1,4.0,3,3,2,4
1378,1530,waa6a3c8,Small,0.0,2180.0,1,3,1,choice,2,-4,2.0,3,3,1,3
1379,1531,waa6a3c8,Pattern,0.0,1896.0,0,4,1,choice,1,2,1.0,3,3,0,3
1380,1532,waa6a3c8,Pattern,1.0,4010.0,1,1,2,choice,1,2,1.0,2,2,0,1
1381,1533,waa6a3c8,Small,1.0,4780.0,0,2,2,choice,4,-1,-2.0,2,2,1,2
1382,1534,waa6a3c8,Animal,0.0,5253.0,1,3,2,choice,2,-4,-4.0,2,2,1,2
1383,1535,waa6a3c8,Sea,1.0,6677.0,0,4,2,choice,3,-3,-3.0,2,2,1,2
1384,1536,waa6a3c8,Animal,0.0,5010.0,1,1,3,choice,3,-2,0.0,2,2,1,3
1385,1537,waa6a3c8,Solid,1.0,2169.0,0,2,3,choice,1,-2,2.0,2,2,1,4
1386,1538,waa6a3c8,Sea,1.0,3992.0,1,3,3,choice,2,4,2.0,2,2,0,2
1387,1539,waa6a3c8,Large,1.0,1588.0,0,4,3,choice,4,-1,2.0,2,2,2,3
1388,1540,waa6a3c8,Large,1.0,2554.0,1,1,4,choice,4,2,0.0,4,4,3,5
1389,1541,waa6a3c8,Solid,0.0,3759.0,1,2,4,choice,1,-1,-2.0,4,4,0,2
1390,1542,waa6a3c8,Object,1.0,1732.0,1,3,4,choice,2,3,3.0,4,4,2,3
1391,1543,waa6a3c8,Sea,1.0,1435.0,1,4,4,choice,3,2,2.0,4,4,2,2
1392,1544,waa6a3c8,Object,0.0,2288.0,1,1,5,choice,4,-3,0.0,4,4,2,3
1393,1545,waa6a3c8,Pattern,1.0,1250.0,0,2,5,choice,2,-1,3.0,4,4,1,3
1394,1546,waa6a3c8,Land,1.0,3158.0,1,3,5,choice,3,1,-3.0,4,4,3,4
1395,1547,waa6a3c8,Large,1.0,2788.0,0,4,5,choice,1,-2,2.0,4,4,0,1
1396,1548,waa6a3c8,Solid,1.0,4610.0,1,1,6,choice,3,1,0.0,3,3,1,3
