wid,option,n_images_with_option,n_images_with_option_wid,recalled_n_images_with_option,n_total_memories,rt,correct,choice,nback_performance,log_rt
w49dc7cd,Berries,2.0,2.0,2.0,11,3319.0,1.0,1.0,0.8333333333333334,8.107418811719974
w49dc7cd,Vegetables,3.0,3.0,1.0,11,1547.0,0.0,2.0,0.8333333333333334,7.344072850573066
w49dc7cd,Animals,7.0,7.0,4.0,11,404.0,0.0,1.0,0.8333333333333334,6.0014148779611505
w49dc7cd,Leaves,6.0,4.0,2.0,11,4601.0,0.0,1.0,0.8333333333333334,8.434028950155469
w49dc7cd,Pets,2.0,2.0,2.0,11,1590.0,1.0,1.0,0.8333333333333334,7.371489295214277
w49dc7cd,Things That Fly,4.0,4.0,2.0,11,1832.0,1.0,2.0,0.8333333333333334,7.513163545234075
w49dc7cd,Appliances,1.0,1.0,0.0,11,3001.0,1.0,2.0,0.8333333333333334,8.006700845440367
w49dc7cd,Foods,7.0,5.0,3.0,11,2979.0,0.0,2.0,0.8333333333333334,7.999342952713282
w49dc7cd,Sweet Foods,4.0,1.0,2.0,11,4338.0,1.0,1.0,0.8333333333333334,8.37516869138682
w49dc7cd,Birds,3.0,0.0,1.0,11,1560.0,1.0,2.0,0.8333333333333334,7.352441100243583
w49dc7cd,Grass,3.0,2.0,2.0,11,2052.0,0.0,1.0,0.8333333333333334,7.62657020629066
w49dc7cd,Clouds,2.0,1.0,2.0,11,1517.0,0.0,1.0,0.8333333333333334,7.324489979348532
w49dc7cd,Beach,2.0,2.0,1.0,11,645.0,0.0,1.0,0.8333333333333334,6.4692503167957724
w49dc7cd,Things In Bowls,4.0,1.0,3.0,11,79.0,1.0,1.0,0.8333333333333334,4.3694478524670215
w49dc7cd,Hands,2.0,2.0,0.0,11,5232.0,0.0,1.0,0.8333333333333334,8.562548893137034
w49dc7cd,Water,3.0,3.0,1.0,11,2917.0,0.0,1.0,0.8333333333333334,7.978310969867722
w49dc7cd,Things With Wheels,2.0,2.0,1.0,11,1820.0,1.0,1.0,0.8333333333333334,7.506591780070841
w49dc7cd,Outdoor Scenes,12.0,8.0,5.0,11,3058.0,1.0,2.0,0.8333333333333334,8.025516386489008
w49dc7cd,Mammals,3.0,0.0,3.0,11,479.0,1.0,1.0,0.8333333333333334,6.171700597410915
w49dc7cd,Insects,1.0,1.0,0.0,11,995.0,1.0,2.0,0.8333333333333334,6.902742737158593
w49dc7cd,Indoor Scenes,9.0,7.0,6.0,11,2331.0,1.0,1.0,0.8333333333333334,7.754052639035757
w49dc7cd,Produce ,6.0,5.0,3.0,11,780.0,1.0,1.0,0.8333333333333334,6.659293919683638
w49dc7cd,Wild Animals,4.0,4.0,1.0,11,995.0,0.0,1.0,0.8333333333333334,6.902742737158593
w49dc7cd,Objects,7.0,1.0,4.0,11,2045.0,1.0,1.0,0.8333333333333334,7.623153068476902
w49dc7cd,Sports Court,2.0,1.0,2.0,11,2453.0,0.0,2.0,0.8333333333333334,7.8050670442584895
w49dc7cd,Vehicles,3.0,3.0,1.0,11,1485.0,1.0,1.0,0.8333333333333334,7.3031700512368
w49dc7cd,Fruit,3.0,3.0,2.0,11,1796.0,1.0,1.0,0.8333333333333334,7.493317248862145
w7574933,Vegetables,3.0,2.0,0.0,14,4704.0,0.0,2.0,0.5666666666666667,8.456168489578463
w7574933,Dessert,1.0,1.0,1.0,14,987.0,1.0,1.0,0.5666666666666667,6.894670039433482
w7574933,Berries,2.0,2.0,2.0,14,286.0,1.0,1.0,0.5666666666666667,5.655991810819852
w7574933,Things That Fly,4.0,3.0,2.0,14,3010.0,1.0,2.0,0.5666666666666667,8.009695357742922
w7574933,Sweet Foods,4.0,3.0,4.0,14,2445.0,1.0,1.0,0.5666666666666667,7.801800401908973
w7574933,Clouds,2.0,1.0,1.0,14,3939.0,1.0,2.0,0.5666666666666667,8.278682162970906
w7574933,Wild Animals,4.0,4.0,3.0,14,4119.0,1.0,2.0,0.5666666666666667,8.323365694436081
w7574933,Balls,3.0,2.0,2.0,14,3996.0,0.0,2.0,0.5666666666666667,8.293049139768444
w7574933,Things With Wheels,2.0,2.0,1.0,14,4366.0,1.0,1.0,0.5666666666666667,8.38160253710989
w7574933,Insects,1.0,1.0,1.0,14,686.0,1.0,2.0,0.5666666666666667,6.530877627725885
w7574933,Water,3.0,2.0,1.0,14,3696.0,1.0,2.0,0.5666666666666667,8.215006432761575
w7574933,Hands,2.0,2.0,2.0,14,2981.0,1.0,2.0,0.5666666666666667,8.000014093678072
w7574933,Sky,4.0,3.0,2.0,14,3412.0,0.0,1.0,0.5666666666666667,8.13505390861157
w7574933,Outdoor Scenes,12.0,9.0,7.0,14,1685.0,0.0,1.0,0.5666666666666667,7.429520842786462
w7574933,Appliances,1.0,1.0,1.0,14,850.0,1.0,2.0,0.5666666666666667,6.745236349484363
w7574933,Animals,7.0,5.0,6.0,14,1405.0,0.0,1.0,0.5666666666666667,7.247792581767846
w7574933,Produce ,6.0,4.0,3.0,14,1834.0,1.0,1.0,0.5666666666666667,7.51425465281641
w7574933,Grass,3.0,3.0,2.0,14,5967.0,1.0,2.0,0.5666666666666667,8.693999567522082
w7574933,Sports Court,2.0,1.0,2.0,14,2030.0,1.0,1.0,0.5666666666666667,7.615791072035833
w7574933,Things In Bowls,4.0,4.0,2.0,14,3625.0,1.0,1.0,0.5666666666666667,8.195609567288775
w7574933,Vehicles,3.0,3.0,1.0,14,604.0,0.0,2.0,0.5666666666666667,6.403574197934815
w7574933,Foods,7.0,6.0,4.0,14,6928.0,0.0,2.0,0.5666666666666667,8.843326450242271
w7574933,Pets,2.0,2.0,2.0,14,389.0,1.0,1.0,0.5666666666666667,5.963579343618446
w7574933,Leaves,6.0,6.0,5.0,14,1870.0,1.0,2.0,0.5666666666666667,7.533693709848633
w7574933,Beach,2.0,1.0,1.0,14,468.0,1.0,2.0,0.5666666666666667,6.148468295917647
w7574933,Fruit,3.0,3.0,3.0,14,2808.0,1.0,1.0,0.5666666666666667,7.940227765145702
w7574933,Birds,3.0,3.0,2.0,14,2166.0,1.0,2.0,0.5666666666666667,7.680637427560936
w7574933,Mammals,3.0,6.0,3.0,14,1520.0,1.0,1.0,0.5666666666666667,7.326465613840322
