wid,option,n_images_with_option,n_images_with_option_wid,recalled_n_images_with_option,n_total_memories,rt,correct,choice,nback_performance,log_rt
w2e9806f,Objects,7.0,7.0,3.0,10,7427.0,1.0,1.0,0.9333333333333333,8.912877287669296
w2e9806f,Clouds,2.0,2.0,0.0,10,3317.0,0.0,1.0,0.9333333333333333,8.106816038947052
w2e9806f,Produce ,6.0,6.0,4.0,10,1391.0,1.0,1.0,0.9333333333333333,7.237778191923443
w2e9806f,Things With Wheels,2.0,1.0,2.0,10,3877.0,1.0,1.0,0.9333333333333333,8.262816937670928
w2e9806f,Outdoor Scenes,12.0,12.0,5.0,10,3500.0,0.0,1.0,0.9333333333333333,8.160518247477505
w2e9806f,Animals,7.0,6.0,3.0,10,2779.0,0.0,1.0,0.9333333333333333,7.929846429742503
w2e9806f,Foods,7.0,4.0,4.0,10,5811.0,1.0,1.0,0.9333333333333333,8.667507952075105
w2e9806f,Birds,3.0,3.0,1.0,10,1347.0,1.0,2.0,0.9333333333333333,7.205635176410364
w2e9806f,Mammals,3.0,2.0,2.0,10,3163.0,1.0,1.0,0.9333333333333333,8.059276223305648
w2e9806f,Insects,1.0,1.0,0.0,10,1837.0,1.0,2.0,0.9333333333333333,7.515889085215125
w2e9806f,Sky,4.0,3.0,2.0,10,2305.0,0.0,1.0,0.9333333333333333,7.742835955430749
w2e9806f,Vegetables,3.0,3.0,1.0,10,2762.0,1.0,1.0,0.9333333333333333,7.923710333969238
w2e9806f,Pets,2.0,2.0,2.0,10,718.0,1.0,1.0,0.9333333333333333,6.576469569048224
w2e9806f,Berries,2.0,2.0,2.0,10,7270.0,0.0,2.0,0.9333333333333333,8.891511570527564
w2e9806f,Fruit,3.0,3.0,3.0,10,761.0,1.0,1.0,0.9333333333333333,6.634633357861686
w2e9806f,Dessert,1.0,0.0,0.0,10,3710.0,1.0,1.0,0.9333333333333333,8.21878715560148
w2e9806f,Grass,3.0,3.0,1.0,10,5221.0,1.0,2.0,0.9333333333333333,8.560444233410552
w2e9806f,Water,3.0,3.0,0.0,10,2238.0,0.0,1.0,0.9333333333333333,7.71333788887187
w2e9806f,Balls,3.0,3.0,0.0,10,1274.0,1.0,1.0,0.9333333333333333,7.149916836132109
w2e9806f,Beach,2.0,0.0,0.0,10,1087.0,0.0,1.0,0.9333333333333333,6.99117688712121
w2e9806f,Appliances,1.0,1.0,1.0,10,860.0,1.0,2.0,0.9333333333333333,6.756932389247553
w2e9806f,Vehicles,3.0,3.0,2.0,10,5132.0,1.0,1.0,0.9333333333333333,8.543250725735527
w2e9806f,Hands,2.0,2.0,1.0,10,6380.0,0.0,1.0,0.9333333333333333,8.760923376338836
w2e9806f,Things In Bowls,4.0,4.0,2.0,10,4846.0,1.0,1.0,0.9333333333333333,8.48590890137647
w2e9806f,Leaves,6.0,4.0,4.0,10,5659.0,0.0,1.0,0.9333333333333333,8.641002477142523
w2e9806f,Things That Fly,4.0,2.0,2.0,10,6495.0,1.0,2.0,0.9333333333333333,8.7787879291047
w2e9806f,Wild Animals,4.0,5.0,1.0,10,4324.0,1.0,2.0,0.9333333333333333,8.371936178759098
w2e9806f,Sports Court,2.0,2.0,0.0,10,4951.0,1.0,1.0,0.9333333333333333,8.507344855361422
w2e9806f,Sweet Foods,4.0,1.0,3.0,10,1654.0,1.0,1.0,0.9333333333333333,7.4109518755836366
wf57281a,Grass,3.0,2.0,1.0,12,3610.0,1.0,2.0,0.7666666666666667,8.191463051326927
wf57281a,Pets,2.0,3.0,2.0,12,631.0,1.0,1.0,0.7666666666666667,6.447305862541213
wf57281a,Appliances,1.0,1.0,0.0,12,1311.0,1.0,2.0,0.7666666666666667,7.1785454837637
wf57281a,Objects,7.0,13.0,4.0,12,1764.0,1.0,1.0,0.7666666666666667,7.475339236566737
wf57281a,Wild Animals,4.0,4.0,2.0,12,1285.0,1.0,2.0,0.7666666666666667,7.158513997329321
wf57281a,Things That Fly,4.0,4.0,3.0,12,4101.0,1.0,2.0,0.7666666666666667,8.31898612539206
wf57281a,Leaves,6.0,5.0,4.0,12,2046.0,0.0,1.0,0.7666666666666667,7.6236419465115715
wf57281a,Animals,7.0,7.0,4.0,12,3808.0,1.0,2.0,0.7666666666666667,8.244859395911256
wf57281a,Fruit,3.0,3.0,2.0,12,750.0,1.0,1.0,0.7666666666666667,6.620073206530356
wf57281a,Produce ,6.0,7.0,3.0,12,914.0,1.0,1.0,0.7666666666666667,6.81783057145415
wf57281a,Sky,4.0,2.0,2.0,12,3938.0,1.0,2.0,0.7666666666666667,8.278428259199071
wf57281a,Mammals,3.0,3.0,2.0,12,1144.0,1.0,1.0,0.7666666666666667,7.042286171939743
wf57281a,Things In Bowls,4.0,5.0,2.0,12,1282.0,0.0,2.0,0.7666666666666667,7.156176637480615
wf57281a,Vehicles,3.0,2.0,2.0,12,721.0,1.0,1.0,0.7666666666666667,6.580639137284949
wf57281a,Sports Court,2.0,2.0,2.0,12,5573.0,0.0,2.0,0.7666666666666667,8.625688787569537
wf57281a,Water,3.0,2.0,0.0,12,1121.0,0.0,1.0,0.7666666666666667,7.02197642307216
wf57281a,Berries,2.0,2.0,2.0,12,7033.0,0.0,2.0,0.7666666666666667,8.858368636308018
wf57281a,Sweet Foods,4.0,2.0,3.0,12,1098.0,1.0,1.0,0.7666666666666667,7.001245622069476
wf57281a,Dessert,1.0,1.0,1.0,12,267.0,1.0,1.0,0.7666666666666667,5.58724865840025
wf57281a,Balls,3.0,3.0,2.0,12,4481.0,1.0,1.0,0.7666666666666667,8.407601514786142
wf57281a,Outdoor Scenes,12.0,9.0,5.0,12,2187.0,0.0,1.0,0.7666666666666667,7.690286020676768
wf57281a,Insects,1.0,1.0,1.0,12,744.0,1.0,2.0,0.7666666666666667,6.612041034833092
wf57281a,Clouds,2.0,2.0,0.0,12,786.0,0.0,1.0,0.7666666666666667,6.666956792429207
wf57281a,Hands,2.0,2.0,1.0,12,3169.0,1.0,2.0,0.7666666666666667,8.06117135969092
wf57281a,Vegetables,3.0,3.0,1.0,12,3039.0,1.0,1.0,0.7666666666666667,8.019283792916793
wf57281a,Things With Wheels,2.0,1.0,2.0,12,2887.0,0.0,2.0,0.7666666666666667,7.967973179662935
wf57281a,Indoor Scenes,9.0,8.0,7.0,12,1774.0,0.0,2.0,0.7666666666666667,7.480992162869525
wf57281a,Foods,7.0,8.0,4.0,12,663.0,1.0,1.0,0.7666666666666667,6.4967749901858625
wf57281a,Beach,2.0,2.0,0.0,12,1188.0,0.0,1.0,0.7666666666666667,7.080026499922591
wf57281a,Birds,3.0,3.0,1.0,12,1043.0,1.0,2.0,0.7666666666666667,6.949856455000773
wc861d09,Indoor Scenes,9.0,6.0,8.0,16,4155.0,1.0,1.0,0.8,8.332067707289548
wc861d09,Outdoor Scenes,12.0,8.0,8.0,16,2887.0,1.0,2.0,0.8,7.967973179662935
wc861d09,Sports Court,2.0,2.0,2.0,16,3493.0,0.0,2.0,0.8,8.158516244806831
wc861d09,Berries,2.0,1.0,1.0,16,3034.0,1.0,1.0,0.8,8.017637159908478
wc861d09,Things In Bowls,4.0,6.0,1.0,16,1880.0,1.0,1.0,0.8,7.539027055823995
wc861d09,Balls,3.0,3.0,3.0,16,4213.0,1.0,1.0,0.8,8.345930261979017
wc861d09,Insects,1.0,0.0,0.0,16,2494.0,1.0,2.0,0.8,7.821643126239982
wc861d09,Things With Wheels,2.0,1.0,2.0,16,3569.0,1.0,1.0,0.8,8.18004072349016
wc861d09,Vehicles,3.0,1.0,2.0,16,3272.0,1.0,1.0,0.8,8.093156697722637
wc861d09,Objects,7.0,8.0,6.0,16,5023.0,1.0,1.0,0.8,8.521782643750045
wc861d09,Foods,7.0,7.0,4.0,16,832.0,1.0,1.0,0.8,6.723832440821209
wc861d09,Sweet Foods,4.0,4.0,3.0,16,1360.0,1.0,1.0,0.8,7.215239978730097
wc861d09,Water,3.0,3.0,2.0,16,4374.0,0.0,1.0,0.8,8.383433201236713
wc861d09,Wild Animals,4.0,3.0,3.0,16,7248.0,0.0,1.0,0.8,8.888480847722816
wc861d09,Mammals,3.0,3.0,3.0,16,4011.0,0.0,2.0,0.8,8.296795865770052
wc861d09,Beach,2.0,0.0,2.0,16,3304.0,0.0,1.0,0.8,8.102889134640868
wc861d09,Clouds,2.0,2.0,2.0,16,7311.0,1.0,2.0,0.8,8.897135342293316
wc861d09,Things That Fly,4.0,3.0,3.0,16,2939.0,0.0,1.0,0.8,7.985824666418917
wc861d09,Dessert,1.0,0.0,1.0,16,6602.0,1.0,1.0,0.8,8.795127912413138
wc861d09,Vegetables,3.0,3.0,1.0,16,5981.0,0.0,2.0,0.8,8.696343057044556
wc861d09,Animals,7.0,6.0,6.0,16,4664.0,0.0,1.0,0.8,8.447628728030327
wc861d09,Hands,2.0,0.0,1.0,16,2935.0,0.0,1.0,0.8,7.984462732262196
wc861d09,Pets,2.0,1.0,2.0,16,5912.0,1.0,1.0,0.8,8.684739462628038
wc861d09,Sky,4.0,2.0,4.0,16,5153.0,1.0,2.0,0.8,8.547334348328224
wc861d09,Fruit,3.0,4.0,2.0,16,4424.0,1.0,1.0,0.8,8.39479954320217
wc861d09,Produce ,6.0,3.0,3.0,16,5550.0,1.0,1.0,0.8,8.62155320674048
wc861d09,Leaves,6.0,3.0,4.0,16,1940.0,0.0,1.0,0.8,7.570443252057374
w3ef8767,Indoor Scenes,9.0,8.0,7.0,16,3022.0,1.0,1.0,0.9,8.013674142832684
w3ef8767,Things That Fly,4.0,4.0,3.0,16,4532.0,0.0,1.0,0.9,8.418918622147897
w3ef8767,Vegetables,3.0,3.0,2.0,16,2362.0,1.0,1.0,0.9,7.767263996757308
w3ef8767,Outdoor Scenes,12.0,12.0,9.0,16,677.0,1.0,2.0,0.9,6.517671272912275
w3ef8767,Animals,7.0,7.0,6.0,16,961.0,1.0,2.0,0.9,6.8679744089702925
w3ef8767,Balls,3.0,4.0,3.0,16,1419.0,1.0,1.0,0.9,7.257707677160043
w3ef8767,Objects,7.0,10.0,5.0,16,3182.0,0.0,2.0,0.9,8.065265208897733
w3ef8767,Produce ,6.0,6.0,5.0,16,1962.0,1.0,1.0,0.9,7.581719640125308
w3ef8767,Sports Court,2.0,2.0,2.0,16,3032.0,0.0,2.0,0.9,8.016977746762262
w3ef8767,Hands,2.0,2.0,1.0,16,4386.0,1.0,2.0,0.9,8.386172928977834
w3ef8767,Grass,3.0,3.0,2.0,16,653.0,1.0,2.0,0.9,6.481577129276431
w3ef8767,Vehicles,3.0,3.0,2.0,16,724.0,1.0,1.0,0.9,6.584791392385716
w3ef8767,Pets,2.0,2.0,2.0,16,2932.0,1.0,1.0,0.9,7.983440063006542
w3ef8767,Leaves,6.0,6.0,5.0,16,936.0,1.0,2.0,0.9,6.841615476477592
w3ef8767,Berries,2.0,1.0,2.0,16,4466.0,0.0,2.0,0.9,8.404248432400102
w3ef8767,Beach,2.0,2.0,2.0,16,1529.0,0.0,1.0,0.9,7.332369205929062
w3ef8767,Insects,1.0,1.0,0.0,16,980.0,1.0,2.0,0.9,6.887552571664617
w3ef8767,Foods,7.0,5.0,5.0,16,2640.0,0.0,2.0,0.9,7.878534196140362
w3ef8767,Fruit,3.0,2.0,3.0,16,4302.0,0.0,2.0,0.9,8.366835309827675
w3ef8767,Birds,3.0,3.0,3.0,16,1275.0,0.0,1.0,0.9,7.150701457592526
w3ef8767,Things In Bowls,4.0,4.0,3.0,16,3240.0,1.0,1.0,0.9,8.083328608786376
w3ef8767,Mammals,3.0,3.0,3.0,16,2028.0,0.0,2.0,0.9,7.614805364711073
w3ef8767,Dessert,1.0,1.0,0.0,16,1309.0,1.0,1.0,0.9,7.1770187659099
w3ef8767,Water,3.0,2.0,2.0,16,3827.0,1.0,2.0,0.9,8.249836485425702
w3ef8767,Things With Wheels,2.0,2.0,2.0,16,1902.0,0.0,2.0,0.9,7.550661243105336
w3ef8767,Sky,4.0,3.0,4.0,16,2968.0,1.0,2.0,0.9,7.995643604287271
w3ef8767,Appliances,1.0,1.0,0.0,16,3608.0,1.0,2.0,0.9,8.190908881182514
w3ef8767,Clouds,2.0,2.0,2.0,16,834.0,0.0,1.0,0.9,6.726233402358747
w3ef8767,Wild Animals,4.0,4.0,3.0,16,4973.0,0.0,1.0,0.9,8.511778558714738
w3ef8767,Sweet Foods,4.0,4.0,3.0,16,1077.0,1.0,1.0,0.9,6.981934677156389
wb050285,Produce ,6.0,5.0,2.0,11,1283.0,1.0,1.0,0.8333333333333334,7.1569563646156364
wb050285,Water,3.0,2.0,2.0,11,4090.0,1.0,2.0,0.8333333333333334,8.316300249036848
wb050285,Vehicles,3.0,0.0,1.0,11,1801.0,0.0,2.0,0.8333333333333334,7.496097345175956
wb050285,Mammals,3.0,4.0,3.0,11,108.0,0.0,2.0,0.8333333333333334,4.68213122712422
wb050285,Things That Fly,4.0,4.0,3.0,11,1666.0,1.0,2.0,0.8333333333333334,7.418180822726788
wb050285,Leaves,6.0,0.0,4.0,11,1652.0,0.0,1.0,0.8333333333333334,7.409741954080923
wb050285,Dessert,1.0,0.0,0.0,11,1741.0,1.0,1.0,0.8333333333333334,7.462214939768189
wb050285,Sports Court,2.0,2.0,0.0,11,1033.0,1.0,1.0,0.8333333333333334,6.940222469119639
wb050285,Indoor Scenes,9.0,2.0,3.0,11,4940.0,1.0,1.0,0.8333333333333334,8.505120610181969
wb050285,Outdoor Scenes,12.0,4.0,8.0,11,980.0,1.0,2.0,0.8333333333333334,6.887552571664617
wb050285,Wild Animals,4.0,3.0,3.0,11,1134.0,1.0,2.0,0.8333333333333334,7.033506484287697
wb050285,Things With Wheels,2.0,1.0,0.0,11,3910.0,1.0,1.0,0.8333333333333334,8.271292652979412
wb050285,Animals,7.0,6.0,6.0,11,1974.0,1.0,2.0,0.8333333333333334,7.587817219993427
wb050285,Objects,7.0,11.0,3.0,11,1301.0,1.0,1.0,0.8333333333333334,7.170888478512505
wb050285,Berries,2.0,1.0,1.0,11,4204.0,1.0,1.0,0.8333333333333334,8.343791731996841
wb050285,Foods,7.0,6.0,2.0,11,544.0,1.0,1.0,0.8333333333333334,6.298949246855942
wb050285,Grass,3.0,1.0,2.0,11,2097.0,1.0,2.0,0.8333333333333334,7.64826303090192
wb050285,Beach,2.0,1.0,1.0,11,1064.0,1.0,2.0,0.8333333333333334,6.96979066990159
wb050285,Fruit,3.0,2.0,1.0,11,1391.0,1.0,1.0,0.8333333333333334,7.237778191923443
wb050285,Hands,2.0,1.0,1.0,11,1996.0,0.0,1.0,0.8333333333333334,7.59890045687141
wb050285,Sweet Foods,4.0,1.0,1.0,11,794.0,1.0,1.0,0.8333333333333334,6.677083461247136
wb050285,Insects,1.0,1.0,1.0,11,3214.0,1.0,2.0,0.8333333333333334,8.075271546297458
wb050285,Balls,3.0,3.0,1.0,11,1470.0,1.0,1.0,0.8333333333333334,7.293017679772782
wb050285,Birds,3.0,2.0,2.0,11,1387.0,1.0,2.0,0.8333333333333334,7.234898420314831
wb050285,Vegetables,3.0,3.0,1.0,11,624.0,1.0,1.0,0.8333333333333334,6.436150368369428
wb050285,Sky,4.0,4.0,3.0,11,912.0,1.0,2.0,0.8333333333333334,6.815639990074331
wb050285,Pets,2.0,0.0,2.0,11,1925.0,1.0,1.0,0.8333333333333334,7.562681246721884
wb050285,Appliances,1.0,1.0,1.0,11,692.0,1.0,2.0,0.8333333333333334,6.539585955617669
wb050285,Things In Bowls,4.0,4.0,2.0,11,1268.0,1.0,1.0,0.8333333333333334,7.145196134997171
wb050285,Clouds,2.0,2.0,2.0,11,1044.0,1.0,2.0,0.8333333333333334,6.950814768442584
w2c5d7eb,Things With Wheels,2.0,2.0,2.0,18,6337.0,1.0,1.0,1.0,8.754160749323518
w2c5d7eb,Grass,3.0,4.0,2.0,18,5943.0,0.0,1.0,1.0,8.68996933536666
w2c5d7eb,Things In Bowls,4.0,4.0,3.0,18,4274.0,1.0,1.0,1.0,8.360305435879093
w2c5d7eb,Mammals,3.0,3.0,3.0,18,1117.0,1.0,1.0,1.0,7.018401799069201
w2c5d7eb,Animals,7.0,7.0,7.0,18,1788.0,1.0,2.0,1.0,7.488852955733459
w2c5d7eb,Pets,2.0,2.0,2.0,18,783.0,1.0,1.0,1.0,6.663132695990803
w2c5d7eb,Balls,3.0,3.0,3.0,18,5377.0,1.0,1.0,1.0,8.589885876809678
w2c5d7eb,Wild Animals,4.0,4.0,4.0,18,959.0,1.0,2.0,1.0,6.8658910748834385
w2c5d7eb,Sweet Foods,4.0,3.0,4.0,18,877.0,1.0,1.0,1.0,6.776506992372183
w2c5d7eb,Vegetables,3.0,3.0,1.0,18,3405.0,0.0,2.0,1.0,8.133000218583613
w2c5d7eb,Dessert,1.0,1.0,1.0,18,953.0,1.0,1.0,1.0,6.859614903654202
w2c5d7eb,Vehicles,3.0,3.0,2.0,18,2311.0,1.0,1.0,1.0,7.745435610274381
w2c5d7eb,Beach,2.0,1.0,2.0,18,1984.0,1.0,2.0,1.0,7.592870287844818
w2c5d7eb,Leaves,6.0,3.0,6.0,18,3568.0,1.0,2.0,1.0,8.1797604936999
w2c5d7eb,Outdoor Scenes,12.0,12.0,9.0,18,2783.0,1.0,2.0,1.0,7.931284761525891
w2c5d7eb,Appliances,1.0,2.0,1.0,18,766.0,1.0,2.0,1.0,6.641182169740591
w2c5d7eb,Produce ,6.0,6.0,4.0,18,1281.0,1.0,1.0,1.0,7.155396301896734
w2c5d7eb,Objects,7.0,8.0,6.0,18,4005.0,0.0,2.0,1.0,8.29529885950246
w2c5d7eb,Things That Fly,4.0,4.0,4.0,18,738.0,1.0,2.0,1.0,6.6039438246004725
w2c5d7eb,Berries,2.0,2.0,2.0,18,279.0,1.0,1.0,1.0,5.631211781821365
w2c5d7eb,Water,3.0,3.0,2.0,18,2978.0,1.0,2.0,1.0,7.999007213243955
w2c5d7eb,Birds,3.0,3.0,3.0,18,665.0,1.0,2.0,1.0,6.499787040655854
w2c5d7eb,Sports Court,2.0,2.0,2.0,18,1489.0,1.0,1.0,1.0,7.305860032684009
w2c5d7eb,Indoor Scenes,9.0,9.0,9.0,18,1773.0,1.0,1.0,1.0,7.480428306074208
w2c5d7eb,Clouds,2.0,3.0,2.0,18,3290.0,1.0,2.0,1.0,8.098642843759418
w2c5d7eb,Foods,7.0,7.0,5.0,18,1303.0,1.0,1.0,1.0,7.172424577124845
w2c5d7eb,Fruit,3.0,3.0,3.0,18,875.0,1.0,1.0,1.0,6.774223886357614
w2c5d7eb,Insects,1.0,1.0,1.0,18,2650.0,1.0,2.0,1.0,7.882314918980268
w2c5d7eb,Sky,4.0,5.0,4.0,18,1935.0,1.0,2.0,1.0,7.5678626054638825
w567d945,Objects,7.0,3.0,7.0,17,4125.0,1.0,1.0,0.9333333333333333,8.324821298768782
w567d945,Produce ,6.0,3.0,5.0,17,2097.0,1.0,1.0,0.9333333333333333,7.64826303090192
w567d945,Things With Wheels,2.0,2.0,2.0,17,4540.0,1.0,1.0,0.9333333333333333,8.420682291035394
w567d945,Birds,3.0,2.0,2.0,17,2741.0,1.0,2.0,0.9333333333333333,7.916078096302786
w567d945,Insects,1.0,1.0,0.0,17,4297.0,1.0,2.0,0.9333333333333333,8.365672383774996
w567d945,Things That Fly,4.0,3.0,3.0,17,4987.0,1.0,2.0,0.9333333333333333,8.514589805546123
w567d945,Grass,3.0,1.0,2.0,17,4649.0,1.0,2.0,0.9333333333333333,8.444407421690585
w567d945,Appliances,1.0,1.0,1.0,17,4277.0,1.0,2.0,0.9333333333333333,8.361007108226909
w567d945,Pets,2.0,2.0,2.0,17,771.0,1.0,1.0,0.9333333333333333,6.647688373563329
w567d945,Things In Bowls,4.0,4.0,3.0,17,6269.0,1.0,1.0,0.9333333333333333,8.743372131273969
w567d945,Clouds,2.0,0.0,2.0,17,1847.0,1.0,2.0,0.9333333333333333,7.52131798019924
w567d945,Berries,2.0,2.0,2.0,17,5392.0,0.0,2.0,0.9333333333333333,8.592671652592143
w567d945,Sky,4.0,1.0,4.0,17,7128.0,0.0,1.0,0.9333333333333333,8.871785969150645
w567d945,Animals,7.0,4.0,5.0,17,676.0,0.0,1.0,0.9333333333333333,6.516193076042964
w567d945,Sports Court,2.0,2.0,2.0,17,2900.0,1.0,1.0,0.9333333333333333,7.9724660159745655
w567d945,Fruit,3.0,2.0,3.0,17,5497.0,0.0,2.0,0.9333333333333333,8.61195776786066
w567d945,Outdoor Scenes,12.0,2.0,9.0,17,4165.0,0.0,1.0,0.9333333333333333,8.334471554600944
w567d945,Mammals,3.0,3.0,3.0,17,7428.0,0.0,2.0,0.9333333333333333,8.913011922472597
w567d945,Sweet Foods,4.0,4.0,3.0,17,5433.0,1.0,1.0,0.9333333333333333,8.600246746551523
w567d945,Vehicles,3.0,2.0,3.0,17,814.0,1.0,1.0,0.9333333333333333,6.70196036600254
w567d945,Water,3.0,3.0,2.0,17,2399.0,1.0,2.0,0.9333333333333333,7.782807262839695
w567d945,Vegetables,3.0,3.0,2.0,17,7314.0,1.0,1.0,0.9333333333333333,8.897545598709327
w567d945,Beach,2.0,2.0,1.0,17,3917.0,1.0,2.0,0.9333333333333333,8.27308133366583
w567d945,Foods,7.0,6.0,5.0,17,1978.0,1.0,1.0,0.9333333333333333,7.589841512182657
w567d945,Balls,3.0,3.0,3.0,17,1575.0,1.0,1.0,0.9333333333333333,7.362010551259734
w567d945,Wild Animals,4.0,3.0,2.0,17,1859.0,1.0,2.0,0.9333333333333333,7.527793987721444
w567d945,Hands,2.0,1.0,1.0,17,2707.0,1.0,2.0,0.9333333333333333,7.903596289614301
w567d945,Dessert,1.0,1.0,0.0,17,2890.0,1.0,1.0,0.9333333333333333,7.969011781106478
w567d945,Leaves,6.0,2.0,5.0,17,2810.0,1.0,2.0,0.9333333333333333,7.940939762327791
w567d945,Indoor Scenes,9.0,4.0,8.0,17,2610.0,1.0,1.0,0.9333333333333333,7.867105500316739
wbf71104,Hands,2.0,1.0,2.0,7,4217.0,0.0,1.0,0.7,8.34687925374656
wbf71104,Things With Wheels,2.0,2.0,0.0,7,854.0,1.0,1.0,0.7,6.74993119378857
wbf71104,Wild Animals,4.0,4.0,3.0,7,976.0,1.0,2.0,0.7,6.883462586413092
wbf71104,Berries,2.0,2.0,2.0,7,973.0,0.0,2.0,0.7,6.880384082186005
wbf71104,Grass,3.0,1.0,0.0,7,745.0,0.0,1.0,0.7,6.61338421837956
wbf71104,Mammals,3.0,6.0,0.0,7,2327.0,0.0,2.0,0.7,7.752335163302292
wbf71104,Animals,7.0,5.0,3.0,7,3317.0,1.0,2.0,0.7,8.106816038947052
wbf71104,Sky,4.0,1.0,0.0,7,742.0,1.0,2.0,0.7,6.60934924316738
wbf71104,Vegetables,3.0,3.0,0.0,7,1039.0,1.0,1.0,0.7,6.946013991099227
wbf71104,Objects,7.0,10.0,1.0,7,2101.0,0.0,2.0,0.7,7.650168700845001
wbf71104,Clouds,2.0,1.0,0.0,7,455.0,1.0,2.0,0.7,6.12029741895095
wbf71104,Leaves,6.0,3.0,4.0,7,653.0,0.0,1.0,0.7,6.481577129276431
wbf71104,Produce ,6.0,5.0,3.0,7,1271.0,1.0,1.0,0.7,7.147559271189454
wbf71104,Sweet Foods,4.0,2.0,3.0,7,1648.0,0.0,2.0,0.7,7.4073177104694174
wbf71104,Dessert,1.0,1.0,0.0,7,600.0,1.0,1.0,0.7,6.396929655216146
wbf71104,Things In Bowls,4.0,4.0,2.0,7,1276.0,0.0,2.0,0.7,7.151485463904735
wbf71104,Things That Fly,4.0,4.0,2.0,7,3995.0,0.0,1.0,0.7,8.292798858200374
wbf71104,Pets,2.0,2.0,0.0,7,4073.0,1.0,1.0,0.7,8.312135107648412
wbf71104,Fruit,3.0,3.0,3.0,7,1078.0,0.0,2.0,0.7,6.982862751468942
wbf71104,Birds,3.0,1.0,2.0,7,4197.0,1.0,2.0,0.7,8.34212526333359
wbf71104,Water,3.0,2.0,1.0,7,1975.0,0.0,1.0,0.7,7.5883236773352225
wbf71104,Foods,7.0,4.0,3.0,7,1990.0,0.0,2.0,0.7,7.595889917718538
wbf71104,Beach,2.0,1.0,1.0,7,2066.0,1.0,2.0,0.7,7.633369649679584
wbf71104,Sports Court,2.0,2.0,1.0,7,786.0,1.0,1.0,0.7,6.666956792429207
wbf71104,Insects,1.0,1.0,1.0,7,1573.0,1.0,2.0,0.7,7.360739903058278
wbf71104,Outdoor Scenes,12.0,10.0,5.0,7,2064.0,0.0,1.0,0.7,7.6324011266014535
wbf71104,Appliances,1.0,1.0,0.0,7,1284.0,0.0,1.0,0.7,7.157735484249907
wbf71104,Balls,3.0,3.0,1.0,7,2646.0,1.0,1.0,0.7,7.880804344674901
wbf71104,Vehicles,3.0,2.0,0.0,7,2956.0,1.0,1.0,0.7,7.991592282068092
wbf71104,Indoor Scenes,9.0,6.0,2.0,7,2833.0,1.0,1.0,0.7,7.949091499830517
wdcba2fa,Things That Fly,4.0,5.0,1.0,8,3996.0,0.0,1.0,0.8666666666666667,8.293049139768444
wdcba2fa,Wild Animals,4.0,4.0,1.0,8,5156.0,0.0,1.0,0.8666666666666667,8.547916364059079
wdcba2fa,Fruit,3.0,3.0,2.0,8,187.0,0.0,2.0,0.8666666666666667,5.231108616854587
wdcba2fa,Produce ,6.0,1.0,2.0,8,3643.0,1.0,1.0,0.8666666666666667,8.200562797008564
wdcba2fa,Sports Court,2.0,2.0,2.0,8,667.0,0.0,2.0,0.8666666666666667,6.502790045915623
wdcba2fa,Vegetables,3.0,3.0,0.0,8,388.0,1.0,1.0,0.8666666666666667,5.961005339623274
wdcba2fa,Birds,3.0,0.0,0.0,8,130.0,1.0,2.0,0.8666666666666667,4.867534450455582
wdcba2fa,Water,3.0,3.0,1.0,8,1175.0,0.0,1.0,0.8666666666666667,7.069023426578259
wdcba2fa,Dessert,1.0,1.0,0.0,8,321.0,0.0,2.0,0.8666666666666667,5.771441123130016
wdcba2fa,Objects,7.0,3.0,4.0,8,111.0,1.0,1.0,0.8666666666666667,4.709530201312334
wdcba2fa,Indoor Scenes,9.0,2.0,5.0,8,241.0,1.0,1.0,0.8666666666666667,5.484796933490655
wdcba2fa,Appliances,1.0,1.0,1.0,8,4894.0,1.0,2.0,0.8666666666666667,8.495765244002618
wdcba2fa,Mammals,3.0,3.0,1.0,8,3703.0,1.0,1.0,0.8666666666666667,8.216898580913613
wdcba2fa,Hands,2.0,1.0,1.0,8,734.0,1.0,2.0,0.8666666666666667,6.598509028614515
wdcba2fa,Things In Bowls,4.0,0.0,2.0,8,1730.0,1.0,1.0,0.8666666666666667,7.455876687491824
wdcba2fa,Vehicles,3.0,1.0,1.0,8,1483.0,0.0,2.0,0.8666666666666667,7.301822342137932
wdcba2fa,Insects,1.0,0.0,1.0,8,1341.0,0.0,1.0,0.8666666666666667,7.201170883281678
wdcba2fa,Sky,4.0,2.0,0.0,8,542.0,1.0,2.0,0.8666666666666667,6.295266001439646
wdcba2fa,Clouds,2.0,0.0,0.0,8,2769.0,0.0,1.0,0.8666666666666667,7.926241523170962
wdcba2fa,Beach,2.0,1.0,0.0,8,987.0,1.0,2.0,0.8666666666666667,6.894670039433482
wdcba2fa,Balls,3.0,3.0,2.0,8,842.0,1.0,1.0,0.8666666666666667,6.7357800142423265
wdcba2fa,Berries,2.0,1.0,2.0,8,858.0,0.0,2.0,0.8666666666666667,6.754604099487962
wdcba2fa,Foods,7.0,6.0,2.0,8,410.0,1.0,1.0,0.8666666666666667,6.016157159698354
wdcba2fa,Grass,3.0,0.0,0.0,8,411.0,1.0,2.0,0.8666666666666667,6.018593214496234
wdcba2fa,Leaves,6.0,0.0,2.0,8,1205.0,0.0,1.0,0.8666666666666667,7.094234845924755
