,index,wid,option,choice,rt,correct,trial_number,game,phase,multi_time,multi_dim,dim_shown,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
219,342,we40084a,Scene,1.0,3917.0,0,2,2,choice,Before,Category,Category,1,-2,-1.0,6,6,1,1,-1.0
220,343,we40084a,Object,1.0,4291.0,1,3,2,choice,Before,Category,Category,2,1,1.0,6,6,2,2,1.0
221,344,we40084a,Blue,1.0,4509.0,1,1,3,choice,After,Color,Color,1,1,1.0,5,5,1,1,1.0
222,345,we40084a,Red,0.0,4548.0,1,2,3,choice,After,Color,Color,3,-1,-4.0,5,5,2,2,-2.0
223,346,we40084a,Yellow,0.0,3685.0,1,3,3,choice,After,Color,Color,2,-1,-3.0,5,5,2,2,-3.0
224,347,we40084a,Red,0.0,5438.0,1,1,4,choice,Before,Color,Color,3,-1,-3.0,4,4,1,1,-2.0
225,348,we40084a,Green,0.0,5320.0,1,2,4,choice,Before,Color,Color,1,-1,-1.0,4,4,1,1,-1.0
226,349,we40084a,Yellow,1.0,2817.0,1,3,4,choice,Before,Color,Color,2,2,2.0,4,4,2,2,2.0
227,350,we40084a,Green,0.0,3542.0,0,1,5,choice,After,Color,Color,3,2,-1.0,3,3,1,1,-2.0
228,351,we40084a,Red,1.0,4344.0,1,2,5,choice,After,Color,Color,2,1,0.0,3,3,1,1,-1.0
229,352,we40084a,Blue,0.0,3011.0,1,3,5,choice,After,Color,Color,1,-2,1.0,3,3,1,1,1.0
230,353,we40084a,Red,1.0,4319.0,0,1,6,choice,Before,Color,Color,2,-1,4.0,3,3,2,2,4.0
231,355,we40084a,Yellow,0.0,5598.0,0,3,6,choice,Before,Color,Color,1,1,1.0,3,3,1,1,1.0
232,356,we40084a,Food,1.0,4210.0,1,1,7,choice,After,Category,Category,1,2,2.0,4,4,1,1,2.0
233,357,we40084a,Object,0.0,4082.0,0,2,7,choice,After,Category,Category,3,1,2.0,4,4,1,1,2.0
234,358,we40084a,Scene,0.0,3560.0,1,3,7,choice,After,Category,Category,2,-3,-1.0,4,4,2,3,-1.0
235,365,w5d6df14,Food,1.0,4757.0,0,1,1,choice,After,Category,Category,1,-1,-1.0,4,4,1,1,-1.0
236,366,w5d6df14,Animal,0.0,2307.0,0,2,1,choice,After,Category,Category,2,3,4.0,4,4,1,1,2.0
237,367,w5d6df14,Object,0.0,3347.0,1,3,1,choice,After,Category,Category,3,-2,1.0,4,4,2,2,-1.0
238,368,w5d6df14,Scene,1.0,4448.0,0,1,2,choice,Before,Category,Category,3,-4,2.0,3,3,2,2,3.0
239,369,w5d6df14,Food,0.0,3928.0,0,2,2,choice,Before,Category,Category,2,3,0.0,3,3,1,2,1.0
240,371,w5d6df14,Green,1.0,4645.0,0,1,3,choice,After,Color,Color,3,-3,2.0,2,2,1,1,2.0
241,372,w5d6df14,Red,1.0,2080.0,0,2,3,choice,After,Color,Color,2,-1,-1.0,2,2,1,1,1.0
242,374,w5d6df14,Scene,1.0,2019.0,0,1,4,choice,Before,Category,Category,2,-4,-1.0,3,3,1,1,-2.0
243,375,w5d6df14,Object,0.0,4783.0,1,2,4,choice,Before,Category,Category,1,-1,-1.0,3,3,1,1,-1.0
244,376,w5d6df14,Animal,0.0,3790.0,0,3,4,choice,Before,Category,Category,3,5,5.0,3,3,1,1,2.0
245,377,w5d6df14,Yellow,0.0,5708.0,1,1,5,choice,After,Color,Color,1,-1,-1.0,4,4,1,1,-1.0
246,378,w5d6df14,Blue,1.0,2417.0,0,2,5,choice,After,Color,Color,2,-1,2.0,4,4,1,2,1.0
247,379,w5d6df14,Green,1.0,5640.0,1,3,5,choice,After,Color,Color,3,3,5.0,4,4,2,2,4.0
248,381,w5d6df14,Food,1.0,2346.0,1,2,6,choice,Before,Category,Category,2,2,3.0,3,3,1,1,2.0
249,382,w5d6df14,Scene,1.0,3146.0,0,3,6,choice,Before,Category,Category,3,-1,-1.0,3,3,2,2,0.0
250,383,w5d6df14,Red,1.0,5866.0,0,1,7,choice,After,Color,Color,1,-2,-2.0,4,4,1,2,-2.0
251,384,w5d6df14,Green,0.0,1406.0,1,2,7,choice,After,Color,Color,3,-2,-4.0,4,4,2,2,-3.0
252,385,w5d6df14,Blue,0.0,3131.0,0,3,7,choice,After,Color,Color,2,3,-2.0,4,4,1,1,-1.0
253,392,w6cbe87c,Scene,1.0,3436.0,1,1,1,choice,After,Category,Category,1,1,0.0,3,3,1,1,0.0
254,393,w6cbe87c,Object,0.0,3721.0,1,2,1,choice,After,Category,Category,2,-2,0.0,3,3,1,2,0.0
255,394,w6cbe87c,Food,0.0,2227.0,0,3,1,choice,After,Category,Category,3,2,0.0,3,3,1,1,0.0
256,395,w6cbe87c,Green,0.0,2084.0,1,1,2,choice,Before,Color,Color,2,-4,0.0,4,4,1,2,0.0
257,396,w6cbe87c,Yellow,1.0,947.0,1,2,2,choice,Before,Color,Color,3,1,0.0,4,4,2,2,0.0
258,397,w6cbe87c,Blue,1.0,889.0,1,3,2,choice,Before,Color,Color,1,1,0.0,4,4,1,2,0.0
259,398,w6cbe87c,Scene,0.0,1989.0,0,1,3,choice,After,Category,Category,1,2,0.0,2,2,1,2,0.0
260,400,w6cbe87c,Animal,0.0,1511.0,0,3,3,choice,After,Category,Category,2,1,0.0,2,2,1,2,0.0
261,401,w6cbe87c,Animal,0.0,3092.0,1,1,4,choice,Before,Category,Category,2,-4,0.0,5,5,1,1,0.0
262,402,w6cbe87c,Object,1.0,984.0,1,2,4,choice,Before,Category,Category,3,2,0.0,5,5,3,3,0.0
263,403,w6cbe87c,Food,1.0,1995.0,1,3,4,choice,Before,Category,Category,1,2,0.0,5,5,1,1,0.0
264,406,w6cbe87c,Animal,0.0,475.0,1,3,5,choice,After,Category,Category,2,-3,0.0,1,1,1,1,0.0
265,407,w6cbe87c,Red,1.0,1443.0,1,1,6,choice,Before,Color,Color,3,1,0.0,1,1,1,1,0.0
266,410,w6cbe87c,Red,1.0,816.0,1,1,7,choice,After,Color,Color,1,1,0.0,2,2,1,2,0.0
267,411,w6cbe87c,Yellow,0.0,1042.0,1,2,7,choice,After,Color,Color,3,-2,0.0,2,2,1,1,0.0
268,419,w4db7ccb,Food,1.0,7298.0,1,1,1,choice,After,Category,Category,1,2,2.0,6,6,1,1,2.0
269,420,w4db7ccb,Animal,,,0,2,1,choice,After,Category,Category,2,-3,-3.0,6,6,2,2,-3.0
270,421,w4db7ccb,Object,,,0,3,1,choice,After,Category,Category,3,2,2.0,6,6,3,3,2.0
271,422,w4db7ccb,Blue,1.0,4910.0,1,1,2,choice,Before,Color,Color,3,1,-1.0,6,6,3,3,-1.0
272,423,w4db7ccb,Yellow,0.0,2748.0,1,2,2,choice,Before,Color,Color,2,-3,-2.0,6,6,2,2,-2.0
273,424,w4db7ccb,Green,0.0,3519.0,0,3,2,choice,Before,Color,Color,1,2,2.0,6,6,1,1,2.0
274,425,w4db7ccb,Scene,0.0,2727.0,1,1,3,choice,After,Category,Category,2,-1,-1.0,6,6,2,2,-1.0
275,426,w4db7ccb,Food,0.0,2127.0,1,2,3,choice,After,Category,Category,3,-1,-1.0,6,6,3,3,-1.0
276,427,w4db7ccb,Animal,1.0,685.0,1,3,3,choice,After,Category,Category,1,2,2.0,6,6,1,1,2.0
277,428,w4db7ccb,Animal,1.0,1811.0,1,1,4,choice,Before,Category,Category,3,1,-1.0,5,5,2,3,0.0
278,429,w4db7ccb,Object,0.0,2607.0,1,2,4,choice,Before,Category,Category,1,-2,-1.0,5,5,1,1,-1.0
279,430,w4db7ccb,Scene,1.0,715.0,0,3,4,choice,Before,Category,Category,2,-1,-2.0,5,5,2,2,-2.0
280,431,w4db7ccb,Blue,0.0,2737.0,1,1,5,choice,After,Color,Color,2,-2,-2.0,6,6,2,2,-2.0
281,432,w4db7ccb,Yellow,0.0,1346.0,1,2,5,choice,After,Color,Color,1,-1,-1.0,6,6,1,1,-1.0
282,433,w4db7ccb,Green,1.0,698.0,1,3,5,choice,After,Color,Color,3,5,5.0,6,6,3,3,5.0
283,434,w4db7ccb,Scene,,,0,1,6,choice,Before,Category,Category,3,-1,-1.0,6,6,3,3,-1.0
284,435,w4db7ccb,Food,0.0,2359.0,0,2,6,choice,Before,Category,Category,2,4,4.0,6,6,2,2,4.0
285,436,w4db7ccb,Object,0.0,2726.0,1,3,6,choice,Before,Category,Category,1,-2,-2.0,6,6,1,1,-2.0
286,437,w4db7ccb,Red,1.0,1841.0,1,1,7,choice,After,Color,Color,1,2,2.0,5,5,1,1,2.0
287,438,w4db7ccb,Green,0.0,1331.0,1,2,7,choice,After,Color,Color,3,-2,-2.0,5,5,3,3,-2.0
288,439,w4db7ccb,Blue,1.0,1041.0,1,3,7,choice,After,Color,Color,2,1,1.0,5,5,1,2,2.0
289,447,w9a08173,Blue,0.0,3190.0,1,2,1,choice,After,Color,Color,3,-1,-4.0,3,3,2,2,-3.0
290,448,w9a08173,Green,1.0,2531.0,1,3,1,choice,After,Color,Color,2,4,1.0,3,3,1,1,2.0
291,449,w9a08173,Blue,1.0,2450.0,1,1,2,choice,Before,Color,Color,2,1,1.0,3,3,1,2,2.0
292,450,w9a08173,Red,0.0,1746.0,0,2,2,choice,Before,Color,Color,3,3,-3.0,3,3,2,2,-2.0
293,452,w9a08173,Food,1.0,3261.0,0,1,3,choice,After,Category,Category,3,-2,-4.0,4,4,2,2,-2.0
294,453,w9a08173,Animal,1.0,2343.0,1,2,3,choice,After,Category,Category,2,1,0.0,4,4,1,2,1.0
295,454,w9a08173,Scene,1.0,1805.0,1,3,3,choice,After,Category,Category,1,2,-2.0,4,4,1,1,-2.0
296,455,w9a08173,Yellow,1.0,1879.0,0,1,4,choice,Before,Color,Color,3,-2,-3.0,5,5,2,2,-2.0
297,456,w9a08173,Red,0.0,1716.0,1,2,4,choice,Before,Color,Color,1,-2,-2.0,5,5,1,1,-2.0
298,457,w9a08173,Blue,1.0,2079.0,1,3,4,choice,Before,Color,Color,2,3,-3.0,5,5,2,2,-3.0
299,458,w9a08173,Scene,1.0,1760.0,1,1,5,choice,After,Category,Category,1,2,-2.0,3,3,1,2,-2.0
300,459,w9a08173,Animal,1.0,1743.0,0,2,5,choice,After,Category,Category,2,-2,-2.0,3,3,1,2,-1.0
301,460,w9a08173,Food,0.0,2150.0,0,3,5,choice,After,Category,Category,3,2,-4.0,3,3,1,1,-1.0
302,461,w9a08173,Food,1.0,1850.0,1,1,6,choice,Before,Category,Category,3,3,-4.0,3,3,1,1,-1.0
303,462,w9a08173,Scene,1.0,1810.0,0,2,6,choice,Before,Category,Category,2,-1,-3.0,3,3,2,2,-3.0
304,464,w9a08173,Scene,1.0,1198.0,1,1,7,choice,After,Category,Category,3,2,-1.0,3,3,2,3,1.0
305,465,w9a08173,Animal,1.0,1588.0,0,2,7,choice,After,Category,Category,1,-2,-1.0,3,3,1,2,-1.0
306,467,w3002e39,Blue,1.0,4532.0,0,1,1,choice,After,Color,Color,3,-1,2.0,5,5,2,2,0.0
307,468,w3002e39,Yellow,1.0,6752.0,1,2,1,choice,After,Color,Color,2,2,3.0,5,5,2,3,3.0
308,469,w3002e39,Red,0.0,5943.0,1,3,1,choice,After,Color,Color,1,-2,-2.0,5,5,1,1,-2.0
309,470,w3002e39,Scene,,,0,1,2,choice,Before,Category,Category,2,3,2.0,4,4,1,1,1.0
310,471,w3002e39,Object,0.0,4370.0,1,2,2,choice,Before,Category,Category,1,-1,-1.0,4,4,1,1,-1.0
311,472,w3002e39,Food,0.0,2418.0,1,3,2,choice,Before,Category,Category,3,-3,-3.0,4,4,2,2,-1.0
312,473,w3002e39,Animal,1.0,2845.0,1,1,3,choice,After,Category,Category,3,4,4.0,3,3,2,2,3.0
313,474,w3002e39,Object,0.0,2140.0,1,2,3,choice,After,Category,Category,2,-4,-4.0,3,3,1,1,-2.0
314,476,w3002e39,Green,0.0,1544.0,1,1,4,choice,Before,Color,Color,2,-1,3.0,4,4,1,1,2.0
315,477,w3002e39,Red,1.0,1152.0,1,2,4,choice,Before,Color,Color,3,2,2.0,4,4,3,3,2.0
316,479,w3002e39,Green,0.0,1621.0,1,1,5,choice,After,Color,Color,3,-4,-4.0,4,4,2,2,-3.0
317,480,w3002e39,Yellow,1.0,2552.0,1,2,5,choice,After,Color,Color,1,1,1.0,4,4,1,1,1.0
318,481,w3002e39,Red,1.0,1836.0,1,3,5,choice,After,Color,Color,2,4,4.0,4,4,1,2,2.0
319,482,w3002e39,Scene,0.0,2697.0,1,1,6,choice,Before,Category,Category,1,-2,2.0,5,5,1,1,2.0
320,483,w3002e39,Food,1.0,3526.0,1,2,6,choice,Before,Category,Category,3,3,0.0,5,5,2,2,1.0
321,484,w3002e39,Animal,1.0,4055.0,1,3,6,choice,Before,Category,Category,2,1,-2.0,5,5,2,2,-2.0
322,486,w3002e39,Green,1.0,826.0,0,2,7,choice,After,Color,Color,3,-2,-2.0,3,3,2,2,0.0
323,487,w3002e39,Blue,0.0,2585.0,0,3,7,choice,After,Color,Color,2,3,0.0,3,3,1,2,1.0
324,494,w7a38a77,Food,0.0,2524.0,1,1,1,choice,After,Category,Category,1,-2,-2.0,3,3,1,1,-2.0
325,495,w7a38a77,Animal,1.0,1288.0,1,2,1,choice,After,Category,Category,2,3,1.0,3,3,1,2,2.0
326,496,w7a38a77,Object,0.0,3158.0,1,3,1,choice,After,Category,Category,3,-2,2.0,3,3,1,1,2.0
327,497,w7a38a77,Blue,1.0,1016.0,1,1,2,choice,Before,Color,Color,3,1,2.0,5,5,2,2,1.0
328,498,w7a38a77,Green,0.0,1106.0,1,2,2,choice,Before,Color,Color,1,-1,-1.0,5,5,1,1,-1.0
329,499,w7a38a77,Yellow,1.0,2550.0,0,3,2,choice,Before,Color,Color,2,-1,-1.0,5,5,2,2,-1.0
330,500,w7a38a77,Scene,1.0,919.0,0,1,3,choice,After,Category,Category,2,-2,3.0,5,5,2,2,3.0
331,501,w7a38a77,Animal,1.0,2351.0,1,2,3,choice,After,Category,Category,1,2,2.0,5,5,1,1,2.0
332,502,w7a38a77,Food,0.0,699.0,0,3,3,choice,After,Category,Category,3,1,0.0,5,5,2,3,1.0
333,503,w7a38a77,Red,0.0,1884.0,1,1,4,choice,Before,Color,Color,1,-2,-1.0,3,3,1,2,-1.0
334,504,w7a38a77,Blue,1.0,3417.0,1,2,4,choice,Before,Color,Color,2,1,-3.0,3,3,1,2,-1.0
335,505,w7a38a77,Yellow,1.0,764.0,1,3,4,choice,Before,Color,Color,3,3,0.0,3,3,1,1,1.0
336,506,w7a38a77,Animal,,,0,1,5,choice,After,Category,Category,2,-1,0.0,3,3,2,2,0.0
337,508,w7a38a77,Object,1.0,1932.0,0,3,5,choice,After,Category,Category,3,-3,-3.0,3,3,1,1,-2.0
338,509,w7a38a77,Blue,0.0,1880.0,1,1,6,choice,Before,Color,Color,2,-3,-3.0,5,5,2,2,-3.0
339,510,w7a38a77,Red,1.0,1243.0,1,2,6,choice,Before,Color,Color,3,1,1.0,5,5,2,2,0.0
340,511,w7a38a77,Yellow,1.0,580.0,1,3,6,choice,Before,Color,Color,1,2,1.0,5,5,1,1,1.0
341,512,w7a38a77,Red,0.0,1597.0,0,1,7,choice,After,Color,Color,1,1,-1.0,4,4,1,2,-1.0
342,513,w7a38a77,Green,1.0,599.0,1,2,7,choice,After,Color,Color,3,1,1.0,4,4,3,3,1.0
343,521,wcd98054,Blue,1.0,4749.0,1,1,1,choice,Before,Color,Color,3,6,6.0,6,6,3,3,6.0
344,522,wcd98054,Red,0.0,987.0,1,2,1,choice,Before,Color,Color,1,-1,-1.0,6,6,1,1,-1.0
345,523,wcd98054,Green,0.0,755.0,1,3,1,choice,Before,Color,Color,2,-3,-3.0,6,6,2,2,-3.0
346,524,wcd98054,Food,0.0,4244.0,1,1,2,choice,After,Category,Category,2,-2,-2.0,6,6,2,2,-2.0
347,525,wcd98054,Animal,1.0,1745.0,1,2,2,choice,After,Category,Category,1,1,1.0,6,6,1,1,1.0
348,526,wcd98054,Scene,1.0,994.0,1,3,2,choice,After,Category,Category,3,2,4.0,6,6,3,3,4.0
349,527,wcd98054,Animal,,,0,1,3,choice,Before,Category,Category,2,-2,-3.0,4,4,1,2,-2.0
350,528,wcd98054,Scene,1.0,2702.0,1,2,3,choice,Before,Category,Category,1,1,1.0,4,4,1,1,1.0
351,529,wcd98054,Object,1.0,4009.0,1,3,3,choice,Before,Category,Category,3,1,1.0,4,4,2,2,0.0
352,530,wcd98054,Yellow,1.0,2568.0,0,1,4,choice,After,Color,Color,2,-3,2.0,3,3,1,1,1.0
353,532,wcd98054,Blue,0.0,4667.0,0,3,4,choice,After,Color,Color,3,3,2.0,3,3,2,2,0.0
354,533,wcd98054,Animal,0.0,3359.0,1,1,5,choice,Before,Category,Category,2,-3,-2.0,6,6,2,2,-2.0
355,534,wcd98054,Object,1.0,5151.0,1,2,5,choice,Before,Category,Category,1,1,1.0,6,6,1,1,1.0
356,535,wcd98054,Scene,1.0,3436.0,1,3,5,choice,Before,Category,Category,3,2,2.0,6,6,3,3,2.0
357,536,wcd98054,Animal,1.0,3474.0,1,1,6,choice,After,Category,Category,2,3,3.0,1,1,1,1,2.0
358,539,wcd98054,Green,1.0,4874.0,0,1,7,choice,Before,Color,Color,2,-1,1.0,5,5,2,2,1.0
359,540,wcd98054,Red,1.0,3971.0,1,2,7,choice,Before,Color,Color,1,2,2.0,5,5,1,1,2.0
360,541,wcd98054,Yellow,0.0,3937.0,1,3,7,choice,Before,Color,Color,3,-1,3.0,5,5,2,3,1.0
361,549,wab70ec3,Scene,0.0,4142.0,1,2,1,choice,Before,Category,Category,2,-4,-4.0,3,3,2,3,-4.0
362,550,wab70ec3,Animal,1.0,2516.0,1,3,1,choice,Before,Category,Category,3,3,2.0,3,3,1,1,1.0
363,551,wab70ec3,Blue,1.0,2958.0,1,1,2,choice,After,Color,Color,2,2,1.0,4,4,1,2,-1.0
364,552,wab70ec3,Green,0.0,5087.0,1,2,2,choice,After,Color,Color,3,-2,-2.0,4,4,2,2,-3.0
365,553,wab70ec3,Red,1.0,984.0,0,3,2,choice,After,Color,Color,1,-1,-1.0,4,4,1,2,-1.0
366,555,wab70ec3,Yellow,1.0,2761.0,1,2,3,choice,Before,Color,Color,2,4,1.0,3,3,2,2,1.0
367,556,wab70ec3,Blue,0.0,1018.0,1,3,3,choice,Before,Color,Color,1,-2,-2.0,3,3,1,2,-2.0
368,557,wab70ec3,Green,0.0,4133.0,0,1,4,choice,After,Color,Color,1,1,2.0,2,2,1,1,2.0
369,558,wab70ec3,Red,1.0,1703.0,0,2,4,choice,After,Color,Color,3,-1,0.0,2,2,1,2,-1.0
370,560,wab70ec3,Green,1.0,2162.0,1,1,5,choice,Before,Color,Color,3,1,1.0,4,4,2,3,0.0
371,561,wab70ec3,Blue,0.0,5683.0,0,2,5,choice,Before,Color,Color,1,1,1.0,4,4,1,1,1.0
372,562,wab70ec3,Red,1.0,4431.0,0,3,5,choice,Before,Color,Color,2,-2,-1.0,4,4,1,2,-2.0
373,563,wab70ec3,Scene,1.0,4832.0,1,1,6,choice,After,Category,Category,2,2,2.0,4,4,2,2,2.0
374,564,wab70ec3,Food,1.0,4274.0,0,2,6,choice,After,Category,Category,3,-2,-1.0,4,4,2,2,-2.0
375,566,wab70ec3,Scene,1.0,1588.0,1,1,7,choice,Before,Category,Category,2,1,3.0,1,1,1,3,1.0
376,575,w6a59bb5,Object,1.0,3257.0,0,1,1,choice,Before,Category,Category,3,-1,-1.0,5,5,3,3,-1.0
377,577,w6a59bb5,Animal,0.0,1493.0,1,3,1,choice,Before,Category,Category,2,-1,-3.0,5,5,2,2,-3.0
378,578,w6a59bb5,Red,1.0,2079.0,1,1,2,choice,After,Color,Color,3,2,4.0,5,5,2,2,2.0
379,579,w6a59bb5,Blue,0.0,1616.0,1,2,2,choice,After,Color,Color,2,-4,-2.0,5,5,2,3,-2.0
380,580,w6a59bb5,Green,1.0,1037.0,1,3,2,choice,After,Color,Color,1,1,1.0,5,5,1,1,1.0
381,581,w6a59bb5,Animal,1.0,1961.0,1,1,3,choice,Before,Category,Category,2,1,1.0,6,6,2,2,1.0
382,582,w6a59bb5,Scene,1.0,4327.0,1,2,3,choice,Before,Category,Category,1,1,-1.0,6,6,1,1,-1.0
383,583,w6a59bb5,Food,1.0,3025.0,0,3,3,choice,Before,Category,Category,3,-1,3.0,6,6,3,3,3.0
384,584,w6a59bb5,Yellow,1.0,2847.0,0,1,4,choice,After,Color,Color,3,-2,0.0,4,4,2,2,-1.0
385,585,w6a59bb5,Blue,1.0,1850.0,1,2,4,choice,After,Color,Color,2,4,0.0,4,4,1,1,-1.0
386,586,w6a59bb5,Red,1.0,2021.0,0,3,4,choice,After,Color,Color,1,-1,-1.0,4,4,1,1,-1.0
387,587,w6a59bb5,Scene,0.0,3005.0,0,1,5,choice,Before,Category,Category,1,2,1.0,5,5,1,1,1.0
388,588,w6a59bb5,Animal,1.0,2457.0,1,2,5,choice,Before,Category,Category,2,3,3.0,5,5,1,1,1.0
389,589,w6a59bb5,Food,1.0,2162.0,0,3,5,choice,Before,Category,Category,3,-4,1.0,5,5,3,3,1.0
390,590,w6a59bb5,Object,0.0,1748.0,1,1,6,choice,After,Category,Category,1,-1,-1.0,6,6,1,1,-1.0
391,591,w6a59bb5,Food,1.0,1389.0,1,2,6,choice,After,Category,Category,3,2,-1.0,6,6,3,3,-1.0
392,592,w6a59bb5,Scene,1.0,863.0,1,3,6,choice,After,Category,Category,2,1,1.0,6,6,2,2,1.0
393,593,w6a59bb5,Red,0.0,2766.0,0,1,7,choice,Before,Color,Color,3,2,-2.0,5,5,3,3,-2.0
394,594,w6a59bb5,Blue,1.0,1916.0,1,2,7,choice,Before,Color,Color,1,1,1.0,5,5,1,2,1.0
395,595,w6a59bb5,Yellow,0.0,1595.0,1,3,7,choice,Before,Color,Color,2,-3,-3.0,5,5,1,1,-1.0
396,602,w88e738d,Object,,,0,1,1,choice,After,Category,Category,3,-4,-2.0,3,3,1,1,-2.0
397,603,w88e738d,Animal,0.0,4968.0,0,2,1,choice,After,Category,Category,2,4,3.0,3,3,1,1,2.0
398,604,w88e738d,Food,1.0,5805.0,1,3,1,choice,After,Category,Category,1,1,-2.0,3,3,1,2,-2.0
399,605,w88e738d,Object,0.0,4015.0,1,1,2,choice,Before,Category,Category,1,-1,-1.0,6,6,1,1,-1.0
400,606,w88e738d,Food,1.0,1617.0,1,2,2,choice,Before,Category,Category,2,3,3.0,6,6,2,2,3.0
401,607,w88e738d,Scene,1.0,3730.0,0,3,2,choice,Before,Category,Category,3,-2,-2.0,6,6,3,3,-2.0
402,608,w88e738d,Red,0.0,3096.0,0,1,3,choice,After,Color,Color,2,1,-2.0,6,6,2,2,-2.0
403,609,w88e738d,Blue,1.0,1765.0,1,2,3,choice,After,Color,Color,1,2,2.0,6,6,1,1,2.0
404,610,w88e738d,Green,1.0,855.0,0,3,3,choice,After,Color,Color,3,-2,0.0,6,6,3,3,0.0
405,611,w88e738d,Scene,1.0,3344.0,1,1,4,choice,Before,Category,Category,2,1,0.0,3,3,1,3,-1.0
406,612,w88e738d,Object,1.0,4343.0,1,2,4,choice,Before,Category,Category,1,1,1.0,3,3,1,1,1.0
407,613,w88e738d,Animal,,,0,3,4,choice,Before,Category,Category,3,-1,2.0,3,3,1,2,1.0
408,614,w88e738d,Green,0.0,3083.0,0,1,5,choice,After,Color,Color,3,5,4.0,2,2,1,1,1.0
409,616,w88e738d,Yellow,1.0,1752.0,0,3,5,choice,After,Color,Color,1,-1,-1.0,2,2,1,1,-1.0
410,617,w88e738d,Red,0.0,1780.0,1,1,6,choice,Before,Color,Color,3,-4,-5.0,6,6,3,3,-5.0
411,618,w88e738d,Yellow,0.0,1383.0,0,2,6,choice,Before,Color,Color,1,1,1.0,6,6,1,1,1.0
412,619,w88e738d,Blue,1.0,946.0,1,3,6,choice,Before,Color,Color,2,4,3.0,6,6,2,2,3.0
413,620,w88e738d,Scene,0.0,3210.0,1,1,7,choice,After,Category,Category,1,-2,-2.0,5,5,1,1,-2.0
414,621,w88e738d,Animal,1.0,1271.0,1,2,7,choice,After,Category,Category,2,4,3.0,5,5,2,2,3.0
415,622,w88e738d,Object,0.0,2895.0,1,3,7,choice,After,Category,Category,3,-1,-1.0,5,5,2,3,0.0
416,643,w7a2af65,Scene,1.0,4670.0,0,1,1,choice,After,Category,Category,3,-3,0.0,5,5,2,2,-1.0
417,644,w7a2af65,Food,1.0,3054.0,0,2,1,choice,After,Category,Category,1,-2,-2.0,5,5,1,1,-2.0
418,645,w7a2af65,Animal,0.0,1262.0,0,3,1,choice,After,Category,Category,2,3,3.0,5,5,2,2,3.0
419,646,w7a2af65,Food,1.0,4956.0,1,1,2,choice,Before,Category,Category,3,2,2.0,6,6,3,3,2.0
420,647,w7a2af65,Scene,1.0,3156.0,0,2,2,choice,Before,Category,Category,2,-1,0.0,6,6,2,2,0.0
421,648,w7a2af65,Object,0.0,3787.0,1,3,2,choice,Before,Category,Category,1,-1,-1.0,6,6,1,1,-1.0
422,649,w7a2af65,Green,,,0,1,3,choice,After,Color,Color,1,-1,1.0,2,2,1,1,1.0
423,650,w7a2af65,Yellow,0.0,2248.0,0,2,3,choice,After,Color,Color,3,3,0.0,2,2,1,1,2.0
424,654,w7a2af65,Object,0.0,1170.0,0,3,4,choice,Before,Category,Category,3,4,2.0,1,1,1,2,2.0
425,655,w7a2af65,Red,1.0,1261.0,1,1,5,choice,After,Color,Color,2,3,0.0,4,4,1,1,2.0
426,656,w7a2af65,Green,1.0,809.0,0,2,5,choice,After,Color,Color,3,-1,1.0,4,4,2,2,0.0
427,657,w7a2af65,Yellow,0.0,595.0,1,3,5,choice,After,Color,Color,1,-2,-1.0,4,4,1,2,-1.0
428,658,w7a2af65,Green,1.0,2096.0,0,1,7,choice,After,Color,Color,3,-3,1.0,2,2,2,2,0.0
429,661,w299c268,Scene,0.0,4259.0,1,1,1,choice,After,Category,Category,3,-2,-2.0,6,6,3,3,-2.0
430,662,w299c268,Animal,1.0,3547.0,0,2,1,choice,After,Category,Category,2,-1,-1.0,6,6,2,2,-1.0
431,663,w299c268,Food,1.0,4556.0,1,3,1,choice,After,Category,Category,1,2,2.0,6,6,1,1,2.0
432,664,w299c268,Scene,1.0,2577.0,1,1,2,choice,Before,Category,Category,2,3,3.0,6,6,2,2,3.0
433,665,w299c268,Food,1.0,6257.0,0,2,2,choice,Before,Category,Category,3,-2,2.0,6,6,3,3,2.0
434,666,w299c268,Object,0.0,2563.0,1,3,2,choice,Before,Category,Category,1,-1,-1.0,6,6,1,1,-1.0
435,667,w299c268,Object,0.0,3861.0,1,1,3,choice,After,Category,Category,2,-3,-3.0,6,6,2,2,-3.0
436,668,w299c268,Food,1.0,3590.0,1,2,3,choice,After,Category,Category,1,2,2.0,6,6,1,1,2.0
437,669,w299c268,Animal,0.0,6569.0,0,3,3,choice,After,Category,Category,3,1,-1.0,6,6,3,3,-1.0
438,670,w299c268,Blue,1.0,5681.0,1,1,4,choice,Before,Color,Color,1,1,1.0,4,4,1,1,1.0
439,671,w299c268,Green,1.0,5886.0,1,2,4,choice,Before,Color,Color,2,1,3.0,4,4,1,2,2.0
440,672,w299c268,Red,0.0,1852.0,1,3,4,choice,Before,Color,Color,3,-2,-4.0,4,4,2,2,-3.0
441,673,w299c268,Yellow,1.0,3316.0,1,1,5,choice,After,Color,Color,1,2,1.0,6,6,1,1,1.0
442,674,w299c268,Red,0.0,4009.0,0,2,5,choice,After,Color,Color,2,1,-3.0,6,6,2,2,-3.0
443,675,w299c268,Green,0.0,763.0,1,3,5,choice,After,Color,Color,3,-1,-1.0,6,6,3,3,-1.0
