,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,n_considered,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value,considered_value,considered_mem_value,considered_recalled_mem_value
412,669,w95f2351,Blue,1.0,3841.0,1,4,5,choice,1,1,6,6.0,6,6,1,1,6.0,6,6.0,6.0
413,670,w95f2351,Food,0.0,5544.0,0,5,5,choice,3,2,3,3.0,6,6,3,3,3.0,0,-3.0,-3.0
414,671,w95f2351,Scene,1.0,5358.0,1,6,5,choice,2,1,3,4.0,6,6,2,2,4.0,8,6.0,6.0
415,672,w4e902e8,Object,1.0,3855.0,1,1,1,choice,1,4,8,8.0,6,6,1,1,8.0,16,8.0,8.0
416,673,w4e902e8,Yellow,0.0,4195.0,0,2,1,choice,1,4,6,-6.0,6,6,1,1,-6.0,12,-6.0,-6.0
417,674,w4e902e8,Scene,1.0,2146.0,0,3,1,choice,3,4,-2,4.0,6,6,3,3,4.0,-4,4.0,4.0
418,675,w4e902e8,Animal,0.0,2888.0,1,4,1,choice,2,4,-6,3.0,6,6,2,2,3.0,-12,3.0,3.0
419,676,w4e902e8,Blue,1.0,4013.0,0,5,1,choice,3,4,-2,15.0,6,6,3,3,15.0,-4,15.0,15.0
420,677,w4e902e8,Red,1.0,6661.0,0,6,1,choice,2,4,-4,6.0,6,6,2,2,6.0,-8,6.0,6.0
421,678,w4e902e8,Yellow,0.0,3251.0,1,1,2,choice,3,4,-1,-1.0,5,5,3,3,-1.0,-2,-1.0,-1.0
422,680,w4e902e8,Scene,1.0,6898.0,1,3,2,choice,2,4,3,-13.0,5,5,2,3,-13.0,6,-13.0,-13.0
423,681,w4e902e8,Green,0.0,3019.0,1,4,2,choice,2,4,-2,-15.0,5,5,2,2,-15.0,-4,-15.0,-15.0
424,682,w4e902e8,Food,1.0,4153.0,0,5,2,choice,1,4,-3,-3.0,5,5,1,1,-3.0,-6,-3.0,-3.0
425,683,w4e902e8,Object,1.0,3431.0,1,6,2,choice,3,4,2,3.0,5,5,2,2,0.0,4,3.0,0.0
426,684,w4e902e8,Food,0.0,4840.0,0,1,3,choice,3,4,2,-7.0,3,3,1,2,-6.0,4,-7.0,-6.0
427,686,w4e902e8,Green,1.0,1353.0,0,3,3,choice,3,4,-1,-9.0,3,3,3,3,-9.0,-2,-9.0,-9.0
428,688,w4e902e8,Animal,0.0,1758.0,1,5,3,choice,1,4,-6,-1.0,3,3,1,1,-1.0,-12,-1.0,-1.0
429,689,w4e902e8,Scene,0.0,2152.0,1,6,3,choice,2,4,-1,-6.0,3,3,1,2,-2.0,-2,-6.0,-2.0
430,690,w4e902e8,Red,0.0,2474.0,1,1,4,choice,3,4,-1,3.0,4,4,1,1,5.0,-2,3.0,5.0
431,691,w4e902e8,Object,0.0,1109.0,0,2,4,choice,2,4,7,4.0,4,4,1,2,2.0,14,4.0,2.0
432,693,w4e902e8,Animal,0.0,1285.0,0,4,4,choice,3,4,1,3.0,4,4,3,3,3.0,2,3.0,3.0
433,694,w4e902e8,Green,0.0,1451.0,0,5,4,choice,2,4,2,5.0,4,4,2,3,5.0,4,5.0,5.0
434,695,w4e902e8,Blue,0.0,646.0,0,6,4,choice,1,4,5,-5.0,4,4,1,1,-5.0,10,-5.0,-5.0
435,696,w4e902e8,Animal,1.0,4204.0,0,1,5,choice,1,4,-2,3.0,4,4,1,2,3.0,-4,3.0,3.0
436,697,w4e902e8,Object,1.0,3587.0,1,2,5,choice,2,4,8,-1.0,4,4,1,1,2.0,16,-1.0,2.0
437,698,w4e902e8,Yellow,0.0,1481.0,1,3,5,choice,3,4,-1,14.0,4,4,3,3,14.0,-2,14.0,14.0
438,700,w4e902e8,Green,0.0,1768.0,0,5,5,choice,1,4,4,-7.0,4,4,1,2,-7.0,8,-7.0,-7.0
439,701,w4e902e8,Food,1.0,2206.0,1,6,5,choice,3,4,2,-1.0,4,4,2,2,2.0,4,-1.0,2.0
440,705,w8f37d35,Animal,1.0,4638.0,0,4,1,choice,3,4,-3,-3.0,2,2,1,1,0.0,-15,6.0,9.0
441,706,w8f37d35,Red,0.0,2377.0,1,5,1,choice,3,3,-2,0.0,2,2,2,2,0.0,4,18.0,18.0
442,707,w8f37d35,Food,0.0,2598.0,0,6,1,choice,1,5,9,0.0,2,2,1,2,0.0,27,9.0,9.0
443,708,w8f37d35,Blue,0.0,2713.0,0,1,2,choice,2,2,2,-6.0,3,3,1,1,-6.0,-4,-6.0,-6.0
444,709,w8f37d35,Yellow,1.0,1627.0,0,2,2,choice,3,3,-2,-2.0,3,3,2,2,-2.0,1,4.0,4.0
445,711,w8f37d35,Scene,,,0,4,2,choice,3,3,1,-4.0,3,3,2,2,-6.0,7,2.0,0.0
446,713,w8f37d35,Animal,0.0,4867.0,0,6,2,choice,2,4,4,-2.0,3,3,1,1,-2.0,0,-2.0,-2.0
447,718,w8f37d35,Food,,,0,5,3,choice,3,5,-2,0.0,1,1,1,1,0.0,-4,15.0,2.0
448,719,w8f37d35,Blue,0.0,461.0,1,6,3,choice,2,4,-1,-3.0,1,1,1,1,0.0,-2,-1.0,2.0
449,720,w8f37d35,Green,0.0,3880.0,0,1,4,choice,1,4,4,0.0,2,2,1,1,0.0,8,2.0,2.0
450,722,w8f37d35,Scene,1.0,1856.0,1,3,4,choice,3,3,3,0.0,2,2,2,2,0.0,6,8.0,4.0
451,723,w8f37d35,Blue,0.0,1639.0,1,4,4,choice,3,4,-2,0.0,2,2,1,1,0.0,-1,6.0,2.0
452,726,w8f37d35,Object,1.0,2046.0,1,1,5,choice,1,4,8,8.0,3,3,1,1,8.0,16,8.0,8.0
453,727,w8f37d35,Blue,0.0,5726.0,0,2,5,choice,1,4,7,0.0,3,3,1,1,0.0,14,3.0,3.0
454,728,w8f37d35,Yellow,1.0,2903.0,0,3,5,choice,3,4,-1,6.0,3,3,2,2,8.0,1,10.0,12.0
455,730,w8f37d35,Food,1.0,1347.0,0,5,5,choice,3,4,-4,1.0,3,3,1,1,0.0,-8,4.0,3.0
456,750,wada012d,Yellow,1.0,3859.0,0,1,1,choice,1,2,-5,-2.0,2,2,1,1,-2.0,-10,-2.0,-2.0
457,751,wada012d,Scene,1.0,771.0,0,2,1,choice,3,3,-1,6.0,2,2,2,2,-2.0,-2,9.0,1.0
458,755,wada012d,Blue,1.0,2501.0,0,6,1,choice,2,3,-1,5.0,2,2,1,1,0.0,-2,8.0,3.0
459,756,wada012d,Object,1.0,2656.0,1,1,2,choice,2,2,4,-2.0,6,6,2,2,-2.0,8,-2.0,-2.0
460,757,wada012d,Red,1.0,1835.0,1,2,2,choice,3,2,3,4.0,6,6,3,3,4.0,12,6.0,6.0
461,758,wada012d,Food,1.0,1277.0,1,3,2,choice,3,3,3,3.0,6,6,3,3,3.0,6,3.0,3.0
462,759,wada012d,Blue,1.0,701.0,1,4,2,choice,2,2,6,-1.0,6,6,2,2,-1.0,12,-1.0,-1.0
463,760,wada012d,Yellow,0.0,3045.0,1,5,2,choice,1,1,-8,-4.0,6,6,1,1,-4.0,-16,-4.0,-4.0
464,761,wada012d,Scene,1.0,2900.0,0,6,2,choice,1,2,-6,-2.0,6,6,1,1,-2.0,-6,-2.0,-2.0
465,762,wada012d,Object,0.0,4279.0,1,1,3,choice,1,1,-2,-3.0,6,6,1,1,-3.0,-4,-3.0,-3.0
466,763,wada012d,Yellow,1.0,4622.0,0,2,3,choice,3,2,-1,-3.0,6,6,3,3,-3.0,-7,-7.0,-7.0
467,764,wada012d,Scene,1.0,3227.0,1,3,3,choice,3,3,3,3.0,6,6,3,3,3.0,1,3.0,3.0
468,765,wada012d,Red,1.0,574.0,1,4,3,choice,1,1,7,8.0,6,6,1,1,8.0,14,8.0,8.0
469,766,wada012d,Blue,0.0,2475.0,1,5,3,choice,2,2,-6,-4.0,6,6,2,2,-4.0,-12,-4.0,-4.0
470,767,wada012d,Animal,0.0,1539.0,1,6,3,choice,2,2,-1,1.0,6,6,2,2,1.0,-2,1.0,1.0
471,768,wada012d,Animal,,,0,1,4,choice,3,2,-1,-7.0,3,3,2,2,-2.0,1,-2.0,-2.0
472,770,wada012d,Red,1.0,1499.0,0,3,4,choice,2,2,-4,4.0,3,3,2,2,4.0,-8,4.0,4.0
473,772,wada012d,Yellow,1.0,724.0,1,5,4,choice,3,3,3,-13.0,3,3,1,1,-4.0,2,-13.0,-4.0
474,773,wada012d,Object,1.0,889.0,0,6,4,choice,2,2,-7,-2.0,3,3,1,1,2.0,-14,-2.0,2.0
475,774,wada012d,Scene,1.0,2851.0,0,1,5,choice,1,2,-4,-6.0,3,3,1,2,-6.0,-8,-6.0,-6.0
476,775,wada012d,Red,1.0,7104.0,0,2,5,choice,2,2,-5,1.0,3,3,1,1,4.0,-10,1.0,4.0
477,776,wada012d,Food,0.0,1362.0,1,3,5,choice,2,1,-3,-1.0,3,3,1,1,4.0,6,4.0,4.0
478,777,wada012d,Animal,1.0,1166.0,1,4,5,choice,3,2,4,-8.0,3,3,1,1,4.0,-2,1.0,4.0
479,778,wada012d,Green,1.0,1358.0,0,5,5,choice,3,2,-3,-7.0,3,3,2,2,-2.0,6,-2.0,-2.0
480,781,wc9d64f4,Animal,1.0,996.0,1,2,1,choice,1,1,7,2.0,2,2,1,1,2.0,14,2.0,2.0
481,785,wc9d64f4,Green,1.0,1148.0,1,6,1,choice,3,1,3,10.0,2,2,1,1,2.0,14,2.0,2.0
482,786,wc9d64f4,Blue,1.0,2429.0,1,1,2,choice,2,2,2,5.0,4,4,2,2,5.0,-1,5.0,5.0
483,788,wc9d64f4,Scene,1.0,2112.0,1,3,2,choice,2,1,5,11.0,4,4,1,1,3.0,-6,3.0,3.0
484,789,wc9d64f4,Object,0.0,2490.0,0,4,2,choice,3,1,1,-2.0,4,4,3,3,-2.0,-5,-6.0,-6.0
485,790,wc9d64f4,Green,1.0,2294.0,1,5,2,choice,1,1,2,2.0,4,4,1,2,2.0,2,2.0,2.0
486,791,wc9d64f4,Yellow,0.0,2010.0,1,6,2,choice,3,2,-5,-5.0,4,4,1,2,-6.0,-12,-6.0,-6.0
487,792,wc9d64f4,Yellow,0.0,3314.0,1,1,3,choice,1,1,-2,-2.0,4,4,1,1,-2.0,-2,-2.0,-2.0
488,793,wc9d64f4,Animal,0.0,2508.0,1,2,3,choice,3,1,-1,13.0,4,4,2,3,5.0,16,7.0,7.0
489,794,wc9d64f4,Object,1.0,2911.0,1,3,3,choice,1,1,6,6.0,4,4,1,2,6.0,12,6.0,6.0
490,795,wc9d64f4,Food,0.0,2357.0,0,4,3,choice,2,1,4,-1.0,4,4,1,1,-3.0,-3,-3.0,-3.0
491,796,wc9d64f4,Red,1.0,1162.0,1,5,3,choice,3,1,5,16.0,4,4,1,1,6.0,12,6.0,6.0
492,797,wc9d64f4,Blue,1.0,1062.0,1,6,3,choice,2,1,6,4.0,4,4,2,3,4.0,15,7.0,7.0
493,798,wc9d64f4,Blue,1.0,2101.0,1,1,4,choice,1,1,6,6.0,5,5,1,1,6.0,12,6.0,6.0
494,799,wc9d64f4,Green,1.0,1400.0,0,2,4,choice,3,1,-4,12.0,5,5,2,2,17.0,9,9.0,9.0
495,800,wc9d64f4,Red,1.0,2194.0,0,3,4,choice,2,1,-1,-1.0,5,5,2,2,-1.0,-8,-4.0,-4.0
496,801,wc9d64f4,Scene,0.0,3066.0,0,4,4,choice,2,1,5,5.0,5,5,2,2,5.0,1,-4.0,-4.0
497,803,wc9d64f4,Animal,1.0,1401.0,1,6,4,choice,3,1,1,17.0,5,5,3,4,17.0,12,6.0,6.0
498,804,wc9d64f4,Green,1.0,1578.0,1,1,5,choice,1,1,5,5.0,3,3,1,1,5.0,10,5.0,5.0
499,806,wc9d64f4,Blue,0.0,1650.0,1,3,5,choice,3,1,-3,-3.0,3,3,1,2,-8.0,-16,-8.0,-8.0
500,807,wc9d64f4,Yellow,1.0,1676.0,1,4,5,choice,2,1,6,6.0,3,3,1,1,-1.0,-2,-1.0,-1.0
501,808,wc9d64f4,Food,0.0,1640.0,0,5,5,choice,2,1,8,8.0,3,3,1,1,-1.0,-2,-1.0,-1.0
502,809,wc9d64f4,Scene,1.0,2064.0,1,6,5,choice,3,3,4,4.0,3,3,2,3,-3.0,-6,-3.0,-3.0
503,810,w28f36aa,Object,0.0,2956.0,1,1,2,choice,1,2,-9,-6.0,4,4,1,2,-6.0,-18,-6.0,-6.0
504,811,w28f36aa,Green,1.0,2411.0,0,2,2,choice,1,1,-6,-6.0,4,4,1,1,-6.0,-12,-6.0,-6.0
505,812,w28f36aa,Scene,0.0,3835.0,0,3,2,choice,2,1,5,11.0,4,4,1,1,3.0,-4,3.0,3.0
506,813,w28f36aa,Blue,1.0,2124.0,1,4,2,choice,2,2,3,9.0,4,4,2,2,9.0,6,9.0,9.0
507,814,w28f36aa,Yellow,1.0,2910.0,1,5,2,choice,3,1,1,-1.0,4,4,1,1,-6.0,-15,-6.0,-6.0
508,815,w28f36aa,Food,0.0,2813.0,0,6,2,choice,3,3,2,-3.0,4,4,2,2,0.0,1,-3.0,0.0
509,816,w28f36aa,Object,0.0,4402.0,1,1,3,choice,2,3,-6,-5.0,3,3,1,2,2.0,-5,-5.0,2.0
510,818,w28f36aa,Red,1.0,4248.0,0,3,3,choice,2,2,-1,5.0,3,3,1,1,2.0,-2,5.0,2.0
511,819,w28f36aa,Blue,0.0,3865.0,1,4,3,choice,3,2,-3,-5.0,3,3,2,2,2.0,-7,2.0,2.0
512,820,w28f36aa,Scene,1.0,4582.0,0,5,3,choice,3,2,-1,-8.0,3,3,1,1,-6.0,-12,-3.0,-6.0
513,822,w28f36aa,Green,1.0,2169.0,1,1,4,choice,3,3,1,-15.0,5,5,3,3,-15.0,2,-15.0,-15.0
514,823,w28f36aa,Red,1.0,1639.0,1,2,4,choice,2,2,1,10.0,5,5,1,1,6.0,2,10.0,6.0
515,824,w28f36aa,Animal,1.0,3793.0,0,3,4,choice,3,3,-2,-4.0,5,5,3,3,-4.0,-4,-4.0,-4.0
516,825,w28f36aa,Yellow,0.0,1526.0,1,4,4,choice,1,1,-4,-7.0,5,5,1,1,-7.0,-8,-7.0,-7.0
517,826,w28f36aa,Object,0.0,3044.0,0,5,4,choice,1,1,2,-7.0,5,5,1,1,-7.0,4,-7.0,-7.0
518,827,w28f36aa,Food,0.0,2701.0,1,6,4,choice,2,2,-2,-1.0,5,5,1,1,-5.0,-4,-1.0,-5.0
519,828,w28f36aa,Food,0.0,2968.0,0,1,5,choice,1,1,3,4.0,5,5,1,1,4.0,6,4.0,4.0
520,829,w28f36aa,Yellow,1.0,4910.0,0,2,5,choice,1,1,-4,7.0,5,5,1,1,7.0,-8,7.0,7.0
521,830,w28f36aa,Green,0.0,5381.0,0,3,5,choice,2,2,8,-9.0,5,5,2,2,-9.0,16,-9.0,-9.0
522,831,w28f36aa,Scene,0.0,3377.0,0,4,5,choice,2,2,6,5.0,5,5,2,2,5.0,12,5.0,5.0
523,832,w28f36aa,Animal,1.0,2572.0,0,5,5,choice,3,3,-3,7.0,5,5,2,2,1.0,2,7.0,1.0
524,833,w28f36aa,Red,0.0,2368.0,0,6,5,choice,3,2,2,18.0,5,5,2,2,12.0,12,12.0,12.0
525,834,w67efce7,Animal,0.0,4811.0,1,1,1,choice,1,1,-3,-3.0,6,6,1,1,-3.0,-6,-3.0,-3.0
526,835,w67efce7,Scene,1.0,3434.0,1,2,1,choice,2,1,1,-13.0,6,6,2,2,-13.0,14,-7.0,-7.0
527,836,w67efce7,Blue,1.0,2231.0,1,3,1,choice,1,1,4,4.0,6,6,1,1,4.0,8,4.0,4.0
528,837,w67efce7,Red,0.0,3164.0,1,4,1,choice,2,1,-4,-8.0,6,6,2,2,-8.0,4,-2.0,-2.0
529,838,w67efce7,Object,1.0,3837.0,1,5,1,choice,3,2,1,-3.0,6,6,3,3,-3.0,7,2.0,2.0
530,839,w67efce7,Yellow,0.0,1536.0,1,6,1,choice,3,3,-1,-15.0,6,6,3,3,-15.0,3,-15.0,-15.0
531,840,w67efce7,Food,1.0,3840.0,1,1,2,choice,3,2,2,2.0,5,5,3,3,2.0,11,7.0,7.0
532,842,w67efce7,Green,0.0,1650.0,1,3,2,choice,2,1,-5,-5.0,5,5,2,2,-5.0,-13,-8.0,-8.0
533,844,w67efce7,Object,0.0,2005.0,1,5,2,choice,2,2,-2,-2.0,5,5,2,2,-2.0,-4,-2.0,-2.0
534,845,w67efce7,Blue,1.0,780.0,1,6,2,choice,3,2,3,3.0,5,5,2,2,10.0,13,10.0,10.0
535,847,w67efce7,Animal,0.0,2940.0,1,2,3,choice,3,2,-2,-3.0,5,5,3,3,-3.0,-1,1.0,1.0
536,848,w67efce7,Blue,1.0,2907.0,1,3,3,choice,1,1,6,6.0,5,5,1,1,6.0,12,6.0,6.0
537,849,w67efce7,Green,1.0,814.0,0,4,3,choice,3,2,-4,-4.0,5,5,2,2,3.0,6,3.0,3.0
538,850,w67efce7,Scene,1.0,1652.0,1,5,3,choice,1,1,8,8.0,5,5,1,1,8.0,16,8.0,8.0
539,851,w67efce7,Yellow,0.0,2253.0,1,6,3,choice,2,1,-2,-5.0,5,5,2,2,-5.0,-3,-4.0,-4.0
540,852,w67efce7,Food,1.0,4153.0,1,1,4,choice,3,2,1,2.0,5,5,3,3,2.0,4,6.0,6.0
541,853,w67efce7,Animal,0.0,1958.0,1,2,4,choice,2,1,-2,-14.0,5,5,2,3,-14.0,-11,-9.0,-9.0
542,855,w67efce7,Green,0.0,973.0,1,4,4,choice,2,1,-7,-7.0,5,5,2,2,-7.0,-16,-9.0,-9.0
543,856,w67efce7,Red,1.0,4087.0,0,5,4,choice,3,2,-2,-11.0,5,5,2,2,-9.0,-2,-9.0,-9.0
544,857,w67efce7,Blue,1.0,5370.0,1,6,4,choice,1,1,3,4.0,5,5,1,1,4.0,6,4.0,4.0
545,858,w67efce7,Scene,1.0,3793.0,1,1,5,choice,3,3,4,4.0,6,6,3,3,4.0,11,4.0,4.0
546,859,w67efce7,Green,1.0,5115.0,1,2,5,choice,1,1,7,7.0,6,6,1,1,7.0,14,7.0,7.0
547,860,w67efce7,Red,0.0,4337.0,1,3,5,choice,3,2,-1,-1.0,6,6,3,3,-1.0,-8,-7.0,-7.0
548,861,w67efce7,Yellow,0.0,2844.0,1,4,5,choice,2,1,-7,-7.0,6,6,2,2,-7.0,-5,2.0,2.0
549,862,w67efce7,Food,0.0,2494.0,1,5,5,choice,2,2,-2,-2.0,6,6,2,2,-2.0,-4,-2.0,-2.0
550,863,w67efce7,Animal,0.0,6074.0,1,6,5,choice,1,1,-3,-3.0,6,6,1,1,-3.0,-6,-3.0,-3.0
551,870,we0e98d2,Scene,1.0,3790.0,1,1,1,choice,2,4,1,1.0,6,6,2,2,1.0,2,1.0,1.0
552,871,we0e98d2,Yellow,0.0,6423.0,1,2,1,choice,1,3,-4,-4.0,6,6,1,1,-4.0,-4,-4.0,-4.0
553,873,we0e98d2,Object,1.0,3166.0,1,4,1,choice,1,4,2,2.0,6,6,1,1,2.0,4,2.0,2.0
554,874,we0e98d2,Green,1.0,4471.0,1,5,1,choice,2,3,4,4.0,6,6,2,2,4.0,-1,4.0,4.0
555,875,we0e98d2,Red,1.0,3457.0,1,6,1,choice,3,3,1,1.0,6,6,3,3,1.0,16,8.0,8.0
556,876,we0e98d2,Yellow,1.0,4005.0,0,1,2,choice,2,3,-4,-4.0,6,6,2,2,-4.0,-8,-4.0,-4.0
557,877,we0e98d2,Blue,1.0,4794.0,1,2,2,choice,3,3,1,1.0,6,6,3,3,1.0,2,1.0,1.0
558,878,we0e98d2,Object,0.0,3568.0,0,3,2,choice,3,4,1,1.0,6,6,3,3,1.0,2,1.0,1.0
559,879,we0e98d2,Animal,0.0,3900.0,1,4,2,choice,1,4,-9,-9.0,6,6,1,1,-9.0,-18,-9.0,-9.0
560,880,we0e98d2,Scene,1.0,2560.0,1,5,2,choice,2,4,1,1.0,6,6,2,2,1.0,2,1.0,1.0
561,881,we0e98d2,Green,0.0,2758.0,1,6,2,choice,1,1,-4,-4.0,6,6,1,1,-4.0,-8,-4.0,-4.0
562,882,we0e98d2,Red,1.0,5857.0,1,1,3,choice,2,2,2,2.0,6,6,2,2,2.0,4,2.0,2.0
563,883,we0e98d2,Object,0.0,4167.0,1,2,3,choice,1,1,-2,-2.0,6,6,1,1,-2.0,-4,-2.0,-2.0
564,884,we0e98d2,Food,1.0,4843.0,1,3,3,choice,3,3,2,2.0,6,6,3,3,2.0,4,2.0,2.0
565,885,we0e98d2,Blue,1.0,1882.0,1,4,3,choice,1,1,4,4.0,6,6,1,1,4.0,8,4.0,4.0
566,886,we0e98d2,Scene,1.0,2079.0,1,5,3,choice,2,2,5,5.0,6,6,2,2,5.0,4,5.0,5.0
567,887,we0e98d2,Green,0.0,2544.0,1,6,3,choice,3,2,-1,-1.0,6,6,3,3,-1.0,-8,-7.0,-7.0
568,888,we0e98d2,Scene,1.0,2905.0,1,1,4,choice,2,2,1,1.0,6,6,2,2,1.0,2,1.0,1.0
569,889,we0e98d2,Animal,0.0,2304.0,1,2,4,choice,1,1,-3,-3.0,6,6,1,1,-3.0,-6,-3.0,-3.0
570,890,we0e98d2,Red,1.0,2034.0,1,3,4,choice,1,1,8,8.0,6,6,1,1,8.0,16,8.0,8.0
571,891,we0e98d2,Blue,0.0,3206.0,1,4,4,choice,3,3,-1,-1.0,6,6,3,3,-1.0,-2,-1.0,-1.0
572,892,we0e98d2,Food,1.0,4069.0,1,5,4,choice,3,3,5,5.0,6,6,3,3,5.0,10,5.0,5.0
573,893,we0e98d2,Yellow,0.0,3329.0,1,6,4,choice,2,2,-4,-4.0,6,6,2,2,-4.0,-8,-4.0,-4.0
574,894,we0e98d2,Object,,,0,1,5,choice,3,2,1,1.0,6,6,3,3,1.0,0,-1.0,-1.0
575,895,we0e98d2,Blue,0.0,1996.0,1,2,5,choice,1,1,-6,-6.0,6,6,1,1,-6.0,-12,-6.0,-6.0
576,896,we0e98d2,Yellow,1.0,3547.0,1,3,5,choice,3,3,2,2.0,6,6,3,3,2.0,4,2.0,2.0
577,897,we0e98d2,Red,0.0,3068.0,1,4,5,choice,2,2,-1,-1.0,6,6,2,2,-1.0,-4,-1.0,-1.0
578,898,we0e98d2,Food,0.0,2753.0,1,5,5,choice,1,1,-7,-7.0,6,6,1,1,-7.0,-14,-7.0,-7.0
579,899,we0e98d2,Animal,1.0,2752.0,1,6,5,choice,2,2,1,1.0,6,6,2,2,1.0,2,1.0,1.0
580,900,w7978f92,Animal,0.0,2856.0,1,1,1,choice,3,2,-1,-3.0,6,6,3,3,-3.0,-9,-8.0,-8.0
581,901,w7978f92,Object,1.0,2714.0,1,2,1,choice,2,2,4,5.0,6,6,2,2,5.0,12,5.0,5.0
582,902,w7978f92,Yellow,0.0,3555.0,0,3,1,choice,1,1,7,5.0,6,6,1,1,5.0,7,5.0,5.0
583,903,w7978f92,Green,0.0,3403.0,1,4,1,choice,3,1,-3,-1.0,6,6,3,3,-1.0,-8,-5.0,-5.0
584,904,w7978f92,Red,1.0,2963.0,1,5,1,choice,2,2,5,4.0,6,6,2,2,4.0,10,4.0,4.0
585,905,w7978f92,Scene,0.0,4209.0,0,6,1,choice,1,1,6,6.0,6,6,1,1,6.0,6,6.0,6.0
586,906,w7978f92,Yellow,1.0,2747.0,1,1,2,choice,2,2,1,1.0,6,6,2,2,1.0,2,1.0,1.0
587,907,w7978f92,Green,0.0,3306.0,1,2,2,choice,3,2,-6,-6.0,6,6,3,3,-6.0,-4,2.0,2.0
588,908,w7978f92,Scene,0.0,3851.0,1,3,2,choice,1,1,-8,-8.0,6,6,1,1,-8.0,-8,-8.0,-8.0
589,909,w7978f92,Blue,1.0,4060.0,1,4,2,choice,1,1,5,5.0,6,6,1,1,5.0,10,5.0,5.0
590,910,w7978f92,Food,1.0,2634.0,1,5,2,choice,2,2,6,6.0,6,6,2,2,6.0,12,6.0,6.0
591,911,w7978f92,Object,1.0,4859.0,1,6,2,choice,3,3,2,2.0,6,6,3,3,2.0,4,2.0,2.0
592,912,w7978f92,Yellow,0.0,3488.0,1,1,3,choice,1,1,-3,-3.0,6,6,1,1,-3.0,-3,-3.0,-3.0
593,913,w7978f92,Blue,1.0,3118.0,1,2,3,choice,3,1,5,5.0,6,6,3,3,5.0,19,6.0,6.0
594,914,w7978f92,Red,0.0,3506.0,1,3,3,choice,2,2,-3,-3.0,6,6,2,2,-3.0,-6,-3.0,-3.0
595,915,w7978f92,Food,1.0,2826.0,1,4,3,choice,1,1,6,6.0,6,6,1,1,6.0,12,6.0,6.0
596,916,w7978f92,Animal,0.0,3933.0,1,5,3,choice,2,1,-6,-6.0,6,6,2,2,-6.0,4,2.0,2.0
597,917,w7978f92,Scene,1.0,3959.0,0,6,3,choice,3,2,-1,-1.0,6,6,3,3,-1.0,-6,2.0,2.0
598,918,w7978f92,Blue,0.0,4337.0,0,1,4,choice,1,1,2,3.0,5,5,1,2,3.0,2,3.0,3.0
599,919,w7978f92,Yellow,1.0,4065.0,0,2,4,choice,3,2,-2,0.0,5,5,2,2,5.0,6,5.0,5.0
600,920,w7978f92,Food,1.0,1759.0,1,3,4,choice,2,1,3,3.0,5,5,1,1,8.0,16,8.0,8.0
601,921,w7978f92,Scene,0.0,3635.0,0,4,4,choice,3,2,1,4.0,5,5,3,3,4.0,7,1.0,1.0
602,922,w7978f92,Red,1.0,3630.0,1,5,4,choice,2,1,1,1.0,5,5,2,2,1.0,9,8.0,8.0
603,923,w7978f92,Animal,1.0,3415.0,0,6,4,choice,1,1,-3,-3.0,5,5,1,2,-3.0,-6,-3.0,-3.0
604,924,w7978f92,Animal,0.0,3374.0,1,1,5,choice,1,1,-6,6.0,6,6,1,1,6.0,-6,6.0,6.0
605,925,w7978f92,Blue,1.0,5030.0,0,2,5,choice,3,1,-4,9.0,6,6,3,3,9.0,-4,-6.0,-6.0
606,926,w7978f92,Food,1.0,3082.0,1,3,5,choice,3,2,2,3.0,6,6,3,3,3.0,11,9.0,9.0
607,927,w7978f92,Red,1.0,1418.0,1,4,5,choice,2,2,2,13.0,6,6,2,2,13.0,4,13.0,13.0
608,928,w7978f92,Object,1.0,2911.0,1,5,5,choice,2,2,6,17.0,6,6,2,2,17.0,3,17.0,17.0
609,929,w7978f92,Green,1.0,5420.0,1,6,5,choice,1,1,4,4.0,6,6,1,1,4.0,8,4.0,4.0
610,932,wf3a15bc,Yellow,0.0,5247.0,1,3,1,choice,1,1,-6,-2.0,2,2,1,1,-2.0,-6,-2.0,-2.0
611,936,wf3a15bc,Object,0.0,1362.0,1,1,2,choice,2,1,-5,9.0,4,4,2,2,9.0,-12,4.0,4.0
612,938,wf3a15bc,Animal,1.0,2963.0,0,3,2,choice,1,1,-4,-3.0,4,4,1,1,-3.0,-8,-3.0,-3.0
613,939,wf3a15bc,Scene,0.0,4311.0,0,4,2,choice,3,1,1,7.0,4,4,1,1,4.0,3,4.0,4.0
614,940,wf3a15bc,Green,1.0,3165.0,0,5,2,choice,3,2,-3,4.0,4,4,2,2,1.0,-20,1.0,1.0
615,945,wf3a15bc,Scene,1.0,1824.0,0,4,3,choice,2,2,-1,6.0,3,3,1,2,4.0,4,4.0,4.0
616,946,wf3a15bc,Blue,0.0,2891.0,1,5,3,choice,2,2,-3,-3.0,3,3,2,2,-3.0,-3,-7.0,-7.0
617,947,wf3a15bc,Yellow,1.0,3036.0,1,6,3,choice,1,1,2,3.0,3,3,1,2,3.0,2,3.0,3.0
618,949,wf3a15bc,Red,1.0,3218.0,1,2,4,choice,3,1,3,4.0,2,2,2,2,9.0,-14,5.0,5.0
