,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,n_considered,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
538,658,w95f2351,Scene,0.0,1942.0,0,5,3,choice,3,2,3,3.0,6,6,3,3
539,659,w95f2351,Food,0.0,4720.0,1,6,3,choice,1,1,-7,-7.0,6,6,1,1
540,660,w95f2351,Yellow,1.0,5585.0,1,1,4,choice,2,1,8,8.0,5,5,1,2
541,661,w95f2351,Object,1.0,3108.0,0,2,4,choice,3,2,-3,-3.0,5,5,3,3
542,662,w95f2351,Scene,1.0,4770.0,1,3,4,choice,1,1,2,2.0,5,5,1,1
543,663,w95f2351,Green,0.0,4215.0,1,4,4,choice,1,1,-4,-4.0,5,5,1,1
544,664,w95f2351,Blue,0.0,2821.0,0,5,4,choice,3,2,1,1.0,5,5,3,3
545,665,w95f2351,Animal,1.0,2676.0,1,6,4,choice,2,1,6,6.0,5,5,1,1
546,666,w95f2351,Animal,0.0,7247.0,1,1,5,choice,1,1,-3,-3.0,6,6,1,1
547,667,w95f2351,Yellow,1.0,3961.0,0,2,5,choice,2,2,-2,-1.0,6,6,2,2
548,668,w95f2351,Red,0.0,818.0,1,3,5,choice,3,3,-1,-1.0,6,6,3,3
549,669,w95f2351,Blue,1.0,3841.0,1,4,5,choice,1,1,6,6.0,6,6,1,1
550,670,w95f2351,Food,0.0,5544.0,0,5,5,choice,3,2,3,3.0,6,6,3,3
551,671,w95f2351,Scene,1.0,5358.0,1,6,5,choice,2,1,3,4.0,6,6,2,2
552,672,w4e902e8,Object,1.0,3855.0,1,1,1,choice,1,4,8,8.0,6,6,1,1
553,673,w4e902e8,Yellow,0.0,4195.0,0,2,1,choice,1,4,6,-6.0,6,6,1,1
554,674,w4e902e8,Scene,1.0,2146.0,0,3,1,choice,3,4,-2,4.0,6,6,3,3
555,675,w4e902e8,Animal,0.0,2888.0,1,4,1,choice,2,4,-6,3.0,6,6,2,2
556,676,w4e902e8,Blue,1.0,4013.0,0,5,1,choice,3,4,-2,15.0,6,6,3,3
557,677,w4e902e8,Red,1.0,6661.0,0,6,1,choice,2,4,-4,6.0,6,6,2,2
558,678,w4e902e8,Yellow,0.0,3251.0,1,1,2,choice,3,4,-1,-1.0,5,5,3,3
559,679,w4e902e8,Red,1.0,5291.0,1,2,2,choice,1,4,5,3.0,5,5,0,0
560,680,w4e902e8,Scene,1.0,6898.0,1,3,2,choice,2,4,3,-13.0,5,5,2,3
561,681,w4e902e8,Green,0.0,3019.0,1,4,2,choice,2,4,-2,-15.0,5,5,2,2
562,682,w4e902e8,Food,1.0,4153.0,0,5,2,choice,1,4,-3,-3.0,5,5,1,1
563,683,w4e902e8,Object,1.0,3431.0,1,6,2,choice,3,4,2,3.0,5,5,2,2
564,684,w4e902e8,Food,0.0,4840.0,0,1,3,choice,3,4,2,-7.0,3,3,1,2
565,685,w4e902e8,Blue,0.0,4103.0,1,2,3,choice,2,4,-8,-2.0,3,3,0,0
566,686,w4e902e8,Green,1.0,1353.0,0,3,3,choice,3,4,-1,-9.0,3,3,3,3
567,687,w4e902e8,Red,0.0,3470.0,0,4,3,choice,1,4,4,-3.0,3,3,0,1
568,688,w4e902e8,Animal,0.0,1758.0,1,5,3,choice,1,4,-6,-1.0,3,3,1,1
569,689,w4e902e8,Scene,0.0,2152.0,1,6,3,choice,2,4,-1,-6.0,3,3,1,2
570,690,w4e902e8,Red,0.0,2474.0,1,1,4,choice,3,4,-1,3.0,4,4,1,1
571,691,w4e902e8,Object,0.0,1109.0,0,2,4,choice,2,4,7,4.0,4,4,1,2
572,692,w4e902e8,Food,0.0,1550.0,1,3,4,choice,1,4,-2,-4.0,4,4,0,1
573,693,w4e902e8,Animal,0.0,1285.0,0,4,4,choice,3,4,1,3.0,4,4,3,3
574,694,w4e902e8,Green,0.0,1451.0,0,5,4,choice,2,4,2,5.0,4,4,2,3
575,695,w4e902e8,Blue,0.0,646.0,0,6,4,choice,1,4,5,-5.0,4,4,1,1
576,696,w4e902e8,Animal,1.0,4204.0,0,1,5,choice,1,4,-2,3.0,4,4,1,2
577,697,w4e902e8,Object,1.0,3587.0,1,2,5,choice,2,4,8,-1.0,4,4,1,1
578,698,w4e902e8,Yellow,0.0,1481.0,1,3,5,choice,3,4,-1,14.0,4,4,3,3
579,699,w4e902e8,Blue,1.0,2187.0,1,4,5,choice,2,4,5,-6.0,4,4,0,0
580,700,w4e902e8,Green,0.0,1768.0,0,5,5,choice,1,4,4,-7.0,4,4,1,2
581,701,w4e902e8,Food,1.0,2206.0,1,6,5,choice,3,4,2,-1.0,4,4,2,2
582,702,w8f37d35,Green,1.0,4753.0,1,1,1,choice,2,3,4,-2.0,2,2,0,0
583,703,w8f37d35,Object,1.0,7066.0,1,2,1,choice,2,3,3,0.0,2,2,0,0
584,704,w8f37d35,Yellow,1.0,1712.0,1,3,1,choice,1,3,7,-1.0,2,2,0,1
585,705,w8f37d35,Animal,1.0,4638.0,0,4,1,choice,3,4,-3,-3.0,2,2,1,1
586,706,w8f37d35,Red,0.0,2377.0,1,5,1,choice,3,3,-2,0.0,2,2,2,2
587,707,w8f37d35,Food,0.0,2598.0,0,6,1,choice,1,5,9,0.0,2,2,1,2
588,708,w8f37d35,Blue,0.0,2713.0,0,1,2,choice,2,2,2,-6.0,3,3,1,1
589,709,w8f37d35,Yellow,1.0,1627.0,0,2,2,choice,3,3,-2,-2.0,3,3,2,2
590,710,w8f37d35,Red,0.0,2426.0,0,3,2,choice,1,3,2,2.0,3,3,0,0
591,711,w8f37d35,Scene,,,0,4,2,choice,3,3,1,-4.0,3,3,2,2
592,712,w8f37d35,Food,1.0,1786.0,0,5,2,choice,1,4,-3,0.0,3,3,0,0
593,713,w8f37d35,Animal,0.0,4867.0,0,6,2,choice,2,4,4,-2.0,3,3,1,1
594,714,w8f37d35,Green,0.0,2182.0,1,1,3,choice,3,4,-4,-4.0,1,1,0,0
595,715,w8f37d35,Object,1.0,1519.0,0,2,3,choice,2,4,-5,-5.0,1,1,0,0
596,716,w8f37d35,Animal,0.0,1555.0,0,3,3,choice,1,4,9,-2.0,1,1,0,1
597,717,w8f37d35,Red,1.0,1202.0,1,4,3,choice,1,3,7,0.0,1,1,0,1
598,718,w8f37d35,Food,,,0,5,3,choice,3,5,-2,0.0,1,1,1,1
599,719,w8f37d35,Blue,0.0,461.0,1,6,3,choice,2,4,-1,-3.0,1,1,1,1
600,720,w8f37d35,Green,0.0,3880.0,0,1,4,choice,1,4,4,0.0,2,2,1,1
601,721,w8f37d35,Red,1.0,3281.0,1,2,4,choice,2,4,4,-2.0,2,2,0,0
602,722,w8f37d35,Scene,1.0,1856.0,1,3,4,choice,3,3,3,0.0,2,2,2,2
603,723,w8f37d35,Blue,0.0,1639.0,1,4,4,choice,3,4,-2,0.0,2,2,1,1
604,724,w8f37d35,Object,1.0,1153.0,1,5,4,choice,2,3,6,-2.0,2,2,0,0
605,725,w8f37d35,Animal,0.0,621.0,1,6,4,choice,1,2,-3,0.0,2,2,0,0
606,726,w8f37d35,Object,1.0,2046.0,1,1,5,choice,1,4,8,8.0,3,3,1,1
607,727,w8f37d35,Blue,0.0,5726.0,0,2,5,choice,1,4,7,0.0,3,3,1,1
608,728,w8f37d35,Yellow,1.0,2903.0,0,3,5,choice,3,4,-1,6.0,3,3,2,2
609,729,w8f37d35,Green,0.0,3129.0,1,4,5,choice,2,4,-3,-4.0,3,3,0,0
610,730,w8f37d35,Food,1.0,1347.0,0,5,5,choice,3,4,-4,1.0,3,3,1,1
611,731,w8f37d35,Scene,1.0,1681.0,0,6,5,choice,2,0,-1,-7.0,3,3,1,1
612,750,wada012d,Yellow,1.0,3859.0,0,1,1,choice,1,2,-5,-2.0,2,2,1,1
613,751,wada012d,Scene,1.0,771.0,0,2,1,choice,3,3,-1,6.0,2,2,2,2
614,752,wada012d,Green,1.0,1299.0,1,3,1,choice,3,3,1,5.0,2,2,0,1
615,753,wada012d,Object,1.0,2322.0,1,4,1,choice,1,3,2,2.0,2,2,0,1
616,754,wada012d,Food,1.0,1215.0,0,5,1,choice,2,4,-6,0.0,2,2,0,0
617,755,wada012d,Blue,1.0,2501.0,0,6,1,choice,2,3,-1,5.0,2,2,1,1
618,756,wada012d,Object,1.0,2656.0,1,1,2,choice,2,2,4,-2.0,6,6,2,2
619,757,wada012d,Red,1.0,1835.0,1,2,2,choice,3,2,3,4.0,6,6,3,3
620,758,wada012d,Food,1.0,1277.0,1,3,2,choice,3,3,3,3.0,6,6,3,3
621,759,wada012d,Blue,1.0,701.0,1,4,2,choice,2,2,6,-1.0,6,6,2,2
622,760,wada012d,Yellow,0.0,3045.0,1,5,2,choice,1,1,-8,-4.0,6,6,1,1
623,761,wada012d,Scene,1.0,2900.0,0,6,2,choice,1,2,-6,-2.0,6,6,1,1
624,762,wada012d,Object,0.0,4279.0,1,1,3,choice,1,1,-2,-3.0,6,6,1,1
625,763,wada012d,Yellow,1.0,4622.0,0,2,3,choice,3,2,-1,-3.0,6,6,3,3
626,764,wada012d,Scene,1.0,3227.0,1,3,3,choice,3,3,3,3.0,6,6,3,3
627,765,wada012d,Red,1.0,574.0,1,4,3,choice,1,1,7,8.0,6,6,1,1
628,766,wada012d,Blue,0.0,2475.0,1,5,3,choice,2,2,-6,-4.0,6,6,2,2
629,767,wada012d,Animal,0.0,1539.0,1,6,3,choice,2,2,-1,1.0,6,6,2,2
630,768,wada012d,Animal,,,0,1,4,choice,3,2,-1,-7.0,3,3,2,2
631,769,wada012d,Food,0.0,5302.0,0,2,4,choice,1,0,4,-5.0,3,3,0,0
632,770,wada012d,Red,1.0,1499.0,0,3,4,choice,2,2,-4,4.0,3,3,2,2
633,771,wada012d,Green,0.0,5173.0,1,4,4,choice,1,3,-3,-5.0,3,3,0,0
634,772,wada012d,Yellow,1.0,724.0,1,5,4,choice,3,3,3,-13.0,3,3,1,1
635,773,wada012d,Object,1.0,889.0,0,6,4,choice,2,2,-7,-2.0,3,3,1,1
636,774,wada012d,Scene,1.0,2851.0,0,1,5,choice,1,2,-4,-6.0,3,3,1,2
637,775,wada012d,Red,1.0,7104.0,0,2,5,choice,2,2,-5,1.0,3,3,1,1
638,776,wada012d,Food,0.0,1362.0,1,3,5,choice,2,1,-3,-1.0,3,3,1,1
639,777,wada012d,Animal,1.0,1166.0,1,4,5,choice,3,2,4,-8.0,3,3,1,1
640,778,wada012d,Green,1.0,1358.0,0,5,5,choice,3,2,-3,-7.0,3,3,2,2
641,779,wada012d,Blue,1.0,1075.0,1,6,5,choice,1,2,5,-9.0,3,3,0,1
642,780,wc9d64f4,Yellow,0.0,7181.0,0,1,1,choice,2,2,2,7.0,2,2,0,0
643,781,wc9d64f4,Animal,1.0,996.0,1,2,1,choice,1,1,7,2.0,2,2,1,1
644,782,wc9d64f4,Object,0.0,2800.0,1,3,1,choice,2,0,-3,5.0,2,2,0,2
645,783,wc9d64f4,Food,1.0,1518.0,0,4,1,choice,3,1,-2,12.0,2,2,1,1
646,784,wc9d64f4,Red,1.0,1326.0,0,5,1,choice,1,1,-3,2.0,2,2,1,3
647,785,wc9d64f4,Green,1.0,1148.0,1,6,1,choice,3,1,3,10.0,2,2,1,1
648,786,wc9d64f4,Blue,1.0,2429.0,1,1,2,choice,2,2,2,5.0,4,4,2,2
649,787,wc9d64f4,Animal,1.0,1849.0,0,2,2,choice,1,1,-7,-7.0,4,4,0,0
650,788,wc9d64f4,Scene,1.0,2112.0,1,3,2,choice,2,1,5,11.0,4,4,1,1
651,789,wc9d64f4,Object,0.0,2490.0,0,4,2,choice,3,1,1,-2.0,4,4,3,3
652,790,wc9d64f4,Green,1.0,2294.0,1,5,2,choice,1,1,2,2.0,4,4,1,2
653,791,wc9d64f4,Yellow,0.0,2010.0,1,6,2,choice,3,2,-5,-5.0,4,4,1,2
654,792,wc9d64f4,Yellow,0.0,3314.0,1,1,3,choice,1,1,-2,-2.0,4,4,1,1
655,793,wc9d64f4,Animal,0.0,2508.0,1,2,3,choice,3,1,-1,13.0,4,4,2,3
656,794,wc9d64f4,Object,1.0,2911.0,1,3,3,choice,1,1,6,6.0,4,4,1,2
657,795,wc9d64f4,Food,0.0,2357.0,0,4,3,choice,2,1,4,-1.0,4,4,1,1
658,796,wc9d64f4,Red,1.0,1162.0,1,5,3,choice,3,1,5,16.0,4,4,1,1
659,797,wc9d64f4,Blue,1.0,1062.0,1,6,3,choice,2,1,6,4.0,4,4,2,3
660,798,wc9d64f4,Blue,1.0,2101.0,1,1,4,choice,1,1,6,6.0,5,5,1,1
661,799,wc9d64f4,Green,1.0,1400.0,0,2,4,choice,3,1,-4,12.0,5,5,2,2
662,800,wc9d64f4,Red,1.0,2194.0,0,3,4,choice,2,1,-1,-1.0,5,5,2,2
663,801,wc9d64f4,Scene,0.0,3066.0,0,4,4,choice,2,1,5,5.0,5,5,2,2
664,802,wc9d64f4,Food,0.0,4774.0,1,5,4,choice,1,1,-5,-5.0,5,5,0,0
665,803,wc9d64f4,Animal,1.0,1401.0,1,6,4,choice,3,1,1,17.0,5,5,3,4
666,804,wc9d64f4,Green,1.0,1578.0,1,1,5,choice,1,1,5,5.0,3,3,1,1
667,805,wc9d64f4,Object,1.0,1278.0,0,2,5,choice,1,1,-4,-4.0,3,3,0,0
668,806,wc9d64f4,Blue,0.0,1650.0,1,3,5,choice,3,1,-3,-3.0,3,3,1,2
669,807,wc9d64f4,Yellow,1.0,1676.0,1,4,5,choice,2,1,6,6.0,3,3,1,1
670,808,wc9d64f4,Food,0.0,1640.0,0,5,5,choice,2,1,8,8.0,3,3,1,1
671,809,wc9d64f4,Scene,1.0,2064.0,1,6,5,choice,3,3,4,4.0,3,3,2,3
672,810,w28f36aa,Object,0.0,2956.0,1,1,2,choice,1,2,-9,-6.0,4,4,1,2
673,811,w28f36aa,Green,1.0,2411.0,0,2,2,choice,1,1,-6,-6.0,4,4,1,1
674,812,w28f36aa,Scene,0.0,3835.0,0,3,2,choice,2,1,5,11.0,4,4,1,1
675,813,w28f36aa,Blue,1.0,2124.0,1,4,2,choice,2,2,3,9.0,4,4,2,2
676,814,w28f36aa,Yellow,1.0,2910.0,1,5,2,choice,3,1,1,-1.0,4,4,1,1
677,815,w28f36aa,Food,0.0,2813.0,0,6,2,choice,3,3,2,-3.0,4,4,2,2
678,816,w28f36aa,Object,0.0,4402.0,1,1,3,choice,2,3,-6,-5.0,3,3,1,2
679,817,w28f36aa,Animal,1.0,4815.0,1,2,3,choice,1,0,8,8.0,3,3,1,1
680,818,w28f36aa,Red,1.0,4248.0,0,3,3,choice,2,2,-1,5.0,3,3,1,1
681,819,w28f36aa,Blue,0.0,3865.0,1,4,3,choice,3,2,-3,-5.0,3,3,2,2
682,820,w28f36aa,Scene,1.0,4582.0,0,5,3,choice,3,2,-1,-8.0,3,3,1,1
683,821,w28f36aa,Green,1.0,2791.0,1,6,3,choice,1,1,5,-5.0,3,3,0,1
684,822,w28f36aa,Green,1.0,2169.0,1,1,4,choice,3,3,1,-15.0,5,5,3,3
685,823,w28f36aa,Red,1.0,1639.0,1,2,4,choice,2,2,1,10.0,5,5,1,1
686,824,w28f36aa,Animal,1.0,3793.0,0,3,4,choice,3,3,-2,-4.0,5,5,3,3
687,825,w28f36aa,Yellow,0.0,1526.0,1,4,4,choice,1,1,-4,-7.0,5,5,1,1
688,826,w28f36aa,Object,0.0,3044.0,0,5,4,choice,1,1,2,-7.0,5,5,1,1
689,827,w28f36aa,Food,0.0,2701.0,1,6,4,choice,2,2,-2,-1.0,5,5,1,1
690,828,w28f36aa,Food,0.0,2968.0,0,1,5,choice,1,1,3,4.0,5,5,1,1
691,829,w28f36aa,Yellow,1.0,4910.0,0,2,5,choice,1,1,-4,7.0,5,5,1,1
692,830,w28f36aa,Green,0.0,5381.0,0,3,5,choice,2,2,8,-9.0,5,5,2,2
693,831,w28f36aa,Scene,0.0,3377.0,0,4,5,choice,2,2,6,5.0,5,5,2,2
694,832,w28f36aa,Animal,1.0,2572.0,0,5,5,choice,3,3,-3,7.0,5,5,2,2
695,833,w28f36aa,Red,0.0,2368.0,0,6,5,choice,3,2,2,18.0,5,5,2,2
696,834,w67efce7,Animal,0.0,4811.0,1,1,1,choice,1,1,-3,-3.0,6,6,1,1
697,835,w67efce7,Scene,1.0,3434.0,1,2,1,choice,2,1,1,-13.0,6,6,2,2
698,836,w67efce7,Blue,1.0,2231.0,1,3,1,choice,1,1,4,4.0,6,6,1,1
699,837,w67efce7,Red,0.0,3164.0,1,4,1,choice,2,1,-4,-8.0,6,6,2,2
700,838,w67efce7,Object,1.0,3837.0,1,5,1,choice,3,2,1,-3.0,6,6,3,3
701,839,w67efce7,Yellow,0.0,1536.0,1,6,1,choice,3,3,-1,-15.0,6,6,3,3
702,840,w67efce7,Food,1.0,3840.0,1,1,2,choice,3,2,2,2.0,5,5,3,3
703,841,w67efce7,Scene,0.0,3483.0,1,2,2,choice,1,1,-7,-7.0,5,5,0,0
704,842,w67efce7,Green,0.0,1650.0,1,3,2,choice,2,1,-5,-5.0,5,5,2,2
705,843,w67efce7,Yellow,1.0,2508.0,0,4,2,choice,1,0,-5,-5.0,5,5,1,1
706,844,w67efce7,Object,0.0,2005.0,1,5,2,choice,2,2,-2,-2.0,5,5,2,2
707,845,w67efce7,Blue,1.0,780.0,1,6,2,choice,3,2,3,3.0,5,5,2,2
708,846,w67efce7,Object,1.0,4554.0,0,1,3,choice,2,0,-6,-8.0,5,5,1,1
709,847,w67efce7,Animal,0.0,2940.0,1,2,3,choice,3,2,-2,-3.0,5,5,3,3
710,848,w67efce7,Blue,1.0,2907.0,1,3,3,choice,1,1,6,6.0,5,5,1,1
711,849,w67efce7,Green,1.0,814.0,0,4,3,choice,3,2,-4,-4.0,5,5,2,2
712,850,w67efce7,Scene,1.0,1652.0,1,5,3,choice,1,1,8,8.0,5,5,1,1
713,851,w67efce7,Yellow,0.0,2253.0,1,6,3,choice,2,1,-2,-5.0,5,5,2,2
714,852,w67efce7,Food,1.0,4153.0,1,1,4,choice,3,2,1,2.0,5,5,3,3
715,853,w67efce7,Animal,0.0,1958.0,1,2,4,choice,2,1,-2,-14.0,5,5,2,3
716,854,w67efce7,Object,0.0,4687.0,1,3,4,choice,1,1,-5,-2.0,5,5,0,0
717,855,w67efce7,Green,0.0,973.0,1,4,4,choice,2,1,-7,-7.0,5,5,2,2
718,856,w67efce7,Red,1.0,4087.0,0,5,4,choice,3,2,-2,-11.0,5,5,2,2
719,857,w67efce7,Blue,1.0,5370.0,1,6,4,choice,1,1,3,4.0,5,5,1,1
720,858,w67efce7,Scene,1.0,3793.0,1,1,5,choice,3,3,4,4.0,6,6,3,3
721,859,w67efce7,Green,1.0,5115.0,1,2,5,choice,1,1,7,7.0,6,6,1,1
722,860,w67efce7,Red,0.0,4337.0,1,3,5,choice,3,2,-1,-1.0,6,6,3,3
723,861,w67efce7,Yellow,0.0,2844.0,1,4,5,choice,2,1,-7,-7.0,6,6,2,2
724,862,w67efce7,Food,0.0,2494.0,1,5,5,choice,2,2,-2,-2.0,6,6,2,2
725,863,w67efce7,Animal,0.0,6074.0,1,6,5,choice,1,1,-3,-3.0,6,6,1,1
726,870,we0e98d2,Scene,1.0,3790.0,1,1,1,choice,2,4,1,1.0,6,6,2,2
727,871,we0e98d2,Yellow,0.0,6423.0,1,2,1,choice,1,3,-4,-4.0,6,6,1,1
728,872,we0e98d2,Animal,0.0,5757.0,1,3,1,choice,3,0,-2,-2.0,6,6,3,3
729,873,we0e98d2,Object,1.0,3166.0,1,4,1,choice,1,4,2,2.0,6,6,1,1
730,874,we0e98d2,Green,1.0,4471.0,1,5,1,choice,2,3,4,4.0,6,6,2,2
731,875,we0e98d2,Red,1.0,3457.0,1,6,1,choice,3,3,1,1.0,6,6,3,3
732,876,we0e98d2,Yellow,1.0,4005.0,0,1,2,choice,2,3,-4,-4.0,6,6,2,2
733,877,we0e98d2,Blue,1.0,4794.0,1,2,2,choice,3,3,1,1.0,6,6,3,3
734,878,we0e98d2,Object,0.0,3568.0,0,3,2,choice,3,4,1,1.0,6,6,3,3
735,879,we0e98d2,Animal,0.0,3900.0,1,4,2,choice,1,4,-9,-9.0,6,6,1,1
736,880,we0e98d2,Scene,1.0,2560.0,1,5,2,choice,2,4,1,1.0,6,6,2,2
737,881,we0e98d2,Green,0.0,2758.0,1,6,2,choice,1,1,-4,-4.0,6,6,1,1
738,882,we0e98d2,Red,1.0,5857.0,1,1,3,choice,2,2,2,2.0,6,6,2,2
739,883,we0e98d2,Object,0.0,4167.0,1,2,3,choice,1,1,-2,-2.0,6,6,1,1
740,884,we0e98d2,Food,1.0,4843.0,1,3,3,choice,3,3,2,2.0,6,6,3,3
741,885,we0e98d2,Blue,1.0,1882.0,1,4,3,choice,1,1,4,4.0,6,6,1,1
742,886,we0e98d2,Scene,1.0,2079.0,1,5,3,choice,2,2,5,5.0,6,6,2,2
743,887,we0e98d2,Green,0.0,2544.0,1,6,3,choice,3,2,-1,-1.0,6,6,3,3
744,888,we0e98d2,Scene,1.0,2905.0,1,1,4,choice,2,2,1,1.0,6,6,2,2
745,889,we0e98d2,Animal,0.0,2304.0,1,2,4,choice,1,1,-3,-3.0,6,6,1,1
746,890,we0e98d2,Red,1.0,2034.0,1,3,4,choice,1,1,8,8.0,6,6,1,1
747,891,we0e98d2,Blue,0.0,3206.0,1,4,4,choice,3,3,-1,-1.0,6,6,3,3
748,892,we0e98d2,Food,1.0,4069.0,1,5,4,choice,3,3,5,5.0,6,6,3,3
749,893,we0e98d2,Yellow,0.0,3329.0,1,6,4,choice,2,2,-4,-4.0,6,6,2,2
750,894,we0e98d2,Object,,,0,1,5,choice,3,2,1,1.0,6,6,3,3
751,895,we0e98d2,Blue,0.0,1996.0,1,2,5,choice,1,1,-6,-6.0,6,6,1,1
752,896,we0e98d2,Yellow,1.0,3547.0,1,3,5,choice,3,3,2,2.0,6,6,3,3
753,897,we0e98d2,Red,0.0,3068.0,1,4,5,choice,2,2,-1,-1.0,6,6,2,2
754,898,we0e98d2,Food,0.0,2753.0,1,5,5,choice,1,1,-7,-7.0,6,6,1,1
755,899,we0e98d2,Animal,1.0,2752.0,1,6,5,choice,2,2,1,1.0,6,6,2,2
756,900,w7978f92,Animal,0.0,2856.0,1,1,1,choice,3,2,-1,-3.0,6,6,3,3
757,901,w7978f92,Object,1.0,2714.0,1,2,1,choice,2,2,4,5.0,6,6,2,2
758,902,w7978f92,Yellow,0.0,3555.0,0,3,1,choice,1,1,7,5.0,6,6,1,1
759,903,w7978f92,Green,0.0,3403.0,1,4,1,choice,3,1,-3,-1.0,6,6,3,3
760,904,w7978f92,Red,1.0,2963.0,1,5,1,choice,2,2,5,4.0,6,6,2,2
761,905,w7978f92,Scene,0.0,4209.0,0,6,1,choice,1,1,6,6.0,6,6,1,1
762,906,w7978f92,Yellow,1.0,2747.0,1,1,2,choice,2,2,1,1.0,6,6,2,2
763,907,w7978f92,Green,0.0,3306.0,1,2,2,choice,3,2,-6,-6.0,6,6,3,3
764,908,w7978f92,Scene,0.0,3851.0,1,3,2,choice,1,1,-8,-8.0,6,6,1,1
765,909,w7978f92,Blue,1.0,4060.0,1,4,2,choice,1,1,5,5.0,6,6,1,1
766,910,w7978f92,Food,1.0,2634.0,1,5,2,choice,2,2,6,6.0,6,6,2,2
767,911,w7978f92,Object,1.0,4859.0,1,6,2,choice,3,3,2,2.0,6,6,3,3
768,912,w7978f92,Yellow,0.0,3488.0,1,1,3,choice,1,1,-3,-3.0,6,6,1,1
769,913,w7978f92,Blue,1.0,3118.0,1,2,3,choice,3,1,5,5.0,6,6,3,3
770,914,w7978f92,Red,0.0,3506.0,1,3,3,choice,2,2,-3,-3.0,6,6,2,2
771,915,w7978f92,Food,1.0,2826.0,1,4,3,choice,1,1,6,6.0,6,6,1,1
772,916,w7978f92,Animal,0.0,3933.0,1,5,3,choice,2,1,-6,-6.0,6,6,2,2
773,917,w7978f92,Scene,1.0,3959.0,0,6,3,choice,3,2,-1,-1.0,6,6,3,3
774,918,w7978f92,Blue,0.0,4337.0,0,1,4,choice,1,1,2,3.0,5,5,1,2
775,919,w7978f92,Yellow,1.0,4065.0,0,2,4,choice,3,2,-2,0.0,5,5,2,2
776,920,w7978f92,Food,1.0,1759.0,1,3,4,choice,2,1,3,3.0,5,5,1,1
777,921,w7978f92,Scene,0.0,3635.0,0,4,4,choice,3,2,1,4.0,5,5,3,3
778,922,w7978f92,Red,1.0,3630.0,1,5,4,choice,2,1,1,1.0,5,5,2,2
779,923,w7978f92,Animal,1.0,3415.0,0,6,4,choice,1,1,-3,-3.0,5,5,1,2
780,924,w7978f92,Animal,0.0,3374.0,1,1,5,choice,1,1,-6,6.0,6,6,1,1
781,925,w7978f92,Blue,1.0,5030.0,0,2,5,choice,3,1,-4,9.0,6,6,3,3
782,926,w7978f92,Food,1.0,3082.0,1,3,5,choice,3,2,2,3.0,6,6,3,3
783,927,w7978f92,Red,1.0,1418.0,1,4,5,choice,2,2,2,13.0,6,6,2,2
784,928,w7978f92,Object,1.0,2911.0,1,5,5,choice,2,2,6,17.0,6,6,2,2
785,929,w7978f92,Green,1.0,5420.0,1,6,5,choice,1,1,4,4.0,6,6,1,1
786,930,wf3a15bc,Scene,1.0,3489.0,1,1,1,choice,2,2,2,1.0,2,2,0,0
787,931,wf3a15bc,Object,1.0,6503.0,1,2,1,choice,1,1,5,-4.0,2,2,0,1
788,932,wf3a15bc,Yellow,0.0,5247.0,1,3,1,choice,1,1,-6,-2.0,2,2,1,1
789,933,wf3a15bc,Green,1.0,5124.0,1,4,1,choice,2,2,6,0.0,2,2,0,1
790,934,wf3a15bc,Blue,0.0,5503.0,0,5,1,choice,3,1,2,9.0,2,2,1,1
791,935,wf3a15bc,Food,0.0,4495.0,1,6,1,choice,3,0,-5,10.0,2,2,2,3
792,936,wf3a15bc,Object,0.0,1362.0,1,1,2,choice,2,1,-5,9.0,4,4,2,2
793,937,wf3a15bc,Red,1.0,3630.0,1,2,2,choice,1,1,3,4.0,4,4,1,1
794,938,wf3a15bc,Animal,1.0,2963.0,0,3,2,choice,1,1,-4,-3.0,4,4,1,1
795,939,wf3a15bc,Scene,0.0,4311.0,0,4,2,choice,3,1,1,7.0,4,4,1,1
796,940,wf3a15bc,Green,1.0,3165.0,0,5,2,choice,3,2,-3,4.0,4,4,2,2
797,941,wf3a15bc,Yellow,1.0,3116.0,0,6,2,choice,2,2,-8,5.0,4,4,1,1
798,942,wf3a15bc,Animal,1.0,2066.0,0,1,3,choice,1,2,-3,3.0,3,3,0,0
799,943,wf3a15bc,Food,1.0,3881.0,1,2,3,choice,3,1,1,0.0,3,3,2,2
800,944,wf3a15bc,Red,1.0,3562.0,0,3,3,choice,3,1,-2,9.0,3,3,0,0
801,945,wf3a15bc,Scene,1.0,1824.0,0,4,3,choice,2,2,-1,6.0,3,3,1,2
802,946,wf3a15bc,Blue,0.0,2891.0,1,5,3,choice,2,2,-3,-3.0,3,3,2,2
803,947,wf3a15bc,Yellow,1.0,3036.0,1,6,3,choice,1,1,2,3.0,3,3,1,2
804,948,wf3a15bc,Green,1.0,4619.0,0,1,4,choice,2,2,-2,-6.0,2,2,0,1
805,949,wf3a15bc,Red,1.0,3218.0,1,2,4,choice,3,1,3,4.0,2,2,2,2
806,950,wf3a15bc,Blue,1.0,4106.0,0,3,4,choice,1,1,-7,-7.0,2,2,0,0
807,951,wf3a15bc,Object,0.0,3734.0,0,4,4,choice,1,1,4,-5.0,2,2,0,0
808,952,wf3a15bc,Animal,0.0,1272.0,1,5,4,choice,3,2,-4,0.0,2,2,1,1
809,953,wf3a15bc,Food,1.0,2366.0,0,6,4,choice,2,2,-6,-4.0,2,2,1,1
