model,feature,choice,rt,n_memories,true_value,recalled_value,game_number
episodic,Scene,1,4.0,5,1,1.075017909413411,7
episodic,Object,1,2.5,2,1,0.28098205558230716,7
episodic,Object,0,2.0,1,2,0.0,2
episodic,Food,0,3.5,4,-2,-1.1772742604993252,2
episodic,Scene,0,2.0,1,2,0.0,2
episodic,Object,1,2.5,2,2,2.1070503936542013,8
episodic,Animal,1,3.5,4,1,1.6378823580099238,8
episodic,Food,0,3.0,3,-1,-2.4017997125236,8
episodic,Food,0,4.5,6,-2,-2.3022440448392096,8
episodic,Object,0,2.5,2,-2,-0.8086723850905955,8
episodic,Animal,0,2.0,1,2,0.0,8
episodic,Red,0,1.5,0,2,0.0,2
episodic,Yellow,0,4.5,6,-5,-4.627156120089127,2
episodic,Green,0,3.0,3,3,0.0,2
episodic,Red,1,3.0,3,-1,1.1873133487667367,3
episodic,Green,0,4.0,5,2,0.0,3
episodic,Yellow,0,2.0,1,-2,0.0,3
episodic,Red,0,2.5,2,2,0.0,6
episodic,Green,0,3.5,4,-1,-0.34635439020032244,6
episodic,Blue,0,1.5,0,-3,0.0,6
episodic,Red,0,2.0,1,1,0.0,1
episodic,Blue,1,2.5,2,-2,0.5059438643852514,1
episodic,Yellow,0,3.0,3,-1,-1.9543972056327927,1
episodic,Object,0,1.5,0,-1,0.0,7
episodic,Scene,0,3.5,4,-2,0.0,7
episodic,Animal,1,3.5,4,3,3.43787344666975,7
episodic,Object,1,2.0,1,2,2.2146348011170502,4
episodic,Scene,0,2.0,1,-1,0.0,4
episodic,Animal,1,2.5,2,-3,1.3514760492037023,4
episodic,Food,1,3.0,3,-1,0.7398913477161843,6
episodic,Scene,1,3.5,4,3,0.7995420940587803,6
episodic,Animal,0,2.5,2,-2,-1.594628433549531,6
episodic,Blue,1,3.5,4,3,2.7537665847152635,3
episodic,Green,1,4.0,5,2,1.6453679277394797,3
episodic,Yellow,0,3.5,4,-5,-4.487619831284485,3
episodic,Red,1,4.0,5,2,2.1766966333371127,7
episodic,Green,0,3.0,3,1,-1.1194031058072178,7
episodic,Blue,0,2.0,1,-4,0.0,7
episodic,Animal,1,3.5,4,3,0.9955314996962531,1
episodic,Object,0,1.5,0,-5,0.0,1
episodic,Food,0,2.5,2,2,0.0,1
episodic,Food,0,3.0,3,-3,-3.2066481261262405,6
episodic,Object,0,3.5,4,1,-0.006463826432665298,6
episodic,Scene,0,2.0,1,3,0.0,6
episodic,Red,0,3.5,4,-1,0.0,2
episodic,Yellow,1,4.5,6,2,2.628166924138049,2
episodic,Green,0,3.5,4,-1,-0.36643739410915677,2
episodic,Red,0,4.5,6,-4,-4.10505721754006,6
episodic,Green,0,3.0,3,-1,-0.36451616146089894,6
episodic,Blue,1,3.5,4,3,1.052962014580281,6
episodic,Blue,0,3.5,4,-3,-4.925151649130948,8
episodic,Green,1,3.0,3,3,0.9885891766593862,8
episodic,Red,0,2.5,2,2,0.0,8
episodic,Animal,0,3.0,3,1,0.0,4
episodic,Object,0,1.5,0,-2,0.0,4
episodic,Food,1,3.0,3,1,1.7791187046657624,4
episodic,Scene,1,4.0,5,1,1.0198316000982213,3
episodic,Food,1,2.0,1,2,1.6104698356792717,3
episodic,Animal,0,3.0,3,-3,-1.3360880329954488,3
episodic,Object,0,1.5,0,3,0.0,1
episodic,Animal,0,2.0,1,-2,0.0,1
episodic,Food,0,1.5,0,2,0.0,1
episodic,Animal,1,3.0,3,3,2.366803713282847,6
episodic,Food,0,2.5,2,-3,0.0,6
episodic,Scene,0,1.5,0,-2,0.0,6
episodic,Animal,0,2.5,2,2,0.0,3
episodic,Scene,0,2.0,1,-2,0.0,3
episodic,Food,1,4.5,6,2,1.8191126400081248,3
episodic,Yellow,1,2.0,1,1,1.9961870214647945,4
episodic,Red,0,2.5,2,-2,0.0,4
episodic,Blue,0,3.0,3,1,0.0,4
episodic,Scene,0,3.0,3,-1,0.0,3
episodic,Food,1,3.0,3,3,1.3848189184232318,3
episodic,Animal,0,3.0,3,-1,-2.226001620412944,3
episodic,Food,1,2.5,2,2,1.6542144633578413,7
episodic,Object,0,3.5,4,-1,-2.4803305506070847,7
episodic,Scene,0,3.5,4,-3,-0.9029308754905412,7
episodic,Yellow,0,3.0,3,-2,-1.7387555221103983,4
episodic,Red,0,2.5,2,-2,0.0,4
episodic,Blue,0,1.5,0,3,0.0,4
episodic,Blue,0,3.5,4,-1,0.0,4
episodic,Green,0,2.5,2,4,0.0,4
episodic,Red,0,3.5,4,-1,-0.3297479690953312,4
episodic,Green,0,3.0,3,-2,0.0,5
episodic,Blue,0,3.0,3,1,0.0,5
episodic,Yellow,0,4.0,5,-1,-2.2991157508522333,5
episodic,Blue,1,3.5,4,-1,0.7053703136096152,8
episodic,Green,0,3.0,3,-1,-2.408906662625892,8
episodic,Red,1,3.5,4,2,1.261385415054155,8
episodic,Object,0,1.5,0,-3,0.0,1
episodic,Scene,0,2.0,1,2,0.0,1
episodic,Food,0,2.0,1,1,0.0,1
episodic,Food,0,4.0,5,2,0.0,7
episodic,Object,0,2.5,2,-3,0.0,7
episodic,Scene,0,2.0,1,3,0.0,7
episodic,Scene,0,1.5,0,1,0.0,5
episodic,Animal,0,4.5,6,-1,-1.6000795991213326,5
episodic,Food,0,2.0,1,-2,0.0,5
episodic,Animal,0,3.5,4,-1,-0.9497190496082203,4
episodic,Object,0,3.0,3,-1,0.0,4
episodic,Food,1,2.5,2,1,1.4596154873358422,4
episodic,Blue,0,3.0,3,-2,-2.3366367723460577,8
episodic,Red,0,3.5,4,-2,-3.6315644926268784,8
episodic,Yellow,1,3.5,4,3,1.2800231505985078,8
episodic,Object,0,4.0,5,-1,-0.6989922054092509,7
episodic,Scene,0,3.0,3,2,0.0,7
episodic,Animal,0,2.0,1,-1,0.0,7
episodic,Scene,1,4.5,6,4,4.501071833894908,6
episodic,Food,0,3.0,3,-1,-1.7197803079307044,6
episodic,Object,0,3.0,3,-2,0.0,6
episodic,Food,0,2.5,2,-2,-2.4872285580073914,8
episodic,Object,0,1.5,0,3,0.0,8
episodic,Animal,0,2.0,1,1,0.0,8
episodic,Scene,1,4.0,5,1,1.618071021070683,7
episodic,Food,0,2.0,1,1,0.0,7
episodic,Object,0,1.5,0,-2,0.0,7
episodic,Blue,0,3.0,3,1,0.0,4
episodic,Green,0,2.0,1,-3,-0.5812394352719772,4
episodic,Red,1,2.0,1,3,1.7423570620508813,4
episodic,Blue,1,3.5,4,-1,1.2768297295252027,1
episodic,Yellow,0,2.5,2,-2,-2.7244248197280942,1
episodic,Green,0,2.5,2,1,0.0,1
episodic,Object,0,1.5,0,-1,0.0,4
episodic,Animal,0,2.0,1,3,0.0,4
episodic,Scene,1,3.5,4,1,0.8593897470754703,4
episodic,Yellow,0,1.5,0,2,0.0,6
episodic,Blue,0,2.5,2,-1,0.0,6
episodic,Red,0,1.5,0,-2,0.0,6
episodic,Scene,0,1.5,0,4,0.0,6
episodic,Food,0,2.5,2,-1,0.0,6
episodic,Object,0,2.5,2,-2,0.0,6
episodic,Object,0,2.5,2,1,0.0,4
episodic,Animal,1,3.0,3,-1,2.0632940346878725,4
episodic,Scene,0,3.5,4,-1,-0.5564006510234087,4
episodic,Food,0,2.5,2,-1,0.0,7
episodic,Object,1,3.5,4,1,2.087228361538881,7
episodic,Scene,1,2.5,2,1,1.0636562207571891,7
episodic,Blue,0,2.0,1,-2,0.0,3
episodic,Yellow,1,3.0,3,3,2.2472014714889195,3
episodic,Red,0,2.5,2,-1,0.0,3
episodic,Blue,0,2.0,1,-1,0.0,3
episodic,Yellow,1,2.0,1,-1,0.11811472716622051,3
episodic,Red,0,3.0,3,1,-0.2805844126804966,3
episodic,Green,0,4.0,5,-2,-1.3571342950012348,5
episodic,Blue,0,1.5,0,4,0.0,5
episodic,Yellow,0,2.5,2,-1,-0.795875205687327,5
episodic,Red,1,2.5,2,-1,0.8796680032746562,3
episodic,Green,0,4.5,6,-1,-0.5833388078764472,3
episodic,Yellow,1,3.5,4,2,2.696738081000113,3
episodic,Animal,0,4.0,5,-1,-2.200817845151657,6
episodic,Food,0,3.0,3,-2,0.0,6
episodic,Scene,1,3.5,4,1,1.7542177040241929,6
episodic,Green,1,2.0,1,4,0.9498836489074328,6
episodic,Red,0,2.0,1,-4,0.0,6
episodic,Yellow,0,2.0,1,-1,0.0,6
episodic,Scene,0,2.5,2,-2,-1.9436497378360291,5
episodic,Animal,0,3.0,3,-1,-0.42914923283426387,5
episodic,Food,0,2.0,1,1,-1.7130138570495705,5
episodic,Blue,0,1.5,0,-2,0.0,1
episodic,Yellow,0,2.5,2,-1,-0.8746759233344246,1
episodic,Green,1,4.0,5,3,0.8944714679179194,1
episodic,Object,0,3.0,3,-1,-1.6181672065770094,8
episodic,Animal,0,4.5,6,-1,-1.5109171645394,8
episodic,Food,1,3.5,4,2,1.9822402058395505,8
episodic,Object,0,4.5,6,-2,-0.697650104404287,7
episodic,Scene,0,1.5,0,2,0.0,7
episodic,Animal,1,3.0,3,1,1.5100967153706952,7
episodic,Yellow,0,3.0,3,-1,-3.304704442654833,2
episodic,Blue,0,4.5,6,-1,-1.984051484158947,2
episodic,Green,1,4.0,5,3,3.3383181022988264,2
episodic,Animal,0,2.5,2,1,-0.9132318988874587,1
episodic,Object,0,3.5,4,-1,-3.116732683577746,1
episodic,Food,0,1.5,0,2,0.0,1
episodic,Blue,1,3.0,3,1,0.8323558303150064,8
episodic,Red,1,4.0,5,3,1.6827993771838288,8
episodic,Yellow,0,4.0,5,-3,-2.4502236780896913,8
episodic,Red,0,3.0,3,-1,-1.4410101668675905,3
episodic,Green,1,4.0,5,4,2.3268873644456844,3
episodic,Yellow,1,3.5,4,-1,0.25650847472504834,3
episodic,Animal,0,3.5,4,3,0.0,1
episodic,Object,0,2.5,2,-2,-0.9847646934572597,1
episodic,Food,0,4.0,5,-1,-0.6617617706163388,1
episodic,Food,0,3.0,3,-1,0.0,2
episodic,Object,0,3.5,4,1,-1.0938097180308612,2
episodic,Scene,1,2.5,2,1,1.2003840319879095,2
episodic,Animal,0,2.5,2,-1,-2.6870292127175013,8
episodic,Scene,0,4.0,5,-1,-0.957081735572495,8
episodic,Food,0,1.5,0,2,0.0,8
episodic,Food,0,2.0,1,-4,-1.6706971672087194,2
episodic,Scene,1,3.5,4,2,2.4113566640740167,2
episodic,Object,0,3.0,3,3,0.0,2
episodic,Object,0,2.5,2,-1,-1.115578463460267,4
episodic,Scene,1,4.5,6,4,3.2905536099968176,4
episodic,Animal,1,3.0,3,-2,1.4961499384082662,4
episodic,Animal,0,1.5,0,-1,0.0,5
episodic,Scene,0,1.5,0,-1,0.0,5
episodic,Object,1,3.0,3,2,1.667798672786395,5
episodic,Animal,0,2.5,2,-2,-1.5543281865699727,3
episodic,Scene,1,3.5,4,4,4.22458891500021,3
episodic,Food,0,1.5,0,-1,0.0,3
episodic,Food,1,3.0,3,2,2.292811239892616,4
episodic,Animal,0,2.5,2,-1,0.0,4
episodic,Object,0,1.5,0,-2,0.0,4
episodic,Yellow,1,2.0,1,1,2.0383370771177196,4
episodic,Red,0,1.5,0,-2,0.0,4
episodic,Blue,0,3.5,4,1,-0.3880599110711551,4
episodic,Food,0,4.0,5,-2,-2.1945663481848734,7
episodic,Object,1,3.5,4,1,2.4046887972615636,7
episodic,Scene,1,3.0,3,1,2.3260238308525505,7
episodic,Object,0,2.0,1,2,0.0,4
episodic,Scene,0,3.5,4,-3,-2.4611183280772195,4
episodic,Animal,0,1.5,0,1,0.0,4
episodic,Food,1,3.5,4,3,1.4184605095286142,2
episodic,Scene,1,4.5,6,2,2.166766844022206,2
episodic,Object,0,3.0,3,-2,-0.5942063478246293,2
episodic,Animal,1,3.0,3,1,1.1013352743777367,8
episodic,Scene,1,3.5,4,1,0.9729299073240972,8
episodic,Food,1,3.0,3,-3,0.5435369042145679,8
episodic,Scene,0,2.5,2,2,0.0,5
episodic,Animal,0,3.5,4,-4,-2.738464028747316,5
episodic,Food,0,1.5,0,1,0.0,5
episodic,Food,0,2.0,1,-3,0.0,6
episodic,Object,0,2.0,1,-2,-2.017131985928557,6
episodic,Scene,0,2.5,2,5,0.0,6
episodic,Object,0,4.0,5,-2,-0.8251554514988668,1
episodic,Animal,1,3.0,3,3,0.4938816677297363,1
episodic,Food,0,2.0,1,-1,0.0,1
episodic,Scene,0,4.0,5,-2,-3.442734461172452,7
episodic,Object,1,2.5,2,-1,0.41678114620317264,7
episodic,Animal,0,1.5,0,2,0.0,7
episodic,Green,1,3.5,4,2,1.8150752440842757,5
episodic,Blue,0,3.0,3,-2,0.0,5
episodic,Yellow,1,4.0,5,-1,1.9870843311513338,5
episodic,Food,1,3.0,3,2,0.7988393919793435,6
episodic,Scene,0,3.0,3,-1,0.0,6
episodic,Animal,0,3.5,4,-1,0.0,6
episodic,Scene,0,3.0,3,-2,-0.9156768837954733,6
episodic,Food,1,2.5,2,2,1.9169585745671391,6
episodic,Object,0,3.5,4,1,0.0,6
episodic,Food,0,2.0,1,1,0.0,4
episodic,Animal,0,3.0,3,-4,-2.2406151870704907,4
episodic,Object,1,4.5,6,1,1.8883950303969437,4
episodic,Animal,0,2.5,2,2,-0.35087026560820056,1
episodic,Scene,0,2.0,1,-3,-0.6598482051509382,1
episodic,Food,0,3.0,3,2,0.0,1
episodic,Blue,1,4.0,5,1,0.3940312104167133,8
episodic,Red,0,2.5,2,-1,-2.576362096538777,8
episodic,Yellow,0,3.5,4,-1,-1.1454190120007204,8
episodic,Red,0,2.5,2,1,0.0,3
episodic,Green,1,2.5,2,1,2.5504356936180677,3
episodic,Yellow,0,2.0,1,-1,0.0,3
episodic,Object,0,3.0,3,-1,-1.1282836359211028,4
episodic,Animal,0,3.5,4,-3,-2.784684243205354,4
episodic,Scene,1,2.5,2,2,1.765352306791959,4
episodic,Yellow,0,3.0,3,-3,-1.1496526153852025,7
episodic,Red,0,3.5,4,2,-0.3168949063022799,7
episodic,Blue,0,3.0,3,1,0.0,7
episodic,Green,0,2.0,1,1,0.0,8
episodic,Yellow,1,3.5,4,4,1.5013089655319996,8
episodic,Red,0,2.5,2,-4,-1.769415072497507,8
episodic,Animal,0,2.0,1,-3,0.0,6
episodic,Food,1,4.5,6,2,1.0209100234743782,6
episodic,Scene,0,3.5,4,1,0.0,6
episodic,Object,0,2.0,1,-2,0.0,4
episodic,Scene,0,2.0,1,-3,0.0,4
episodic,Animal,0,1.5,0,5,0.0,4
episodic,Object,0,2.0,1,-2,0.0,2
episodic,Food,0,2.5,2,3,0.0,2
episodic,Scene,1,4.0,5,-1,1.5568784797416604,2
episodic,Blue,1,4.5,6,1,1.5402631062598187,3
episodic,Green,1,3.5,4,2,1.48353599444783,3
episodic,Yellow,0,1.5,0,-1,0.0,3
episodic,Object,0,2.0,1,-1,0.0,8
episodic,Animal,0,4.0,5,-1,-0.8886533732302979,8
episodic,Food,1,3.5,4,2,1.4113113209825472,8
episodic,Green,0,2.5,2,1,0.0,5
episodic,Blue,0,1.5,0,-4,0.0,5
episodic,Yellow,0,2.0,1,1,0.0,5
episodic,Animal,0,4.0,5,1,-0.43230041948922127,3
episodic,Food,0,2.5,2,1,0.0,3
episodic,Object,0,2.5,2,-2,0.0,3
episodic,Scene,0,1.5,0,4,0.0,7
episodic,Food,0,3.0,3,2,0.0,7
episodic,Object,0,2.0,1,-4,-0.77567561993862,7
episodic,Scene,1,4.0,5,2,2.8469254279479093,3
episodic,Food,0,4.0,5,-1,-3.041398505448875,3
episodic,Animal,0,1.5,0,1,0.0,3
episodic,Green,1,3.0,3,4,2.605512050961479,5
episodic,Blue,0,1.5,0,-2,0.0,5
episodic,Yellow,0,3.0,3,-1,0.0,5
episodic,Yellow,1,4.5,6,2,1.9239788292414335,6
episodic,Blue,1,3.5,4,2,1.3524015079722864,6
episodic,Red,0,3.0,3,-6,-3.7260179293672264,6
episodic,Yellow,0,2.0,1,-3,-1.8284879876385542,7
episodic,Red,0,2.0,1,2,0.0,7
episodic,Blue,1,4.0,5,2,2.3028760779133197,7
episodic,Animal,0,3.0,3,-2,-1.863940065614305,4
episodic,Object,1,4.0,5,1,0.37935415010606466,4
episodic,Food,1,3.0,3,1,0.19234578947789815,4
episodic,Animal,0,1.5,0,-1,0.0,3
episodic,Scene,1,4.0,5,-1,1.451000422947145,3
episodic,Food,0,1.5,0,2,0.0,3
episodic,Object,0,2.0,1,3,0.0,1
episodic,Animal,0,3.5,4,-3,-1.700299312341283,1
episodic,Food,1,3.0,3,2,2.4664032254171904,1
episodic,Food,0,1.5,0,1,0.0,6
episodic,Object,1,4.0,5,2,1.7875355159501796,6
episodic,Scene,0,2.5,2,-1,0.0,6
episodic,Scene,1,3.5,4,1,1.2101269219435806,7
episodic,Food,0,4.5,6,-1,-1.0593929093894527,7
episodic,Object,0,2.0,1,2,0.0,7
episodic,Animal,0,3.0,3,-1,-1.854975712794175,5
episodic,Scene,1,2.5,2,-1,1.558399566773565,5
episodic,Object,0,2.0,1,1,0.0,5
episodic,Blue,0,1.5,0,-2,0.0,4
episodic,Green,0,2.5,2,1,0.0,4
episodic,Red,0,2.0,1,2,-2.370471993442134,4
episodic,Food,0,3.5,4,-2,-3.0606231032208755,7
episodic,Object,0,1.5,0,2,0.0,7
episodic,Scene,0,2.5,2,-2,-2.0437685645045964,7
episodic,Food,0,4.0,5,2,0.0,7
episodic,Object,1,3.0,3,1,1.2334488592367225,7
episodic,Scene,0,4.5,6,-1,-3.447431504653395,7
episodic,Animal,0,1.5,0,2,0.0,3
episodic,Food,0,3.0,3,2,0.0,3
episodic,Object,0,3.0,3,-4,0.0,3
episodic,Blue,0,2.0,1,-1,-1.8848996989374358,1
episodic,Yellow,0,2.0,1,1,0.0,1
episodic,Green,0,3.5,4,-1,-1.5859697108648196,1
episodic,Animal,0,1.5,0,-3,0.0,1
episodic,Object,1,4.5,6,2,2.491986450956313,1
episodic,Food,0,1.5,0,2,0.0,1
episodic,Food,0,3.0,3,-1,0.0,8
episodic,Object,1,2.5,2,1,1.8414761499494117,8
episodic,Animal,0,1.5,0,1,0.0,8
episodic,Food,1,3.0,3,1,0.19643255234180412,2
episodic,Scene,1,2.0,1,1,0.6378829252109327,2
episodic,Object,0,2.5,2,-3,-1.1396014016231133,2
episodic,Object,0,4.0,5,-1,-1.7547175198886449,2
episodic,Food,1,3.5,4,1,0.66355630207324,2
episodic,Scene,1,3.5,4,2,0.3503904990028932,2
episodic,Object,0,2.5,2,-2,0.0,3
episodic,Animal,0,2.5,2,2,0.0,3
episodic,Scene,1,3.0,3,-1,0.8479862780966294,3
episodic,Blue,1,4.0,5,2,1.0054605993794008,8
episodic,Red,0,2.5,2,-2,-2.654558364697655,8
episodic,Yellow,0,2.5,2,-1,-2.8923497256018926,8
episodic,Blue,1,3.0,3,4,2.2243104816481756,1
episodic,Yellow,0,4.0,5,-1,-1.9094452087703246,1
episodic,Green,0,3.5,4,-2,-2.1539262579506464,1
episodic,Animal,0,3.0,3,-1,0.0,6
episodic,Food,0,3.5,4,1,-0.8064971110168192,6
episodic,Scene,0,2.0,1,-2,0.0,6
episodic,Object,0,3.5,4,1,-2.636537069982545,3
episodic,Animal,0,1.5,0,-1,0.0,3
episodic,Scene,0,4.5,6,-2,-1.951083186503442,3
episodic,Animal,0,2.0,1,2,0.0,1
episodic,Scene,0,4.5,6,-3,-2.4586586187719126,1
episodic,Food,0,2.0,1,2,0.0,1
episodic,Red,0,2.5,2,1,0.0,2
episodic,Yellow,0,4.0,5,-1,-3.2472483088900246,2
episodic,Green,1,2.5,2,-1,1.0929215188531323,2
episodic,Red,0,2.5,2,-3,-1.184666947837119,6
episodic,Green,0,2.0,1,2,0.0,6
episodic,Blue,1,3.5,4,2,1.5947157057982941,6
episodic,Object,1,4.0,5,1,1.7285436523083275,3
episodic,Animal,1,3.0,3,1,1.887007214047777,3
episodic,Scene,0,2.5,2,-3,0.0,3
episodic,Food,0,2.5,2,3,-1.9747082895718917,6
episodic,Scene,0,3.0,3,-4,-4.052270680360177,6
episodic,Animal,0,2.5,2,1,0.0,6
episodic,Object,0,1.5,0,3,0.0,1
episodic,Scene,0,2.5,2,-2,0.0,1
episodic,Food,0,2.0,1,-1,0.0,1
episodic,Red,0,2.5,2,2,0.0,7
episodic,Green,1,3.0,3,1,3.483962056024867,7
episodic,Blue,0,1.5,0,-3,0.0,7
episodic,Scene,0,1.5,0,-3,0.0,6
episodic,Food,0,1.5,0,1,0.0,6
episodic,Object,1,3.0,3,2,2.1852461463237676,6
episodic,Red,0,3.5,4,1,-2.08811462565148,3
episodic,Green,0,3.5,4,-1,0.0,3
episodic,Yellow,0,2.5,2,3,0.0,3
episodic,Animal,0,2.5,2,-1,0.0,3
episodic,Scene,0,3.5,4,-1,-1.7151106567320598,3
episodic,Food,1,2.5,2,1,2.1019760694805414,3
episodic,Object,1,2.5,2,-2,1.142301482888702,8
episodic,Animal,0,3.5,4,1,0.0,8
episodic,Food,0,1.5,0,2,0.0,8
episodic,Food,0,2.5,2,-1,0.0,2
episodic,Object,0,2.0,1,3,0.0,2
episodic,Scene,1,3.5,4,-1,1.0227596542666824,2
episodic,Red,1,3.0,3,-2,0.1693578836581211,3
episodic,Green,1,3.0,3,-1,1.8672623979546161,3
episodic,Yellow,1,3.0,3,2,1.0382384744200852,3
episodic,Green,0,2.5,2,-1,-2.8237604866328434,1
episodic,Red,0,3.0,3,-2,-2.340462348420352,1
episodic,Blue,1,3.5,4,2,0.18919715548068794,1
episodic,Green,0,2.0,1,3,0.0,7
episodic,Yellow,0,4.0,5,-1,-1.4420286479904423,7
episodic,Red,0,1.5,0,-1,0.0,7
episodic,Object,0,1.5,0,2,0.0,5
episodic,Scene,0,3.0,3,-1,0.0,5
episodic,Animal,0,3.0,3,-2,-1.2810085819974968,5
episodic,Blue,1,2.0,1,1,0.8763434677931418,2
episodic,Yellow,0,4.0,5,-3,-3.7801635993638607,2
episodic,Green,0,2.0,1,2,0.0,2
episodic,Animal,0,3.5,4,1,-1.401371384288346,5
episodic,Scene,1,2.5,2,-1,2.599986916173515,5
episodic,Object,1,3.5,4,2,2.124017294093102,5
episodic,Yellow,0,4.0,5,-4,-1.5992174375324177,7
episodic,Blue,0,3.5,4,2,-0.053186065965205476,7
episodic,Green,1,2.5,2,2,1.724357982479141,7
episodic,Blue,0,2.0,1,4,-0.05204809976097868,2
episodic,Yellow,0,2.0,1,-3,0.0,2
episodic,Green,0,1.5,0,-1,0.0,2
episodic,Object,1,4.0,5,2,0.9368359454637591,8
episodic,Animal,0,3.0,3,-5,-1.6442658950116864,8
episodic,Food,1,3.0,3,2,1.6958417613510681,8
episodic,Food,0,3.0,3,1,0.0,6
episodic,Object,0,3.0,3,-1,-0.9183491365377787,6
episodic,Scene,1,4.0,5,1,0.9506158973630001,6
episodic,Green,0,2.0,1,3,0.0,6
episodic,Yellow,0,4.0,5,-1,-1.6593695815684468,6
episodic,Red,0,1.5,0,-3,0.0,6
episodic,Scene,1,2.5,2,1,1.094572374810628,3
episodic,Food,1,2.5,2,-3,1.9997152519127273,3
episodic,Animal,0,3.5,4,1,-0.8608210686784005,3
episodic,Red,0,1.5,0,2,0.0,8
episodic,Green,0,2.5,2,-1,-1.299999978041523,8
episodic,Blue,0,2.0,1,1,0.0,8
episodic,Green,1,3.5,4,3,4.315078990533341,5
episodic,Red,0,4.5,6,-4,-4.107163755445321,5
episodic,Yellow,1,3.0,3,2,1.912281958274895,5
episodic,Scene,1,4.5,6,1,0.8507604270425237,3
episodic,Food,0,4.0,5,-2,-2.8140955023347827,3
episodic,Animal,0,2.5,2,1,-1.0156219058924187,3
episodic,Red,0,1.5,0,1,0.0,1
episodic,Blue,0,2.0,1,3,0.0,1
episodic,Yellow,0,2.0,1,-2,0.0,1
episodic,Yellow,0,2.5,2,-2,-1.2465874943547681,7
episodic,Red,1,2.5,2,1,3.143500621465792,7
episodic,Blue,1,3.5,4,1,0.5522117008738221,7
episodic,Blue,1,3.0,3,2,1.735220675119078,3
episodic,Yellow,1,2.5,2,2,0.880852712635273,3
episodic,Red,0,2.5,2,-5,-1.0553517391396312,3
episodic,Yellow,0,2.0,1,-3,0.0,7
episodic,Red,0,2.0,1,4,0.0,7
episodic,Blue,0,1.5,0,-2,0.0,7
episodic,Yellow,0,1.5,0,-1,0.0,7
episodic,Blue,0,2.0,1,2,0.0,7
episodic,Green,0,2.0,1,-2,0.0,7
episodic,Food,0,2.0,1,-1,0.0,6
episodic,Scene,0,1.5,0,2,0.0,6
episodic,Animal,0,2.5,2,-1,0.0,6
episodic,Food,1,2.0,1,2,2.1628369394183755,4
episodic,Animal,0,4.0,5,-3,-0.34440443907190266,4
episodic,Object,0,1.5,0,2,0.0,4
episodic,Yellow,0,4.5,6,-2,-2.11091587530919,2
episodic,Blue,0,1.5,0,1,0.0,2
episodic,Green,0,3.0,3,-1,-1.0877773556405124,2
episodic,Red,0,1.5,0,1,0.0,6
episodic,Green,0,2.0,1,-2,-1.484750891673134,6
episodic,Blue,1,2.0,1,2,2.9454045982036874,6
episodic,Object,0,1.5,0,3,0.0,7
episodic,Scene,0,1.5,0,-1,0.0,7
episodic,Animal,0,4.5,6,-3,-3.4153259030452983,7
episodic,Red,1,4.5,6,1,0.8727972756032325,6
episodic,Green,0,2.5,2,-2,0.0,6
episodic,Blue,0,1.5,0,2,0.0,6
episodic,Food,0,2.5,2,-2,-2.478330683000295,8
episodic,Object,1,4.0,5,2,0.14679584312867178,8
episodic,Animal,1,2.5,2,-1,0.20653189333259914,8
episodic,Object,0,1.5,0,-2,0.0,3
episodic,Animal,0,2.5,2,1,0.0,3
episodic,Scene,1,4.0,5,1,1.0319000695373677,3
episodic,Green,0,3.5,4,-2,0.0,1
episodic,Yellow,0,3.0,3,6,0.0,1
episodic,Red,0,2.0,1,-3,0.0,1
episodic,Animal,1,4.0,5,3,1.6194046599616856,5
episodic,Scene,0,1.5,0,-3,0.0,5
episodic,Object,0,2.0,1,-1,0.0,5
episodic,Food,0,2.5,2,2,0.0,2
episodic,Object,0,1.5,0,-1,0.0,2
episodic,Scene,0,2.0,1,-3,-1.871254354696215,2
episodic,Blue,0,1.5,0,-1,0.0,1
episodic,Yellow,0,2.5,2,2,0.0,1
episodic,Green,1,3.5,4,1,0.42707926536447105,1
episodic,Green,0,2.5,2,1,-1.0214596808653373,5
episodic,Red,1,3.5,4,-1,0.8188939210937421,5
episodic,Yellow,0,4.0,5,-2,0.0,5
episodic,Animal,0,3.0,3,-2,-1.184608190037833,3
episodic,Scene,1,3.0,3,-1,0.7780558940544653,3
episodic,Food,1,4.5,6,2,1.8352505075239487,3
episodic,Yellow,0,3.0,3,-3,-2.5669669643923676,4
episodic,Red,0,1.5,0,2,0.0,4
episodic,Blue,0,2.0,1,2,0.0,4
episodic,Green,0,2.5,2,-1,0.0,7
episodic,Yellow,1,3.0,3,1,3.3086018297923303,7
episodic,Red,0,2.0,1,-2,0.0,7
episodic,Scene,0,2.5,2,3,0.0,1
episodic,Food,1,2.5,2,1,0.9468746071138611,1
episodic,Animal,0,2.5,2,-4,-2.6871201041548343,1
episodic,Object,0,2.0,1,-3,0.0,1
episodic,Animal,0,3.0,3,3,0.0,1
episodic,Food,0,1.5,0,-1,0.0,1
episodic,Blue,1,3.0,3,1,0.9143948640360968,3
episodic,Green,0,3.5,4,1,0.0,3
episodic,Yellow,0,2.5,2,-1,-1.857175857984666,3
episodic,Object,0,3.0,3,-1,0.0,3
episodic,Animal,1,3.0,3,4,1.126271527805809,3
episodic,Scene,0,4.0,5,-2,-2.176996869283125,3
episodic,Green,0,2.5,2,-1,-1.0455584389289971,5
episodic,Red,1,4.5,6,4,4.934254932836447,5
episodic,Yellow,0,1.5,0,-2,0.0,5
