model,feature,choice,rt,n_memories,true_value,recalled_value,game_number
episodic,Animal,0,2.0,1,4,0.0,8
episodic,Scene,0,2.5,2,-2,0.0,5
episodic,Animal,0,1.5,0,-1,0.0,5
episodic,Food,0,2.5,2,1,0.0,5
episodic,Blue,1,3.5,4,1,2.0175660825781048,7
episodic,Green,0,3.5,4,-1,-0.7493598800903112,7
episodic,Yellow,1,2.5,2,2,2.699598101746062,7
episodic,Object,0,1.5,0,1,0.0,2
episodic,Food,0,3.5,4,-1,-0.7227724845504546,2
episodic,Scene,0,2.5,2,-1,-1.9368145479587273,2
episodic,Red,0,2.0,1,-1,0.0,3
episodic,Blue,1,2.0,1,1,0.18595465078796036,3
episodic,Green,0,1.5,0,-1,0.0,3
episodic,Red,1,3.5,4,1,1.0880157015152787,6
episodic,Green,0,2.5,2,-2,0.0,6
episodic,Blue,1,4.5,6,2,3.3916545313512625,6
episodic,Food,1,3.0,3,-1,1.5111674807439903,7
episodic,Scene,0,2.5,2,-2,-0.39652312202553464,7
episodic,Object,0,1.5,0,1,0.0,7
episodic,Animal,0,2.5,2,-4,0.0,5
episodic,Scene,1,3.0,3,1,1.2219411406606817,5
episodic,Object,1,4.5,6,2,1.995765760570753,5
episodic,Yellow,0,4.5,6,-2,-2.6951764662985775,7
episodic,Blue,1,2.0,1,5,0.8684937778281794,7
episodic,Green,0,3.0,3,-2,0.0,7
episodic,Red,0,1.5,0,-2,0.0,1
episodic,Blue,0,2.0,1,-2,-1.71089709188398,1
episodic,Yellow,1,3.0,3,2,1.097593255230141,1
episodic,Blue,0,2.5,2,-2,0.0,3
episodic,Yellow,1,3.5,4,2,0.7223604633311196,3
episodic,Red,0,2.5,2,-3,0.0,3
episodic,Scene,0,4.0,5,-1,-1.3689541968520573,7
episodic,Object,0,2.0,1,-1,-2.317533861717127,7
episodic,Animal,0,1.5,0,2,0.0,7
episodic,Red,1,2.5,2,3,1.6427182160242686,5
episodic,Green,0,2.5,2,-3,0.0,5
episodic,Blue,0,2.0,1,-1,-0.805669029863652,5
episodic,Red,0,3.0,3,-2,-2.0359417788918046,7
episodic,Green,0,3.5,4,2,-1.2280462869091946,7
episodic,Blue,0,3.5,4,-1,-1.963077325094611,7
episodic,Object,0,1.5,0,-5,0.0,1
episodic,Animal,1,2.0,1,3,2.9249824615760702,1
episodic,Food,1,4.0,5,2,2.02361751203762,1
episodic,Scene,0,2.5,2,-1,-0.9936217269211426,3
episodic,Food,0,2.5,2,-2,-2.653231656424818,3
episodic,Animal,1,2.5,2,3,1.0644729452565964,3
episodic,Scene,0,3.0,3,-3,0.0,2
episodic,Food,0,2.5,2,5,0.0,2
episodic,Object,0,2.0,1,-2,0.0,2
episodic,Object,0,3.5,4,-1,-0.36939996876918846,3
episodic,Animal,0,4.0,5,-1,-2.665180180499216,3
episodic,Scene,0,3.5,4,2,-1.692703104169869,3
episodic,Food,0,2.0,1,-1,-1.2922902211738547,2
episodic,Object,0,2.0,1,3,0.0,2
episodic,Scene,0,3.5,4,-3,-0.9479535172285454,2
episodic,Object,0,2.0,1,-3,0.0,3
episodic,Animal,0,2.5,2,4,0.0,3
episodic,Scene,1,4.0,5,2,2.030044900210735,3
episodic,Food,1,3.5,4,1,1.0200928075691362,2
episodic,Object,0,2.0,1,-2,0.0,2
episodic,Scene,1,2.5,2,3,2.171871539029535,2
episodic,Scene,0,3.0,3,-3,-2.2754709071826937,7
episodic,Object,0,3.0,3,-1,-2.4634740793490435,7
episodic,Animal,0,4.0,5,2,0.0,7
episodic,Scene,0,2.5,2,-2,0.0,7
episodic,Object,0,2.0,1,-1,0.0,7
episodic,Animal,1,3.0,3,1,1.0727875482696576,7
episodic,Red,0,1.5,0,1,0.0,7
episodic,Green,1,3.5,4,1,1.0076133843923192,7
episodic,Blue,0,2.0,1,-2,0.0,7
episodic,Animal,0,3.5,4,-3,-4.334832883406875,6
episodic,Food,1,3.0,3,2,1.6685384328522033,6
episodic,Scene,0,3.0,3,2,0.0,6
episodic,Food,0,4.5,6,-2,-1.2382997980960806,4
episodic,Animal,0,3.0,3,1,-1.3080380017088284,4
episodic,Object,1,2.5,2,1,1.6063523322892137,4
episodic,Blue,0,2.5,2,-6,-2.1417504718387725,8
episodic,Green,1,4.0,5,2,2.4502808487029455,8
episodic,Red,0,2.0,1,2,0.0,8
episodic,Blue,0,2.5,2,-1,-2.2863654855479827,3
episodic,Green,0,1.5,0,2,0.0,3
episodic,Yellow,1,2.5,2,-2,1.5217295996212838,3
episodic,Red,0,3.0,3,-1,0.0,5
episodic,Green,0,2.5,2,2,0.0,5
episodic,Blue,0,3.5,4,-2,-1.5362306600421103,5
episodic,Animal,0,3.5,4,1,-0.25550279321502234,8
episodic,Scene,1,3.5,4,2,1.7862773537367753,8
episodic,Food,0,1.5,0,-3,0.0,8
episodic,Red,1,4.0,5,2,1.0690088660564832,2
episodic,Yellow,0,4.5,6,-2,-1.2658433219492218,2
episodic,Green,0,1.5,0,1,0.0,2
episodic,Blue,0,2.0,1,1,0.0,1
episodic,Yellow,1,2.5,2,1,1.3344823657901257,1
episodic,Green,0,3.0,3,-3,0.0,1
episodic,Red,0,2.5,2,1,-1.5734502463969022,8
episodic,Green,0,4.5,6,-1,-0.38877538178260296,8
episodic,Blue,0,1.5,0,-1,0.0,8
episodic,Yellow,0,1.5,0,3,0.0,7
episodic,Blue,0,4.5,6,-1,-2.117028660104171,7
episodic,Green,0,1.5,0,-2,0.0,7
episodic,Green,1,4.0,5,3,0.6067958351776951,1
episodic,Red,0,4.0,5,1,0.0,1
episodic,Blue,0,4.0,5,-3,-1.9989977348617005,1
episodic,Object,1,3.5,4,2,3.7953205873315783,5
episodic,Food,0,2.5,2,1,0.0,5
episodic,Animal,0,1.5,0,-3,0.0,5
episodic,Object,0,2.0,1,-2,0.0,2
episodic,Food,0,1.5,0,4,0.0,2
episodic,Scene,0,3.0,3,-1,-2.0742642531239506,2
episodic,Scene,0,4.0,5,1,-0.8399884402694302,6
episodic,Food,1,4.0,5,3,2.1772585806234144,6
episodic,Object,0,4.5,6,-1,-1.1902586083334308,6
episodic,Red,0,2.0,1,-3,0.0,6
episodic,Green,1,3.0,3,1,0.5918476612965526,6
episodic,Blue,0,1.5,0,2,0.0,6
episodic,Scene,0,3.5,4,-5,-2.752094250058851,2
episodic,Food,1,3.0,3,3,3.7125772723922204,2
episodic,Animal,0,1.5,0,1,0.0,2
episodic,Object,0,3.0,3,2,-0.3197369680849378,7
episodic,Scene,0,2.5,2,1,0.0,7
episodic,Animal,0,3.0,3,-3,-2.363111300323825,7
episodic,Blue,0,3.0,3,1,0.0,3
episodic,Green,0,2.0,1,-2,-1.6130519579509774,3
episodic,Yellow,1,3.5,4,2,1.455580034420307,3
episodic,Object,0,4.0,5,-1,-1.8698981968521593,1
episodic,Scene,1,3.5,4,2,1.9178670002994902,1
episodic,Food,1,2.5,2,-1,0.3060531700399577,1
episodic,Blue,0,1.5,0,1,0.0,8
episodic,Red,0,2.5,2,-4,-2.538597825071795,8
episodic,Yellow,1,3.5,4,3,2.3477178412085378,8
episodic,Food,0,2.5,2,-3,-0.462980546061565,2
episodic,Scene,0,2.0,1,1,0.0,2
episodic,Object,1,4.5,6,3,3.5539455240068696,2
episodic,Red,0,3.5,4,-2,-1.3628667274049606,6
episodic,Green,1,3.5,4,1,1.0417097618927826,6
episodic,Blue,1,3.0,3,2,1.340381024084466,6
episodic,Object,0,1.5,0,2,0.0,7
episodic,Scene,0,3.0,3,2,0.0,7
episodic,Animal,0,2.5,2,-4,-2.146887177247296,7
episodic,Red,1,3.0,3,4,1.8376125420839637,6
episodic,Green,1,4.0,5,1,0.11418963764269585,6
episodic,Blue,0,1.5,0,-4,0.0,6
episodic,Blue,1,3.5,4,3,0.5124945400212626,5
episodic,Green,1,3.0,3,-3,0.8421539429294158,5
episodic,Yellow,0,2.5,2,-2,-2.0115545366118894,5
episodic,Blue,0,2.5,2,-3,0.0,5
episodic,Green,0,1.5,0,5,0.0,5
episodic,Yellow,0,1.5,0,-1,0.0,5
episodic,Blue,0,3.0,3,2,0.0,2
episodic,Red,0,2.0,1,-1,0.0,2
episodic,Green,0,3.0,3,-2,-0.35986823420909386,2
episodic,Red,1,4.0,5,2,1.571610504828269,4
episodic,Yellow,1,3.0,3,-1,0.3754708747558495,4
episodic,Blue,1,4.0,5,1,2.095071810659891,4
episodic,Food,1,3.0,3,3,3.5068485599189967,6
episodic,Scene,0,2.0,1,-1,0.0,6
episodic,Animal,0,2.0,1,-2,0.0,6
episodic,Scene,0,3.5,4,-2,-2.512304175826286,5
episodic,Animal,0,2.0,1,1,0.0,5
episodic,Food,1,3.0,3,1,2.3109428736916753,5
episodic,Animal,0,2.0,1,-2,0.0,4
episodic,Object,0,2.5,2,3,0.0,4
episodic,Food,0,2.0,1,-2,0.0,4
episodic,Red,0,2.0,1,-1,0.0,8
episodic,Green,1,3.5,4,1,0.9311299444516883,8
episodic,Blue,0,4.5,6,-1,-1.149444934205575,8
episodic,Food,1,4.0,5,-1,0.13905312798495184,6
episodic,Scene,1,3.5,4,1,2.9050779903210895,6
episodic,Animal,1,4.0,5,2,2.7761055711379456,6
episodic,Object,0,2.0,1,-1,0.0,3
episodic,Animal,0,3.0,3,1,-0.8863746580420525,3
episodic,Scene,1,3.0,3,2,2.3784363809310136,3
episodic,Red,1,2.0,1,2,0.9209836157602612,6
episodic,Green,1,3.0,3,1,0.8554787972988402,6
episodic,Blue,0,1.5,0,-4,0.0,6
episodic,Animal,1,4.5,6,3,3.338341385328939,6
episodic,Food,1,3.0,3,-2,0.9189355075172716,6
episodic,Scene,0,1.5,0,-2,0.0,6
episodic,Animal,0,4.0,5,-2,-1.6255528168704059,5
episodic,Object,1,3.5,4,4,4.779983050525479,5
episodic,Scene,0,2.0,1,-3,0.0,5
episodic,Green,0,1.5,0,-1,0.0,7
episodic,Yellow,1,2.5,2,2,3.7471444468605135,7
episodic,Red,0,1.5,0,-1,0.0,7
episodic,Object,0,3.5,4,-2,0.0,4
episodic,Scene,0,2.0,1,1,-0.8286866336570894,4
episodic,Animal,0,2.5,2,1,-2.056260031873707,4
episodic,Food,1,2.5,2,4,0.33458695105306746,2
episodic,Scene,0,2.5,2,-2,0.0,2
episodic,Object,0,3.5,4,-4,-1.7273480390186353,2
episodic,Animal,1,3.0,3,1,1.987977008210079,5
episodic,Scene,0,3.0,3,-1,-1.9352762568207968,5
episodic,Object,1,3.5,4,1,1.1766491284821332,5
episodic,Animal,0,3.0,3,1,-0.17112991877963135,8
episodic,Scene,0,2.0,1,-2,0.0,8
episodic,Food,1,4.0,5,2,1.3321495905822398,8
episodic,Animal,0,2.0,1,-3,-0.7865623449335674,4
episodic,Object,0,3.0,3,1,-1.7652596870609387,4
episodic,Scene,1,4.0,5,2,2.0658409259239288,4
episodic,Animal,0,2.5,2,-2,-2.3185558969176054,5
episodic,Object,0,1.5,0,2,0.0,5
episodic,Scene,0,2.5,2,-1,0.0,5
episodic,Scene,0,4.0,5,-1,-0.4544389046329558,3
episodic,Food,0,2.5,2,1,-1.7900651264708933,3
episodic,Animal,0,2.0,1,1,0.0,3
episodic,Food,0,1.5,0,-1,0.0,8
episodic,Object,0,3.0,3,-2,-2.5094967276575706,8
episodic,Animal,1,4.0,5,3,2.216866472460404,8
episodic,Scene,0,2.0,1,-3,0.0,7
episodic,Food,0,2.5,2,-2,-1.9999290077758431,7
episodic,Object,1,4.5,6,4,4.5552991772624605,7
episodic,Yellow,0,3.5,4,-4,-2.0887881549370557,4
episodic,Red,0,3.0,3,1,0.0,4
episodic,Blue,1,2.5,2,1,1.4401313498976087,4
episodic,Animal,0,1.5,0,2,0.0,5
episodic,Scene,1,3.5,4,-2,0.1670020615751051,5
episodic,Object,0,3.5,4,-1,0.0,5
episodic,Blue,1,3.5,4,2,1.8873138032377652,3
episodic,Yellow,1,3.0,3,-1,0.9430415002383876,3
episodic,Red,0,2.5,2,-3,-3.88563394490322,3
episodic,Food,0,2.0,1,-1,0.0,4
episodic,Animal,0,1.5,0,3,0.0,4
episodic,Object,0,1.5,0,-3,0.0,4
episodic,Yellow,1,3.0,3,1,0.5695426264217602,7
episodic,Blue,0,1.5,0,-3,0.0,7
episodic,Green,1,3.0,3,2,1.2634159959325948,7
episodic,Scene,0,2.5,2,-4,0.0,6
episodic,Food,0,1.5,0,4,0.0,6
episodic,Object,0,3.0,3,-2,-1.7294759511042432,6
episodic,Animal,0,1.5,0,1,0.0,8
episodic,Scene,0,3.5,4,2,0.0,8
episodic,Food,0,2.0,1,-1,-1.2994767183381095,8
episodic,Blue,1,3.0,3,1,1.426705229626445,5
episodic,Green,0,4.0,5,-2,-2.0000202289496327,5
episodic,Yellow,1,3.0,3,2,2.0775743375789326,5
episodic,Animal,1,4.0,5,2,2.9431098006643377,3
episodic,Food,0,2.0,1,-1,0.0,3
episodic,Object,0,2.0,1,-1,0.0,3
episodic,Red,0,2.0,1,1,0.0,7
episodic,Green,1,2.5,2,2,2.364312018354859,7
episodic,Blue,0,1.5,0,-2,0.0,7
episodic,Animal,0,4.0,5,-1,0.0,5
episodic,Object,0,3.5,4,-2,-0.14807835846111816,5
episodic,Scene,0,1.5,0,3,0.0,5
episodic,Food,0,2.0,1,-2,0.0,6
episodic,Object,0,2.0,1,-2,0.0,6
episodic,Scene,1,4.5,6,6,5.444935681674374,6
episodic,Animal,1,3.5,4,2,1.066047607831744,3
episodic,Food,0,3.5,4,-2,-1.6576483050649156,3
episodic,Object,0,1.5,0,1,0.0,3
episodic,Red,0,2.5,2,1,0.0,1
episodic,Blue,0,2.5,2,2,0.0,1
episodic,Yellow,0,4.0,5,-3,-1.0686224054502502,1
episodic,Animal,0,4.0,5,-3,-1.9824959785874343,8
episodic,Food,0,2.5,2,1,0.0,8
episodic,Object,0,3.5,4,2,0.0,8
episodic,Red,0,2.0,1,-1,0.0,5
episodic,Green,0,2.0,1,-2,-1.781447699679085,5
episodic,Blue,0,2.0,1,1,0.0,5
episodic,Food,0,3.5,4,-2,-4.801601077355171,2
episodic,Scene,0,4.0,5,-1,0.0,2
episodic,Object,0,2.0,1,2,0.0,2
episodic,Yellow,0,4.0,5,1,-0.2712896377225311,6
episodic,Blue,1,3.0,3,2,2.0388065447887787,6
episodic,Red,0,4.0,5,-2,-0.8382019453650866,6
episodic,Scene,1,3.0,3,2,2.203017762558443,2
episodic,Food,0,1.5,0,-4,0.0,2
episodic,Animal,1,4.5,6,1,0.793074845204602,2
episodic,Animal,0,1.5,0,2,0.0,1
episodic,Scene,0,2.0,1,1,-0.12039503522167083,1
episodic,Food,0,3.0,3,-1,-1.3160494503533533,1
episodic,Scene,0,1.5,0,-1,0.0,7
episodic,Object,0,2.5,2,1,0.0,7
episodic,Animal,0,2.5,2,2,0.0,7
episodic,Green,0,2.5,2,-5,-2.1512973537096096,5
episodic,Blue,1,3.0,3,3,2.7147961761882673,5
episodic,Yellow,1,3.5,4,1,1.6255681860171922,5
episodic,Green,0,3.5,4,2,0.0,1
episodic,Yellow,0,3.5,4,-2,-2.8457043618517104,1
episodic,Red,0,2.0,1,-1,0.0,1
episodic,Green,0,4.0,5,-1,-1.4334304791765875,5
episodic,Red,0,3.5,4,-1,-1.9151791952604518,5
episodic,Yellow,0,2.5,2,2,0.0,5
episodic,Animal,0,3.0,3,-3,-4.846721017104229,3
episodic,Food,0,3.0,3,-1,0.0,3
episodic,Object,1,2.5,2,3,1.9028781766770086,3
episodic,Object,0,3.0,3,-1,0.0,5
episodic,Scene,0,2.0,1,-1,-2.3168797437804916,5
episodic,Animal,1,2.0,1,1,0.812994697658035,5
episodic,Animal,0,1.5,0,1,0.0,3
episodic,Scene,0,2.5,2,-3,-0.8068096763831081,3
episodic,Food,1,2.5,2,1,1.9469627269355454,3
episodic,Blue,0,2.5,2,-1,0.0,8
episodic,Red,0,1.5,0,-3,0.0,8
episodic,Yellow,1,3.5,4,2,1.2710437085651227,8
episodic,Red,0,1.5,0,-2,0.0,6
episodic,Green,1,4.5,6,2,1.9640939214266273,6
episodic,Blue,1,2.5,2,2,1.951762127970155,6
episodic,Animal,1,2.5,2,1,2.488434252712095,1
episodic,Scene,0,2.5,2,-2,0.0,1
episodic,Food,1,2.5,2,1,0.9475454765091413,1
episodic,Animal,0,2.5,2,-4,-1.9484048804842724,8
episodic,Scene,1,3.0,3,2,2.541716013424107,8
episodic,Food,1,3.0,3,2,0.200513660861231,8
episodic,Green,0,4.5,6,-2,-2.896376018732678,1
episodic,Yellow,1,2.5,2,1,1.7562153143132782,1
episodic,Red,0,3.5,4,1,-0.4874090953147525,1
episodic,Green,0,3.0,3,-1,-1.9799195672954233,5
episodic,Blue,1,3.0,3,-1,1.7831027584844077,5
episodic,Yellow,0,2.0,1,2,0.0,5
episodic,Food,1,3.5,4,1,1.961853552054287,2
episodic,Scene,0,3.5,4,1,0.0,2
episodic,Object,0,4.0,5,-3,-3.050638222231464,2
episodic,Green,0,2.5,2,-1,-0.8807932069404314,5
episodic,Blue,0,2.5,2,-2,0.0,5
episodic,Yellow,1,2.5,2,3,1.914753761997347,5
episodic,Blue,0,3.0,3,-4,0.0,3
episodic,Green,1,3.0,3,2,1.6892106868246455,3
episodic,Yellow,1,3.5,4,2,1.7367170141430077,3
episodic,Object,0,3.0,3,-1,-1.4781357224463947,1
episodic,Scene,1,3.5,4,1,1.3697237079842932,1
episodic,Food,1,2.0,1,-2,1.6745217916103978,1
episodic,Red,0,2.0,1,1,0.0,3
episodic,Green,0,3.5,4,-2,-2.0114905135327716,3
episodic,Yellow,1,4.5,6,1,0.9419539926671447,3
episodic,Green,0,3.0,3,-1,-2.3615122241436404,7
episodic,Yellow,0,1.5,0,-2,0.0,7
episodic,Red,1,3.0,3,2,1.4368584577420467,7
episodic,Red,0,3.5,4,1,-0.2570083753809034,8
episodic,Green,0,1.5,0,-1,0.0,8
episodic,Blue,1,3.0,3,-1,1.5052564414400122,8
episodic,Animal,0,2.0,1,-4,-2.1154876062267403,4
episodic,Object,0,2.5,2,2,0.0,4
episodic,Scene,0,1.5,0,1,0.0,4
episodic,Green,1,2.5,2,-2,0.3001173362546994,6
episodic,Yellow,0,3.5,4,2,0.0,6
episodic,Red,1,4.0,5,1,0.8426539469399423,6
episodic,Red,0,4.0,5,-2,-1.431871325671593,5
episodic,Green,0,2.0,1,4,0.0,5
episodic,Blue,0,3.5,4,-2,-2.0609143493092983,5
episodic,Green,0,4.0,5,-2,-2.660320188547101,8
episodic,Yellow,0,1.5,0,3,0.0,8
episodic,Red,1,3.5,4,-2,0.12312562998529342,8
episodic,Object,0,1.5,0,2,0.0,3
episodic,Animal,0,1.5,0,-2,0.0,3
episodic,Scene,0,2.5,2,2,0.0,3
episodic,Animal,1,3.5,4,1,2.8684212514498197,6
episodic,Food,1,2.5,2,1,0.5651582208043011,6
episodic,Scene,0,4.0,5,-1,-0.9846138317720723,6
episodic,Animal,1,2.0,1,1,0.17511696429406443,5
episodic,Scene,1,3.0,3,2,1.827509180266939,5
episodic,Object,0,2.5,2,-1,0.0,5
episodic,Animal,0,2.0,1,-1,0.0,6
episodic,Food,0,3.0,3,2,-1.0618486738190847,6
episodic,Scene,0,1.5,0,-2,0.0,6
episodic,Object,0,1.5,0,2,0.0,4
episodic,Animal,0,1.5,0,2,0.0,4
episodic,Scene,0,2.0,1,-2,0.0,4
episodic,Red,0,1.5,0,-2,0.0,4
episodic,Yellow,0,3.5,4,-3,-0.13177476929026688,4
episodic,Blue,0,2.0,1,4,0.0,4
episodic,Red,1,3.5,4,4,1.4396082140906845,5
episodic,Green,0,2.0,1,-2,0.0,5
episodic,Blue,0,2.5,2,-2,-2.0318513200975055,5
episodic,Animal,1,2.0,1,1,1.6570447509894766,8
episodic,Scene,0,2.5,2,2,0.0,8
episodic,Food,0,3.0,3,-2,-2.0447366362987576,8
episodic,Yellow,1,3.0,3,1,1.5126451462531674,6
episodic,Blue,0,2.0,1,-2,0.0,6
episodic,Red,0,1.5,0,2,0.0,6
episodic,Object,0,2.0,1,1,0.0,8
episodic,Animal,0,2.0,1,-2,-0.7573706805172895,8
episodic,Food,1,3.0,3,2,1.3995732007261776,8
episodic,Object,0,2.5,2,3,0.0,1
episodic,Scene,0,2.5,2,-1,0.0,1
episodic,Food,0,3.0,3,-3,-2.029561332277984,1
episodic,Green,0,2.5,2,-1,-5.278577447431405,6
episodic,Red,0,3.5,4,1,-1.4021203152282187,6
episodic,Yellow,1,3.5,4,2,1.9804372919722764,6
episodic,Green,0,3.5,4,3,-0.6206591608099361,5
episodic,Blue,0,2.5,2,-2,0.0,5
episodic,Yellow,0,3.0,3,1,-0.4376640559284124,5
episodic,Blue,1,3.5,4,1,0.6780769364290282,8
episodic,Yellow,0,2.5,2,-3,0.0,8
episodic,Red,1,3.0,3,1,1.420629153310608,8
episodic,Blue,0,3.0,3,1,0.0,3
episodic,Green,0,3.0,3,-2,0.0,3
episodic,Yellow,1,3.5,4,3,3.352269006571051,3
episodic,Object,1,4.0,5,2,2.07335158942609,7
episodic,Scene,0,2.0,1,-1,0.0,7
episodic,Animal,1,3.0,3,1,0.33022235575631065,7
episodic,Animal,0,3.0,3,-4,-0.8915706832315338,6
episodic,Food,1,3.5,4,2,1.318891536641931,6
episodic,Scene,0,2.0,1,2,0.0,6
episodic,Yellow,1,3.5,4,2,2.1455857754526466,2
episodic,Blue,0,3.0,3,-2,0.0,2
episodic,Green,0,3.5,4,-1,-1.9475246473976662,2
episodic,Object,0,1.5,0,1,0.0,8
episodic,Animal,1,2.0,1,-1,2.2259752686540337,8
episodic,Food,1,3.0,3,1,0.9674956737921487,8
episodic,Scene,0,2.5,2,1,-0.3107611662539168,2
episodic,Food,1,2.5,2,-1,0.5760544473198265,2
episodic,Object,0,3.5,4,1,0.0,2
episodic,Red,1,3.0,3,1,0.5967582583704842,4
episodic,Yellow,0,2.5,2,-2,-2.2019067066553006,4
episodic,Blue,0,2.0,1,1,0.0,4
episodic,Object,1,3.0,3,1,3.5693869716214213,1
episodic,Animal,1,3.0,3,1,2.0095348450872703,1
episodic,Food,0,4.0,5,-1,-1.4173684772452455,1
episodic,Green,0,3.0,3,-2,-1.16290203803324,6
episodic,Yellow,1,2.5,2,1,0.37265294885302613,6
episodic,Red,1,4.5,6,1,0.04261040040002895,6
episodic,Blue,1,4.0,5,2,2.0473671647359084,3
episodic,Yellow,0,2.5,2,-3,0.0,3
episodic,Red,1,3.5,4,3,2.3323023425997773,3
episodic,Object,0,4.5,6,-5,-5.6125047318045285,7
episodic,Scene,0,1.5,0,1,0.0,7
episodic,Animal,0,2.0,1,3,0.0,7
episodic,Animal,1,2.0,1,2,1.2864026651087952,3
episodic,Scene,1,2.0,1,-1,1.0339759737196603,3
episodic,Food,0,2.0,1,-2,0.0,3
episodic,Red,0,3.0,3,-1,-1.2554114563990462,4
episodic,Yellow,0,4.5,6,-2,-1.8300060830563112,4
episodic,Blue,1,4.5,6,3,3.682720491927731,4
episodic,Blue,0,1.5,0,-2,0.0,3
episodic,Yellow,0,3.0,3,-1,-2.1685294931412336,3
episodic,Red,1,3.5,4,1,1.0558527105733102,3
episodic,Yellow,1,4.5,6,2,1.3085210573754336,4
episodic,Red,0,2.0,1,2,0.0,4
episodic,Blue,0,4.5,6,-4,-3.8931520764428527,4
episodic,Green,0,3.5,4,1,-0.07477113220222176,6
episodic,Red,0,3.5,4,-3,-1.4058869232769218,6
episodic,Yellow,1,4.0,5,1,0.7545083450176526,6
episodic,Scene,0,3.5,4,-2,-1.5414641291559938,1
episodic,Food,0,3.5,4,-2,-1.5118892898266867,1
episodic,Animal,0,2.0,1,2,0.0,1
episodic,Blue,0,2.5,2,-1,0.0,1
episodic,Yellow,1,4.5,6,3,1.4392971132785148,1
episodic,Green,0,3.5,4,-1,0.0,1
episodic,Blue,0,3.0,3,-2,-2.090314755612527,3
episodic,Yellow,1,3.0,3,3,1.1578853862735599,3
episodic,Red,0,1.5,0,-1,0.0,3
episodic,Object,1,3.5,4,5,5.2662316998409056,7
episodic,Scene,0,4.0,5,-1,0.0,7
episodic,Animal,0,2.5,2,-4,-2.435621633002204,7
episodic,Green,0,3.0,3,-5,0.0,6
episodic,Red,0,2.0,1,2,0.0,6
episodic,Yellow,0,3.5,4,2,0.0,6
episodic,Blue,1,4.5,6,2,1.4778654807369869,8
episodic,Yellow,0,2.0,1,-3,0.0,8
episodic,Red,1,3.5,4,2,2.7585238081812102,8
episodic,Blue,0,2.0,1,-1,0.0,4
episodic,Green,0,1.5,0,1,0.0,4
episodic,Red,1,4.0,5,2,0.6406976709914582,4
episodic,Red,0,2.5,2,-1,-2.048529430779004,6
episodic,Green,0,2.5,2,-1,0.0,6
episodic,Blue,0,2.0,1,2,0.0,6
episodic,Food,0,2.5,2,1,0.0,8
episodic,Object,0,3.5,4,-4,-3.1457871497238132,8
episodic,Animal,1,2.5,2,4,1.589510446072897,8
episodic,Blue,1,3.0,3,1,0.7905018963110921,2
episodic,Yellow,1,2.5,2,1,1.7625844366465304,2
episodic,Green,0,1.5,0,-1,0.0,2
episodic,Animal,0,2.0,1,-2,0.0,5
episodic,Object,0,1.5,0,5,0.0,5
episodic,Scene,0,2.0,1,-4,-1.5276159210624014,5
episodic,Animal,1,4.5,6,1,0.2369646257093807,6
episodic,Food,1,3.5,4,-1,1.608287715346497,6
episodic,Scene,0,1.5,0,1,0.0,6
episodic,Red,0,1.5,0,1,0.0,6
episodic,Green,0,3.0,3,1,0.0,6
episodic,Blue,0,3.0,3,-1,-1.1263075511675336,6
episodic,Red,0,1.5,0,5,0.0,4
episodic,Yellow,0,2.5,2,-3,-1.5057051507271795,4
episodic,Green,0,2.5,2,-2,-2.2768441692089354,4
episodic,Object,0,2.0,1,2,0.0,8
episodic,Animal,0,3.0,3,-4,-1.7688846042216237,8
episodic,Food,1,3.5,4,1,1.3050559694404757,8
episodic,Animal,0,2.0,1,-3,0.0,1
episodic,Object,1,3.5,4,2,1.3243874772393378,1
episodic,Food,0,2.0,1,1,0.0,1
episodic,Animal,1,4.0,5,2,2.5866473688815654,4
episodic,Object,0,4.5,6,-3,-3.184126949317422,4
episodic,Food,1,3.5,4,3,3.538036798303648,4
episodic,Object,0,1.5,0,-1,0.0,1
episodic,Scene,1,3.5,4,2,1.7927091528302723,1
episodic,Food,0,2.0,1,-2,-1.490254453180716,1
episodic,Animal,0,1.5,0,-4,0.0,1
episodic,Object,1,3.5,4,2,2.0885669628664303,1
episodic,Food,1,2.5,2,2,2.947411963164226,1
episodic,Scene,0,2.0,1,-1,0.0,3
episodic,Food,1,2.5,2,4,3.399487010702461,3
episodic,Animal,0,2.5,2,-3,-1.576500217006937,3
episodic,Animal,0,2.0,1,-1,0.0,3
episodic,Scene,0,2.0,1,-1,-2.129531088940536,3
episodic,Food,1,4.0,5,2,2.222172167805042,3
episodic,Green,1,2.5,2,-2,0.29479519477135274,6
episodic,Yellow,0,2.5,2,2,0.0,6
episodic,Red,1,2.5,2,-1,0.973056765423664,6
episodic,Red,0,2.5,2,-2,-1.7548397735205736,7
episodic,Green,0,2.5,2,2,-0.02876583164767077,7
episodic,Blue,0,3.0,3,-1,-1.1358307738528983,7
episodic,Scene,0,2.0,1,-1,0.0,7
episodic,Object,1,4.0,5,1,1.1087779927011103,7
episodic,Animal,0,2.5,2,2,0.0,7
episodic,Object,1,3.5,4,1,0.7391156805892167,7
episodic,Scene,0,1.5,0,1,0.0,7
episodic,Animal,0,1.5,0,-2,0.0,7
episodic,Red,0,2.5,2,-1,-2.7824934009525215,6
episodic,Green,0,3.0,3,-1,-0.8242846879316603,6
episodic,Blue,1,4.5,6,2,1.1291286331361834,6
episodic,Food,0,2.0,1,-3,-1.6621828681132258,7
