wid,option,choice,rt,correct,trial_number,phase,n_images_with_option,n_images_with_option_wid,recalled_offer_value,true_offer_value
wf57281a,Balls,1.0,4481.0,1.0,20.0,choice,3.0,3,0,1
wc861d09,Balls,1.0,4213.0,1.0,7.0,choice,3.0,3,3,1
w3ef8767,Balls,1.0,1419.0,1.0,6.0,choice,3.0,4,3,1
wb050285,Balls,1.0,1470.0,1.0,23.0,choice,3.0,3,-1,1
w2c5d7eb,Balls,1.0,5377.0,1.0,7.0,choice,3.0,3,1,1
w567d945,Balls,1.0,1575.0,1.0,25.0,choice,3.0,3,1,1
wbf71104,Balls,1.0,2646.0,1.0,28.0,choice,3.0,3,1,1
wdcba2fa,Balls,1.0,842.0,1.0,21.0,choice,3.0,3,0,1
w06dc745,Balls,1.0,1005.0,1.0,26.0,choice,3.0,3,3,1
wd3b5cb5,Balls,1.0,1752.0,1.0,4.0,choice,3.0,3,3,1
wea422b2,Balls,1.0,6593.0,1.0,12.0,choice,3.0,1,1,1
w8b71afe,Balls,1.0,681.0,1.0,22.0,choice,3.0,3,1,1
wea26d76,Balls,1.0,3638.0,1.0,18.0,choice,3.0,4,1,1
w28e335e,Balls,1.0,3075.0,1.0,19.0,choice,3.0,3,1,1
w8d04c13,Balls,1.0,1492.0,1.0,2.0,choice,3.0,3,0,1
w882868f,Balls,1.0,1632.0,1.0,21.0,choice,3.0,3,-2,1
w973e0a4,Balls,1.0,2984.0,1.0,6.0,choice,3.0,2,1,1
w38281a7,Balls,1.0,4278.0,1.0,17.0,choice,3.0,3,1,1
w15afaeb,Balls,1.0,3467.0,1.0,25.0,choice,3.0,3,1,1
we820c40,Balls,1.0,3379.0,1.0,15.0,choice,3.0,3,2,1
wd1f6033,Balls,0.0,3558.0,0.0,16.0,choice,3.0,3,0,1
wa9588e1,Balls,0.0,3803.0,0.0,3.0,choice,3.0,3,1,1
w417dedd,Balls,1.0,815.0,1.0,23.0,choice,3.0,3,0,1
waf5ed76,Balls,0.0,3146.0,0.0,14.0,choice,3.0,3,0,1
wb83a52c,Balls,1.0,1840.0,1.0,13.0,choice,3.0,3,-1,1
wf9d56e4,Balls,1.0,1623.0,1.0,4.0,choice,3.0,3,2,1
w00c391f,Balls,1.0,1618.0,1.0,22.0,choice,3.0,4,2,1
wae73c1f,Balls,1.0,2326.0,1.0,15.0,choice,3.0,3,-2,1
wbdee46f,Balls,0.0,1218.0,0.0,2.0,choice,3.0,3,1,1
wd1558cc,Balls,1.0,1211.0,1.0,2.0,choice,3.0,3,2,1
w0cf8802,Balls,1.0,1124.0,1.0,14.0,choice,3.0,3,1,1
w31b7dbe,Balls,0.0,1335.0,0.0,25.0,choice,3.0,3,0,1
w1efb25c,Balls,1.0,4062.0,1.0,1.0,choice,3.0,3,-1,1
w017e3cd,Balls,1.0,1267.0,1.0,30.0,choice,3.0,3,2,1
w865d6ad,Balls,0.0,3134.0,0.0,18.0,choice,3.0,3,1,1
w4810e3e,Balls,1.0,1897.0,1.0,11.0,choice,3.0,1,-1,1
w161eef2,Balls,0.0,1672.0,0.0,11.0,choice,3.0,3,2,1
wd9e76e4,Balls,1.0,618.0,1.0,9.0,choice,3.0,2,2,1
w6355333,Balls,1.0,534.0,1.0,30.0,choice,3.0,3,1,1
wa620fe2,Balls,1.0,1104.0,1.0,7.0,choice,3.0,2,1,1
w812d061,Balls,0.0,1394.0,0.0,6.0,choice,3.0,0,-1,1
wf9347d8,Balls,0.0,2857.0,0.0,2.0,choice,3.0,3,1,1
w5624f17,Balls,1.0,2508.0,1.0,18.0,choice,3.0,3,3,1
wad2e584,Balls,1.0,203.0,1.0,9.0,choice,3.0,0,1,1
wf2e46b5,Balls,1.0,1151.0,1.0,11.0,choice,3.0,3,3,1
wbff56f6,Balls,1.0,1771.0,1.0,13.0,choice,3.0,3,1,1
w3067c35,Balls,1.0,951.0,1.0,6.0,choice,3.0,2,2,1
wc136bb6,Balls,1.0,441.0,1.0,29.0,choice,3.0,2,-1,1
wa24f9fe,Balls,1.0,1237.0,1.0,4.0,choice,3.0,3,1,1
w51d8142,Balls,1.0,676.0,1.0,9.0,choice,3.0,3,-1,1
wf7e1cf2,Balls,0.0,2228.0,0.0,8.0,choice,3.0,3,0,1
w915dec2,Balls,1.0,99.0,1.0,26.0,choice,3.0,3,2,1
w4e312fd,Balls,0.0,829.0,0.0,29.0,choice,3.0,3,-1,1
w0c6daff,Balls,1.0,112.0,1.0,3.0,choice,3.0,3,1,1
w472a3b0,Balls,0.0,471.0,0.0,28.0,choice,3.0,0,2,1
w7b672a4,Balls,1.0,1273.0,1.0,17.0,choice,3.0,1,2,1
wa06df17,Balls,0.0,560.0,0.0,26.0,choice,3.0,1,1,1
w0e327f3,Balls,1.0,3429.0,1.0,27.0,choice,3.0,3,1,1
w1afb6bd,Balls,1.0,2585.0,1.0,15.0,choice,3.0,3,1,1
w08dda5e,Balls,1.0,3398.0,1.0,11.0,choice,3.0,3,2,1
w49dc7cd,Balls,1.0,4098.0,1.0,1.0,choice,3.0,3,1,1
w7574933,Balls,0.0,3996.0,0.0,9.0,choice,3.0,2,2,1
w2e9806f,Beach,1.0,1087.0,0.0,21.0,choice,2.0,0,0,-2
wf57281a,Beach,1.0,1188.0,0.0,29.0,choice,2.0,2,0,-2
wc861d09,Beach,1.0,3304.0,0.0,18.0,choice,2.0,0,0,-2
w3ef8767,Beach,1.0,1529.0,0.0,16.0,choice,2.0,2,0,-2
wb050285,Beach,0.0,1064.0,1.0,18.0,choice,2.0,1,-1,-2
w2c5d7eb,Beach,0.0,1984.0,1.0,14.0,choice,2.0,1,-2,-2
w567d945,Beach,0.0,3917.0,1.0,23.0,choice,2.0,2,-1,-2
wbf71104,Beach,0.0,2066.0,1.0,23.0,choice,2.0,1,-1,-2
wdcba2fa,Beach,0.0,987.0,1.0,20.0,choice,2.0,1,0,-2
w06dc745,Beach,1.0,1127.0,0.0,28.0,choice,2.0,2,1,-2
wd3b5cb5,Beach,0.0,3241.0,1.0,13.0,choice,2.0,2,0,-2
wea422b2,Beach,0.0,367.0,1.0,8.0,choice,2.0,1,-1,-2
w8b71afe,Beach,0.0,1638.0,1.0,4.0,choice,2.0,2,0,-2
wea26d76,Beach,0.0,3384.0,1.0,27.0,choice,2.0,3,-2,-2
w28e335e,Beach,0.0,1803.0,1.0,21.0,choice,2.0,1,-1,-2
w8d04c13,Beach,0.0,1527.0,1.0,16.0,choice,2.0,2,-2,-2
w882868f,Beach,0.0,581.0,1.0,19.0,choice,2.0,2,-2,-2
w973e0a4,Beach,0.0,2122.0,1.0,12.0,choice,2.0,0,0,-2
w38281a7,Beach,0.0,1448.0,1.0,15.0,choice,2.0,2,-1,-2
w15afaeb,Beach,0.0,3517.0,1.0,29.0,choice,2.0,2,-1,-2
we820c40,Beach,0.0,397.0,1.0,10.0,choice,2.0,0,-1,-2
wd1f6033,Beach,0.0,580.0,1.0,17.0,choice,2.0,1,-2,-2
wa9588e1,Beach,0.0,376.0,1.0,22.0,choice,2.0,1,-1,-2
w417dedd,Beach,0.0,1157.0,1.0,15.0,choice,2.0,2,0,-2
waf5ed76,Beach,0.0,346.0,1.0,18.0,choice,2.0,2,-2,-2
wb83a52c,Beach,1.0,1076.0,0.0,18.0,choice,2.0,1,0,-2
wf9d56e4,Beach,0.0,257.0,1.0,16.0,choice,2.0,1,-1,-2
w00c391f,Beach,0.0,706.0,1.0,20.0,choice,2.0,2,0,-2
wae73c1f,Beach,1.0,1881.0,0.0,12.0,choice,2.0,2,0,-2
wbdee46f,Beach,0.0,767.0,1.0,4.0,choice,2.0,2,-1,-2
wd1558cc,Beach,1.0,781.0,0.0,14.0,choice,2.0,1,1,-2
w0cf8802,Beach,0.0,2164.0,1.0,11.0,choice,2.0,1,0,-2
w31b7dbe,Beach,0.0,3947.0,1.0,1.0,choice,2.0,3,-1,-2
w1efb25c,Beach,0.0,3488.0,1.0,19.0,choice,2.0,2,-2,-2
w017e3cd,Beach,0.0,5527.0,1.0,8.0,choice,2.0,2,-1,-2
w865d6ad,Beach,0.0,643.0,1.0,6.0,choice,2.0,1,-1,-2
w4810e3e,Beach,1.0,1979.0,0.0,30.0,choice,2.0,2,2,-2
w161eef2,Beach,1.0,1911.0,0.0,9.0,choice,2.0,1,0,-2
wd9e76e4,Beach,1.0,1184.0,0.0,28.0,choice,2.0,1,1,-2
w6355333,Beach,0.0,111.0,1.0,24.0,choice,2.0,1,-1,-2
wa620fe2,Beach,0.0,2459.0,1.0,25.0,choice,2.0,1,-1,-2
w812d061,Beach,0.0,378.0,1.0,22.0,choice,2.0,1,-1,-2
wf9347d8,Beach,0.0,928.0,1.0,13.0,choice,2.0,1,1,-2
w5624f17,Beach,0.0,2039.0,1.0,3.0,choice,2.0,2,1,-2
wad2e584,Beach,1.0,3084.0,0.0,24.0,choice,2.0,0,0,-2
wf2e46b5,Beach,1.0,332.0,0.0,17.0,choice,2.0,1,1,-2
wbff56f6,Beach,1.0,4252.0,0.0,26.0,choice,2.0,2,-1,-2
w3067c35,Beach,1.0,2474.0,0.0,4.0,choice,2.0,0,0,-2
wc136bb6,Beach,1.0,2832.0,0.0,6.0,choice,2.0,2,-2,-2
wa24f9fe,Beach,0.0,551.0,1.0,19.0,choice,2.0,1,-2,-2
w51d8142,Beach,0.0,1320.0,1.0,27.0,choice,2.0,3,-1,-2
wf7e1cf2,Beach,0.0,1131.0,1.0,4.0,choice,2.0,3,0,-2
w915dec2,Beach,1.0,84.0,0.0,18.0,choice,2.0,1,0,-2
w4e312fd,Beach,0.0,1068.0,1.0,15.0,choice,2.0,1,-1,-2
w0c6daff,Beach,0.0,1926.0,1.0,16.0,choice,2.0,1,-1,-2
w472a3b0,Beach,0.0,607.0,1.0,9.0,choice,2.0,2,-1,-2
w7b672a4,Beach,,,0.0,2.0,choice,2.0,0,-1,-2
wa06df17,Beach,0.0,1953.0,1.0,9.0,choice,2.0,2,0,-2
w0e327f3,Beach,1.0,4710.0,0.0,12.0,choice,2.0,2,-2,-2
w1afb6bd,Beach,0.0,2674.0,1.0,28.0,choice,2.0,1,-2,-2
w08dda5e,Beach,1.0,953.0,0.0,24.0,choice,2.0,1,1,-2
w49dc7cd,Beach,1.0,645.0,0.0,16.0,choice,2.0,2,1,-2
w7574933,Beach,0.0,468.0,1.0,27.0,choice,2.0,1,-1,-2
w2e9806f,Appliances,0.0,860.0,1.0,22.0,choice,1.0,1,-1,-1
wf57281a,Appliances,0.0,1311.0,1.0,3.0,choice,1.0,1,0,-1
wc861d09,Appliances,,,0.0,13.0,choice,1.0,1,1,-1
w3ef8767,Appliances,0.0,3608.0,1.0,27.0,choice,1.0,1,0,-1
wb050285,Appliances,0.0,692.0,1.0,28.0,choice,1.0,1,-1,-1
w2c5d7eb,Appliances,0.0,766.0,1.0,17.0,choice,1.0,2,-1,-1
w567d945,Appliances,0.0,4277.0,1.0,8.0,choice,1.0,1,-1,-1
wbf71104,Appliances,1.0,1284.0,0.0,27.0,choice,1.0,1,0,-1
wdcba2fa,Appliances,0.0,4894.0,1.0,12.0,choice,1.0,1,-1,-1
w06dc745,Appliances,1.0,1716.0,0.0,1.0,choice,1.0,2,0,-1
wd3b5cb5,Appliances,0.0,3772.0,1.0,18.0,choice,1.0,2,-1,-1
wea422b2,Appliances,1.0,771.0,0.0,10.0,choice,1.0,1,0,-1
w8b71afe,Appliances,1.0,1177.0,0.0,19.0,choice,1.0,1,0,-1
wea26d76,Appliances,0.0,5445.0,1.0,19.0,choice,1.0,1,0,-1
w28e335e,Appliances,0.0,358.0,1.0,22.0,choice,1.0,1,-1,-1
w8d04c13,Appliances,0.0,1762.0,1.0,19.0,choice,1.0,0,0,-1
w882868f,Appliances,0.0,507.0,1.0,16.0,choice,1.0,1,-1,-1
w973e0a4,Appliances,1.0,580.0,0.0,24.0,choice,1.0,1,1,-1
w38281a7,Appliances,0.0,3536.0,1.0,24.0,choice,1.0,1,-1,-1
w15afaeb,Appliances,0.0,6700.0,1.0,16.0,choice,1.0,1,0,-1
we820c40,Appliances,0.0,1519.0,1.0,3.0,choice,1.0,1,0,-1
wd1f6033,Appliances,1.0,359.0,0.0,29.0,choice,1.0,1,0,-1
wa9588e1,Appliances,0.0,2651.0,1.0,15.0,choice,1.0,0,0,-1
w417dedd,Appliances,1.0,866.0,0.0,26.0,choice,1.0,1,0,-1
waf5ed76,Appliances,0.0,706.0,1.0,8.0,choice,1.0,1,-1,-1
wb83a52c,Appliances,1.0,3752.0,0.0,10.0,choice,1.0,5,1,-1
wf9d56e4,Appliances,0.0,1235.0,1.0,14.0,choice,1.0,0,0,-1
w00c391f,Appliances,0.0,2400.0,1.0,26.0,choice,1.0,1,-1,-1
wae73c1f,Appliances,0.0,3053.0,1.0,30.0,choice,1.0,1,-1,-1
wbdee46f,Appliances,0.0,3904.0,1.0,26.0,choice,1.0,1,0,-1
wd1558cc,Appliances,0.0,2980.0,1.0,29.0,choice,1.0,1,0,-1
w0cf8802,Appliances,1.0,3996.0,0.0,12.0,choice,1.0,1,0,-1
w31b7dbe,Appliances,1.0,3767.0,0.0,19.0,choice,1.0,1,0,-1
w1efb25c,Appliances,1.0,5032.0,0.0,16.0,choice,1.0,1,0,-1
w017e3cd,Appliances,1.0,1604.0,0.0,7.0,choice,1.0,1,1,-1
w865d6ad,Appliances,1.0,3552.0,0.0,4.0,choice,1.0,2,1,-1
w4810e3e,Appliances,0.0,2644.0,1.0,15.0,choice,1.0,1,-1,-1
w161eef2,Appliances,0.0,2252.0,1.0,27.0,choice,1.0,1,0,-1
wd9e76e4,Appliances,0.0,1506.0,1.0,15.0,choice,1.0,2,-1,-1
w6355333,Appliances,1.0,3242.0,0.0,16.0,choice,1.0,1,-1,-1
wa620fe2,Appliances,0.0,3466.0,1.0,14.0,choice,1.0,1,0,-1
w812d061,Appliances,0.0,588.0,1.0,7.0,choice,1.0,1,0,-1
wf9347d8,Appliances,0.0,2842.0,1.0,17.0,choice,1.0,1,-1,-1
w5624f17,Appliances,0.0,1995.0,1.0,10.0,choice,1.0,1,1,-1
wad2e584,Appliances,1.0,1475.0,0.0,13.0,choice,1.0,0,1,-1
wf2e46b5,Appliances,0.0,1066.0,1.0,23.0,choice,1.0,1,0,-1
wbff56f6,Appliances,0.0,6397.0,1.0,1.0,choice,1.0,1,0,-1
w3067c35,Appliances,0.0,2505.0,1.0,17.0,choice,1.0,1,1,-1
wc136bb6,Appliances,0.0,1479.0,1.0,26.0,choice,1.0,1,-1,-1
wa24f9fe,Appliances,1.0,4525.0,0.0,21.0,choice,1.0,1,0,-1
w51d8142,Appliances,0.0,1563.0,1.0,12.0,choice,1.0,2,0,-1
wf7e1cf2,Appliances,1.0,1033.0,0.0,14.0,choice,1.0,0,0,-1
w915dec2,Appliances,,,0.0,1.0,choice,1.0,1,0,-1
w4e312fd,Appliances,1.0,728.0,0.0,24.0,choice,1.0,1,1,-1
w0c6daff,Appliances,0.0,1682.0,1.0,25.0,choice,1.0,1,-1,-1
w472a3b0,Appliances,1.0,2360.0,0.0,29.0,choice,1.0,1,1,-1
w7b672a4,Appliances,0.0,948.0,1.0,26.0,choice,1.0,1,0,-1
wa06df17,Appliances,0.0,1115.0,1.0,10.0,choice,1.0,1,-1,-1
w0e327f3,Appliances,0.0,3636.0,1.0,17.0,choice,1.0,3,-1,-1
w1afb6bd,Appliances,0.0,7464.0,1.0,6.0,choice,1.0,2,0,-1
w08dda5e,Appliances,1.0,2077.0,0.0,17.0,choice,1.0,2,0,-1
w49dc7cd,Appliances,0.0,3001.0,1.0,10.0,choice,1.0,1,0,-1
w7574933,Appliances,0.0,850.0,1.0,16.0,choice,1.0,1,-1,-1
w2e9806f,Vehicles,1.0,5132.0,1.0,23.0,choice,3.0,3,0,1
wf57281a,Vehicles,1.0,721.0,1.0,14.0,choice,3.0,2,0,1
wc861d09,Vehicles,1.0,3272.0,1.0,10.0,choice,3.0,1,2,1
w3ef8767,Vehicles,1.0,724.0,1.0,12.0,choice,3.0,3,2,1
wb050285,Vehicles,0.0,1801.0,0.0,3.0,choice,3.0,0,-1,1
w2c5d7eb,Vehicles,1.0,2311.0,1.0,13.0,choice,3.0,3,2,1
w567d945,Vehicles,1.0,814.0,1.0,20.0,choice,3.0,2,3,1
wbf71104,Vehicles,1.0,2956.0,1.0,29.0,choice,3.0,2,0,1
wdcba2fa,Vehicles,0.0,1483.0,0.0,16.0,choice,3.0,1,-1,1
w06dc745,Vehicles,1.0,1547.0,1.0,11.0,choice,3.0,3,2,1
wd3b5cb5,Vehicles,1.0,2010.0,1.0,28.0,choice,3.0,0,2,1
wea422b2,Vehicles,1.0,1242.0,1.0,14.0,choice,3.0,1,1,1
w8b71afe,Vehicles,1.0,3865.0,1.0,20.0,choice,3.0,2,-1,1
wea26d76,Vehicles,1.0,3621.0,1.0,4.0,choice,3.0,2,1,1
w28e335e,Vehicles,1.0,3786.0,1.0,20.0,choice,3.0,0,-1,1
w8d04c13,Vehicles,0.0,2022.0,0.0,26.0,choice,3.0,2,1,1
w882868f,Vehicles,1.0,2791.0,1.0,6.0,choice,3.0,1,1,1
w973e0a4,Vehicles,0.0,2688.0,0.0,28.0,choice,3.0,3,1,1
w38281a7,Vehicles,1.0,1785.0,1.0,19.0,choice,3.0,3,1,1
w15afaeb,Vehicles,1.0,1893.0,1.0,9.0,choice,3.0,3,1,1
we820c40,Vehicles,0.0,5712.0,0.0,25.0,choice,3.0,3,0,1
wd1f6033,Vehicles,1.0,1220.0,1.0,26.0,choice,3.0,3,-2,1
wa9588e1,Vehicles,0.0,2000.0,0.0,6.0,choice,3.0,2,-1,1
w417dedd,Vehicles,1.0,4033.0,1.0,25.0,choice,3.0,3,-1,1
waf5ed76,Vehicles,0.0,2413.0,0.0,29.0,choice,3.0,3,-1,1
wb83a52c,Vehicles,0.0,3928.0,0.0,15.0,choice,3.0,3,1,1
wf9d56e4,Vehicles,1.0,697.0,1.0,20.0,choice,3.0,3,-1,1
w00c391f,Vehicles,1.0,2855.0,1.0,16.0,choice,3.0,1,0,1
wae73c1f,Vehicles,1.0,2691.0,1.0,17.0,choice,3.0,2,2,1
wbdee46f,Vehicles,1.0,1023.0,1.0,6.0,choice,3.0,3,2,1
wd1558cc,Vehicles,1.0,1381.0,1.0,26.0,choice,3.0,2,0,1
w0cf8802,Vehicles,1.0,45.0,1.0,16.0,choice,3.0,3,2,1
w31b7dbe,Vehicles,1.0,1677.0,1.0,22.0,choice,3.0,1,2,1
w1efb25c,Vehicles,1.0,1817.0,1.0,8.0,choice,3.0,2,1,1
w017e3cd,Vehicles,1.0,2003.0,1.0,14.0,choice,3.0,3,2,1
w865d6ad,Vehicles,1.0,1190.0,1.0,21.0,choice,3.0,3,2,1
w4810e3e,Vehicles,1.0,3704.0,1.0,5.0,choice,3.0,2,0,1
w161eef2,Vehicles,0.0,1778.0,0.0,10.0,choice,3.0,1,1,1
wd9e76e4,Vehicles,1.0,1393.0,1.0,11.0,choice,3.0,1,1,1
w6355333,Vehicles,1.0,5294.0,1.0,2.0,choice,3.0,3,0,1
wa620fe2,Vehicles,1.0,956.0,1.0,20.0,choice,3.0,3,1,1
w812d061,Vehicles,0.0,388.0,0.0,4.0,choice,3.0,1,0,1
wf9347d8,Vehicles,1.0,1530.0,1.0,24.0,choice,3.0,1,2,1
w5624f17,Vehicles,1.0,4318.0,1.0,14.0,choice,3.0,3,3,1
wad2e584,Vehicles,1.0,1015.0,1.0,11.0,choice,3.0,2,1,1
wf2e46b5,Vehicles,1.0,515.0,1.0,30.0,choice,3.0,2,2,1
wbff56f6,Vehicles,1.0,862.0,1.0,5.0,choice,3.0,1,1,1
w3067c35,Vehicles,1.0,329.0,1.0,10.0,choice,3.0,1,2,1
wc136bb6,Vehicles,1.0,4534.0,1.0,24.0,choice,3.0,1,0,1
wa24f9fe,Vehicles,1.0,3225.0,1.0,14.0,choice,3.0,0,2,1
w51d8142,Vehicles,1.0,2450.0,1.0,28.0,choice,3.0,2,0,1
wf7e1cf2,Vehicles,0.0,526.0,0.0,16.0,choice,3.0,3,-1,1
w915dec2,Vehicles,1.0,777.0,1.0,12.0,choice,3.0,2,2,1
w4e312fd,Vehicles,1.0,1249.0,1.0,11.0,choice,3.0,2,0,1
w0c6daff,Vehicles,1.0,2925.0,1.0,6.0,choice,3.0,3,2,1
w472a3b0,Vehicles,1.0,2294.0,1.0,14.0,choice,3.0,3,0,1
w7b672a4,Vehicles,1.0,2487.0,1.0,19.0,choice,3.0,0,0,1
wa06df17,Vehicles,0.0,4826.0,0.0,30.0,choice,3.0,1,1,1
w0e327f3,Vehicles,1.0,6019.0,1.0,3.0,choice,3.0,2,1,1
w1afb6bd,Vehicles,0.0,2316.0,0.0,3.0,choice,3.0,3,-1,1
w08dda5e,Vehicles,0.0,1914.0,0.0,30.0,choice,3.0,3,-2,1
w49dc7cd,Vehicles,1.0,1485.0,1.0,29.0,choice,3.0,3,1,1
w7574933,Vehicles,0.0,604.0,0.0,23.0,choice,3.0,3,1,1
w2e9806f,Hands,1.0,6380.0,0.0,24.0,choice,2.0,2,1,-2
wf57281a,Hands,0.0,3169.0,1.0,24.0,choice,2.0,2,-1,-2
wc861d09,Hands,1.0,2935.0,0.0,25.0,choice,2.0,0,1,-2
w3ef8767,Hands,0.0,4386.0,1.0,10.0,choice,2.0,2,-1,-2
wb050285,Hands,1.0,1996.0,0.0,20.0,choice,2.0,1,-1,-2
w2c5d7eb,Hands,,,0.0,9.0,choice,2.0,2,-2,-2
w567d945,Hands,0.0,2707.0,1.0,27.0,choice,2.0,1,-1,-2
wbf71104,Hands,1.0,4217.0,0.0,1.0,choice,2.0,1,0,-2
wdcba2fa,Hands,0.0,734.0,1.0,14.0,choice,2.0,1,1,-2
w06dc745,Hands,1.0,528.0,0.0,5.0,choice,2.0,2,0,-2
wd3b5cb5,Hands,0.0,5508.0,1.0,19.0,choice,2.0,2,-2,-2
wea422b2,Hands,0.0,4956.0,1.0,1.0,choice,2.0,1,0,-2
w8b71afe,Hands,1.0,5198.0,0.0,30.0,choice,2.0,2,0,-2
wea26d76,Hands,0.0,4463.0,1.0,20.0,choice,2.0,2,0,-2
w28e335e,Hands,0.0,5992.0,1.0,1.0,choice,2.0,2,1,-2
w8d04c13,Hands,1.0,6785.0,0.0,22.0,choice,2.0,2,0,-2
w882868f,Hands,0.0,2518.0,1.0,4.0,choice,2.0,1,-2,-2
w973e0a4,Hands,0.0,3386.0,1.0,8.0,choice,2.0,0,-2,-2
w38281a7,Hands,0.0,5168.0,1.0,9.0,choice,2.0,1,-2,-2
w15afaeb,Hands,1.0,5610.0,0.0,1.0,choice,2.0,2,-1,-2
we820c40,Hands,0.0,3989.0,1.0,8.0,choice,2.0,1,0,-2
wd1f6033,Hands,0.0,1312.0,1.0,22.0,choice,2.0,1,-1,-2
wa9588e1,Hands,1.0,2217.0,0.0,10.0,choice,2.0,0,0,-2
w417dedd,Hands,0.0,1478.0,1.0,8.0,choice,2.0,2,0,-2
waf5ed76,Hands,0.0,4458.0,1.0,28.0,choice,2.0,2,-2,-2
wb83a52c,Hands,0.0,915.0,1.0,5.0,choice,2.0,2,0,-2
wf9d56e4,Hands,0.0,3726.0,1.0,7.0,choice,2.0,2,0,-2
w00c391f,Hands,1.0,1418.0,0.0,27.0,choice,2.0,1,0,-2
wae73c1f,Hands,0.0,4360.0,1.0,29.0,choice,2.0,0,-2,-2
wbdee46f,Hands,0.0,3775.0,1.0,3.0,choice,2.0,2,-1,-2
wd1558cc,Hands,1.0,3104.0,0.0,21.0,choice,2.0,4,0,-2
w0cf8802,Hands,0.0,2313.0,1.0,9.0,choice,2.0,1,0,-2
w31b7dbe,Hands,1.0,4408.0,0.0,30.0,choice,2.0,0,0,-2
w1efb25c,Hands,0.0,4259.0,1.0,25.0,choice,2.0,1,-1,-2
w017e3cd,Hands,1.0,6494.0,0.0,2.0,choice,2.0,2,-2,-2
w865d6ad,Hands,0.0,568.0,1.0,14.0,choice,2.0,0,-1,-2
w4810e3e,Hands,0.0,4704.0,1.0,14.0,choice,2.0,1,-1,-2
w161eef2,Hands,0.0,989.0,1.0,29.0,choice,2.0,0,0,-2
wd9e76e4,Hands,0.0,1678.0,1.0,19.0,choice,2.0,2,0,-2
w6355333,Hands,0.0,4060.0,1.0,23.0,choice,2.0,1,0,-2
wa620fe2,Hands,0.0,1721.0,1.0,28.0,choice,2.0,2,-1,-2
w812d061,Hands,0.0,723.0,1.0,25.0,choice,2.0,1,0,-2
wf9347d8,Hands,1.0,3049.0,0.0,5.0,choice,2.0,0,-2,-2
w5624f17,Hands,0.0,6087.0,1.0,20.0,choice,2.0,2,-2,-2
wad2e584,Hands,0.0,823.0,1.0,17.0,choice,2.0,0,0,-2
wf2e46b5,Hands,1.0,741.0,0.0,29.0,choice,2.0,1,0,-2
wbff56f6,Hands,0.0,858.0,1.0,10.0,choice,2.0,1,-1,-2
w3067c35,Hands,0.0,2991.0,1.0,13.0,choice,2.0,0,0,-2
wc136bb6,Hands,0.0,4324.0,1.0,8.0,choice,2.0,1,-1,-2
wa24f9fe,Hands,1.0,6421.0,0.0,3.0,choice,2.0,0,-1,-2
w51d8142,Hands,0.0,816.0,1.0,29.0,choice,2.0,3,0,-2
wf7e1cf2,Hands,1.0,1536.0,0.0,7.0,choice,2.0,1,0,-2
w915dec2,Hands,1.0,5210.0,0.0,17.0,choice,2.0,0,0,-2
w4e312fd,Hands,0.0,649.0,1.0,12.0,choice,2.0,2,0,-2
w0c6daff,Hands,0.0,3317.0,1.0,23.0,choice,2.0,1,1,-2
w472a3b0,Hands,0.0,1782.0,1.0,17.0,choice,2.0,1,-2,-2
w7b672a4,Hands,1.0,1352.0,0.0,13.0,choice,2.0,0,0,-2
wa06df17,Hands,1.0,667.0,0.0,21.0,choice,2.0,0,-1,-2
w0e327f3,Hands,0.0,3853.0,1.0,9.0,choice,2.0,2,-1,-2
w1afb6bd,Hands,1.0,3905.0,0.0,17.0,choice,2.0,0,-1,-2
w08dda5e,Hands,0.0,2717.0,1.0,19.0,choice,2.0,2,1,-2
w49dc7cd,Hands,1.0,5232.0,0.0,18.0,choice,2.0,2,0,-2
w7574933,Hands,0.0,2981.0,1.0,13.0,choice,2.0,2,-2,-2
w2e9806f,Leaves,1.0,5659.0,0.0,26.0,choice,6.0,4,2,-2
wf57281a,Leaves,1.0,2046.0,0.0,7.0,choice,6.0,5,-2,-2
wc861d09,Leaves,1.0,1940.0,0.0,30.0,choice,6.0,3,2,-2
w3ef8767,Leaves,0.0,936.0,1.0,14.0,choice,6.0,6,-1,-2
wb050285,Leaves,1.0,1652.0,0.0,6.0,choice,6.0,0,-2,-2
w2c5d7eb,Leaves,0.0,3568.0,1.0,15.0,choice,6.0,3,-2,-2
w567d945,Leaves,0.0,2810.0,1.0,29.0,choice,6.0,2,-1,-2
wbf71104,Leaves,1.0,653.0,0.0,12.0,choice,6.0,3,0,-2
wdcba2fa,Leaves,1.0,1205.0,0.0,25.0,choice,6.0,0,2,-2
w06dc745,Leaves,0.0,2400.0,1.0,21.0,choice,6.0,0,0,-2
wd3b5cb5,Leaves,0.0,5083.0,1.0,24.0,choice,6.0,4,-1,-2
wea422b2,Leaves,0.0,5840.0,1.0,13.0,choice,6.0,0,2,-2
w8b71afe,Leaves,0.0,3639.0,1.0,6.0,choice,6.0,5,1,-2
wea26d76,Leaves,0.0,6162.0,1.0,6.0,choice,6.0,5,3,-2
w28e335e,Leaves,1.0,2751.0,0.0,28.0,choice,6.0,0,0,-2
w8d04c13,Leaves,,,0.0,7.0,choice,6.0,0,0,-2
w882868f,Leaves,0.0,2854.0,1.0,24.0,choice,6.0,3,-2,-2
w973e0a4,Leaves,0.0,2323.0,1.0,17.0,choice,6.0,2,-3,-2
