,choice_bin,rt,value,value_memory,Combined,n_memories,total_pairs_remembered,total_values_remembered,n_value_remembered,n_pair_remembered,memory_quality,game,wid
639,1.0,2650.0,15,1.0,False,4,8,7,3,4,7,1,wcacee9a
640,0.0,2557.0,1,-13.0,False,4,8,7,3,4,7,1,wcacee9a
641,1.0,3154.0,8,8.0,False,4,8,7,4,4,8,1,wcacee9a
642,0.0,2689.0,-6,-6.0,False,4,8,7,4,4,8,1,wcacee9a
643,1.0,3236.0,-3,-3.0,False,2,4,3,2,2,4,2,wcacee9a
644,1.0,1216.0,2,2.0,False,2,4,3,2,2,4,2,wcacee9a
645,1.0,2865.0,4,8.0,False,2,4,3,1,2,3,2,wcacee9a
646,1.0,6072.0,-1,3.0,False,2,4,3,1,2,3,2,wcacee9a
647,1.0,2723.0,5,5.0,True,1,4,2,1,1,2,3,wcacee9a
648,1.0,4437.0,6,2.0,True,1,4,2,0,1,1,3,wcacee9a
649,0.0,2342.0,-4,-3.0,True,1,4,2,0,1,1,3,wcacee9a
650,0.0,1317.0,-7,-7.0,True,1,4,2,1,1,2,3,wcacee9a
651,1.0,4532.0,-3,8.0,True,2,6,1,0,2,2,4,wcacee9a
652,0.0,4934.0,-10,-7.0,True,2,6,1,0,2,2,4,wcacee9a
653,1.0,3312.0,6,8.0,True,2,6,1,1,1,2,4,wcacee9a
654,1.0,2336.0,8,8.0,True,2,6,1,0,1,1,4,wcacee9a
655,0.0,5890.0,5,-2.0,True,2,5,1,0,1,1,1,w34aba6f
656,1.0,1221.0,-3,8.0,True,2,5,1,1,2,3,1,w34aba6f
657,0.0,1992.0,-15,-6.0,True,2,5,1,0,1,1,1,w34aba6f
658,1.0,678.0,9,-6.0,True,2,5,1,0,1,1,1,w34aba6f
659,1.0,6142.0,-3,6.0,False,4,4,0,0,3,3,2,w34aba6f
660,0.0,3967.0,4,-2.0,False,4,4,0,0,1,1,2,w34aba6f
661,0.0,7035.0,3,4.0,False,4,4,0,0,3,3,2,w34aba6f
662,1.0,4310.0,-2,0.0,False,4,4,0,0,1,1,2,w34aba6f
663,1.0,1281.0,6,0.0,True,1,2,0,0,0,0,3,w34aba6f
664,1.0,797.0,1,0.0,True,1,2,0,0,1,1,3,w34aba6f
665,0.0,1344.0,-7,0.0,True,1,2,0,0,0,0,3,w34aba6f
666,0.0,1090.0,-8,0.0,True,1,2,0,0,1,1,3,w34aba6f
667,0.0,1453.0,10,2.0,False,2,1,0,0,0,0,4,w34aba6f
668,1.0,2084.0,4,9.0,False,2,1,0,0,1,1,4,w34aba6f
669,1.0,6349.0,-9,3.0,False,2,1,0,0,1,1,4,w34aba6f
670,0.0,1817.0,-3,-4.0,False,2,1,0,0,0,0,4,w34aba6f
671,1.0,3011.0,-7,-4.0,True,2,8,1,0,2,2,1,w43022fb
672,0.0,4564.0,2,-7.0,True,2,8,1,1,2,3,1,w43022fb
673,1.0,5185.0,-1,0.0,True,2,8,1,0,2,2,1,w43022fb
674,0.0,4253.0,15,6.0,False,2,3,1,1,1,2,2,w43022fb
675,1.0,3832.0,2,6.0,False,2,3,1,1,1,2,2,w43022fb
676,1.0,1596.0,-11,0.0,False,2,3,1,0,2,2,2,w43022fb
677,0.0,1333.0,2,0.0,False,2,3,1,0,2,2,2,w43022fb
678,0.0,2925.0,-9,2.0,True,1,4,1,0,1,1,3,w43022fb
679,0.0,4417.0,6,-3.0,True,1,4,1,0,1,1,3,w43022fb
680,1.0,1536.0,-3,-7.0,True,1,4,1,0,1,1,3,w43022fb
681,1.0,490.0,1,1.0,True,1,4,1,1,1,2,3,w43022fb
682,1.0,2901.0,-20,0.0,False,4,7,0,0,3,3,4,w43022fb
683,0.0,476.0,24,0.0,False,4,7,0,0,4,4,4,w43022fb
684,0.0,256.0,-4,0.0,False,4,7,0,0,4,4,4,w43022fb
685,0.0,1367.0,8,0.0,False,4,7,0,0,3,3,4,w43022fb
686,1.0,5681.0,5,-1.0,True,1,0,0,0,0,0,1,wae922cf
687,1.0,1363.0,-2,4.0,True,1,0,0,0,0,0,1,wae922cf
688,0.0,530.0,-4,-5.0,True,1,0,0,0,0,0,1,wae922cf
689,1.0,1934.0,7,4.0,True,1,0,0,0,0,0,1,wae922cf
690,1.0,4192.0,10,13.0,True,2,2,1,1,2,3,2,wae922cf
691,0.0,1763.0,15,3.0,True,2,2,1,0,0,0,2,wae922cf
692,1.0,899.0,-7,1.0,True,2,2,1,0,0,0,2,wae922cf
693,1.0,1476.0,-10,-3.0,True,2,2,1,0,0,0,2,wae922cf
694,0.0,1334.0,-6,0.0,False,2,1,1,1,0,1,3,wae922cf
695,0.0,2611.0,8,-1.0,False,2,1,1,1,1,2,3,wae922cf
696,1.0,835.0,-2,-10.0,False,2,1,1,0,1,1,3,wae922cf
697,0.0,571.0,-16,-9.0,False,2,1,1,0,0,0,3,wae922cf
698,1.0,644.0,-2,28.0,False,4,3,2,1,2,3,4,wae922cf
699,0.0,312.0,2,6.0,False,4,3,2,0,1,1,4,wae922cf
700,1.0,341.0,10,11.0,False,4,3,2,2,2,4,4,wae922cf
701,1.0,190.0,14,-11.0,False,4,3,2,1,1,2,4,wae922cf
