,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
256,307,w8eb1000,Animal,1.0,2601.0,1,4,5,choice,2,4,-3.0,5,5,2,2,-3.0
257,308,w8eb1000,Sea,0.0,6056.0,1,1,6,choice,1,-2,-2.0,5,5,1,1,-2.0
258,309,w8eb1000,Pattern,1.0,5008.0,1,2,6,choice,2,3,1.0,5,5,2,2,1.0
259,310,w8eb1000,Small,0.0,4664.0,1,3,6,choice,4,-1,-1.0,5,5,3,3,1.0
260,311,w8eb1000,Object,0.0,2814.0,1,4,6,choice,3,-2,-2.0,5,5,2,2,0.0
261,312,w8eb1000,Large,0.0,4948.0,1,1,7,choice,3,-1,-5.0,4,4,2,3,-3.0
262,313,w8eb1000,Animal,1.0,4792.0,1,2,7,choice,1,2,2.0,4,4,1,1,2.0
263,314,w8eb1000,Sea,1.0,3426.0,1,3,7,choice,4,4,3.0,4,4,2,3,4.0
264,315,w8eb1000,Pattern,1.0,3587.0,1,4,7,choice,2,1,1.0,4,4,2,3,1.0
265,317,w7606987,Animal,1.0,1758.0,0,2,1,choice,3,-1,-1.0,3,3,2,3,0.0
266,318,w7606987,Solid,1.0,1433.0,1,3,1,choice,4,5,0.0,3,3,3,3,2.0
267,319,w7606987,Land,1.0,1007.0,1,4,1,choice,2,1,1.0,3,3,2,4,1.0
268,330,w7606987,Large,1.0,3054.0,1,3,4,choice,2,1,-1.0,3,3,1,2,-2.0
269,331,w7606987,Pattern,1.0,1664.0,1,4,4,choice,4,1,0.0,3,3,2,2,0.0
270,332,w7606987,Object,0.0,2777.0,1,1,5,choice,3,-3,-1.0,2,2,1,1,-1.0
271,333,w7606987,Pattern,0.0,1015.0,0,2,5,choice,4,2,-4.0,2,2,1,1,-1.0
272,334,w7606987,Large,1.0,2139.0,0,3,5,choice,1,-2,-1.0,2,2,1,1,-1.0
273,335,w7606987,Sea,1.0,2483.0,1,4,5,choice,2,1,1.0,2,2,1,1,2.0
274,339,w7606987,Land,1.0,2514.0,0,4,6,choice,3,-1,-1.0,1,1,1,1,2.0
275,342,w7606987,Animal,1.0,2406.0,1,3,7,choice,3,2,3.0,5,5,1,1,10.0
276,344,w84e06f3,Land,1.0,1849.0,1,1,1,choice,4,2,2.0,5,5,3,3,1.0
277,345,w84e06f3,Pattern,0.0,6484.0,1,2,1,choice,3,-1,-1.0,5,5,3,3,-1.0
278,346,w84e06f3,Small,,,0,3,1,choice,1,-2,-2.0,5,5,1,1,-2.0
279,347,w84e06f3,Object,1.0,3464.0,1,4,1,choice,2,2,2.0,5,5,1,1,1.0
280,348,w84e06f3,Solid,1.0,3876.0,1,1,2,choice,4,4,4.0,5,5,3,3,2.0
281,349,w84e06f3,Sea,0.0,4556.0,0,2,2,choice,2,1,1.0,5,5,2,2,1.0
282,350,w84e06f3,Object,1.0,6186.0,0,3,2,choice,1,-2,-2.0,5,5,1,1,-2.0
283,351,w84e06f3,Large,1.0,3993.0,1,4,2,choice,3,2,2.0,5,5,3,3,2.0
284,352,w84e06f3,Land,1.0,5726.0,1,1,3,choice,3,2,2.0,5,5,3,3,2.0
285,353,w84e06f3,Small,0.0,6308.0,1,2,3,choice,1,-1,-1.0,5,5,1,2,-1.0
286,354,w84e06f3,Pattern,0.0,4613.0,1,3,3,choice,2,-1,-1.0,5,5,1,2,1.0
287,355,w84e06f3,Animal,,,0,4,3,choice,4,1,1.0,5,5,3,4,3.0
288,356,w84e06f3,Large,0.0,2304.0,1,1,4,choice,3,-2,-2.0,5,5,2,2,-3.0
289,357,w84e06f3,Land,0.0,6946.0,0,2,4,choice,1,1,1.0,5,5,1,2,1.0
290,358,w84e06f3,Object,0.0,5049.0,0,3,4,choice,4,1,-1.0,5,5,3,3,-2.0
291,359,w84e06f3,Pattern,1.0,1070.0,1,4,4,choice,2,2,2.0,5,5,1,1,1.0
292,360,w84e06f3,Animal,1.0,4529.0,1,1,5,choice,3,3,2.0,5,5,3,3,2.0
293,361,w84e06f3,Sea,0.0,5689.0,1,2,5,choice,2,-3,-2.0,5,5,2,2,-2.0
294,362,w84e06f3,Pattern,0.0,3808.0,1,3,5,choice,1,-2,-1.0,5,5,1,1,-1.0
295,363,w84e06f3,Small,1.0,1127.0,1,4,5,choice,4,1,2.0,5,5,4,4,2.0
296,364,w84e06f3,Large,1.0,2692.0,0,1,6,choice,2,-4,-3.0,4,4,1,1,-2.0
297,366,w84e06f3,Sea,0.0,2679.0,0,3,6,choice,3,1,-2.0,4,4,2,2,-3.0
298,367,w84e06f3,Animal,1.0,2458.0,1,4,6,choice,4,3,1.0,4,4,2,2,1.0
299,369,w84e06f3,Solid,0.0,3895.0,1,2,7,choice,2,-3,-3.0,5,5,2,2,-3.0
300,370,w84e06f3,Land,1.0,1539.0,1,3,7,choice,3,1,1.0,5,5,2,2,0.0
301,371,w84e06f3,Small,0.0,2653.0,1,4,7,choice,4,-1,-1.0,5,5,3,4,-2.0
302,412,we2b50c8,Solid,1.0,2830.0,0,1,1,choice,2,-1,0.0,4,4,2,2,0.0
303,414,we2b50c8,Sea,1.0,4339.0,0,3,1,choice,3,-1,-3.0,4,4,2,2,-1.0
304,415,we2b50c8,Object,1.0,3995.0,1,4,1,choice,4,1,-2.0,4,4,2,2,-1.0
305,416,we2b50c8,Solid,,,0,1,2,choice,4,-1,-3.0,3,3,3,3,-1.0
306,417,we2b50c8,Large,0.0,251.0,1,2,2,choice,1,-1,-1.0,3,3,1,2,-1.0
307,418,we2b50c8,Animal,1.0,914.0,1,3,2,choice,3,2,2.0,3,3,2,2,1.0
308,419,we2b50c8,Sea,0.0,3642.0,1,4,2,choice,2,-2,-3.0,3,3,2,3,-3.0
309,420,we2b50c8,Pattern,0.0,4274.0,0,1,3,choice,3,2,-1.0,4,4,2,2,0.0
310,421,we2b50c8,Land,0.0,2776.0,1,2,3,choice,1,-1,-1.0,4,4,1,3,-1.0
311,422,we2b50c8,Animal,1.0,1126.0,1,3,3,choice,2,3,3.0,4,4,2,3,3.0
312,423,we2b50c8,Large,1.0,2005.0,1,4,3,choice,4,1,1.0,4,4,4,4,1.0
313,424,we2b50c8,Pattern,0.0,3930.0,1,1,4,choice,3,-1,-1.0,2,2,1,2,-1.0
314,426,we2b50c8,Animal,0.0,2035.0,1,3,4,choice,4,-1,-1.0,2,2,1,2,-2.0
315,429,we2b50c8,Large,1.0,1102.0,0,2,5,choice,4,-1,-3.0,3,3,3,4,-5.0
316,430,we2b50c8,Land,0.0,2588.0,0,3,5,choice,2,2,-1.0,3,3,1,2,-2.0
317,431,we2b50c8,Object,1.0,1719.0,1,4,5,choice,3,1,-1.0,3,3,2,2,-3.0
318,433,we2b50c8,Land,0.0,1821.0,1,2,6,choice,4,-5,-3.0,1,1,1,2,-2.0
319,436,we2b50c8,Solid,0.0,3334.0,0,1,7,choice,2,2,0.0,4,4,2,2,0.0
320,437,we2b50c8,Land,1.0,1513.0,1,2,7,choice,1,1,-1.0,4,4,1,1,-1.0
321,438,we2b50c8,Small,1.0,3059.0,0,3,7,choice,4,-2,-1.0,4,4,3,3,-2.0
322,439,we2b50c8,Object,0.0,3817.0,1,4,7,choice,3,-2,-5.0,4,4,3,3,-5.0
323,440,w4077e51,Land,,,0,1,1,choice,3,2,2.0,3,3,2,4,3.0
324,441,w4077e51,Large,0.0,3395.0,0,2,1,choice,2,4,3.0,3,3,2,3,3.0
325,443,w4077e51,Animal,0.0,1808.0,1,4,1,choice,4,-1,-3.0,3,3,1,2,1.0
326,444,w4077e51,Pattern,1.0,2762.0,0,1,2,choice,1,-2,-1.0,5,5,1,2,-1.0
327,445,w4077e51,Animal,0.0,6433.0,0,2,2,choice,4,1,1.0,5,5,3,4,0.0
328,446,w4077e51,Small,0.0,1191.0,1,3,2,choice,3,-4,-4.0,5,5,3,4,-4.0
329,447,w4077e51,Sea,1.0,1340.0,1,4,2,choice,2,1,-1.0,5,5,1,2,-2.0
330,448,w4077e51,Pattern,1.0,1208.0,1,1,3,choice,3,2,1.0,5,5,3,3,1.0
331,449,w4077e51,Object,0.0,5571.0,1,2,3,choice,4,-3,-2.0,5,5,3,3,-1.0
332,450,w4077e51,Land,1.0,1647.0,0,3,3,choice,2,-1,1.0,5,5,1,2,2.0
333,451,w4077e51,Large,0.0,1163.0,1,4,3,choice,1,-1,-2.0,5,5,1,1,-2.0
334,452,w4077e51,Solid,1.0,2250.0,1,1,4,choice,3,1,4.0,4,4,2,3,3.0
335,453,w4077e51,Land,1.0,1119.0,1,2,4,choice,1,1,2.0,4,4,1,2,2.0
336,454,w4077e51,Small,0.0,1432.0,1,3,4,choice,2,-3,0.0,4,4,1,3,-1.0
337,455,w4077e51,Animal,1.0,2248.0,0,4,4,choice,4,-4,3.0,4,4,2,3,0.0
338,456,w4077e51,Large,0.0,4194.0,1,1,5,choice,2,-1,-1.0,5,5,2,2,-1.0
339,457,w4077e51,Solid,1.0,1467.0,1,2,5,choice,3,1,1.0,5,5,2,3,0.0
340,458,w4077e51,Sea,1.0,5172.0,1,3,5,choice,1,2,2.0,5,5,1,2,2.0
341,459,w4077e51,Object,1.0,1148.0,0,4,5,choice,4,-3,-2.0,5,5,4,4,-2.0
342,460,w4077e51,Large,0.0,1332.0,1,1,6,choice,2,-4,-4.0,3,3,2,3,-4.0
343,462,w4077e51,Pattern,1.0,1076.0,1,3,6,choice,4,3,2.0,3,3,2,4,0.0
344,463,w4077e51,Land,0.0,1691.0,1,4,6,choice,3,-2,-2.0,3,3,3,6,-2.0
345,464,w4077e51,Small,1.0,3222.0,0,1,7,choice,1,-1,-1.0,4,4,1,2,-1.0
346,465,w4077e51,Sea,0.0,2606.0,0,2,7,choice,3,2,-3.0,4,4,2,3,-2.0
347,466,w4077e51,Pattern,1.0,742.0,0,3,7,choice,4,-2,-5.0,4,4,3,4,-4.0
348,467,w4077e51,Animal,1.0,3919.0,0,4,7,choice,2,-2,-2.0,4,4,1,3,-1.0
349,468,w44b0e2d,Land,,,0,1,1,choice,4,-1,3.0,6,6,4,4,3.0
350,469,w44b0e2d,Small,1.0,7472.0,1,2,1,choice,1,1,1.0,6,6,1,1,1.0
351,470,w44b0e2d,Object,0.0,5114.0,1,3,1,choice,2,-1,-1.0,6,6,2,2,-1.0
352,471,w44b0e2d,Pattern,1.0,5754.0,0,4,1,choice,3,-2,2.0,6,6,3,3,2.0
353,472,w44b0e2d,Solid,,,0,1,2,choice,4,-1,-1.0,5,5,3,3,1.0
354,473,w44b0e2d,Sea,1.0,3386.0,0,2,2,choice,2,-1,-1.0,5,5,1,1,1.0
355,474,w44b0e2d,Object,1.0,3862.0,1,3,2,choice,1,1,1.0,5,5,1,1,1.0
356,475,w44b0e2d,Large,0.0,1429.0,1,4,2,choice,3,-2,-2.0,5,5,2,3,0.0
357,476,w44b0e2d,Pattern,0.0,3631.0,0,1,3,choice,2,1,1.0,6,6,2,2,1.0
358,477,w44b0e2d,Animal,1.0,1197.0,1,2,3,choice,4,4,5.0,6,6,4,4,5.0
359,478,w44b0e2d,Small,1.0,3758.0,0,3,3,choice,1,-1,-1.0,6,6,1,1,-1.0
360,479,w44b0e2d,Land,1.0,2655.0,0,4,3,choice,3,-1,0.0,6,6,3,3,0.0
361,480,w44b0e2d,Object,0.0,3334.0,1,1,4,choice,4,-2,-5.0,5,5,3,3,-4.0
362,481,w44b0e2d,Land,0.0,4220.0,1,2,4,choice,1,-1,-1.0,5,5,1,2,-1.0
363,482,w44b0e2d,Pattern,0.0,1677.0,1,3,4,choice,2,-3,-3.0,5,5,2,2,-3.0
364,483,w44b0e2d,Large,0.0,1985.0,0,4,4,choice,3,1,-2.0,5,5,3,3,-2.0
365,484,w44b0e2d,Small,1.0,3258.0,1,1,5,choice,4,1,1.0,6,6,4,4,1.0
366,485,w44b0e2d,Pattern,0.0,2474.0,1,2,5,choice,1,-1,-1.0,6,6,1,1,-1.0
367,486,w44b0e2d,Animal,1.0,2254.0,1,3,5,choice,3,2,2.0,6,6,3,3,2.0
368,487,w44b0e2d,Sea,1.0,4288.0,0,4,5,choice,2,-3,-3.0,6,6,2,2,-3.0
369,488,w44b0e2d,Animal,0.0,1970.0,0,1,6,choice,4,3,-3.0,6,6,4,4,-3.0
370,489,w44b0e2d,Solid,1.0,2258.0,1,2,6,choice,1,1,1.0,6,6,1,1,1.0
371,490,w44b0e2d,Large,1.0,3967.0,0,3,6,choice,2,-2,-2.0,6,6,2,2,-2.0
372,491,w44b0e2d,Sea,0.0,789.0,0,4,6,choice,3,2,-2.0,6,6,3,3,-2.0
373,492,w44b0e2d,Animal,1.0,2621.0,1,1,7,choice,1,2,2.0,6,6,1,1,2.0
374,493,w44b0e2d,Land,1.0,3835.0,1,2,7,choice,3,2,2.0,6,6,3,3,2.0
375,494,w44b0e2d,Small,0.0,2737.0,0,3,7,choice,4,2,2.0,6,6,4,4,2.0
376,495,w44b0e2d,Solid,1.0,3178.0,0,4,7,choice,2,-1,-1.0,6,6,2,2,-1.0
377,496,we6483ae,Object,1.0,4880.0,1,1,1,choice,4,1,-2.0,4,4,4,5,-2.0
378,497,we6483ae,Solid,1.0,2352.0,0,2,1,choice,2,-1,1.0,4,4,1,1,-1.0
379,498,we6483ae,Sea,1.0,2041.0,0,3,1,choice,3,-1,-1.0,4,4,3,3,-1.0
380,499,we6483ae,Large,1.0,3126.0,0,4,1,choice,1,-1,-2.0,4,4,1,2,-2.0
381,500,we6483ae,Sea,1.0,4144.0,1,1,2,choice,2,2,2.0,4,4,2,2,2.0
382,501,we6483ae,Solid,1.0,1676.0,0,2,2,choice,4,-2,-1.0,4,4,2,2,2.0
383,502,we6483ae,Large,0.0,2337.0,0,3,2,choice,1,1,1.0,4,4,1,1,1.0
384,503,we6483ae,Animal,0.0,2809.0,1,4,2,choice,3,-3,-3.0,4,4,2,2,-1.0
385,504,we6483ae,Animal,0.0,792.0,1,1,3,choice,2,-3,-3.0,3,3,2,3,-3.0
386,505,we6483ae,Pattern,1.0,396.0,0,2,3,choice,3,-1,-2.0,3,3,2,5,-1.0
387,506,we6483ae,Large,0.0,354.0,0,3,3,choice,4,1,0.0,3,3,3,4,-2.0
388,509,we6483ae,Sea,1.0,1927.0,1,2,4,choice,2,4,-4.0,3,3,1,4,-2.0
389,510,we6483ae,Animal,1.0,780.0,0,3,4,choice,4,-3,1.0,3,3,2,3,0.0
390,511,we6483ae,Pattern,1.0,2329.0,1,4,4,choice,3,3,-1.0,3,3,2,3,-3.0
391,512,we6483ae,Object,1.0,3113.0,1,1,5,choice,3,2,2.0,6,6,3,3,2.0
392,513,we6483ae,Solid,1.0,1563.0,1,2,5,choice,1,2,2.0,6,6,1,1,2.0
393,514,we6483ae,Large,1.0,1477.0,1,3,5,choice,4,4,4.0,6,6,4,4,4.0
394,515,we6483ae,Land,0.0,4646.0,1,4,5,choice,2,-4,-2.0,6,6,2,2,-2.0
395,516,we6483ae,Pattern,0.0,1800.0,1,1,6,choice,2,-3,-3.0,4,4,2,4,-3.0
396,518,we6483ae,Land,0.0,1642.0,1,3,6,choice,4,-2,-4.0,4,4,3,4,-5.0
397,519,we6483ae,Object,1.0,1140.0,1,4,6,choice,3,1,2.0,4,4,2,2,1.0
398,520,we6483ae,Small,0.0,1916.0,0,1,7,choice,4,1,2.0,5,5,3,3,3.0
399,521,we6483ae,Object,1.0,2090.0,1,2,7,choice,3,3,2.0,5,5,2,3,3.0
400,522,we6483ae,Solid,1.0,1808.0,0,3,7,choice,2,-2,0.0,5,5,1,1,1.0
401,524,w37d3a90,Land,,,0,1,1,choice,2,4,3.0,3,3,1,4,2.0
402,526,w37d3a90,Animal,1.0,3251.0,0,3,1,choice,3,-1,-1.0,3,3,2,3,0.0
403,527,w37d3a90,Solid,0.0,5524.0,0,4,1,choice,4,1,0.0,3,3,3,4,-1.0
404,528,w37d3a90,Animal,1.0,3111.0,0,1,2,choice,2,-2,0.0,6,6,2,2,0.0
405,529,w37d3a90,Sea,1.0,4239.0,1,2,2,choice,1,1,1.0,6,6,1,1,1.0
406,530,w37d3a90,Pattern,0.0,6833.0,0,3,2,choice,4,2,2.0,6,6,4,4,2.0
407,531,w37d3a90,Large,0.0,3653.0,0,4,2,choice,3,1,1.0,6,6,3,3,1.0
408,532,w37d3a90,Sea,1.0,4404.0,1,1,3,choice,3,1,1.0,6,6,3,3,1.0
409,533,w37d3a90,Small,1.0,5277.0,1,2,3,choice,4,1,1.0,6,6,4,4,1.0
410,534,w37d3a90,Solid,1.0,6857.0,1,3,3,choice,2,3,3.0,6,6,2,2,3.0
411,535,w37d3a90,Animal,0.0,4861.0,1,4,3,choice,1,-1,-1.0,6,6,1,1,-1.0
412,536,w37d3a90,Solid,0.0,4034.0,0,1,4,choice,3,2,0.0,5,5,3,4,0.0
413,537,w37d3a90,Land,0.0,2728.0,1,2,4,choice,1,-1,-1.0,5,5,1,2,-1.0
414,538,w37d3a90,Large,0.0,3838.0,1,3,4,choice,4,-2,1.0,5,5,3,3,0.0
415,539,w37d3a90,Object,1.0,4026.0,1,4,4,choice,2,3,1.0,5,5,2,2,1.0
416,540,w37d3a90,Land,0.0,4158.0,0,1,5,choice,1,1,2.0,5,5,1,1,2.0
417,541,w37d3a90,Pattern,0.0,5106.0,0,2,5,choice,3,1,0.0,5,5,2,3,1.0
418,542,w37d3a90,Animal,1.0,6131.0,0,3,5,choice,4,-2,6.0,5,5,4,5,6.0
419,543,w37d3a90,Small,0.0,5571.0,1,4,5,choice,2,-3,0.0,5,5,2,3,0.0
420,544,w37d3a90,Solid,1.0,6439.0,1,1,6,choice,3,2,1.0,6,6,3,3,1.0
421,545,w37d3a90,Large,0.0,3728.0,1,2,6,choice,2,-2,0.0,6,6,2,2,0.0
422,546,w37d3a90,Land,0.0,5993.0,0,3,6,choice,4,1,2.0,6,6,4,4,2.0
423,547,w37d3a90,Object,0.0,6908.0,1,4,6,choice,1,-1,-1.0,6,6,1,1,-1.0
424,548,w37d3a90,Pattern,1.0,5619.0,1,1,7,choice,4,1,3.0,6,6,4,4,3.0
425,549,w37d3a90,Sea,0.0,6829.0,0,2,7,choice,1,1,1.0,6,6,1,1,1.0
426,550,w37d3a90,Object,0.0,5205.0,1,3,7,choice,3,-3,-1.0,6,6,3,3,-1.0
427,551,w37d3a90,Large,0.0,4866.0,0,4,7,choice,2,1,1.0,6,6,2,2,1.0
428,552,w108c7bf,Large,,,0,1,1,choice,2,-1,-1.0,5,5,2,2,-1.0
429,553,w108c7bf,Land,0.0,54.0,0,2,1,choice,3,1,1.0,5,5,3,3,1.0
430,555,w108c7bf,Animal,0.0,4591.0,1,4,1,choice,4,-4,-3.0,5,5,3,3,-2.0
431,556,w108c7bf,Sea,1.0,2340.0,0,1,2,choice,2,-1,-1.0,3,3,1,1,1.0
432,557,w108c7bf,Small,1.0,1692.0,1,2,2,choice,3,1,4.0,3,3,2,2,3.0
433,558,w108c7bf,Animal,1.0,3351.0,0,3,2,choice,4,-1,0.0,3,3,1,1,2.0
434,559,w108c7bf,Pattern,0.0,691.0,1,4,2,choice,1,-1,2.0,3,3,1,1,2.0
435,560,w108c7bf,Large,0.0,2451.0,0,1,3,choice,1,1,1.0,3,3,1,1,1.0
436,561,w108c7bf,Object,1.0,2101.0,1,2,3,choice,4,4,4.0,3,3,2,2,3.0
437,563,w108c7bf,Pattern,0.0,2342.0,1,4,3,choice,3,-2,-2.0,3,3,2,2,-1.0
438,564,w108c7bf,Small,1.0,1694.0,1,1,4,choice,2,3,3.0,5,5,2,2,3.0
439,565,w108c7bf,Animal,1.0,2833.0,0,2,4,choice,4,-1,0.0,5,5,3,3,2.0
440,566,w108c7bf,Solid,0.0,2909.0,1,3,4,choice,3,-3,-3.0,5,5,2,2,-1.0
441,567,w108c7bf,Land,1.0,3057.0,1,4,4,choice,1,1,1.0,5,5,1,1,1.0
442,568,w108c7bf,Large,0.0,1170.0,1,1,5,choice,2,-1,0.0,4,4,1,1,-1.0
443,569,w108c7bf,Solid,0.0,1932.0,1,2,5,choice,3,-3,-3.0,4,4,2,2,-4.0
444,570,w108c7bf,Object,1.0,2925.0,0,3,5,choice,4,-1,0.0,4,4,3,3,-1.0
445,572,w108c7bf,Pattern,1.0,2338.0,1,1,6,choice,4,3,3.0,5,5,3,3,1.0
446,573,w108c7bf,Object,0.0,2466.0,0,2,6,choice,1,1,1.0,5,5,1,1,1.0
447,574,w108c7bf,Land,0.0,2420.0,1,3,6,choice,3,-2,-2.0,5,5,3,3,-2.0
448,575,w108c7bf,Large,0.0,1769.0,1,4,6,choice,2,-4,-4.0,5,5,2,2,-4.0
449,576,w108c7bf,Pattern,0.0,2197.0,1,1,7,choice,4,-1,2.0,4,4,3,3,1.0
450,577,w108c7bf,Animal,1.0,1951.0,1,2,7,choice,2,2,2.0,4,4,1,1,1.0
451,578,w108c7bf,Sea,1.0,1982.0,1,3,7,choice,3,1,3.0,4,4,3,3,3.0
452,584,w2e6acfb,Animal,1.0,3608.0,0,1,2,choice,2,-3,-1.0,3,3,1,2,-2.0
453,585,w2e6acfb,Small,1.0,3410.0,1,2,2,choice,4,1,2.0,3,3,1,1,1.0
454,586,w2e6acfb,Sea,0.0,2114.0,1,3,2,choice,3,-1,-2.0,3,3,1,1,-2.0
455,587,w2e6acfb,Pattern,1.0,2250.0,0,4,2,choice,1,-1,1.0,3,3,1,1,1.0
456,588,w2e6acfb,Animal,1.0,2491.0,0,1,3,choice,3,-1,2.0,3,3,1,2,2.0
457,589,w2e6acfb,Sea,1.0,3636.0,1,2,3,choice,2,1,4.0,3,3,2,3,4.0
458,591,w2e6acfb,Large,1.0,1541.0,0,4,3,choice,4,-3,0.0,3,3,2,2,0.0
459,592,w2e6acfb,Large,0.0,2214.0,0,1,4,choice,4,2,0.0,4,4,3,3,-1.0
460,594,w2e6acfb,Sea,1.0,1811.0,0,3,4,choice,3,-1,-1.0,4,4,3,5,-1.0
461,595,w2e6acfb,Object,1.0,1991.0,1,4,4,choice,2,2,0.0,4,4,2,4,0.0
462,596,w2e6acfb,Object,1.0,4937.0,1,1,5,choice,4,1,6.0,1,1,1,2,1.0
463,598,w2e6acfb,Pattern,0.0,3706.0,0,3,5,choice,2,2,2.0,1,1,1,5,1.0
464,599,w2e6acfb,Large,0.0,1962.0,0,4,5,choice,1,1,1.0,1,1,1,3,1.0
465,600,w2e6acfb,Land,0.0,1411.0,1,1,6,choice,4,-1,3.0,4,4,3,3,2.0
466,601,w2e6acfb,Object,1.0,1068.0,1,2,6,choice,1,1,1.0,4,4,1,2,1.0
467,602,w2e6acfb,Solid,0.0,2349.0,0,3,6,choice,3,2,5.0,4,4,2,3,4.0
468,603,w2e6acfb,Small,1.0,1006.0,0,4,6,choice,2,-1,2.0,4,4,1,3,1.0
469,604,w2e6acfb,Animal,0.0,2163.0,1,1,7,choice,4,-1,0.0,6,6,4,4,0.0
470,605,w2e6acfb,Land,0.0,3546.0,0,2,7,choice,1,2,-1.0,6,6,1,1,-1.0
471,606,w2e6acfb,Large,1.0,756.0,0,3,7,choice,3,-3,1.0,6,6,3,3,1.0
472,607,w2e6acfb,Solid,1.0,1005.0,0,4,7,choice,2,-1,3.0,6,6,2,2,3.0
473,608,w496515d,Animal,0.0,6246.0,0,1,1,choice,3,2,1.0,2,2,1,2,-1.0
474,609,w496515d,Solid,1.0,3483.0,1,2,1,choice,4,3,2.0,2,2,1,2,1.0
475,610,w496515d,Large,0.0,3497.0,1,3,1,choice,2,-2,0.0,2,2,1,2,1.0
476,612,w496515d,Large,,,0,1,2,choice,3,-3,0.0,5,5,2,2,-1.0
477,613,w496515d,Solid,1.0,1602.0,1,2,2,choice,4,1,4.0,5,5,3,3,3.0
478,614,w496515d,Sea,1.0,5179.0,1,3,2,choice,1,1,1.0,5,5,1,2,1.0
479,615,w496515d,Animal,1.0,940.0,0,4,2,choice,2,-1,-1.0,5,5,1,2,-2.0
480,616,w496515d,Solid,1.0,2318.0,0,1,3,choice,1,-2,-1.0,4,4,1,2,-1.0
481,617,w496515d,Sea,1.0,2932.0,0,2,3,choice,4,-3,0.0,4,4,3,3,1.0
482,618,w496515d,Small,1.0,1592.0,1,3,3,choice,3,2,1.0,4,4,1,2,1.0
483,619,w496515d,Object,1.0,3297.0,0,4,3,choice,2,-1,0.0,4,4,2,4,0.0
484,620,w496515d,Land,1.0,3207.0,0,1,4,choice,2,-2,0.0,3,3,1,2,-1.0
485,621,w496515d,Small,0.0,2084.0,1,2,4,choice,3,-1,1.0,3,3,2,4,0.0
486,622,w496515d,Object,1.0,3180.0,0,3,4,choice,1,-1,-1.0,3,3,1,3,-1.0
487,623,w496515d,Pattern,0.0,1912.0,0,4,4,choice,4,1,-1.0,3,3,2,4,-2.0
488,624,w496515d,Land,1.0,2531.0,1,1,5,choice,1,1,-1.0,3,3,1,3,-1.0
489,625,w496515d,Pattern,1.0,4509.0,1,2,5,choice,4,1,0.0,3,3,3,6,-1.0
490,626,w496515d,Small,1.0,2059.0,0,3,5,choice,3,-1,-1.0,3,3,3,4,-1.0
491,627,w496515d,Animal,1.0,1896.0,0,4,5,choice,2,-2,-2.0,3,3,1,3,-1.0
492,628,w496515d,Small,1.0,2095.0,0,1,6,choice,4,-4,3.0,2,2,2,4,0.0
493,629,w496515d,Pattern,0.0,793.0,0,2,6,choice,2,1,2.0,2,2,1,4,1.0
494,631,w496515d,Object,1.0,872.0,0,4,6,choice,3,-5,2.0,2,2,2,3,0.0
495,632,w496515d,Sea,1.0,1524.0,1,1,7,choice,4,3,3.0,5,5,4,4,3.0
496,633,w496515d,Animal,1.0,2827.0,0,2,7,choice,1,-1,2.0,5,5,1,2,2.0
497,634,w496515d,Large,0.0,1900.0,1,3,7,choice,3,-1,-3.0,5,5,2,3,-2.0
498,635,w496515d,Pattern,1.0,1742.0,0,4,7,choice,2,-1,0.0,5,5,2,2,0.0
499,636,wa0cc687,Land,1.0,3129.0,0,1,1,choice,2,-1,0.0,2,2,1,1,1.0
500,637,wa0cc687,Small,1.0,3573.0,1,2,1,choice,1,1,1.0,2,2,1,1,1.0
501,638,wa0cc687,Solid,0.0,1810.0,1,3,1,choice,4,-1,-1.0,2,2,2,3,2.0
502,639,wa0cc687,Animal,1.0,1093.0,0,4,1,choice,3,-2,0.0,2,2,1,1,1.0
503,642,wa0cc687,Object,1.0,2349.0,1,3,2,choice,4,1,3.0,2,2,1,1,1.0
504,643,wa0cc687,Small,1.0,1830.0,1,4,2,choice,3,1,2.0,2,2,1,1,1.0
505,646,wa0cc687,Object,1.0,2451.0,0,3,3,choice,4,-3,-5.0,2,2,1,2,-2.0
506,648,wa0cc687,Large,1.0,3712.0,0,1,4,choice,2,-3,-1.0,2,2,1,2,1.0
507,649,wa0cc687,Sea,0.0,1403.0,0,2,4,choice,3,1,-2.0,2,2,1,2,1.0
508,650,wa0cc687,Pattern,1.0,1331.0,0,3,4,choice,4,-2,-3.0,2,2,1,2,1.0
509,653,wa0cc687,Object,1.0,810.0,1,2,5,choice,3,3,-1.0,2,2,2,4,0.0
510,654,wa0cc687,Large,1.0,2088.0,1,3,5,choice,1,1,-1.0,2,2,1,2,-1.0
511,655,wa0cc687,Pattern,0.0,1449.0,1,4,5,choice,4,-1,-2.0,2,2,1,2,-1.0
512,656,wa0cc687,Land,0.0,1175.0,0,1,6,choice,3,3,2.0,2,2,1,3,2.0
513,657,wa0cc687,Small,1.0,888.0,1,2,6,choice,2,4,3.0,2,2,2,4,3.0
514,658,wa0cc687,Pattern,1.0,2292.0,1,3,6,choice,4,1,0.0,2,2,2,3,3.0
515,660,we07eba7,Small,,,0,1,1,choice,1,-2,-2.0,5,5,1,1,-2.0
