,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered,recalled_mem_value
777,1038,w31415e8,Pattern,0.0,2799.0,1,3,4,choice,3,-4,-4.0,5,5,3,3,-4.0
778,1039,w31415e8,Animal,1.0,3871.0,0,4,4,choice,4,-1,-3.0,5,5,3,3,-4.0
779,1040,w31415e8,Object,0.0,5951.0,0,1,5,choice,3,3,3.0,5,5,3,3,3.0
780,1041,w31415e8,Large,1.0,3205.0,1,2,5,choice,4,4,2.0,5,5,4,5,2.0
781,1042,w31415e8,Land,0.0,3140.0,1,3,5,choice,2,-2,-2.0,5,5,1,2,-1.0
782,1043,w31415e8,Solid,1.0,2160.0,1,4,5,choice,1,2,2.0,5,5,1,2,2.0
783,1044,w31415e8,Small,0.0,2854.0,0,1,6,choice,1,2,-1.0,5,5,1,2,-1.0
784,1045,w31415e8,Land,1.0,4996.0,0,2,6,choice,4,-2,-2.0,5,5,3,4,-4.0
785,1046,w31415e8,Pattern,0.0,3047.0,1,3,6,choice,2,-2,-2.0,5,5,2,3,-2.0
786,1047,w31415e8,Object,1.0,2581.0,1,4,6,choice,3,2,3.0,5,5,2,2,1.0
787,1048,w31415e8,Solid,0.0,3273.0,0,1,7,choice,2,3,1.0,5,5,2,2,1.0
788,1049,w31415e8,Land,1.0,3563.0,1,2,7,choice,1,2,2.0,5,5,1,2,2.0
789,1050,w31415e8,Object,1.0,2787.0,0,3,7,choice,3,-1,0.0,5,5,3,4,0.0
790,1051,w31415e8,Small,1.0,3472.0,1,4,7,choice,4,2,-1.0,5,5,4,4,-1.0
791,1052,w9d4c48d,Land,1.0,3259.0,1,1,1,choice,3,5,5.0,5,5,3,3,5.0
792,1053,w9d4c48d,Large,1.0,2785.0,1,2,1,choice,2,3,3.0,5,5,2,2,3.0
793,1054,w9d4c48d,Animal,0.0,2581.0,1,3,1,choice,4,-1,0.0,5,5,3,3,1.0
794,1056,w9d4c48d,Small,1.0,3240.0,1,1,2,choice,3,1,-3.0,4,4,2,2,-1.0
795,1057,w9d4c48d,Sea,1.0,3028.0,1,2,2,choice,2,2,-1.0,4,4,2,3,-1.0
796,1058,w9d4c48d,Animal,1.0,2687.0,0,3,2,choice,4,-1,-2.0,4,4,3,3,0.0
797,1059,w9d4c48d,Pattern,0.0,3030.0,0,4,2,choice,1,1,1.0,4,4,1,2,1.0
798,1060,w9d4c48d,Pattern,1.0,2287.0,1,1,3,choice,3,2,2.0,4,4,3,3,2.0
799,1061,w9d4c48d,Land,1.0,2375.0,1,2,3,choice,2,1,3.0,4,4,2,3,3.0
800,1062,w9d4c48d,Object,1.0,2114.0,0,3,3,choice,4,-2,0.0,4,4,3,3,2.0
801,1063,w9d4c48d,Large,0.0,2968.0,1,4,3,choice,1,-1,-1.0,4,4,1,1,-1.0
802,1064,w9d4c48d,Animal,1.0,2992.0,0,1,4,choice,4,-3,-3.0,6,6,4,4,-3.0
803,1065,w9d4c48d,Small,0.0,5593.0,1,2,4,choice,2,-3,-3.0,6,6,2,2,-3.0
804,1066,w9d4c48d,Land,1.0,4172.0,1,3,4,choice,1,1,2.0,6,6,1,1,2.0
805,1067,w9d4c48d,Solid,0.0,4670.0,0,4,4,choice,3,3,3.0,6,6,3,3,3.0
806,1068,w9d4c48d,Large,0.0,3193.0,1,1,5,choice,2,-3,-4.0,6,6,2,2,-4.0
807,1069,w9d4c48d,Object,1.0,2871.0,1,2,5,choice,4,2,1.0,6,6,4,4,1.0
808,1070,w9d4c48d,Sea,1.0,1778.0,1,3,5,choice,1,1,1.0,6,6,1,1,1.0
809,1071,w9d4c48d,Solid,0.0,2705.0,1,4,5,choice,3,-3,-3.0,6,6,3,3,-3.0
810,1072,w9d4c48d,Pattern,0.0,1265.0,1,1,6,choice,4,-1,-3.0,6,6,4,4,-3.0
811,1073,w9d4c48d,Land,0.0,2032.0,1,2,6,choice,3,-6,-6.0,6,6,3,3,-6.0
812,1074,w9d4c48d,Object,1.0,996.0,1,3,6,choice,1,1,1.0,6,6,1,1,1.0
813,1075,w9d4c48d,Large,0.0,1524.0,1,4,6,choice,2,-4,-4.0,6,6,2,2,-4.0
814,1077,w9d4c48d,Sea,1.0,3487.0,0,2,7,choice,3,-1,-1.0,5,5,3,3,-1.0
815,1078,w9d4c48d,Pattern,0.0,3309.0,0,3,7,choice,4,3,3.0,5,5,3,3,1.0
816,1079,w9d4c48d,Animal,1.0,3308.0,1,4,7,choice,2,4,4.0,5,5,1,1,2.0
817,1080,we35ea87,Large,0.0,2735.0,1,1,1,choice,2,-1,-3.0,4,4,1,3,-2.0
818,1081,we35ea87,Solid,0.0,2563.0,1,2,1,choice,1,-1,1.0,4,4,1,2,1.0
819,1082,we35ea87,Land,0.0,1503.0,1,3,1,choice,3,-2,-2.0,4,4,2,2,-1.0
820,1083,we35ea87,Animal,0.0,1980.0,0,4,1,choice,4,1,3.0,4,4,2,2,2.0
821,1084,we35ea87,Pattern,0.0,1685.0,1,1,2,choice,1,-2,-2.0,5,5,1,2,-2.0
822,1085,we35ea87,Animal,0.0,3702.0,1,2,2,choice,4,-2,-4.0,5,5,3,4,-2.0
823,1086,we35ea87,Small,1.0,5048.0,1,3,2,choice,3,1,-2.0,5,5,3,3,-2.0
824,1087,we35ea87,Sea,0.0,2504.0,0,4,2,choice,2,3,-2.0,5,5,2,2,-2.0
825,1088,we35ea87,Large,0.0,2113.0,0,1,3,choice,1,1,1.0,5,5,1,2,1.0
826,1089,we35ea87,Land,0.0,1181.0,1,2,3,choice,2,-2,0.0,5,5,2,3,0.0
827,1090,we35ea87,Pattern,0.0,5250.0,1,3,3,choice,3,-2,-2.0,5,5,3,3,-2.0
828,1091,we35ea87,Object,1.0,4426.0,1,4,3,choice,4,1,2.0,5,5,4,5,2.0
829,1092,we35ea87,Animal,1.0,1694.0,1,1,4,choice,4,4,0.0,5,5,3,3,-1.0
830,1093,we35ea87,Solid,0.0,2812.0,1,2,4,choice,3,-1,-1.0,5,5,2,2,-2.0
831,1094,we35ea87,Land,0.0,1083.0,1,3,4,choice,1,-2,-2.0,5,5,1,1,-2.0
832,1095,we35ea87,Small,1.0,4010.0,1,4,4,choice,2,1,-3.0,5,5,2,2,-3.0
833,1096,we35ea87,Solid,1.0,1137.0,1,1,5,choice,3,4,4.0,6,6,3,3,4.0
834,1097,we35ea87,Sea,0.0,1935.0,1,2,5,choice,1,-2,-1.0,6,6,1,1,-1.0
835,1098,we35ea87,Object,0.0,2203.0,1,3,5,choice,4,-4,-4.0,6,6,4,4,-4.0
836,1099,we35ea87,Large,0.0,1318.0,0,4,5,choice,2,1,0.0,6,6,2,2,0.0
837,1100,we35ea87,Object,1.0,1516.0,1,1,6,choice,1,2,2.0,4,4,1,1,2.0
838,1101,we35ea87,Land,1.0,1396.0,0,2,6,choice,3,-2,2.0,4,4,2,2,0.0
839,1102,we35ea87,Pattern,1.0,1728.0,1,3,6,choice,4,4,0.0,4,4,4,4,0.0
840,1103,we35ea87,Large,0.0,1184.0,1,4,6,choice,2,-1,3.0,4,4,1,1,1.0
841,1104,we35ea87,Pattern,1.0,1190.0,0,1,7,choice,4,-1,0.0,5,5,3,3,1.0
842,1105,we35ea87,Sea,0.0,2070.0,1,2,7,choice,3,-1,0.0,5,5,2,2,1.0
843,1106,we35ea87,Animal,1.0,1458.0,1,3,7,choice,2,3,3.0,5,5,2,3,3.0
844,1107,we35ea87,Small,0.0,1578.0,0,4,7,choice,1,1,1.0,5,5,1,1,1.0
845,1108,wbe3571b,Land,1.0,5937.0,1,1,1,choice,1,2,1.0,3,3,1,2,1.0
846,1109,wbe3571b,Animal,1.0,4363.0,1,2,1,choice,3,2,1.0,3,3,2,3,-1.0
847,1110,wbe3571b,Large,0.0,4508.0,1,3,1,choice,2,-3,-4.0,3,3,1,2,-2.0
848,1111,wbe3571b,Solid,0.0,961.0,0,4,1,choice,4,4,2.0,3,3,2,3,-1.0
849,1112,wbe3571b,Sea,1.0,1867.0,1,1,2,choice,1,2,2.0,3,3,1,2,2.0
850,1114,wbe3571b,Solid,1.0,880.0,1,3,2,choice,4,2,-1.0,3,3,3,4,1.0
851,1115,wbe3571b,Large,1.0,669.0,0,4,2,choice,3,-1,-5.0,3,3,1,3,-2.0
852,1117,wbe3571b,Small,1.0,3546.0,0,2,3,choice,3,-1,5.0,3,3,3,3,5.0
853,1118,wbe3571b,Object,1.0,2936.0,1,3,3,choice,2,1,1.0,3,3,1,1,2.0
854,1119,wbe3571b,Sea,1.0,1312.0,1,4,3,choice,4,1,2.0,3,3,2,2,4.0
855,1120,wbe3571b,Pattern,1.0,3889.0,1,1,4,choice,4,1,-4.0,5,5,4,4,-4.0
856,1121,wbe3571b,Small,0.0,4677.0,1,2,4,choice,3,-4,-4.0,5,5,2,2,-3.0
857,1122,wbe3571b,Object,1.0,1817.0,1,3,4,choice,1,2,-2.0,5,5,1,1,-2.0
858,1123,wbe3571b,Land,0.0,4216.0,0,4,4,choice,2,1,-3.0,5,5,2,2,-3.0
859,1124,wbe3571b,Land,0.0,2921.0,1,1,5,choice,1,-2,-1.0,5,5,1,1,-1.0
860,1125,wbe3571b,Pattern,0.0,3610.0,1,2,5,choice,4,-3,-2.0,5,5,3,3,-1.0
861,1126,wbe3571b,Small,0.0,1325.0,1,3,5,choice,3,-1,0.0,5,5,2,2,1.0
862,1127,wbe3571b,Animal,1.0,3891.0,1,4,5,choice,2,4,4.0,5,5,2,2,4.0
863,1128,wbe3571b,Small,0.0,2284.0,1,1,6,choice,4,-1,-1.0,5,5,3,3,-3.0
864,1129,wbe3571b,Pattern,0.0,2160.0,1,2,6,choice,2,-3,-3.0,5,5,2,2,-3.0
865,1130,wbe3571b,Object,0.0,1636.0,1,3,6,choice,3,-2,-2.0,5,5,2,2,-4.0
866,1132,wbe3571b,Large,1.0,2051.0,1,1,7,choice,3,1,5.0,2,2,2,2,4.0
867,1134,wbe3571b,Pattern,0.0,1870.0,0,3,7,choice,2,3,4.0,2,2,1,1,2.0
868,1136,w7e41e95,Object,0.0,3261.0,1,1,1,choice,2,-3,-1.0,2,2,1,3,1.0
869,1137,w7e41e95,Small,1.0,2352.0,0,2,1,choice,1,-2,-1.0,2,2,1,2,-1.0
870,1138,w7e41e95,Land,0.0,3958.0,1,3,1,choice,4,-1,2.0,2,2,1,2,1.0
871,1139,w7e41e95,Pattern,0.0,1798.0,0,4,1,choice,3,2,5.0,2,2,1,3,1.0
872,1140,w7e41e95,Solid,,,0,1,2,choice,4,1,0.0,5,5,4,4,0.0
873,1141,w7e41e95,Object,1.0,106.0,0,2,2,choice,1,-2,2.0,5,5,1,1,2.0
874,1142,w7e41e95,Sea,0.0,7150.0,0,3,2,choice,2,1,0.0,5,5,1,1,-2.0
875,1143,w7e41e95,Large,1.0,4696.0,0,4,2,choice,3,-1,2.0,5,5,3,3,2.0
876,1144,w7e41e95,Land,1.0,3063.0,0,1,3,choice,3,-2,-2.0,5,5,3,3,-2.0
877,1145,w7e41e95,Small,1.0,3905.0,1,2,3,choice,1,1,1.0,5,5,1,1,1.0
878,1146,w7e41e95,Animal,1.0,964.0,1,3,3,choice,4,3,3.0,5,5,3,3,1.0
879,1147,w7e41e95,Pattern,0.0,5642.0,0,4,3,choice,2,1,1.0,5,5,1,1,-1.0
880,1148,w7e41e95,Pattern,1.0,3900.0,0,1,4,choice,2,-3,0.0,3,3,2,2,0.0
881,1149,w7e41e95,Object,0.0,3313.0,1,2,4,choice,4,-4,3.0,3,3,3,3,2.0
882,1150,w7e41e95,Land,1.0,2844.0,0,3,4,choice,1,-2,-1.0,3,3,1,1,-1.0
883,1151,w7e41e95,Large,1.0,816.0,1,4,4,choice,3,1,4.0,3,3,2,2,3.0
884,1152,w7e41e95,Small,0.0,2588.0,1,1,5,choice,4,-4,-1.0,3,3,2,3,-2.0
885,1153,w7e41e95,Pattern,1.0,2951.0,0,2,5,choice,1,-1,-1.0,3,3,1,1,-1.0
886,1154,w7e41e95,Sea,0.0,1773.0,1,3,5,choice,2,-3,-2.0,3,3,2,3,-2.0
887,1155,w7e41e95,Animal,1.0,2004.0,1,4,5,choice,3,1,3.0,3,3,2,2,1.0
888,1156,w7e41e95,Sea,0.0,4291.0,1,1,6,choice,3,-2,4.0,2,2,1,1,1.0
889,1157,w7e41e95,Large,1.0,1292.0,0,2,6,choice,2,-1,3.0,2,2,1,2,1.0
890,1160,w7e41e95,Land,0.0,331.0,1,1,7,choice,3,-1,2.0,3,3,1,1,2.0
891,1161,w7e41e95,Animal,0.0,3523.0,1,2,7,choice,1,-1,2.0,3,3,1,1,2.0
892,1162,w7e41e95,Solid,1.0,848.0,1,3,7,choice,2,1,0.0,3,3,1,1,1.0
893,1163,w7e41e95,Small,1.0,1966.0,1,4,7,choice,4,1,3.0,3,3,3,3,4.0
894,1164,wca9e1aa,Animal,1.0,2590.0,1,1,1,choice,3,2,0.0,3,3,1,2,-2.0
895,1165,wca9e1aa,Land,1.0,4301.0,1,2,1,choice,2,4,2.0,3,3,1,2,1.0
896,1166,wca9e1aa,Small,0.0,2110.0,1,3,1,choice,1,-2,-2.0,3,3,1,4,-2.0
897,1167,wca9e1aa,Solid,1.0,2907.0,1,4,1,choice,4,1,1.0,3,3,2,3,-1.0
898,1168,wca9e1aa,Land,1.0,4034.0,1,1,2,choice,2,4,4.0,6,6,2,2,4.0
899,1169,wca9e1aa,Pattern,,,0,2,2,choice,1,2,2.0,6,6,1,1,2.0
900,1170,wca9e1aa,Small,0.0,3357.0,1,3,2,choice,3,-1,-1.0,6,6,3,3,-1.0
901,1171,wca9e1aa,Object,1.0,3794.0,1,4,2,choice,4,2,2.0,6,6,4,4,2.0
902,1172,wca9e1aa,Object,1.0,5163.0,0,1,3,choice,4,-1,-1.0,5,5,4,4,-1.0
903,1173,wca9e1aa,Solid,1.0,3978.0,1,2,3,choice,3,2,2.0,5,5,3,3,2.0
904,1174,wca9e1aa,Large,1.0,4731.0,1,3,3,choice,2,2,2.0,5,5,2,2,2.0
905,1175,wca9e1aa,Land,1.0,5067.0,1,4,3,choice,1,2,2.0,5,5,1,1,2.0
906,1176,wca9e1aa,Sea,0.0,4650.0,0,1,4,choice,3,1,-1.0,3,3,1,1,-1.0
907,1177,wca9e1aa,Pattern,1.0,4007.0,0,2,4,choice,4,-3,-5.0,3,3,2,2,-3.0
908,1178,wca9e1aa,Animal,1.0,3458.0,0,3,4,choice,1,-1,-1.0,3,3,1,1,-1.0
909,1179,wca9e1aa,Large,0.0,2616.0,1,4,4,choice,2,-2,-2.0,3,3,1,1,-1.0
910,1182,wca9e1aa,Pattern,1.0,2233.0,0,3,6,choice,4,-2,0.0,1,1,1,2,-2.0
911,1183,wca9e1aa,Small,1.0,374.0,0,4,6,choice,2,-3,-3.0,1,1,1,3,-2.0
912,1184,wca9e1aa,Sea,0.0,7026.0,0,1,7,choice,1,1,1.0,6,6,1,1,1.0
913,1185,wca9e1aa,Animal,0.0,3097.0,1,2,7,choice,3,-1,-1.0,6,6,3,3,-1.0
914,1186,wca9e1aa,Solid,1.0,2666.0,1,3,7,choice,2,3,3.0,6,6,2,2,3.0
915,1187,wca9e1aa,Small,1.0,1829.0,1,4,7,choice,4,3,3.0,6,6,4,4,3.0
916,1188,wf6aed15,Object,0.0,5583.0,1,1,1,choice,2,-1,-1.0,5,5,1,1,-2.0
917,1189,wf6aed15,Pattern,1.0,3951.0,1,2,1,choice,3,3,3.0,5,5,2,2,2.0
918,1190,wf6aed15,Land,0.0,4558.0,1,3,1,choice,4,-1,-2.0,5,5,3,3,-3.0
919,1191,wf6aed15,Small,1.0,3793.0,0,4,1,choice,1,-1,-2.0,5,5,1,1,-2.0
920,1192,wf6aed15,Large,1.0,5048.0,1,1,2,choice,3,1,1.0,4,4,3,4,1.0
921,1193,wf6aed15,Object,0.0,5881.0,0,2,2,choice,1,2,2.0,4,4,1,2,2.0
922,1194,wf6aed15,Sea,0.0,3778.0,1,3,2,choice,2,-1,-1.0,4,4,2,2,-1.0
923,1195,wf6aed15,Solid,1.0,5449.0,1,4,2,choice,4,3,3.0,4,4,3,3,1.0
924,1196,wf6aed15,Pattern,0.0,5872.0,1,1,3,choice,2,-2,-3.0,5,5,2,3,-3.0
925,1198,wf6aed15,Animal,1.0,4128.0,1,3,3,choice,4,3,2.0,5,5,3,3,1.0
926,1199,wf6aed15,Land,1.0,4176.0,1,4,3,choice,3,1,1.0,5,5,2,2,0.0
927,1200,wf6aed15,Large,1.0,2704.0,0,1,4,choice,3,-1,1.0,3,3,2,2,0.0
928,1202,wf6aed15,Object,1.0,1835.0,1,3,4,choice,4,5,0.0,3,3,2,2,0.0
929,1203,wf6aed15,Pattern,1.0,3892.0,1,4,4,choice,2,1,-3.0,3,3,1,1,-1.0
930,1204,wf6aed15,Sea,1.0,2893.0,1,1,5,choice,2,1,-1.0,3,3,1,3,1.0
931,1205,wf6aed15,Pattern,1.0,5386.0,0,2,5,choice,1,-1,1.0,3,3,1,3,1.0
932,1207,wf6aed15,Small,1.0,2775.0,1,4,5,choice,4,1,0.0,3,3,2,2,3.0
933,1209,wf6aed15,Sea,0.0,3608.0,0,2,6,choice,3,2,-2.0,1,1,1,1,-2.0
934,1210,wf6aed15,Animal,1.0,2662.0,0,3,6,choice,4,-1,-3.0,1,1,1,1,-2.0
935,1212,wf6aed15,Land,1.0,3154.0,1,1,7,choice,3,3,2.0,2,2,2,2,3.0
936,1213,wf6aed15,Small,1.0,3394.0,0,2,7,choice,4,-2,1.0,2,2,1,1,2.0
937,1214,wf6aed15,Solid,0.0,2790.0,1,3,7,choice,2,-2,1.0,2,2,1,1,2.0
938,1216,wc471696,Large,,,0,1,1,choice,2,1,1.0,3,3,2,2,1.0
939,1217,wc471696,Land,,,0,2,1,choice,3,2,3.0,3,3,2,2,1.0
940,1218,wc471696,Animal,0.0,4024.0,1,3,1,choice,4,-1,3.0,3,3,2,2,0.0
941,1220,wc471696,Small,0.0,7329.0,1,1,2,choice,3,-2,-5.0,5,5,2,2,-4.0
942,1221,wc471696,Animal,0.0,6224.0,1,2,2,choice,4,-2,-3.0,5,5,4,4,-3.0
943,1222,wc471696,Sea,1.0,6079.0,1,3,2,choice,2,3,1.0,5,5,1,1,2.0
944,1223,wc471696,Pattern,0.0,6735.0,1,4,2,choice,1,-2,-2.0,5,5,1,1,-2.0
945,1224,wc471696,Pattern,0.0,6811.0,1,1,3,choice,3,-1,1.0,6,6,3,3,1.0
946,1225,wc471696,Object,0.0,5818.0,1,2,3,choice,4,-1,1.0,6,6,4,4,1.0
947,1226,wc471696,Land,1.0,5649.0,1,3,3,choice,2,1,1.0,6,6,2,2,1.0
948,1227,wc471696,Large,0.0,5661.0,1,4,3,choice,1,-1,1.0,6,6,1,1,1.0
949,1228,wc471696,Land,0.0,6623.0,0,1,4,choice,1,1,1.0,5,5,1,1,1.0
950,1229,wc471696,Small,,,0,2,4,choice,2,-1,-1.0,5,5,2,2,-1.0
951,1230,wc471696,Animal,0.0,4087.0,1,3,4,choice,4,-5,-2.0,5,5,4,4,-2.0
952,1231,wc471696,Solid,0.0,4744.0,1,4,4,choice,3,-3,-3.0,5,5,2,2,-4.0
953,1232,wc471696,Object,,,0,1,5,choice,4,2,3.0,6,6,4,4,3.0
954,1233,wc471696,Solid,1.0,4558.0,0,2,5,choice,3,-2,-2.0,6,6,3,3,-2.0
955,1234,wc471696,Large,0.0,5362.0,1,3,5,choice,2,-1,0.0,6,6,2,2,0.0
956,1235,wc471696,Sea,0.0,5664.0,1,4,5,choice,1,-1,-1.0,6,6,1,1,-1.0
957,1236,wc471696,Large,1.0,4929.0,1,1,6,choice,2,2,3.0,6,6,2,2,3.0
958,1237,wc471696,Object,0.0,2769.0,1,2,6,choice,1,-1,-1.0,6,6,1,1,-1.0
959,1238,wc471696,Pattern,1.0,3215.0,1,3,6,choice,4,1,1.0,6,6,4,4,1.0
960,1239,wc471696,Land,1.0,4422.0,1,4,6,choice,3,4,4.0,6,6,3,3,4.0
961,1240,wc471696,Animal,1.0,4852.0,1,1,7,choice,2,2,0.0,6,6,2,2,0.0
962,1241,wc471696,Pattern,0.0,3811.0,1,2,7,choice,4,-1,-2.0,6,6,4,4,-2.0
963,1242,wc471696,Small,1.0,4853.0,1,3,7,choice,1,1,-1.0,6,6,1,1,-1.0
964,1243,wc471696,Sea,0.0,5516.0,1,4,7,choice,3,-1,-1.0,6,6,3,3,-1.0
965,1244,wc5adc9d,Object,1.0,7307.0,1,1,1,choice,2,3,4.0,3,3,1,2,2.0
966,1245,wc5adc9d,Pattern,1.0,6922.0,1,2,1,choice,3,1,2.0,3,3,1,1,2.0
967,1247,wc5adc9d,Land,0.0,3911.0,1,4,1,choice,4,-1,4.0,3,3,3,3,2.0
968,1248,wc5adc9d,Object,1.0,5498.0,0,1,2,choice,1,-1,-1.0,3,3,1,1,-1.0
969,1249,wc5adc9d,Sea,0.0,2450.0,0,2,2,choice,2,1,0.0,3,3,1,1,2.0
970,1250,wc5adc9d,Large,1.0,2826.0,0,3,2,choice,3,-1,3.0,3,3,3,3,3.0
971,1251,wc5adc9d,Solid,1.0,3129.0,1,4,2,choice,4,1,2.0,3,3,3,3,3.0
972,1252,wc5adc9d,Land,1.0,1280.0,1,1,3,choice,3,3,1.0,2,2,1,2,1.0
973,1255,wc5adc9d,Animal,1.0,1852.0,0,4,3,choice,4,-1,2.0,2,2,2,2,2.0
974,1256,wc5adc9d,Object,1.0,2185.0,0,1,4,choice,4,-1,1.0,3,3,1,2,1.0
975,1257,wc5adc9d,Large,1.0,3632.0,1,2,4,choice,3,1,-1.0,3,3,1,2,0.0
976,1258,wc5adc9d,Land,1.0,2022.0,0,3,4,choice,1,-2,1.0,3,3,1,2,1.0
977,1259,wc5adc9d,Pattern,0.0,2227.0,1,4,4,choice,2,-3,2.0,3,3,1,2,1.0
978,1260,wc5adc9d,Small,1.0,6126.0,0,1,5,choice,4,-3,2.0,3,3,2,3,-1.0
979,1261,wc5adc9d,Pattern,1.0,4919.0,0,2,5,choice,1,-1,-2.0,3,3,1,3,-2.0
980,1262,wc5adc9d,Sea,0.0,2067.0,1,3,5,choice,2,-2,-1.0,3,3,2,4,-1.0
981,1263,wc5adc9d,Animal,0.0,3520.0,0,4,5,choice,3,1,3.0,3,3,2,3,2.0
982,1264,wc5adc9d,Animal,1.0,1859.0,1,1,6,choice,4,1,1.0,1,1,1,2,1.0
983,1265,wc5adc9d,Sea,0.0,3489.0,1,2,6,choice,3,-3,3.0,1,1,1,1,1.0
984,1266,wc5adc9d,Solid,0.0,1858.0,1,3,6,choice,1,-1,1.0,1,1,1,2,1.0
985,1268,wc5adc9d,Solid,1.0,2256.0,0,1,7,choice,2,-3,-1.0,2,2,1,1,-1.0
986,1269,wc5adc9d,Small,0.0,1988.0,1,2,7,choice,4,-1,-3.0,2,2,2,2,-3.0
987,1270,wc5adc9d,Land,0.0,1907.0,1,3,7,choice,3,-1,-1.0,2,2,1,1,-1.0
988,1272,w6ebaea9,Sea,0.0,3800.0,0,1,1,choice,3,1,1.0,3,3,1,1,2.0
989,1274,w6ebaea9,Solid,0.0,4584.0,0,3,1,choice,2,1,1.0,3,3,1,2,2.0
990,1275,w6ebaea9,Object,1.0,2508.0,0,4,1,choice,4,-1,0.0,3,3,2,4,1.0
991,1276,w6ebaea9,Sea,1.0,4298.0,1,1,2,choice,2,1,1.0,3,3,1,1,-1.0
992,1277,w6ebaea9,Solid,0.0,5469.0,1,2,2,choice,4,-2,-2.0,3,3,1,2,-1.0
993,1279,w6ebaea9,Animal,1.0,4894.0,1,4,2,choice,3,1,3.0,3,3,1,2,2.0
994,1281,w6ebaea9,Large,1.0,2685.0,0,2,3,choice,4,-1,0.0,2,2,1,3,2.0
995,1283,w6ebaea9,Land,1.0,4883.0,1,4,3,choice,1,2,2.0,2,2,1,5,2.0
996,1285,w6ebaea9,Pattern,0.0,2342.0,1,2,4,choice,3,-3,-3.0,2,2,2,4,-2.0
997,1287,w6ebaea9,Animal,0.0,3203.0,0,4,4,choice,4,1,-1.0,2,2,1,2,-1.0
998,1288,w6ebaea9,Object,0.0,3373.0,1,1,5,choice,3,-1,-1.0,2,2,1,4,1.0
999,1289,w6ebaea9,Large,1.0,4584.0,1,2,5,choice,4,1,0.0,2,2,1,3,1.0
1000,1290,w6ebaea9,Land,0.0,2089.0,1,3,5,choice,2,-1,-1.0,2,2,2,5,-1.0
1001,1292,w6ebaea9,Pattern,1.0,2286.0,1,1,6,choice,2,1,2.0,3,3,2,4,2.0
1002,1293,w6ebaea9,Object,0.0,2284.0,1,2,6,choice,3,-2,-2.0,3,3,2,4,-1.0
1003,1294,w6ebaea9,Land,0.0,3689.0,1,3,6,choice,4,-2,-1.0,3,3,3,5,0.0
1004,1297,w5fb2730,Land,0.0,4956.0,0,2,1,choice,4,4,1.0,2,2,2,2,1.0
1005,1298,w5fb2730,Pattern,1.0,1593.0,1,3,1,choice,3,2,5.0,2,2,1,1,2.0
1006,1299,w5fb2730,Object,1.0,1856.0,1,4,1,choice,2,1,1.0,2,2,1,1,2.0
1007,1300,w5fb2730,Large,1.0,4674.0,0,1,2,choice,3,-1,0.0,3,3,2,2,0.0
1008,1301,w5fb2730,Sea,0.0,2938.0,1,2,2,choice,2,-1,0.0,3,3,1,1,0.0
1009,1302,w5fb2730,Object,0.0,623.0,0,3,2,choice,1,2,0.0,3,3,1,1,0.0
1010,1303,w5fb2730,Solid,0.0,1472.0,0,4,2,choice,4,1,0.0,3,3,2,2,0.0
1011,1304,w06866f0,Animal,,,0,1,1,choice,3,-2,-4.0,5,5,2,2,-3.0
1012,1305,w06866f0,Pattern,1.0,5176.0,1,2,1,choice,1,2,2.0,5,5,1,1,2.0
1013,1306,w06866f0,Small,0.0,4854.0,0,3,1,choice,2,1,0.0,5,5,2,2,0.0
1014,1307,w06866f0,Land,1.0,2268.0,1,4,1,choice,4,1,0.0,5,5,4,4,0.0
1015,1308,w06866f0,Sea,1.0,3900.0,1,1,2,choice,3,2,2.0,5,5,2,3,0.0
1016,1309,w06866f0,Pattern,0.0,5171.0,1,2,2,choice,1,-2,-2.0,5,5,1,1,-2.0
1017,1310,w06866f0,Small,0.0,2756.0,1,3,2,choice,4,-3,-3.0,5,5,4,4,-3.0
1018,1311,w06866f0,Animal,1.0,3284.0,1,4,2,choice,2,3,3.0,5,5,1,1,1.0
1019,1312,w06866f0,Sea,0.0,3320.0,1,1,3,choice,2,-1,-1.0,5,5,2,2,-1.0
1020,1313,w06866f0,Animal,0.0,3187.0,0,2,3,choice,3,1,-2.0,5,5,2,3,-1.0
1021,1314,w06866f0,Large,1.0,5044.0,1,3,3,choice,4,4,1.0,5,5,3,4,2.0
1022,1315,w06866f0,Solid,1.0,1782.0,1,4,3,choice,1,2,2.0,5,5,1,2,2.0
1023,1316,w06866f0,Solid,1.0,2723.0,1,1,4,choice,1,2,2.0,4,4,1,1,2.0
1024,1317,w06866f0,Large,1.0,1317.0,0,2,4,choice,4,-5,-4.0,4,4,3,3,-5.0
1025,1318,w06866f0,Sea,0.0,4676.0,0,3,4,choice,3,1,-1.0,4,4,1,1,-1.0
1026,1319,w06866f0,Object,0.0,4566.0,1,4,4,choice,2,-4,-3.0,4,4,2,2,-3.0
1027,1320,w06866f0,Land,1.0,3114.0,1,1,5,choice,3,1,1.0,5,5,3,3,1.0
1028,1321,w06866f0,Object,0.0,3317.0,1,2,5,choice,4,-1,0.0,5,5,3,3,-1.0
1029,1323,w06866f0,Pattern,0.0,4516.0,1,4,5,choice,2,-1,-1.0,5,5,1,2,-2.0
1030,1324,w06866f0,Solid,1.0,2868.0,1,1,6,choice,3,2,2.0,6,6,3,3,2.0
