,index,wid,option,choice,rt,correct,trial_number,game,phase,n_true_memories,n_considered,value,remembered_value,n_total_memories_shown,n_total_memories,n_remembered_shown,n_remembered
682,775,w2fdc513,Yellow,1.0,3133.0,0,2,2,choice,1,1,-3,3.0,4,4,0,0
683,776,w2fdc513,Food,0.0,2591.0,1,3,2,choice,3,4,-1,10.0,4,4,2,2
684,777,w2fdc513,Blue,1.0,3320.0,1,1,3,choice,2,2,6,3.0,5,5,1,1
685,778,w2fdc513,Yellow,1.0,5714.0,1,2,3,choice,3,2,1,4.0,5,5,3,3
686,779,w2fdc513,Object,1.0,5555.0,0,3,3,choice,1,0,-6,-8.0,5,5,1,1
687,780,w2fdc513,Animal,0.0,2920.0,1,1,4,choice,1,1,-8,-8.0,4,4,1,1
688,781,w2fdc513,Red,0.0,2245.0,0,2,4,choice,3,3,2,-3.0,4,4,2,2
689,782,w2fdc513,Blue,1.0,727.0,1,3,4,choice,2,0,4,2.0,4,4,2,2
690,783,w2fdc513,Scene,1.0,2838.0,0,1,5,choice,1,3,-7,6.0,2,2,0,2
691,784,w2fdc513,Green,1.0,1284.0,1,2,5,choice,3,2,3,15.0,2,2,2,2
692,785,w2fdc513,Food,0.0,2863.0,1,3,5,choice,2,2,-1,1.0,2,2,1,1
693,786,w0a90f7a,Animal,0.0,2530.0,0,1,1,choice,2,2,2,-2.0,2,2,1,1
694,787,w0a90f7a,Food,1.0,6755.0,0,2,1,choice,1,2,-3,5.0,2,2,0,2
695,788,w0a90f7a,Object,0.0,761.0,0,3,1,choice,3,2,4,4.0,2,2,1,2
696,789,w0a90f7a,Scene,1.0,2287.0,1,1,2,choice,2,2,5,13.0,5,5,2,2
697,790,w0a90f7a,Red,1.0,3065.0,0,2,2,choice,3,2,-6,10.0,5,5,2,2
698,791,w0a90f7a,Blue,0.0,2427.0,0,3,2,choice,1,1,6,-6.0,5,5,1,1
699,792,w0a90f7a,Red,1.0,3382.0,1,1,3,choice,3,2,6,-9.0,2,2,2,3
700,793,w0a90f7a,Green,0.0,833.0,1,2,3,choice,2,2,-1,9.0,2,2,0,1
701,794,w0a90f7a,Animal,0.0,3298.0,0,3,3,choice,1,1,8,6.0,2,2,1,1
702,795,w0a90f7a,Yellow,0.0,3252.0,1,1,4,choice,2,2,-2,1.0,5,5,2,2
703,796,w0a90f7a,Food,1.0,1111.0,0,2,4,choice,1,2,-2,-2.0,5,5,1,1
704,797,w0a90f7a,Green,1.0,2990.0,0,3,4,choice,3,3,-1,8.0,5,5,2,2
705,798,w0a90f7a,Blue,,,0,1,5,choice,2,2,3,12.0,1,1,0,0
706,799,w0a90f7a,Object,1.0,3627.0,1,2,5,choice,1,1,8,-4.0,1,1,1,3
707,800,w0a90f7a,Yellow,1.0,2235.0,0,3,5,choice,3,2,-3,4.0,1,1,1,2
708,801,w1ad74ca,Food,1.0,6430.0,1,1,1,choice,3,2,4,3.0,5,5,3,3
709,802,w1ad74ca,Blue,1.0,4511.0,1,2,1,choice,2,2,2,0.0,5,5,2,2
710,803,w1ad74ca,Animal,0.0,7177.0,1,3,1,choice,1,1,-2,-2.0,5,5,0,0
711,804,w1ad74ca,Red,,,0,1,2,choice,3,2,-3,-8.0,5,5,2,2
712,805,w1ad74ca,Yellow,1.0,1959.0,1,2,2,choice,1,1,9,8.0,5,5,1,1
713,806,w1ad74ca,Green,0.0,3039.0,1,3,2,choice,2,2,-3,5.0,5,5,2,2
714,807,w1ad74ca,Scene,0.0,2899.0,1,1,3,choice,3,3,-1,-13.0,6,6,3,3
715,808,w1ad74ca,Object,1.0,3277.0,1,2,3,choice,1,1,4,3.0,6,6,1,1
716,809,w1ad74ca,Animal,1.0,3205.0,1,3,3,choice,2,1,5,7.0,6,6,2,2
717,810,w1ad74ca,Scene,0.0,3682.0,1,1,4,choice,1,1,-5,-8.0,4,4,1,1
718,811,w1ad74ca,Food,0.0,3373.0,0,2,4,choice,2,2,6,7.0,4,4,1,1
719,812,w1ad74ca,Object,0.0,2671.0,0,3,4,choice,3,3,2,-1.0,4,4,2,2
720,813,w1ad74ca,Red,1.0,5116.0,1,1,5,choice,2,2,2,1.0,3,3,1,1
721,814,w1ad74ca,Blue,1.0,2669.0,1,2,5,choice,3,2,1,2.0,3,3,2,2
722,815,w1ad74ca,Green,1.0,3764.0,0,3,5,choice,1,0,-7,-3.0,3,3,0,0
723,816,wae959a9,Object,0.0,6970.0,1,1,1,choice,1,2,-9,2.0,2,2,0,0
724,817,wae959a9,Green,1.0,4665.0,1,2,1,choice,2,2,3,-9.0,2,2,0,1
725,818,wae959a9,Scene,1.0,2564.0,1,3,1,choice,3,2,3,10.0,2,2,1,1
726,819,wae959a9,Animal,1.0,2291.0,1,1,2,choice,2,1,6,13.0,2,2,1,1
727,820,wae959a9,Yellow,1.0,1164.0,1,2,2,choice,1,3,6,-1.0,2,2,0,0
728,821,wae959a9,Blue,0.0,821.0,1,3,2,choice,3,2,-4,3.0,2,2,1,1
729,822,wae959a9,Object,1.0,978.0,1,1,3,choice,3,1,6,11.0,1,1,1,1
730,823,wae959a9,Scene,0.0,932.0,0,2,3,choice,2,0,1,-1.0,1,1,0,0
731,824,wae959a9,Red,1.0,880.0,1,3,3,choice,1,4,8,9.0,1,1,1,1
732,825,wae959a9,Green,0.0,451.0,1,1,4,choice,3,2,-3,11.0,2,2,0,0
733,826,wae959a9,Blue,1.0,927.0,1,2,4,choice,1,1,2,7.0,2,2,1,1
734,827,wae959a9,Food,1.0,673.0,1,3,4,choice,2,3,5,3.0,2,2,0,0
735,828,wae959a9,Yellow,1.0,547.0,0,1,5,choice,1,1,-7,-7.0,2,2,1,1
736,829,wae959a9,Animal,0.0,441.0,1,2,5,choice,2,3,-8,1.0,2,2,0,0
737,830,wae959a9,Food,1.0,645.0,0,3,5,choice,3,2,-2,-4.0,2,2,1,1
