"","elpd_mem","elpd_true","elpd_diff"
"1",-0.585489413972894,-0.144911401572873,-0.440578012400021
"2",-0.249426701498605,-0.167974624806549,-0.0814520766920559
"3",-0.197703613488629,-0.17792267665561,-0.0197809368330191
"4",-0.207479784483601,-0.163235816147337,-0.0442439683362643
"5",-0.2933406809864,-0.439177706293091,0.145837025306691
"6",-1.0417880800838,-1.28813650923678,0.246348429152972
"7",-0.102495058005278,-0.168261279084222,0.0657662210789436
"8",-0.239745699652735,-0.168261279084222,-0.0714844205685132
"9",-0.342784023850634,-0.219061347031662,-0.123722676818972
"10",-0.442331893976712,-0.334916485667948,-0.107415408308763
"11",-0.0579543490765282,-0.156563071862005,0.0986087227854764
"12",-1.15678958100124,-1.06293814107604,-0.0938514399252046
"13",-0.779841134423697,-0.474856406595251,-0.304984727828447
"14",-0.187772901430838,-0.290586647224343,0.102813745793505
"15",-0.301791593347045,-0.355673690081826,0.0538820967347808
"16",-1.4787701551161,-0.814421453809006,-0.664348701307093
"17",-1.78297603810869,-3.16948939255651,1.38651335444782
"18",-0.235971948228883,-0.028101124548904,-0.207870823679979
"19",-0.519991477194708,-0.854414027781029,0.334422550586321
"20",-0.0962662466623225,-0.0598999664189126,-0.0363662802434099
"21",-0.238694742513021,-0.200592279479206,-0.0381024630338143
"22",-0.0476072891880452,-0.0265173760600508,-0.0210899131279945
"23",-0.233342882618967,-0.390953882772068,0.157611000153102
"24",-2.26013617549618,-0.0716353636391442,-2.18850081185704
"25",-0.524895941429328,-0.189197083086464,-0.335698858342864
"26",-0.564545515067437,-0.160687415674079,-0.403858099393357
"27",-0.11444857845728,-0.0646857868319728,-0.0497627916253069
"28",-0.100319751397468,-0.0541144754499499,-0.0462052759475178
"29",-0.111815426220677,-0.129081280959921,0.0172658547392448
"30",-0.108333812131225,-0.0541144754499499,-0.0542193366812747
"31",-1.05241571033432,-0.722426035445869,-0.329989674888448
"32",-0.303781364971149,-0.158837354687437,-0.144944010283712
"33",-0.537092602730868,-0.725414802135911,0.188322199405043
"34",-3.12789337215711,-3.33184626720854,0.203952895051428
"35",-0.772450997922768,-0.806739895037113,0.0342888971143456
"36",-0.764052178973266,-0.820892238819328,0.0568400598460626
"37",-0.191190544094628,-0.142304676791849,-0.0488858673027792
"38",-0.979857253708026,-0.181023406044403,-0.798833847663623
"39",-0.160653073481981,-0.0666529330729215,-0.0940001404090598
"40",-0.222129170949835,-0.175588619823776,-0.0465405511260588
"41",-0.608508120768142,-2.58970554751204,1.9811974267439
"42",-0.482637274877264,-0.684673160264904,0.20203588538764
"43",-0.224306620774144,-0.489701928162438,0.265395307388294
"44",-0.230641883885419,-0.220478407335905,-0.0101634765495131
"45",-0.142374632611554,-0.333279668710339,0.190905036098784
"46",-0.186324597412371,-0.298702163866428,0.112377566454057
"47",-0.946711382142914,-0.270205676427434,-0.67650570571548
"48",-0.557989341896996,-0.550367105538943,-0.00762223635805359
"49",-0.188180958919013,-0.581909859686381,0.393728900767369
"50",-0.204337495531378,-0.0331141800453167,-0.171223315486062
"51",-0.0659761534235308,-0.0111835519927492,-0.0547926014307816
"52",-0.251566528012166,-0.19730858257077,-0.0542579454413961
"53",-0.214358015285129,-0.165958050976958,-0.048399964308171
"54",-1.43127373335663,-1.52307081979208,0.0917970864354531
"55",-0.0714075477462188,-0.0315129945868495,-0.0398945531593693
"56",-0.070667270334555,-0.0631479049318351,-0.00751936540271991
"57",-0.507453779555354,-0.386953540072756,-0.120500239482597
"58",-0.314131139012553,-0.292003465881553,-0.0221276731310001
"59",-0.169009358834037,-0.035727379996894,-0.133281978837143
"60",-0.133838203151114,-0.0872964229031901,-0.0465417802479244
"61",-0.290748068930023,-0.202816405003297,-0.0879316639267262
"62",-1.3915530584242,-1.88400356960694,0.492450511182736
"63",-0.542020934602831,-0.275351293396266,-0.266669641206565
"64",-0.205644651736343,-0.152326607288831,-0.0533180444475114
"65",-0.661924339701999,-0.28980756989691,-0.372116769805089
"66",-0.0608036028156853,-0.107357582387916,0.0465539795722307
"67",-0.0366361058717057,-0.0223973300326907,-0.014238775839015
"68",-0.119975961551734,-0.0876445221620177,-0.0323314393897167
"69",-0.221506003946406,-1.11282919841328,0.89132319446687
"70",-1.85176983856545,-0.127805791865237,-1.72396404670021
"71",-0.170900267758544,-0.150709653266119,-0.0201906144924244
"72",-0.107417611840587,-0.0494082047245836,-0.0580094071160033
"73",-0.137325828384947,-0.158824535045635,0.0214987066606884
"74",-0.252252235469053,-0.187708768314179,-0.0645434671548735
"75",-0.106404543972543,-0.0393129852261556,-0.0670915587463874
"76",-0.0257098473664197,-0.0144492830956136,-0.0112605642708061
"77",-0.123359333862638,-0.130754132387167,0.00739479852452973
"78",-0.378331613423941,-1.38926118550675,1.0109295720828
"79",-0.423267578551219,-0.384849530914963,-0.0384180476362559
"80",-1.48322442624046,-1.91451353597083,0.431289109730369
"81",-0.120510583913097,-0.174310094193766,0.053799510280669
"82",-0.252237968139472,-0.148567760076322,-0.10367020806315
"83",-0.105701774303045,-0.0631719505457049,-0.0425298237573397
"84",-0.0513845312185115,-0.036197040744284,-0.0151874904742275
"85",-1.46632191514374,-0.242858347161143,-1.2234635679826
"86",-0.174000024265773,-0.135578340653987,-0.0384216836117854
"87",-1.08401732050723,-0.0518141043767137,-1.03220321613051
"88",-0.111670680742328,-2.65975509380461,2.54808441306228
"89",-0.112945933892407,-0.229243372422754,0.116297438530347
"90",-0.273341788738193,-1.00005128876121,0.726709500023014
"91",-0.0672941260665869,-0.0878230452658677,0.0205289191992808
"92",-0.151566668179861,-0.0736632705040314,-0.0779033976758292
"93",-0.233868976913545,-0.142362047922951,-0.0915069289905937
"94",-0.976244669530677,-0.401617096282414,-0.574627573248264
"95",-0.271629978223837,-0.172833188754201,-0.0987967894696364
"96",-2.01871581153786,-0.0621257990588795,-1.95659001247898
"97",-0.443295862542239,-0.449134415763965,0.00583855322172688
"98",-0.25832657752547,-0.755741883987302,0.497415306461832
"99",-2.8725477776464,-3.44703878851263,0.574491010866226
"100",-0.295832346922868,-0.275068207588511,-0.0207641393343572
