"","elpd_mem","elpd_true","elpd_diff"
"1",-0.319446302157249,-0.600252654571372,0.280806352414124
"2",-0.19689624013151,-0.846325065885643,0.649428825754133
"3",-0.204911151809462,-0.163001224541775,-0.0419099272676871
"4",-0.192435366246816,-0.0370966891860132,-0.155338677060803
"5",-0.346619187178843,-0.984921764639443,0.638302577460601
"6",-0.441739310945175,-0.286745364725149,-0.154993946220026
"7",-0.0421212546794205,-0.0799723341351157,0.0378510794556952
"8",-0.0377340568858209,-0.0542737217740203,0.0165396648881995
"9",-0.10097767511798,-0.126121288371538,0.0251436132535581
"10",-0.176824995723697,-0.206486308954046,0.0296613132303492
"11",-0.24203017227596,-0.301427546530616,0.0593973742546554
"12",-0.262583620402696,-0.220572978712969,-0.0420106416897266
"13",-0.120598690609905,-0.339042514353333,0.218443823743429
"14",-0.352861418751719,-0.359128725602727,0.00626730685100885
"15",-0.345520931648654,-0.543623294064748,0.198102362416094
"16",-1.93281041104146,-0.224923368151147,-1.70788704289031
"17",-1.2453651849246,-0.221022178417773,-1.02434300650682
"18",-0.26383564932944,-2.07420550563577,1.81036985630633
"19",-0.655679836141724,-0.237517559967948,-0.418162276173776
"20",-1.29259691442469,-0.198628229243331,-1.09396868518136
"21",-0.291217407341142,-0.366851365516193,0.0756339581750511
"22",-0.169159140176061,-0.0860170606747452,-0.0831420795013162
"23",-0.276467011177505,-0.535023357663727,0.258556346486221
"24",-0.441042725984333,-0.56094877995949,0.119906053975157
"25",-0.453142373470697,-0.457765143946813,0.00462277047611614
"26",-0.192687051723029,-0.169847810187711,-0.0228392415353174
"27",-0.150038508533077,-1.62968170976137,1.47964320122829
"28",-0.0674804721413071,-1.79013425647866,1.72265378433735
"29",-0.151165697380129,-0.471167494590302,0.320001797210173
"30",-0.152596069609972,-0.648273606162716,0.495677536552744
"31",-0.348630443046081,-0.268177716640528,-0.0804527264055528
"32",-1.20434790988146,-0.53166723655434,-0.672680673327119
"33",-1.02042482818825,-2.34844431459517,1.32801948640691
"34",-0.238799339624714,-0.246606090110054,0.00780675048534007
"35",-0.220772619152887,-0.194578576579151,-0.0261940425737368
"36",-0.348630443046081,-0.576821446558839,0.228191003512759
"37",-1.86478866860443,-0.535536472256411,-1.32925219634802
"38",-0.380892706534821,-0.341439093810957,-0.0394536127238636
"39",-0.148870629093894,-0.0727794812635789,-0.076091147830315
"40",-0.491208628176968,-0.363584447559656,-0.127624180617311
"41",-0.0554480146048846,-0.388872865401694,0.333424850796809
"42",-0.272617570419726,-0.567839361470337,0.295221791050611
"43",-0.278611422646541,-0.375102259059944,0.0964908364134027
"44",-0.34655104610157,-0.358249026071451,0.0116979799698802
"45",-0.610209430931651,-1.10939025112025,0.499180820188599
"46",-0.107001133315327,-0.337254364547158,0.23025323123183
"47",-0.0627692275075695,-0.119477396398898,0.056708168891328
"48",-1.05299746685828,-2.3497672914839,1.29676982462562
"49",-0.279975790676204,-0.372088537850565,0.0921127471743608
"50",-1.03220871778999,-0.971108038486857,-0.0611006793031326
"51",-0.856931885835835,-0.882147073417312,0.0252151875814768
"52",-1.25371303575855,-0.352916458225245,-0.900796577533307
"53",-0.626123200766248,-0.476589124612133,-0.149534076154115
"54",-0.931919551871188,-0.422871615710757,-0.509047936160432
"55",-0.552450693469875,-1.14117620664771,0.588725513177837
"56",-0.714877149725701,-0.680242498965579,-0.0346346507601218
"57",-0.44367549411848,-0.446553335913859,0.00287784179537898
"58",-0.65472976257626,-1.14117620664771,0.486446444071452
"59",-1.653055072339,-1.80834749132821,0.155292418989208
"60",-0.423121778106506,-0.437694433729115,0.0145726556226089
"61",-0.461704316115907,-0.309378649066096,-0.152325667049811
"62",-0.383468190128404,-0.617652641255356,0.234184451126952
"63",-1.46781506115491,-0.382811329389863,-1.08500373176505
"64",-1.55081211353562,-1.25050596683729,-0.300306146698337
"65",-0.320928170866257,-0.497732936167292,0.176804765301036
"66",-0.608181856923523,-1.49750934164987,0.889327484726346
"67",-0.354724699706741,-0.423063279151315,0.0683385794445739
"68",-1.68458446910988,-2.20787185372241,0.523287384612527
"69",-1.30676998374532,-1.1471652724399,-0.159604711305414
"70",-0.194050314538252,-0.602272075477744,0.408221760939492
"71",-0.186704978356465,-0.575448245109244,0.388743266752779
"72",-0.225066218009601,-0.318636268722451,0.0935700507128496
"73",-0.160284241028341,-1.10323669489404,0.942952453865697
"74",-0.212009783785961,-0.290774950444799,0.0787651666588385
"75",-0.59662607841978,-1.41540668549742,0.818780607077645
"76",-0.579210179957165,-1.54767159317684,0.96846141321968
"77",-3.27510618807209,-1.54767159317684,-1.72743459489525
"78",-0.314351129767746,-0.341531730207694,0.027180600439948
"79",-0.629788235912905,-0.659299324876169,0.0295110889632646
"80",-0.185968538288263,-0.364466780603336,0.178498242315073
"81",-0.880986703372112,-0.72757548553736,-0.153411217834752
"82",-0.416068877700508,-0.338685867753442,-0.0773830099470656
"83",-0.209925453576425,-0.333777097826113,0.123851644249688
"84",-0.292147621335584,-0.330316782772605,0.038169161437021
"85",-0.25448288356505,-0.17311368725338,-0.0813691963116696
"86",-0.381463528986507,-0.28795520248006,-0.0935083265064476
"87",-0.40173086484666,-0.284756405079357,-0.116974459767303
"88",-1.21008557100416,-0.477866472842673,-0.732219098161489
"89",-0.262927423370126,-0.280898908896676,0.0179714855265498
"90",-0.353567385833467,-0.187629354030138,-0.165938031803329
"91",-0.40173086484666,-0.328931820619574,-0.0727990442270858
"92",-0.535445692764338,-1.43576386117929,0.900318168414953
"93",-1.79622023516279,-0.280898908896676,-1.51532132626611
"94",-0.39750508156113,-0.824925574882706,0.427420493321576
"95",-0.50353587408906,-0.936047241282584,0.432511367193524
"96",-0.370488995638339,-0.228305081613382,-0.142183914024957
"97",-0.340707000158205,-0.691667386515944,0.350960386357739
"98",-1.26371196699897,-0.6376730123409,-0.626038954658068
"99",-0.486689787371387,-1.9562733880225,1.46958360065111
"100",-0.257708788877704,-0.647822506310122,0.390113717432418
"101",-0.820167081820884,-1.09409177438334,0.273924692562459
"102",-0.927325973674241,-0.507038739030267,-0.420287234643974
"103",-1.02094958002032,-0.790253614718702,-0.230695965301617
"104",-0.3815719420407,-0.539149520518944,0.157577578478245
"105",-0.36272326160067,-0.784814932900183,0.422091671299513
"106",-0.48901270415791,-0.784814932900183,0.295802228742272
"107",-0.207967740399962,-0.415452990609985,0.207485250210024
"108",-0.0961480144082074,-0.700573886793864,0.604425872385656
"109",-1.21465666105128,-1.01573159371582,-0.198925067335462
"110",-0.184633196930594,-0.691068685060067,0.506435488129473
"111",-1.12492778362064,-0.930706598232709,-0.194221185387929
"112",-1.26899739191767,-0.493607335169151,-0.775390056748522
"113",-0.588597289065047,-0.899825606401266,0.311228317336218
