"comparison","elpd_difference","standard_error"
"recency_vs_true",-1.23015421160038,0.932795723646879
"qlearning_vs_true",-24.4184635689178,8.29714410124446
"qlearning_vs_recency",-23.1883093573174,7.94467984627549
