"model","experiment","mean","lower_95","upper_95","lower_90","upper_90","lower_80","upper_80","dev_mean","dev_lower_95","dev_upper_95","dev_lower_90","dev_upper_90","dev_lower_80","dev_upper_80"
"speed_acc","1A",-0.0235049250275053,-0.182670649703646,0.146869106330691,-0.155174826145964,0.123365169405706,-0.124468827406807,0.0880470618710713,0.0554866122596729,-0.0880277443126796,0.202236111334568,-0.0605026111429305,0.176640085268952,-0.0342375044245614,0.151242608993513
"speed_acc","1B",-0.183128534758302,-0.436060661283648,0.0694577258456288,-0.395710746671046,0.0344525712338714,-0.345635440124382,-0.0108257415480631,-0.104136997471124,-0.282778145529416,0.0770383809265262,-0.256068718781712,0.0464285881317806,-0.224301316506592,0.0151507070461406
"speed_acc","2",-0.0303411520757273,-0.18883763076712,0.121808338977326,-0.160452526941523,0.0985511752344696,-0.131961509473533,0.067691605189121,0.048650385211451,-0.0971681465176203,0.191743460079669,-0.0719511299538177,0.168303320770132,-0.0451646590193454,0.139926181508444
