"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"a1",0.6261544667189,0.0514080493658061,0.403333067851257,0.17056504041555,0.34985511394672,0.527287009444143,0.781020655905829,1.72853649348605,61.5552938648649,1.08245314022252
"a2",10.7378283316613,0.115119694634598,3.19764778484508,5.13646069862125,8.49294328746968,10.5462421826131,12.7396103179412,17.4143554235221,771.546299665453,1.00840455345382
"learning_rate[1]",0.0263473968507059,0.00299536890049646,0.0463341404085984,8.08672489587489e-07,0.00130222396532244,0.00800628466167264,0.0300250943019095,0.167614751798217,239.277348763227,1.02661064619157
"learning_rate[2]",0.0241342679630112,0.00240685459462724,0.0416781954504529,7.0833688690625e-07,0.00144011089599932,0.00815216529555941,0.028959598681598,0.142167595063419,299.859702563969,1.02530054026529
"learning_rate[3]",0.0853150771777841,0.00318431120908763,0.0604725003614686,0.00085595013162516,0.0391684474022395,0.0757769766177571,0.120281244920977,0.226760846292222,360.649089716472,1.01906350121177
"learning_rate[4]",0.0582012136931831,0.00374122973965817,0.0584410670595051,2.39354762993862e-05,0.0125565009669816,0.0405092073384429,0.0874537530891947,0.203671778756911,244.009939958966,1.03140969028671
"learning_rate[5]",0.0407727348745004,0.00216934282811708,0.0450608385988779,5.32213776893275e-06,0.00670238666538284,0.0263969890614988,0.0590838696107661,0.159844782965618,431.461609241706,1.01662437412341
"learning_rate[6]",0.0284491676261925,0.00318433478463172,0.0468817555985305,3.41423224323005e-07,0.000666187832608651,0.00589385761956462,0.0359209230557435,0.166991707376791,216.755582307574,1.03150122461041
"learning_rate[7]",0.0920797695363065,0.00295152458687638,0.0549949951076905,0.0071454483441516,0.0535189952243835,0.0844129426756198,0.122619021165659,0.218635609519662,347.179061481499,1.0204589011328
"learning_rate[8]",0.0877254159037745,0.00346495900354294,0.066160061977755,0.000370816891684507,0.0384290256896397,0.0756366781708813,0.124362727282719,0.243593391031097,364.582321263439,1.01385437026618
"learning_rate[9]",0.0942723638771737,0.00319372649342481,0.0696100113374457,0.00391912548993261,0.0440251923793674,0.0790781166141859,0.128758960260217,0.26469495472521,475.059455928659,1.01380413058116
"learning_rate[10]",0.0424813812016389,0.00259175938709503,0.0465376491164596,3.32050734597167e-06,0.00815349841607005,0.0296842590474732,0.0604731047892452,0.159722359811984,322.418179340031,1.02044245433048
"learning_rate[11]",0.0597477377157694,0.00363924826245482,0.0616538476605007,1.63624785417808e-05,0.0126478720640725,0.0419138537681075,0.0862225770956696,0.222822565659263,287.009983255679,1.02634923237015
"learning_rate[12]",0.026904907382504,0.00289406327106201,0.0487631051857007,4.55614517682165e-07,0.00105089740263413,0.00794497491189131,0.0301355271758255,0.172028711040186,283.900830742763,1.02997683717729
"learning_rate[13]",0.0258846435273797,0.00283607514680457,0.0436997236213407,3.94277772721826e-07,0.00125462037931235,0.0082318278000751,0.0313168363155919,0.15547713412373,237.422521191917,1.02818483978702
"learning_rate[14]",0.0424757253923254,0.00299114126358217,0.0485988857220613,6.23705392800468e-06,0.00731217276824764,0.0268976622414845,0.0598718062603177,0.179863887107494,263.984711389032,1.02421276616639
"learning_rate[15]",0.0643967294953569,0.00356700336738941,0.0665742990845362,5.11118759372708e-06,0.0139668578612578,0.044014004464325,0.0939878191685106,0.242139682330159,348.342261339047,1.02031170403622
"learning_rate[16]",0.0312385983659439,0.00293458356160377,0.0483601003080275,2.73587676045631e-07,0.00159685549653874,0.0116078283418706,0.0398443757701496,0.16902056598708,271.569770375638,1.02591393109094
"learning_rate[17]",0.0693312000533169,0.00260133404278589,0.0598205457998861,9.34783201853285e-05,0.0231508092705609,0.0561302596045703,0.100996132307685,0.216553725254569,528.820756980353,1.0118101326082
"learning_rate[18]",0.064251264417008,0.00325830414364864,0.0664701086963923,1.41701672960421e-05,0.0128743737840899,0.0431851956173632,0.0957244646385748,0.2340931712061,416.168817508151,1.01515716552752
"learning_rate[19]",0.0236042640898484,0.00240802682149487,0.0415109406745127,1.48779491377475e-07,0.00115946728645074,0.00776672676350002,0.0259541638559103,0.153261216691395,297.168320704918,1.02233442218258
"learning_rate[20]",0.023762697917546,0.00242298139175862,0.0412567794882652,1.35632366693307e-07,0.00112651349354279,0.00750500074515065,0.0260892388552112,0.146641350917508,289.928220572271,1.02380323129697
"learning_rate[21]",0.0572068852498505,0.00349365975582882,0.0581847215254303,1.86509200163062e-06,0.0126031732283332,0.040371423230335,0.0832501324320671,0.214187510939561,277.368224082693,1.01973169967056
"learning_rate[22]",0.0757219683034705,0.00379490084802249,0.0659144818410342,1.88932225414453e-05,0.0223880505167045,0.0612016098980275,0.113452211841458,0.23143594591125,301.689932786578,1.02393677434122
"learning_rate[23]",0.0841837355623832,0.00467731327222306,0.0863189475744544,1.34615061233449e-05,0.0140617247813078,0.0572291894980993,0.131419179642178,0.298782426282337,340.580168579967,1.01883078306941
"learning_rate[24]",0.0531161679433313,0.00323368851108659,0.0602666982562747,5.27065122541089e-06,0.00761926262227506,0.0339922474043086,0.0768430150137931,0.214044075746673,347.342903910861,1.02149249467779
"learning_rate[25]",0.0330816667656961,0.00245935932772321,0.0436079199554739,4.01290004373938e-06,0.00380706268615675,0.0171155868269619,0.0457223654822646,0.155058620219194,314.403064657772,1.02281925237958
"learning_rate[26]",0.0301225721938359,0.00350099897741225,0.0587990806302782,6.82757062762231e-08,0.00091694908005574,0.00624758572248668,0.0292797028465454,0.202119102428624,282.070133031137,1.02360682557086
"learning_rate[27]",0.0275314433051422,0.00245567805336747,0.0452919247351739,3.30801327173008e-07,0.00141323505984474,0.00939267145500015,0.0327762219774707,0.16816719632687,340.172103907509,1.0196026379818
"learning_rate[28]",0.0314282274419185,0.00257132255922486,0.0435728354358461,1.33057199157248e-06,0.002912172255681,0.0151187219805958,0.0421471769170493,0.15495755309142,287.156415602434,1.02662024563056
"learning_rate[29]",0.0504863978230394,0.00336377677112467,0.0662411901779173,1.98602799219101e-06,0.00451727801182653,0.0249254668639626,0.0687171025435204,0.241342258349434,387.794744904805,1.02071668285131
"learning_rate[30]",0.0425693695816162,0.00210716919889416,0.0452602471534713,1.15393806125944e-05,0.0091433716455477,0.029708836514996,0.0609579949769017,0.158354738590411,461.354778784089,1.01764172894658
"learning_rate[31]",0.0248500991773169,0.0026050027018834,0.0445240189080285,1.01474435047584e-06,0.00125648622950845,0.00747079985352126,0.0272610326962628,0.161934027028047,292.127445374437,1.01885361868646
"learning_rate[32]",0.0336880513515286,0.0024496487997748,0.0477493970275741,9.3750307048964e-07,0.00257394447245149,0.0147136920951194,0.0443709993422213,0.181963166106729,379.951473710025,1.01929015402899
