"model","parameter","estimate","error","ci_50_lower","ci_50_upper","ci_80_lower","ci_80_upper","ci_95_lower","ci_95_upper"
"Combined","b_Intercept",7.63015185695747,0.0729804049378424,7.58209008340112,7.67842887612801,7.53984676768794,7.7228205922482,7.48346533210815,7.77284929306141
"Combined","b_CombinedTrue",0.126569786685628,0.0655873014836268,0.0825100953840569,0.169218681234354,0.0425760281051529,0.212135215923745,-0.00384908483593428,0.256274303221491
"Combined","sd_wid__Intercept",0.404050832929847,0.0620266594681742,0.360904621717949,0.442601076466102,0.327755623553974,0.48575757783294,0.296046167794289,0.538940336977696
"Combined","sd_wid__CombinedTrue",0.251475141570778,0.0984229092215536,0.19155023359778,0.31653726481893,0.115492963955285,0.371223645436651,0.0373294121195619,0.434376719793905
"Combined","cor_wid__Intercept__CombinedTrue",0.0362699810304841,0.322727059411969,-0.194959973645733,0.241169135415012,-0.344988698071436,0.468398323360338,-0.505810736710211,0.777663414578431
"Combined","sigma",0.690742300108302,0.0201528803063263,0.677420914665871,0.703609230737793,0.665468705980808,0.716770811781085,0.65184850578471,0.731602757148448
"Combined","ndt",2.22055713738263,2.12410680428501,0.682665229585782,3.14322700817171,0.247142833637161,4.93837770944393,0.0516505114994708,8.17611919754114
"Combined","Intercept",7.69163376188596,0.0706777480206146,7.64468544017139,7.74004520814806,7.60374772394957,7.78136616114076,7.55038357467306,7.82560315113728
"Combined","r_wid[w014c073,Intercept]",-0.225311600575081,0.1914285286995,-0.35178365390744,-0.0950772180880117,-0.467427157887091,0.0108762641206443,-0.611216328876229,0.137998714097105
"Combined","r_wid[w0604888,Intercept]",0.106224427501104,0.188879342338276,-0.0196171844996653,0.23221928131438,-0.136213359816235,0.347836106900511,-0.263547990937179,0.477996578322352
"Combined","r_wid[w0d52954,Intercept]",-0.298922635766418,0.196596725425006,-0.429506144170745,-0.165512193186732,-0.550596787943185,-0.0464729086473369,-0.679889965813415,0.0954807155803315
"Combined","r_wid[w13aa1df,Intercept]",-0.130808698638106,0.187008947199746,-0.258042018578939,-0.0041387440671003,-0.373224620823902,0.105857837538402,-0.49923434019548,0.22622809802132
"Combined","r_wid[w14749bb,Intercept]",0.104356713927709,0.193236645790381,-0.0244721178083632,0.23197548364478,-0.142314779222961,0.351588002934437,-0.268752739705371,0.493117040438061
"Combined","r_wid[w174247a,Intercept]",-0.0426585953614756,0.198744091288024,-0.181053702903211,0.0873746608565179,-0.294374930077469,0.21196664882646,-0.407383219626519,0.374461883768078
"Combined","r_wid[w1b16902,Intercept]",0.390066626352846,0.196022160366382,0.262034832135867,0.52248564579588,0.134198509204001,0.636262164127847,0.00866993694129325,0.772547569315299
"Combined","r_wid[w31e2835,Intercept]",-0.117634831002571,0.186864744962112,-0.248408063246227,0.00590861093966823,-0.353625485505394,0.115888124661357,-0.48269402176356,0.248391497856575
"Combined","r_wid[w34aba6f,Intercept]",0.146338874786466,0.209384606929422,0.00358747609180171,0.283239424987688,-0.117587129636825,0.418555714435821,-0.250115956622537,0.568961080329968
"Combined","r_wid[w3de2f5d,Intercept]",0.0290179183319018,0.189280910986108,-0.0942108426237917,0.156691142728978,-0.212404762133865,0.266455774426071,-0.355189183809607,0.390256527756816
"Combined","r_wid[w3e3c7e0,Intercept]",0.38733195750513,0.194286932042557,0.25736815964033,0.509632269578757,0.139370828508134,0.631815628123564,0.00784043510349172,0.782669479255481
"Combined","r_wid[w4161e62,Intercept]",0.140677060488577,0.192961854066216,0.0145163919842635,0.267502663829121,-0.103569056838882,0.383809258542579,-0.245412743007973,0.519317688777075
"Combined","r_wid[w41ca9e4,Intercept]",-0.347705522533027,0.185051158585515,-0.469078489367075,-0.222438458310592,-0.589158131365786,-0.112700436411518,-0.720628490676843,0.010328542026446
"Combined","r_wid[w43022fb,Intercept]",-0.17921800228581,0.190694774147984,-0.300564380306296,-0.0514172343401641,-0.4232161843301,0.0570197437168091,-0.576871494312362,0.188771991926298
"Combined","r_wid[w4cfb97d,Intercept]",-0.276992530745738,0.190953941474183,-0.404541739292318,-0.146431142882807,-0.524490995114076,-0.035673192721462,-0.655452672751203,0.0929202497256105
"Combined","r_wid[w501f06d,Intercept]",0.368443966407302,0.193732989888979,0.238894325447003,0.497683263348263,0.132543021549347,0.614024317310872,-0.0206535994947199,0.74728749797545
"Combined","r_wid[w51f7fb0,Intercept]",-0.329665293587922,0.192916028174956,-0.460799785556146,-0.200677457617583,-0.57233242409374,-0.0882237055842845,-0.710058183846041,0.0496391571602575
"Combined","r_wid[w7289106,Intercept]",0.422203868138392,0.192488985265338,0.293465250997394,0.549710911468715,0.178501473649597,0.668297556213162,0.0432908744569867,0.802857186070477
"Combined","r_wid[w7720c68,Intercept]",-0.509279385115775,0.19890321048159,-0.644564922316677,-0.377284883847273,-0.764126241048562,-0.259895097827015,-0.894099311207085,-0.1086236410033
"Combined","r_wid[w7cbf854,Intercept]",0.448049463115235,0.189798579207422,0.318356397784845,0.570458871535751,0.213281344046507,0.694604667431107,0.0896456483165045,0.830788908434411
"Combined","r_wid[w7da2f6b,Intercept]",0.012652535721772,0.189289767949447,-0.115608087061677,0.13642648994888,-0.229651797734174,0.250715112918405,-0.356457788032563,0.401855626190052
"Combined","r_wid[w8365c9a,Intercept]",-0.418126701476172,0.207530231394251,-0.558713050549905,-0.283347692714733,-0.680998723007898,-0.142629935028634,-0.819029567698457,-0.00302850135725068
"Combined","r_wid[w849c169,Intercept]",-0.00380377547171128,0.209799993175711,-0.146911403196886,0.143065765388615,-0.270060715488005,0.26286619224259,-0.435570128845069,0.38897603704587
"Combined","r_wid[w86d91c6,Intercept]",0.0358741382344553,0.189524876525246,-0.0914416852346842,0.161186688267423,-0.208485881022415,0.274122718975971,-0.339829453636747,0.415464162393229
"Combined","r_wid[w874b529,Intercept]",0.219178151467683,0.187476292917501,0.0946959111750908,0.339534192370415,-0.0179403956135451,0.456307201190444,-0.147625331660693,0.593804971993336
"Combined","r_wid[w878d525,Intercept]",-0.11848500274428,0.191978733967962,-0.245323847328711,0.0137012776945533,-0.368616166280495,0.123016174151458,-0.508429103331306,0.243158667702499
"Combined","r_wid[w89b1121,Intercept]",-1.09292671143104,0.212981779719045,-1.23464917568156,-0.95184224556484,-1.36175482843619,-0.819056712865095,-1.50973322087308,-0.685037973595539
"Combined","r_wid[w8c98ec1,Intercept]",-0.137355772779203,0.195526156028058,-0.262199759368961,-0.00916159170253779,-0.3948737223145,0.108871769380518,-0.532143371880072,0.236009665352257
"Combined","r_wid[w968b953,Intercept]",0.346014272370422,0.189637840279896,0.221821239129754,0.470303512294901,0.110380331495762,0.584945549360513,-0.0342475882450317,0.73149043308199
"Combined","r_wid[w98b8bfc,Intercept]",-0.461877987912231,0.190932808777408,-0.588969361463122,-0.330635045914207,-0.708676399434718,-0.214664278864697,-0.842673965576285,-0.100576158774286
