"model","parameter","estimate","error","ci_50_lower","ci_50_upper","ci_80_lower","ci_80_upper","ci_95_lower","ci_95_upper"
"true","b_Intercept",0.256293474083968,0.0775628814111797,0.204746065943923,0.306961251447357,0.159255334555997,0.354634138393552,0.107630747315787,0.411648894101324
"true","b_value_z",1.03321064525117,0.099914819482488,0.967965524883498,1.09526921524461,0.909070562082106,1.16312581759371,0.842846295539518,1.23949617207237
"true","sd_wid__Intercept",0.339923397960044,0.109387486789138,0.274544012503714,0.410555136552482,0.200832067979399,0.47399492153316,0.100827393880752,0.545039310812831
"true","sd_wid__value_z",0.573743142396292,0.103459442283321,0.503230471975877,0.638444510061061,0.447131813980959,0.707884182233238,0.382855074589822,0.790675292430837
"true","cor_wid__Intercept__value_z",-0.148260082453903,0.309957952988532,-0.359253681340072,0.0555064834953028,-0.540126602820951,0.246095960371326,-0.735732849122761,0.477391978516713
"true","Intercept",0.256293474083968,0.0775628814111797,0.204746065943923,0.306961251447357,0.159255334555997,0.354634138393552,0.107630747315787,0.411648894101325
"true","r_wid[w00c391f,Intercept]",-0.114338252020759,0.266513170577841,-0.283878556262332,0.0589258488316398,-0.456524140304228,0.205613706853422,-0.671186282075934,0.39220330548311
"true","r_wid[w017e3cd,Intercept]",0.0901963480426902,0.307687658489207,-0.102873950947242,0.282140632562387,-0.29005200606067,0.484175272573486,-0.514954214719083,0.73216252522878
"true","r_wid[w06dc745,Intercept]",0.0953454797892559,0.262638153865348,-0.0705436072860437,0.254491209820875,-0.222697007732966,0.426173533415107,-0.409321622511414,0.645800665773213
"true","r_wid[w08dda5e,Intercept]",0.232016719179026,0.277164282776243,0.0425477065693757,0.404838337257663,-0.097237313739414,0.594858829313547,-0.273376193535916,0.821166990051533
"true","r_wid[w0c6daff,Intercept]",-0.20949621301126,0.289561491233177,-0.389843581804094,-0.0110601720505366,-0.599640723991726,0.136655311820112,-0.822450200301588,0.317518302327531
"true","r_wid[w0cf8802,Intercept]",-0.0524410889666193,0.266664990143116,-0.222181869019891,0.119098044689586,-0.40281446192822,0.270189453611974,-0.593123626569235,0.448089906754485
"true","r_wid[w0e327f3,Intercept]",0.085319391650573,0.268146372273081,-0.0879863749585831,0.254383552704375,-0.24405720569957,0.429601359602903,-0.425364425175677,0.637506700802052
"true","r_wid[w15afaeb,Intercept]",-0.0719883602581596,0.287319823375219,-0.246516631362145,0.115245209317339,-0.448822876161847,0.283256968835781,-0.656341863781555,0.491251148981114
"true","r_wid[w161eef2,Intercept]",-0.0408270695621575,0.263799914129347,-0.209007202853949,0.128992914701253,-0.379549261271022,0.287353897776628,-0.578369321811049,0.47045229783195
"true","r_wid[w1afb6bd,Intercept]",0.0132309204067911,0.267211345164959,-0.154244361328244,0.181625841261849,-0.328265728822174,0.343739288751067,-0.521113404238539,0.559041154514902
"true","r_wid[w1efb25c,Intercept]",0.224301547688176,0.285812902953993,0.0209490037872457,0.402100266256734,-0.114548897937138,0.593761406082999,-0.270772694266637,0.840179022400879
