"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"beta_mu[1]",0.210261368300917,0.000996683080512707,0.0629169923220498,0.0865232749163292,0.16729978222139,0.210053174745911,0.251453820218254,0.335727548586735,3984.93952787939,1.00016191371328
"beta_mu[2]",0.170513477146593,0.000387557375074787,0.0208644446024648,0.130558783730699,0.156542058072187,0.169787578851821,0.184362228850926,0.212586608332088,2898.28871353264,1.00234463004549
"tau_unif[1]",0.0650625291468084,0.00117069434638081,0.0397860982245261,0.00285471695508082,0.0325202252787213,0.0622178464787612,0.0933351720590958,0.14686536725419,1154.98317807224,1.00254729257008
"tau_unif[2]",0.0462742359930758,0.000299285309460418,0.010321657543912,0.0267314021530055,0.0392712892835882,0.0460535152185124,0.0529572509813687,0.0671941934145973,1189.40043189623,1.00298137146481
"Lcorr[1,1]",1,NA,0,1,1,1,1,1,NA,NA
"Lcorr[1,2]",0,NA,0,0,0,0,0,0,NA,NA
"Lcorr[2,1]",-0.0359398754538633,0.0206067530289514,0.389088528177933,-0.75515662418788,-0.323126962570656,-0.0437885085286355,0.251125349354145,0.710727728159115,356.51492885561,1.00535380656056
"Lcorr[2,2]",0.914118968068714,0.0039494285768238,0.108377759319192,0.606658542273619,0.877479926019563,0.956940306308046,0.990875579177455,0.999903464611106,753.029182884357,1.00230331233287
"z[1,1]",0.618591217418021,0.0148874104627635,0.939321708576324,-1.25292660873005,-0.0137244164060759,0.628321992094549,1.26227893433742,2.48781271101763,3980.98364820913,1.00014872105252
"z[1,2]",0.145004585719209,0.0127927132543801,0.907439392837348,-1.65369998681604,-0.466151309710191,0.152260195507716,0.742039230538394,1.89025905741943,5031.64423147922,0.999530240948164
"z[1,3]",-0.147435136680729,0.0265269064031461,1.00077227110803,-2.13738043091917,-0.815075356194952,-0.135980936103876,0.529657785944521,1.78594552126525,1423.30284418025,1.00175901047474
"z[1,4]",-0.290639436821993,0.0129152623869752,0.907882345734658,-2.04679805124172,-0.908918010120864,-0.308070978454884,0.29716301812306,1.49928400615916,4941.43030876023,0.99928077602719
"z[1,5]",0.028314748134587,0.0136558460627508,0.957775678942187,-1.8238429639238,-0.608502486042422,0.0266541884760983,0.690589612934533,1.86641771116429,4919.15360931379,0.999915647174034
