"model","parameter","estimate","error","ci_50_lower","ci_50_upper","ci_80_lower","ci_80_upper","ci_95_lower","ci_95_upper"
"rel_only","b_Intercept",7.77833453986334,0.0480450187681191,7.74656592361207,7.81026776445011,7.7167544270527,7.83919949607089,7.68387545401104,7.87416209225821
"rel_only","b_n_remembered_shown",-0.00876349784823812,0.0133143878863427,-0.0179704530612295,0.000334751633304428,-0.025757786149155,0.00785009190177199,-0.0351065737067618,0.0173010845061945
"rel_only","sd_wid__Intercept",0.521859070535105,0.0673610097368304,0.475081580111015,0.566997721071006,0.438030399718718,0.609319405532666,0.40075501980697,0.662276404947996
"rel_only","sd_wid__n_total_memories_shown",0.120440642603709,0.0175875443313436,0.108545057477802,0.131966466745948,0.0981756274523571,0.142917600096738,0.0868113528296587,0.156240109919406
"rel_only","cor_wid__Intercept__n_total_memories_shown",-0.80354306241657,0.0655411459788741,-0.850273619742824,-0.767438008692228,-0.876472350482918,-0.717729420798501,-0.903058516755546,-0.653247019100689
"rel_only","sigma",0.545428056565005,0.00911333225572208,0.539206224567692,0.551356242055069,0.533962255097935,0.557044703447881,0.527733265211465,0.564103067274597
"rel_only","ndt",0.52847516332779,0.493058345400183,0.164454010691127,0.736982405933297,0.061781997079376,1.19963924770599,0.0164974740285682,1.88219618098119
"rel_only","Intercept",7.76430037271498,0.0439010405748827,7.73463854452105,7.79439702799587,7.70775529889267,7.82095754918924,7.67966114787933,7.84890224030682
"rel_only","r_wid[w063688a,Intercept]",-0.120842040023335,0.480480095640235,-0.433954812479295,0.205728041052438,-0.733612338922611,0.477806402091826,-1.11243799557135,0.788806908881755
"rel_only","r_wid[w06866f0,Intercept]",0.0957744733187689,0.419362752032394,-0.195234922680756,0.388491454059355,-0.437399854660437,0.639002864229651,-0.714679527950129,0.910939440622557
"rel_only","r_wid[w0a27d42,Intercept]",0.0563220591250364,0.336591772609058,-0.169908221821193,0.28558389399655,-0.374579619092821,0.486304684585499,-0.613914183722975,0.727219194228254
"rel_only","r_wid[w0ae94e6,Intercept]",0.243673265076541,0.439654015674238,-0.0386490268046436,0.542348926413085,-0.315978869636492,0.799689760787003,-0.627239012239213,1.10147629467613
"rel_only","r_wid[w107fce5,Intercept]",-1.71246818126259,0.256009939389984,-1.88487256145316,-1.5405824353394,-2.04317748492776,-1.38465088640067,-2.20680237423096,-1.20900408134431
"rel_only","r_wid[w108c7bf,Intercept]",-0.0499201757563889,0.35322279416428,-0.287809424397736,0.181724743649377,-0.495980281480056,0.408462634292749,-0.733179945170622,0.671305619231717
"rel_only","r_wid[w18042a7,Intercept]",-0.250656846532696,0.225426041931587,-0.399485812355572,-0.099147414797134,-0.546861191243672,0.0330469236107015,-0.696087487075229,0.184304338846739
"rel_only","r_wid[w21be7c0,Intercept]",-0.379886819943714,0.26728925322859,-0.554200876052946,-0.206404329839494,-0.718183351994708,-0.0348799756272098,-0.909328724203322,0.152990468224423
"rel_only","r_wid[w2329c2e,Intercept]",0.0200807243361858,0.331693674236289,-0.201511319483255,0.241153020195873,-0.390705262034304,0.440010738625721,-0.644024803683983,0.664443687739449
"rel_only","r_wid[w2b4a70d,Intercept]",0.0429294932919896,0.400521201741603,-0.217898223794343,0.311417360307608,-0.476681374262469,0.555230403889445,-0.740628429633839,0.827399701396331
"rel_only","r_wid[w2e6acfb,Intercept]",0.368047016637312,0.223352168880168,0.218203570836735,0.52091325199067,0.0820230656532455,0.661002428262512,-0.0712710973041072,0.804822114902993
"rel_only","r_wid[w31415e8,Intercept]",0.110109649040899,0.48506957763763,-0.216305343828404,0.432368366775679,-0.509144914170096,0.738957580252499,-0.810530568089295,1.08697755830246
"rel_only","r_wid[w31bcaa3,Intercept]",-0.131248860143663,0.388226153939319,-0.388599705844766,0.125038325413013,-0.617541368477321,0.370540977167581,-0.885268371607564,0.640449379378696
"rel_only","r_wid[w37d3a90,Intercept]",0.0985244331027909,0.397255966272028,-0.1673396979979,0.36410482300932,-0.41335746828379,0.607355164418493,-0.674689486861911,0.860743136458367
"rel_only","r_wid[w4077e51,Intercept]",-0.295278603238113,0.377148886715093,-0.543874378354013,-0.042704812543008,-0.780122431762301,0.199914125047956,-1.05062105353193,0.420829688961433
"rel_only","r_wid[w4140fe6,Intercept]",-0.247433361308254,0.271674575227665,-0.43425403046004,-0.0645004791632236,-0.590878375864134,0.100305949265997,-0.762944577893357,0.298552796452325
"rel_only","r_wid[w430272a,Intercept]",-0.0720815925561589,0.239445967638274,-0.23279246273916,0.0935068759378059,-0.382974943035002,0.225053765199748,-0.556696334571207,0.392623594515305
"rel_only","r_wid[w44b0e2d,Intercept]",-0.0777969966754456,0.480847049215531,-0.393341844442751,0.236083499256076,-0.688631164128542,0.53848088618957,-1.05719176697163,0.872881279931319
"rel_only","r_wid[w45af4af,Intercept]",0.198843117478357,0.417120642456915,-0.0834376733608759,0.479749959133313,-0.339929309930294,0.726147334774468,-0.643097735883616,0.99404933969999
"rel_only","r_wid[w496515d,Intercept]",-0.0287628403447545,0.26483721228505,-0.207521440516449,0.150337912010614,-0.370796709852444,0.307865459617339,-0.541274893414653,0.488559702000962
"rel_only","r_wid[w497e696,Intercept]",0.046409552057414,0.235542145164898,-0.114754479443886,0.206647413314538,-0.25083219854059,0.344799579438558,-0.423785079663655,0.499390559196005
"rel_only","r_wid[w52f1872,Intercept]",-0.134954827280058,0.265616150133912,-0.31167037792733,0.0438421571153369,-0.471067838164546,0.205974161463244,-0.663827154959028,0.388889222725338
"rel_only","r_wid[w58ddb10,Intercept]",0.240542660510543,0.271151674030012,0.0582809133328854,0.42607210886443,-0.105667488199248,0.593987112175532,-0.292048938599313,0.766658868190444
"rel_only","r_wid[w5fb2730,Intercept]",-0.0797301847574474,0.354444062360636,-0.316607255828322,0.156725037018467,-0.541333518001281,0.371250566730105,-0.76318380794998,0.62501165568022
"rel_only","r_wid[w6079012,Intercept]",0.594264648806016,0.388121438697153,0.325570967213629,0.850023688901132,0.116154698876269,1.09402534893045,-0.142069709596126,1.38280526178703
"rel_only","r_wid[w62f57a5,Intercept]",0.0633727303702468,0.396343550864043,-0.196798871732603,0.317424765598548,-0.444181597874048,0.560422144211876,-0.706304612092366,0.873794851572494
"rel_only","r_wid[w6c5aa72,Intercept]",0.227920599136081,0.286612406700055,0.0308279015876002,0.429802767280012,-0.141498335057909,0.590023896815749,-0.332959357683153,0.774894917958292
"rel_only","r_wid[w6ebaea9,Intercept]",0.120830537453618,0.289980319756795,-0.079941601008085,0.314028983854848,-0.252512620121707,0.492757314239559,-0.45040663145579,0.702320641425086
"rel_only","r_wid[w6fe5d47,Intercept]",-0.517627433796668,0.192183015460959,-0.653129839213502,-0.382925777909743,-0.762413592469278,-0.273994064685383,-0.905074539776221,-0.148641638356356
"rel_only","r_wid[w720e820,Intercept]",-0.458242951524692,0.230779132370421,-0.611872394443917,-0.303848939667227,-0.758472524728027,-0.16327641406,-0.907605355680765,-0.00967131711436102
"rel_only","r_wid[w7606987,Intercept]",-0.109306307559818,0.19187621104324,-0.237392291401636,0.0239482589944545,-0.355051489188663,0.141175036281668,-0.488613289715968,0.268927799685804
"rel_only","r_wid[w7e41e95,Intercept]",0.000664173747789973,0.26020397431075,-0.174875899968964,0.171425670547674,-0.335032233355855,0.330317478537353,-0.496157171818606,0.508849614252734
"rel_only","r_wid[w80189d3,Intercept]",-0.611905417712647,0.223532838252278,-0.764028387419581,-0.464446536576213,-0.893216313989652,-0.332317757100996,-1.05388943400541,-0.177066541693501
"rel_only","r_wid[w8146fb9,Intercept]",0.108514510051836,0.4017597773733,-0.158387109007668,0.372987270554184,-0.402346449403607,0.618575790324076,-0.680347734765503,0.885278754490306
"rel_only","r_wid[w84e06f3,Intercept]",-0.0187407526693142,0.497758485906699,-0.345837787987907,0.318676687982346,-0.637693628423229,0.595645174815495,-1.02728042820891,0.93617684055142
"rel_only","r_wid[w8e5f535,Intercept]",0.113804506449701,0.33364355883534,-0.111782983308813,0.342443977446613,-0.314336913436375,0.534442271586147,-0.541306119178423,0.762099632575792
"rel_only","r_wid[w8eb1000,Intercept]",-0.259640349861525,0.450332751257015,-0.565570834141912,0.0427906344578029,-0.829445068500026,0.32189954791899,-1.14199531056301,0.606032308617835
"rel_only","r_wid[w8f710ed,Intercept]",0.182173025214973,0.343020452594865,-0.0476658944609602,0.407313271268017,-0.249904587824977,0.621058502763163,-0.471349170717244,0.87024684951214
"rel_only","r_wid[w93de42b,Intercept]",0.247220794014498,0.294586515259352,0.0467704582154921,0.44380157528659,-0.133941704131967,0.630653535883198,-0.324611010192419,0.818382494593838
"rel_only","r_wid[w970a2f0,Intercept]",-0.184060307433238,0.26191320415475,-0.363346993812902,-0.00297751351296252,-0.524423005804547,0.149167729517976,-0.695378640963285,0.334274700794852
"rel_only","r_wid[w993543c,Intercept]",-0.0655722640461556,0.343643992290177,-0.303061139210161,0.162405057447975,-0.50371765887422,0.382492760594339,-0.731141868032582,0.617212274941949
"rel_only","r_wid[w9a48bb6,Intercept]",-0.157877543031514,0.295445042185324,-0.351276050496411,0.0437264481163852,-0.547555535530079,0.213279376102069,-0.742233636503257,0.403674425103851
"rel_only","r_wid[w9be1ae9,Intercept]",-0.31425573370261,0.228363476121172,-0.469203858518716,-0.160656070191094,-0.607989582520896,-0.0275426205676635,-0.767073030714686,0.125910974128933
"rel_only","r_wid[w9d4c48d,Intercept]",0.120528311807288,0.403823513392536,-0.155905714569111,0.394519215857779,-0.395640436680124,0.648411812355994,-0.691042207585356,0.920154621642966
"rel_only","r_wid[wa0cc687,Intercept]",-0.268853302652806,0.257364009853302,-0.442406259098535,-0.0958669842216717,-0.592844204501894,0.0545779749463676,-0.78133884514623,0.230938985088078
"rel_only","r_wid[wa13a069,Intercept]",-0.107346470539578,0.409652449340916,-0.38372364275162,0.174537882123918,-0.637092060842339,0.4110240232387,-0.928922801739128,0.688421868760863
"rel_only","r_wid[wa36b055,Intercept]",-0.451176906217132,0.215004902485678,-0.596138714613931,-0.308155200608217,-0.722104027569386,-0.1694582440301,-0.873969277963383,-0.0280101767167767
"rel_only","r_wid[wa88aaed,Intercept]",0.0146460001443731,0.336992259862824,-0.208464688827595,0.242084414507409,-0.413970124821772,0.45262965033864,-0.64853553087913,0.676265613555697
"rel_only","r_wid[wa90a378,Intercept]",-1.50342085539188,0.344540409354041,-1.74029875044448,-1.2563818606314,-1.94454507852386,-1.07069033435075,-2.1921668681349,-0.835246918914449
"rel_only","r_wid[waa6a3c8,Intercept]",0.432612446372414,0.299749442523662,0.227852564515623,0.635583634355488,0.0528733566413645,0.814405958954237,-0.144260035179211,1.02950872601576
"rel_only","r_wid[wb14e228,Intercept]",-0.092759369095652,0.392829269646157,-0.357007834581644,0.175743091262115,-0.598426585054478,0.407778721865147,-0.884209667404835,0.665317619867205
"rel_only","r_wid[wb2e2d84,Intercept]",-0.180668371833684,0.238709685258969,-0.340511684895245,-0.0202884263748827,-0.483679256908797,0.127587792060473,-0.642356506883332,0.289154964896642
"rel_only","r_wid[wb900a5f,Intercept]",-0.995691414701923,0.239456201135178,-1.1584688713855,-0.837134731101069,-1.30255906796684,-0.688791596018457,-1.46788221685805,-0.529436126445636
"rel_only","r_wid[wbc9e827,Intercept]",0.263082364459915,0.49045624207534,-0.0735763652926997,0.595291872195905,-0.361789487027525,0.906117155191192,-0.674067964474342,1.23814679101951
"rel_only","r_wid[wbe3571b,Intercept]",-0.139232990599054,0.286227861847247,-0.335653103990257,0.0571826298883653,-0.501859755087905,0.234453638189174,-0.684846125197111,0.407795677595956
"rel_only","r_wid[wbf6ee18,Intercept]",-0.120151303646475,0.221619778996537,-0.269144997568214,0.0271586490085862,-0.408447551386463,0.160686962173975,-0.554365690026561,0.318535888162515
"rel_only","r_wid[wc471696,Intercept]",0.365040712974041,0.432377658348452,0.0763043632574507,0.652465486858229,-0.175350918284635,0.921471107834369,-0.481605817128214,1.23378073585339
